"";"24hpf_neg";"24hpf_pos";"24hpf_pos.1";"48hpf_neg";"48hpf_pos";"48hpf_pos.1";"72hpf_neg";"72hpf_pos";"72hpf_pos.1";"72hpf_neg_gata5";"72hpf_pos_gata5";"72hpf_pos_gata5.1";"72hpf_neg_tbx5";"72hpf_pos_tbx5";"72hpf_pos_tbx5.1";"72hpf_neg_hand2";"72hpf_pos_hand2";"72hpf_pos_hand2.1"
"adaptive immune response";-3,02481632905112;1,72957719166217;1,91973060221165;-0,32995601021908;-0,959715600645242;-1,27599974488374;-1,62594077887815;0,0404156419224479;-1,25408342341774;-0,325488842015276;0,346388582902441;0,272395405458263;-0,375302169509906;0,996948647116391;0,517458956111919;-0,637910207777134;1,67460582703874;1,57615872196815
"adenohypophysis development";5,25832983573173;0,0708214725930839;0,553552338761102;2,57430275744331;-3,18330479258121;-1,3816312935513;4,91864449150401;-2,46187999299523;-0,645294892122244;3,44450318181455;-2,22459138610044;-1,84349012362664;1,19998199413654;-2,91798169448276;-3,80284795732292;2,40743485433324;-1,99415464566391;-4,59170434798607
"adenosine deaminase activity";-0,489322016548859;-0,473003058763267;-1,17380736459911;0,799459356186577;-0,788869549605244;-0,973874999119576;0,285893946194556;1,21833793970993;-0,381482769126753;1,38914846750445;-0,58698236737873;-0,754452217859684;1,52201073480198;0,0553264464357641;0,606004023992767;0,350495702478289;0,354002543560728;-0,832593112747797
"adenosine receptor signaling pathway";0,511189689863824;1,52270790778364;1,61692219444549;-0,471423380420817;0,0826685386270657;-1,25714313631046;-0,581504145832202;0,0123607088034235;-0,564206511783673;-0,252344634166665;-0,834602773558537;-0,456273987295495;-0,220662602136795;-1,10992564615903;-0,411885610557974;0,178877876288085;-0,12634535984211;0,437310210318465
"adenylate cyclase-activating adrenergic receptor signaling pathway";-1,2701042607349;1,59686142483838;1,47689332741619;-0,593571770448503;0,957932408728764;-0,528798791490437;-0,782010569138797;0,193460825628213;1,46903026995846;-0,104688966236649;-1,85154271087753;-0,811517852773073;-0,436275386486439;-0,714408692991618;0,145420714559293;-0,141181558270443;0,529855288166771;-0,57985626396072
"adenylate cyclase-inhibiting serotonin receptor signaling pathway";-0,393092177088921;-0,149741482930035;-0,157760614410685;0,135729580106595;-0,112617778243981;0,412824960917206;0,0443457004512941;0,764335635365876;0,165314771949469;0,25573007857202;-0,731827738919158;-0,0749523935980561;0,737332262007865;-0,294735685359052;-0,120674224399227;0,410249365773609;-0,534602527037142;-0,524876585683284
"adenylate cyclase-modulating G-protein coupled receptor signaling pathway";-2,66540034822359;-3,17767575514408;-2,30040677319877;-1,12342283592301;-0,172306327018776;-0,463219356724294;0,976721892801847;1,13457232892604;1,9596884796579;1,51579137717535;0,672000258192708;0,316137348606774;2,46602386659544;0,324539986895544;0,241119829328406;1,80952442862031;-0,480512745245573;1,34804946086427
"adenylate cyclase activity";-1,2629505320051;0,107178413301999;0,259481459246965;-1,36067623045387;-1,64632826980469;-0,297758614831971;1,38564887540954;1,47789470104069;0,364724372401491;0,0445910756024335;0,385140471698441;0,165391892369616;1,51956333871282;0,167587107168645;0,465534638272001;0,402997838817474;-1,40162839903568;-1,52809616156295
"adherens junction";2,67817071354374;-0,908428671570325;-0,252698902364485;1,68106384943085;0,268492339223802;1,47229651457392;1,81610667487996;-2,81230733764522;0,0465782308144496;1,13574852999158;-0,551667647235432;-1,11790391474593;1,06668899790059;-0,524861235427245;-2,34511649047514;0,926494197071477;-1,5939224610362;-1,87463027446495
"ADP transport";-1,1708007301835;-1,56466675577205;-0,515918519669161;-0,762120269424188;2,30112569678804;1,50794277167024;-1,37820403170693;1,52832500033871;1,32990111008901;-2,09254482506099;0,438630026254541;-0,760759813553478;-1,06470818363155;1,51532197621016;1,86772274679403;-0,828382477704596;1,37792190450659;1,09287651805411
"adrenal gland development";2,03983602711556;2,37908954972055;1,70049737401845;0,365072251689748;-0,819667467223431;1,35991732201453;0,416596489950689;-0,530726889023415;0,757492185671235;1,01273917337486;-2,3794785105686;-3,3377705818159;-0,645754549860442;-1,0265263005296;-1,5644368054101;-0,201389527405337;0,281523064968109;-2,81038566694106
"adrenergic receptor activity";-1,40501195098083;0,679337372295051;1,04325782119669;-1,21350072338859;0,295738843802739;-0,496715422644101;-0,661677119729774;0,626273415687816;1,13606167342576;-0,263794985025931;-2,34606913056904;-0,254739465125872;0,0711745829816565;0,323443999386029;0,627179680476669;0,459821486049701;0,762976499042142;-0,0792495006500976
"aerobic respiration";-0,0217455790256117;1,36904976608721;0,214234014078938;-1,65972961751412;1,25418999469897;0,563161847188206;-0,619383129070249;-0,442315891547392;0,208643602505174;-0,591412685621223;1,4636200300891;0,220030203835764;-1,83324325070336;1,18292664767693;0,590959359491791;-1,61442605751395;0,822147456677023;-0,414903760556045
"alpha-(1->3)-fucosyltransferase activity";-1,0531334090706;-0,174292514744698;0,20870661721362;0,564867005946747;-0,0711573025049965;0,343755791665745;-0,74710779490719;0,0226684106169878;-0,0516709283400536;-0,105535957004151;0,519231029039287;1,28558944668747;0,0717356764021342;0,40455713801238;-0,815626799617304;-0,47131335597322;-0,535440791310269;0,896686185770295
"amino acid transmembrane transport";0,185742042156545;-0,653491519288238;0,220586978309869;1,05165363407242;-2,93353194214053;-2,30692508876163;1,271270523363;-2,03629209954193;1,27486721246987;1,48548157357807;-0,566390079000294;-2,22547822079842;2,24868096448125;3,15828529508599;0,252291646778603;-0,64135113141466;-0,849726740066378;-0,249021224809438
"amino acid transmembrane transporter activity";0,0461415359207883;-0,78937462761592;0,0122624890708067;0,773325815779932;-3,03430750082621;-2,41854043979453;1,28139639023434;-1,85997936071541;1,41623242301711;1,83321403387226;-0,473647779691329;-1,93721873142446;1,98154326457325;2,96533477151496;0,648648682637135;-0,451045956929116;-1,00158343542939;-0,144814060692257
"amino acid transport";-0,887104085931342;0,3960613923527;0,445558775890391;-0,148884321254841;-1,57145494861399;-3,11674803988933;0,435973659676628;-1,37117986556291;2,21068000626754;0,705855854540363;-0,2611603435248;-1,41139402971557;0,13154893751185;2,15023106392234;1,2242458787676;-0,929936179310307;0,440189675239945;0,654601250978542
"aminoacyl-tRNA editing activity";2,03390551368711;2,61111558375584;2,07807030908865;-0,253501083359121;-1,54901203771956;-1,08572498362496;-1,33168248964078;-1,27261444850531;-0,17569037458638;-2,17342930806922;-0,415443847473692;-1,30268414811606;-1,14509858094106;0,564528765944777;-0,709815722986932;0,234253723991408;0,278335364866671;1,09639543593542
"aminoacyl-tRNA ligase activity";1,87932130488039;4,28467869968871;3,58782260273375;-0,639513367017934;-3,39118025659995;-1,83420696093593;-0,426160257367748;-1,00322483962386;-1,17764811951471;-2,44476482997963;-1,26276386689965;-2,24539514274346;-2,04959456148091;0,884860216778923;-0,41339434494271;-0,361088921762877;0,668348916923945;1,9031562605017
"aminopeptidase activity";-1,97672324235484;0,0848827969862265;-0,901984926553153;-2,22368566772136;0,498254473962987;-0,605230518475049;-1,29506240761963;0,849276006545246;0,0945555136453148;-2,28539624455652;2,65524104568303;0,783934198498253;-1,78283620417376;3,02044876704659;1,37079172902161;-1,61993536507251;2,85381769932305;3,68589918740575
"ammonium transmembrane transport";-3,05745177897787;-0,0879124033160935;0,509928761106073;0,308037088690547;0,30408523104321;0,594298087312791;0,136797451813441;-0,638169399976283;0,0889051429291642;0,851731823097185;1,16921826652817;1,77337428743063;0,220060993279075;-1,15442764049699;0,340706403711105;-0,685988648300521;0,0219482732133317;-0,381431772797718
"ammonium transmembrane transporter activity";-3,06326778695311;-0,554877676711444;0,281600017092756;0,287045004430793;0,481144728571508;1,06156437075234;-0,0300474642011014;0,148006772878717;0,00413129424855329;0,885866674800845;1,38491422677522;1,65444853432543;-0,541359236277279;-1,09674700201191;0,528129815008093;-1,19438602282291;0,413435126048743;0,451268264870114
"AMPA glutamate receptor complex";-0,767750797475383;-4,5207781319898;-4,35785738676015;4,14122609053353;-0,831959400135025;-0,227601551005377;0,591219623090912;-1,89159963098715;-2,59451260255804;4,00651247959597;-0,56633893827593;-0,847732486254523;8,1813577735705;-0,296764478379038;-1,04562487030283;7,00751994341452;-4,07198324779438;-1,0145080790004
"amyloid-beta binding";-1,97928514044559;-5,15467876328735;-3,72682030626605;0,301836294263191;0,288635766956419;-0,693358434246166;-0,168246437579277;3,01150946151316;1,25492923647583;0,923591302938488;1,16194516504911;0,25064252797192;1,54577368409783;2,87522321982571;2,3179034307615;1,1244429281901;-0,128898704165937;1,42105639948133
"anaphase-promoting complex";2,56128142996455;2,86989927169368;1,98123029555818;0,496505507408421;-0,704635954652701;-0,385966382029766;-0,736628931729133;1,00289344178331;-1,88768356417371;-0,324229704488527;-0,45174394018352;0,0134544718211435;-0,602398770204556;-0,537699869424453;-1,46899742108196;-0,789291489047111;-1,86033740893486;-2,46996456187195
"anatomical structure morphogenesis";0,959529856708131;-1,9943315376439;-1,29887590153353;3,60377650796566;-3,58632441565071;-1,24198187147617;4,80983156090336;-3,16031718279846;0,41221027276206;4,71888424705279;-0,359128320363631;-1,8749891298436;3,89331984139987;-1,58286221600861;-3,04513978351177;3,11333911876761;-2,65030931610999;-3,13759645834497
"anchored component of membrane";-1,02360046560669;-2,2492197444419;-1,1609320950849;1,283583867036;0,808190823154197;1,83409418409939;1,60002624340312;0,573706261315095;-0,573987972882038;1,11465559172618;-0,836024125870737;-0,00924392035153879;1,85274208002099;0,525706471336599;-2,07821800259631;1,47325346136011;-0,897542809076724;-0,963677364179471
"angiogenesis";2,09800139089597;4,57429383356694;3,01699680160654;-0,0504384378615723;-0,877475756649397;-1,33601508796262;2,2865940875099;-2,34124230317132;-0,120532729551014;2,13256433059431;-3,00755624127443;-3,92754109808349;-0,32934370762763;-2,2779372558222;-4,40529183448777;0,864643146059829;0,867100436068015;-2,76144135370709
"animal organ morphogenesis";2,25593777319631;0,794119181121688;0,799007612193989;1,26558712144292;-1,75985250168788;-1,46568396600027;2,90425930689605;-1,54752600073719;-1,37412781013424;3,28290303882847;-0,638938839176515;-3,77492880580437;0,875855688056185;-1,3824948931884;-2,58678574636264;1,62008289399734;-0,284892998863452;-2,06564900146024
"anion transmembrane transport";-3,20597895765475;-0,737024250758182;0,330215659565095;0,521242549751037;-0,965842069915178;-2,33414247962243;0,374649586088907;0,41085676787078;1,21324482515255;0,468973130208426;0,299050040062123;1,23496343017758;1,15583821893016;1,62006590278338;-1,73957049107392;0,488000253449369;-0,551970774921525;1,28962625453244
"anion transmembrane transporter activity";-2,48330173525502;-0,532241760321719;0,372955526924457;1,64442470345026;-2,58452741321842;-3,12061921031708;1,82933482979977;-0,628919876127032;0,847493106550221;2,67708216354868;0,287814605092762;0,274226252396389;2,78385517105822;0,686446584586984;-3,47322371977642;1,36317187507527;-1,58014703516856;-0,322983438255848
"anion transport";-2,48663501562882;-0,414497247415823;0,154777339986812;0,892050059682585;-2,48018705802344;-2,69132916642179;1,56390881286119;0,0762155917549588;1,03350976551664;2,08082072545111;0,618540535718946;-0,119652150995645;1,95751522327543;1,29282203658519;-2,44705196770328;0,876533848673445;-1,10511860075237;-0,0483321075751035
"anion:anion antiporter activity";-1,87399420334722;-1,30863311249366;-0,274126615117588;-1,92081437684535;0,952761160928612;0,0845446904905228;-1,8298415868283;1,9946028723773;1,75400476393916;-1,69630012591925;2,62544583919822;2,02677850103104;-3,45176163174055;3,08492581910408;2,61544697237945;-4,01465787526454;3,56651834771633;1,508511651146
"anterior/posterior axis specification";-0,0159131459615213;-1,54843066873023;-1,15157014040053;1,04405707615223;-0,358123819040377;-0,347711798262644;1,58149396150258;-1,38665209828943;1,39388665541919;1,94540281784305;0,415165501265362;-1,56616924256273;1,10484769607618;-0,748136449755272;-0,264676339717898;0,921540100834362;-0,541025557465456;-0,258397290134636
"anterior/posterior pattern specification";5,80577903489604;-3,27299930966108;-2,59870315876891;5,44270303278497;-1,02431623676329;-0,48903958512134;3,01563313407667;-2,90169669748408;0,0440960108454757;3,33030938309091;-2,09070169268686;-3,07502653864344;3,76269278453649;-2,53821692717691;-2,49612347967859;3,47881551533258;-2,10375668929984;-4,04415753474508
"antigen processing and presentation";-3,19208126326438;-0,522930557487168;-1,35139256360461;-3,10218441151387;0,222818763309224;-1,01499284950356;-3,709629814544;3,34817097335123;2,53547639658045;-2,08915435260459;2,74893428840819;1,11341236447509;-2,63169987592297;2,06632675652251;2,10981710751365;-1,99465801288417;4,12242720264611;5,50307518035294
"antioxidant activity";-2,03113532141311;-0,752282919411457;-0,568844864065798;-2,73636706829185;4,16064041921259;3,59543875264085;-2,9108748460023;2,9147709237708;-0,695977336896997;-2,49102075361616;3,32774038685256;2,78138577310578;-4,09570641387611;1,02057572631799;2,74594274825776;-3,2849678997458;2,09385056671534;1,98494856712104
"antiporter activity";-2,15538794191064;-0,861558260024313;0,0314825493843345;-1,47170323674654;-0,696884437858628;-1,42431243799922;-0,900756832234066;0,391171662163363;0,870737719186591;-1,60764059446051;3,0142172440336;1,43713196106436;-0,953402504814884;3,01478501260468;1,6497212287025;-2,14649066847755;2,32526686880244;1,71610442290445
"apical plasma membrane";-1,58940728199711;-1,48372261248169;-1,00390225279877;0,552200966868762;0,510582926044677;0,804201684684639;1,15885288815105;-0,24030462443031;2,86857324279976;-0,369194236658257;0,259825800071957;0,142824123040314;-0,580461458543751;0,376584304118594;1,23102443502314;-1,23604183554476;0,85090904399505;-0,48067379461427
"apoptotic process";-0,564719672386892;0,206034925961695;0,927676205912248;-1,61908832024092;0,105024481017635;-0,625724676527034;-0,315908948363373;-0,0219634855214622;1,25436847338613;-0,444867643009388;2,60494768317956;0,229720844550828;-2,12278582694512;-1,51403463432391;-0,202635310482897;-0,505812502364748;2,5369554489786;0,39574184202184
"apoptotic signaling pathway";-2,16403952869204;-1,09663057225758;-0,536349884454391;-1,76098047912435;0,972193196529818;-0,245590924537367;-0,78185702196437;1,01757033924398;-0,991075955736648;1,02711836770633;2,31856256175862;1,97753560734836;-2,01824591869397;1,67789943858092;1,04225245588132;-1,701678058184;2,52280893379605;1,75512405428142
"ARF guanyl-nucleotide exchange factor activity";-3,30632692850093;-1,64159468213872;-0,985139792403441;0,701864630612839;-0,800665212276254;1,57671729350418;-0,325163364360795;0,621446101875338;-0,918317570733782;2,16777753198369;0,363475191962016;0,381837008687426;3,3182723713948;0,692753994784115;0,417659530652063;1,53903365435628;-1,79650495583216;-1,10162966853443
"aromatic amino acid family metabolic process";-4,06189735638219;-4,01512906327168;-5,75505053490879;-3,98679702894368;2,25752842818266;2,97510934513737;1,01526976662928;3,0224117465326;1,56864100470302;-0,39683634339506;2,17031700906274;4,01907028251819;-1,03098968235199;4,25504125751068;2,39975576936673;-2,79886902930782;3,9080994330072;3,70425520226701
