"Rank";"Upregulated";"GSZ";"p.value";"fdr";".";"Downregulated";"GSZ.";"p.value.";"fdr."
122;"nucleoside diphosphate kinase activity";2,69559308;"      .";"      .";"";"positive regulation of transcription from RNA polymerase II promoter";-3,48824503;"      .";"      ."
123;"nucleoside diphosphate phosphorylation";2,69559308;"      .";"      .";"";"retina morphogenesis in camera-type eye";-3,48262803;"      .";"      ."
124;"developmental pigmentation";2,69519292;"      .";"      .";"";"nucleosomal DNA binding";-3,48203249;"      .";"      ."
125;"endocytosis";2,65944087;"      .";"      .";"";"SMAD protein signal transduction";-3,43272332;"      .";"      ."
126;"membrane raft";2,63327258;"      .";"      .";"";"regulation of small GTPase mediated signal transduction";-3,38269449;"      .";"      ."
127;"mitochondrial respiratory chain complex IV";2,62091202;"      .";"      .";"";"vascular endothelial growth factor receptor signaling pathway";-3,35855152;"      .";"      ."
128;"vesicle organization";2,60953215;"      .";"      .";"";"forebrain development";-3,35440972;"      .";"      ."
129;"protein catabolic process";2,6028415;"      .";"      .";"";"adrenal gland development";-3,33777058;"      .";"      ."
130;"CTP biosynthetic process";2,59676388;"      .";"      .";"";"neural crest cell migration";-3,33731754;"      .";"      ."
131;"secretory granule";2,5953853;"      .";"      .";"";"ephrin receptor binding";-3,31624986;"      .";"      ."
132;"cation:chloride symporter activity";2,59339467;"      .";"      .";"";"cell morphogenesis";-3,31502441;"      .";"      ."
133;"retrograde transport, endosome to Golgi";2,59044805;"      .";"      .";"";"actin binding";-3,3124762;"      .";"      ."
134;"mitochondrial inner membrane";2,57472712;"      .";"      .";"";"embryonic camera-type eye development";-3,28262474;"      .";"      ."
135;"NADH dehydrogenase (ubiquinone) activity";2,56928539;"      .";"      .";"";"extracellular space";-3,26019569;"      .";"      ."
136;"endosomal transport";2,56115511;"      .";"      .";"";"positive regulation of pathway-restricted SMAD protein phosphorylation";-3,25514122;"      .";"      ."
137;"sodium-independent organic anion transmembrane transporter activity";2,55631661;"      .";"      .";"";"transforming growth factor beta receptor binding";-3,25514122;"      .";"      ."
138;"sodium-independent organic anion transport";2,55631661;"      .";"      .";"";"embryonic cranial skeleton morphogenesis";-3,24961517;"      .";"      ."
139;"sodium channel regulator activity";2,54955342;"      .";"      .";"";"calcium channel activity";-3,24806733;"      .";"      ."
140;"ATP hydrolysis coupled proton transport";2,5287254;"      .";"      .";"";"kinetochore";-3,23928606;"      .";"      ."
141;"mitochondrial matrix";2,52496821;"      .";"      .";"";"fin regeneration";-3,23495402;"      .";"      ."
142;"ER to Golgi vesicle-mediated transport";2,51997191;"      .";"      .";"";"exocrine pancreas development";-3,20478068;"      .";"      ."
143;"UTP biosynthetic process";2,51955574;"      .";"      .";"";"ATP-dependent chromatin remodeling";-3,20216199;"      .";"      ."
144;"mitochondrial electron transport, cytochrome c to oxygen";2,51527371;"      .";"      .";"";"microtubule motor activity";-3,19395572;"      .";"      ."
145;"negative regulation of insulin receptor signaling pathway";2,50720485;"      .";"      .";"";"release of sequestered calcium ion into cytosol";-3,18961578;"      .";"      ."
146;"hydrolase activity";2,50298145;"      .";"      .";"";"intracellular signal transduction";-3,17458494;"      .";"      ."
147;"transition metal ion binding";2,49862891;"      .";"      .";"";"signal transduction by protein phosphorylation";-3,17028181;"      .";"      ."
148;"lipid metabolic process";2,47876488;"      .";"      .";"";"positive regulation of gene expression";-3,16359634;"      .";"      ."
149;"intrinsic apoptotic signaling pathway in response to DNA damage";2,47718966;"      .";"      .";"";"phosphoric diester hydrolase activity";-3,15835549;"      .";"      ."
150;"photoreceptor outer segment";2,45810463;"      .";"      .";"";"definitive hemopoiesis";-3,15044945;"      .";"      ."
151;"ATP synthesis coupled proton transport";2,44838892;"      .";"      .";"";"somite development";-3,10138041;"      .";"      ."
152;"ubiquitin conjugating enzyme binding";2,41644578;"      .";"      .";"";"nucleosome assembly";-3,10060012;"      .";"      ."
153;"translation initiation factor activity";2,39434879;"      .";"      .";"";"atrioventricular canal development";-3,09984263;"      .";"      ."
154;"mitochondrial envelope";2,3815335;"      .";"      .";"";"anterior/posterior pattern specification";-3,07502654;"      .";"      ."
155;"iron ion binding";2,36856118;"      .";"      .";"";"integrin-mediated signaling pathway";-3,07367666;"      .";"      ."
156;"chloride transport";2,35886491;"      .";"      .";"";"potassium channel activity";-3,07088126;"      .";"      ."
157;"detection of visible light";2,3393067;"      .";"      .";"";"ion channel activity";-3,07061341;"      .";"      ."
158;"cellular response to oxidative stress";2,33676732;"      .";"      .";"";"calcium-transporting ATPase activity";-3,06135126;"      .";"      ."
159;"transmembrane transporter activity";2,33132042;"      .";"      .";"";"muscle fiber development";-3,06112208;"      .";"      ."
160;"nucleophagy";2,32771663;"      .";"      .";"";"cytokine activity";-3,027792;"      .";"      ."
161;"cytochrome-c oxidase activity";2,30905833;"      .";"      .";"";"transcription cofactor activity";-3,02731512;"      .";"      ."
162;"proton transport";2,30305616;"      .";"      .";"";"cell development";-3,02574873;"      .";"      ."
163;"SNARE complex";2,2975814;"      .";"      .";"";"RNA polymerase II transcription factor activity, sequence-specific DNA binding";-3,02458502;"      .";"      ."
164;"inorganic anion transport";2,29120733;"      .";"      .";"";"myeloid cell differentiation";-3,01504397;"      .";"      ."
165;"lipid catabolic process";2,27780745;"      .";"      .";"";"primitive erythrocyte differentiation";-3,00915406;"      .";"      ."
166;"oxalate transmembrane transporter activity";2,27468796;"      .";"      .";"";"artery development";-2,97341222;"      .";"      ."
167;"oxalate transport";2,27468796;"      .";"      .";"";"transmembrane receptor protein tyrosine kinase activity";-2,95961119;"      .";"      ."
168;"integral component of mitochondrial inner membrane";2,26766155;"      .";"      .";"";"semaphorin-plexin signaling pathway";-2,95838407;"      .";"      ."
169;"fructose metabolic process";2,24160312;"      .";"      .";"";"semaphorin receptor activity";-2,95838407;"      .";"      ."
170;"proton-transporting ATPase activity, rotational mechanism";2,22798742;"      .";"      .";"";"notochord development";-2,92944325;"      .";"      ."
171;"sulfate transport";2,22632638;"      .";"      .";"";"phosphatidylinositol phospholipase C activity";-2,92662743;"      .";"      ."
172;"glycogen biosynthetic process";2,22148054;"      .";"      .";"";"regulation of heart rate";-2,92517474;"      .";"      ."
173;"calcium-dependent cysteine-type endopeptidase activity";2,17478624;"      .";"      .";"";"neurogenesis";-2,91872583;"      .";"      ."
174;"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen";2,16967438;"      .";"      .";"";"non-canonical Wnt signaling pathway";-2,91452044;"      .";"      ."
175;"4 iron, 4 sulfur cluster binding";2,16479904;"      .";"      .";"";"negative regulation of canonical Wnt signaling pathway";-2,91346591;"      .";"      ."
176;"NADP binding";2,16115561;"      .";"      .";"";"regulation of MAPK cascade";-2,89796562;"      .";"      ."
177;"GTP-Rho binding";2,15119894;"      .";"      .";"";"cell surface receptor signaling pathway";-2,89623962;"      .";"      ."
178;"cellular response to estrogen stimulus";2,14896033;"      .";"      .";"";"receptor activity";-2,88145289;"      .";"      ."
179;"protease binding";2,13638545;"      .";"      .";"";"centrosome";-2,86509995;"      .";"      ."
180;"sulfate transmembrane transport";2,13348629;"      .";"      .";"";"myosin complex";-2,85514903;"      .";"      ."
181;"sulfate transmembrane transporter activity";2,13348629;"      .";"      .";"";"histone-lysine N-methyltransferase activity";-2,81582517;"      .";"      ."
182;"secondary active sulfate transmembrane transporter activity";2,11162103;"      .";"      .";"";"cardiac muscle contraction";-2,81059414;"      .";"      ."
183;"SNARE binding";2,11060899;"      .";"      .";"";"collagen trimer";-2,79828505;"      .";"      ."
184;"response to stimulus";2,1101241;"      .";"      .";"";"protein heterodimerization activity";-2,79732175;"      .";"      ."
185;"SNAP receptor activity";2,09408438;"      .";"      .";"";"cartilage morphogenesis";-2,79601926;"      .";"      ."
186;"mitochondrial large ribosomal subunit";2,08853788;"      .";"      .";"";"negative regulation of Ras protein signal transduction";-2,79576956;"      .";"      ."
187;"protein polyubiquitination";2,08561366;"      .";"      .";"";"hypothalamus development";-2,79108938;"      .";"      ."
188;"early endosome";2,08409419;"      .";"      .";"";"neuron development";-2,79070384;"      .";"      ."
189;"inositol-1,4,5-trisphosphate 3-kinase activity";2,06646654;"      .";"      .";"";"neutrophil differentiation";-2,76443678;"      .";"      ."
190;"gluconeogenesis";2,05237426;"      .";"      .";"";"pectoral fin development";-2,74616494;"      .";"      ."
191;"regulation of intracellular pH";2,04935462;"      .";"      .";"";"DNA biosynthetic process";-2,7349883;"      .";"      ."
192;"inorganic anion exchanger activity";2,04892015;"      .";"      .";"";"spectrin binding";-2,72645429;"      .";"      ."
193;"cytoplasmic vesicle membrane";2,04103006;"      .";"      .";"";"high voltage-gated calcium channel activity";-2,71790414;"      .";"      ."
194;"endoplasmic reticulum membrane";2,03047943;"      .";"      .";"";"negative chemotaxis";-2,71769452;"      .";"      ."
195;"anion:anion antiporter activity";2,0267785;"      .";"      .";"";"hyaluronic acid binding";-2,70437786;"      .";"      ."
196;"chloride channel activity";2,02301436;"      .";"      .";"";"regulation of cytoskeleton organization";-2,70094473;"      .";"      ."
197;"translational initiation";2,01921248;"      .";"      .";"";"cell communication";-2,69556647;"      .";"      ."
198;"Rho protein signal transduction";2,01709186;"      .";"      .";"";"axonogenesis";-2,68940207;"      .";"      ."
199;"small ribosomal subunit";1,98868782;"      .";"      .";"";"ATPase activity";-2,67954231;"      .";"      ."
200;"apoptotic signaling pathway";1,97753561;"      .";"      .";"";"posterior lateral line development";-2,6400247;"      .";"      ."
201;"phosphatidylinositol-3-phosphate biosynthetic process";1,97652227;"      .";"      .";"";"regulation of RNA splicing";-2,63987189;"      .";"      ."
202;"endopeptidase activity";1,97520657;"      .";"      .";"";"cell migration involved in gastrulation";-2,63356687;"      .";"      ."
203;"threonine-type endopeptidase activity";1,96475115;"      .";"      .";"";"regulation of canonical Wnt signaling pathway";-2,62969093;"      .";"      ."
204;"negative regulation of protein serine/threonine kinase activity";1,96058165;"      .";"      .";"";"voltage-gated calcium channel complex";-2,62750427;"      .";"      ."
205;"regulation of actin cytoskeleton organization";1,95641224;"      .";"      .";"";"axon";-2,61887171;"      .";"      ."
206;"intermediate filament";1,942342;"      .";"      .";"";"microtubule-based movement";-2,60919185;"      .";"      ."
207;"Arp2/3 complex-mediated actin nucleation";1,93251488;"      .";"      .";"";"retinoic acid receptor signaling pathway";-2,60580985;"      .";"      ."
208;"autophagosome";1,93105746;"      .";"      .";"";"mitotic cell cycle";-2,60499713;"      .";"      ."
209;"actin cytoskeleton";1,92514761;"      .";"      .";"";"bone mineralization";-2,59909322;"      .";"      ."
210;"negative regulation of endopeptidase activity";1,91641862;"      .";"      .";"";"cell proliferation";-2,59645857;"      .";"      ."
211;"voltage-gated chloride channel activity";1,89646421;"      .";"      .";"";"regulation of gene expression";-2,58877288;"      .";"      ."
212;"regulation of cell proliferation";1,8782245;"      .";"      .";"";"oxygen binding";-2,58052136;"      .";"      ."
213;"1-phosphatidylinositol-3-kinase activity";1,86160639;"      .";"      .";"";"oxygen transport";-2,58052136;"      .";"      ."
214;"ribosomal large subunit biogenesis";1,86047411;"      .";"      .";"";"oxygen transporter activity";-2,58052136;"      .";"      ."
215;"phosphatidylinositol phosphorylation";1,84627824;"      .";"      .";"";"potassium ion transmembrane transport";-2,57196628;"      .";"      ."
216;"phototransduction";1,84272457;"      .";"      .";"";"heart contraction";-2,55840856;"      .";"      ."
217;"Arp2/3 protein complex";1,84183793;"      .";"      .";"";"transcription from RNA polymerase II promoter";-2,54870265;"      .";"      ."
218;"steroid hydroxylase activity";1,83746726;"      .";"      .";"";"lipid phosphatase activity";-2,53505566;"      .";"      ."
219;"aspartic-type endopeptidase activity";1,83288899;"      .";"      .";"";"retina layer formation";-2,5180862;"      .";"      ."
220;"intraciliary transport";1,83054207;"      .";"      .";"";"cytoskeletal anchoring at nuclear membrane";-2,51336122;"      .";"      ."
221;"cysteine-type endopeptidase activity involved in execution phase of apoptosis";1,80563578;"      .";"      .";"";"hematopoietic progenitor cell differentiation";-2,50744649;"      .";"      ."
222;"type B pancreatic cell development";1,7935437;"      .";"      .";"";"transcription factor complex";-2,49728455;"      .";"      ."
223;"platelet activation";1,78535535;"      .";"      .";"";"centriole";-2,48873318;"      .";"      ."
224;"ammonium transmembrane transport";1,77337429;"      .";"      .";"";"regulation of signal transduction";-2,48539621;"      .";"      ."
225;"NAD binding";1,77012887;"      .";"      .";"";"mRNA 3'-UTR binding";-2,47512098;"      .";"      ."
226;"hydrolase activity, acting on ester bonds";1,76714634;"      .";"      .";"";"histone binding";-2,46953543;"      .";"      ."
227;"cellular amino acid metabolic process";1,76059561;"      .";"      .";"";"negative regulation of BMP signaling pathway";-2,4612823;"      .";"      ."
228;"ribosome biogenesis";1,75663262;"      .";"      .";"";"midbody";-2,46062073;"      .";"      ."
229;"biosynthetic process";1,71615579;"      .";"      .";"";"camera-type eye development";-2,4566227;"      .";"      ."
230;"actin filament";1,70419714;"      .";"      .";"";"intrinsic component of the cytoplasmic side of the plasma membrane";-2,45082114;"      .";"      ."
231;"response to methylmercury";1,70262206;"      .";"      .";"";"nucleotide binding";-2,44606327;"      .";"      ."
232;"response to zinc ion";1,69156769;"      .";"      .";"";"tissue regeneration";-2,44589955;"      .";"      ."
233;"eukaryotic translation initiation factor 3 complex";1,68976397;"      .";"      .";"";"motor neuron axon guidance";-2,44175512;"      .";"      ."
234;"nucleobase-containing compound kinase activity";1,68166283;"      .";"      .";"";"GTPase regulator activity";-2,43517455;"      .";"      ."
235;"execution phase of apoptosis";1,67557114;"      .";"      .";"";"blood vessel morphogenesis";-2,43106634;"      .";"      ."
236;"ubiquitin binding";1,67472328;"      .";"      .";"";"actin filament binding";-2,41539827;"      .";"      ."
237;"fatty acid beta-oxidation";1,67154845;"      .";"      .";"";"cell division";-2,40582306;"      .";"      ."
