"Rank";"Upregulated";"GSZ";"p.value";"fdr";".";"Downregulated";"GSZ.";"p.value.";"fdr."
122;"clathrin coat assembly";4,15412855;"      .";"      .";"";"actin cytoskeleton";-2,99286517;"      .";"      ."
123;"membrane";4,13152843;"      .";"      .";"";"pyridoxal phosphate binding";-2,97595676;"      .";"      ."
124;"cell differentiation";4,11176929;"      .";"      .";"";"sulfate transport";-2,97323708;"      .";"      ."
125;"integral component of membrane";4,07549301;"      .";"      .";"";"lipid biosynthetic process";-2,95513909;"      .";"      ."
126;"collagen trimer";4,07524272;"      .";"      .";"";"tricarboxylic acid cycle";-2,93946341;"      .";"      ."
127;"defense response to Gram-positive bacterium";4,06399442;"      .";"      .";"";"acyl-CoA dehydrogenase activity";-2,87693125;"      .";"      ."
128;"sodium ion transmembrane transport";4,03953367;"      .";"      .";"";"phosphotransferase activity, alcohol group as acceptor";-2,85930207;"      .";"      ."
129;"fin morphogenesis";4,01761651;"      .";"      .";"";"cellular iron ion homeostasis";-2,85706202;"      .";"      ."
130;"skeletal system development";3,99701551;"      .";"      .";"";"protein polyubiquitination";-2,85194559;"      .";"      ."
131;"signal transduction";3,98027903;"      .";"      .";"";"artery development";-2,83047387;"      .";"      ."
132;"microtubule-based movement";3,97788142;"      .";"      .";"";"cholesterol metabolic process";-2,81622133;"      .";"      ."
133;"nuclear chromatin";3,96693278;"      .";"      .";"";"vacuolar transport";-2,81529115;"      .";"      ."
134;"canonical Wnt signaling pathway";3,95722112;"      .";"      .";"";"heme biosynthetic process";-2,80143326;"      .";"      ."
135;"regulation of cytosolic calcium ion concentration";3,95554945;"      .";"      .";"";"aromatic amino acid family metabolic process";-2,79886903;"      .";"      ."
136;"PDZ domain binding";3,95532443;"      .";"      .";"";"fatty acid beta-oxidation";-2,78008491;"      .";"      ."
137;"cell morphogenesis";3,95210228;"      .";"      .";"";"organic anion transport";-2,778492;"      .";"      ."
138;"neurotransmitter transport";3,94500427;"      .";"      .";"";"ribosome biogenesis";-2,76066708;"      .";"      ."
139;"symporter activity";3,88576001;"      .";"      .";"";"activation of GTPase activity";-2,71540321;"      .";"      ."
140;"postsynaptic density";3,88067705;"      .";"      .";"";"integral component of endoplasmic reticulum membrane";-2,70976631;"      .";"      ."
141;"transmembrane receptor protein tyrosine kinase activity";3,82559651;"      .";"      .";"";"hydrogen ion transmembrane transport";-2,68061134;"      .";"      ."
142;"protein complex assembly";3,80296799;"      .";"      .";"";"iron ion binding";-2,67927088;"      .";"      ."
143;"spinal cord motor neuron differentiation";3,78216516;"      .";"      .";"";"myeloid cell differentiation";-2,64495988;"      .";"      ."
144;"forebrain development";3,77424267;"      .";"      .";"";"chloride channel activity";-2,64140843;"      .";"      ."
145;"cartilage development";3,76421869;"      .";"      .";"";"small GTPase mediated signal transduction";-2,6362299;"      .";"      ."
146;"axon";3,75475147;"      .";"      .";"";"ribosome binding";-2,62228731;"      .";"      ."
147;"clathrin-coated vesicle";3,74284376;"      .";"      .";"";"cardiac muscle cell proliferation";-2,59359721;"      .";"      ."
148;"hypothalamus development";3,73681825;"      .";"      .";"";"nucleolus";-2,59243513;"      .";"      ."
149;"cytoskeleton-dependent intracellular transport";3,68471393;"      .";"      .";"";"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen";-2,59205602;"      .";"      ."
150;"microtubule associated complex";3,66110234;"      .";"      .";"";"water transmembrane transporter activity";-2,57605222;"      .";"      ."
151;"fin development";3,64587487;"      .";"      .";"";"endonuclease activity";-2,57315821;"      .";"      ."
152;"protein kinase activity";3,63330023;"      .";"      .";"";"NAD biosynthetic process";-2,55812438;"      .";"      ."
153;"collagen binding";3,63002758;"      .";"      .";"";"troponin complex";-2,55438043;"      .";"      ."
154;"negative regulation of BMP signaling pathway";3,62554096;"      .";"      .";"";"aspartic-type endopeptidase activity";-2,52261278;"      .";"      ."
155;"extracellular region";3,62231789;"      .";"      .";"";"nucleic acid phosphodiester bond hydrolysis";-2,52061293;"      .";"      ."
156;"embryonic cranial skeleton morphogenesis";3,56677268;"      .";"      .";"";"nuclease activity";-2,49737198;"      .";"      ."
157;"positive regulation of neuron differentiation";3,55699206;"      .";"      .";"";"regulation of vesicle fusion";-2,48429605;"      .";"      ."
158;"hindbrain development";3,52722291;"      .";"      .";"";"GTPase activity";-2,46681418;"      .";"      ."
159;"RNA polymerase II transcription factor activity, sequence-specific DNA binding";3,51120456;"      .";"      .";"";"fatty acid biosynthetic process";-2,46142591;"      .";"      ."
160;"anterior/posterior pattern specification";3,47881552;"      .";"      .";"";"organic anion transmembrane transporter activity";-2,45501814;"      .";"      ."
161;"vesicle fusion";3,47608494;"      .";"      .";"";"small-subunit processome";-2,44399478;"      .";"      ."
162;"regulation of transcription from RNA polymerase II promoter";3,47341875;"      .";"      .";"";"regulation of muscle contraction";-2,42859441;"      .";"      ."
163;"channel regulator activity";3,44969474;"      .";"      .";"";"water transport";-2,41900868;"      .";"      ."
164;"regulation of AMPA receptor activity";3,44969474;"      .";"      .";"";"magnesium ion binding";-2,41440899;"      .";"      ."
165;"Wnt-protein binding";3,42542455;"      .";"      .";"";"cellular response to nitrogen starvation";-2,40910316;"      .";"      ."
166;"regulation of neurogenesis";3,42265076;"      .";"      .";"";"steroid hydroxylase activity";-2,39286082;"      .";"      ."
167;"negative regulation of mitotic cell cycle";3,42118407;"      .";"      .";"";"regulation of apoptotic process";-2,37681203;"      .";"      ."
168;"hyaluronic acid binding";3,40020021;"      .";"      .";"";"rRNA processing";-2,37595352;"      .";"      ."
169;"otic placode formation";3,39986963;"      .";"      .";"";"urea transmembrane transport";-2,35564055;"      .";"      ."
170;"kinase activity";3,39324335;"      .";"      .";"";"urea transmembrane transporter activity";-2,35564055;"      .";"      ."
171;"microtubule-based process";3,38831036;"      .";"      .";"";"tRNA processing";-2,35095611;"      .";"      ."
172;"intermediate filament";3,383189;"      .";"      .";"";"serine-type peptidase activity";-2,34271286;"      .";"      ."
173;"structural molecule activity";3,36652417;"      .";"      .";"";"ER to Golgi vesicle-mediated transport";-2,32692694;"      .";"      ."
174;"transcription from RNA polymerase II promoter";3,36155866;"      .";"      .";"";"epiboly involved in gastrulation with mouth forming second";-2,32527655;"      .";"      ."
175;"protein dephosphorylation";3,32364949;"      .";"      .";"";"positive regulation of NF-kappaB transcription factor activity";-2,31117218;"      .";"      ."
176;"cell fate specification";3,31390192;"      .";"      .";"";"steroid metabolic process";-2,3063848;"      .";"      ."
177;"transmembrane receptor protein tyrosine kinase signaling pathway";3,30425186;"      .";"      .";"";"nucleophagy";-2,30004292;"      .";"      ."
178;"calmodulin-dependent protein kinase activity";3,30349365;"      .";"      .";"";"Z disc";-2,29535777;"      .";"      ."
179;"closure of optic fissure";3,27551206;"      .";"      .";"";"M band";-2,28455646;"      .";"      ."
180;"metalloendopeptidase activity";3,2697211;"      .";"      .";"";"serine-type endopeptidase activity";-2,28270125;"      .";"      ."
181;"protein phosphorylation";3,26211268;"      .";"      .";"";"methylation";-2,28224424;"      .";"      ."
182;"Wnt-activated receptor activity";3,21337741;"      .";"      .";"";"sphingolipid metabolic process";-2,27350069;"      .";"      ."
183;"neuron projection morphogenesis";3,20100999;"      .";"      .";"";"transferase activity, transferring glycosyl groups";-2,26293299;"      .";"      ."
184;"protein phosphatase regulator activity";3,19789005;"      .";"      .";"";"DNA duplex unwinding";-2,25872506;"      .";"      ."
185;"sprouting angiogenesis";3,18873202;"      .";"      .";"";"hydrogen ion transmembrane transporter activity";-2,24143449;"      .";"      ."
186;"intracellular signal transduction";3,18820981;"      .";"      .";"";"positive regulation of apoptotic process";-2,23545639;"      .";"      ."
187;"response to biotic stimulus";3,17442075;"      .";"      .";"";"proteasome complex";-2,22757584;"      .";"      ."
188;"larval locomotory behavior";3,17272505;"      .";"      .";"";"lipid catabolic process";-2,22532098;"      .";"      ."
189;"intrinsic apoptotic signaling pathway by p53 class mediator";3,17164758;"      .";"      .";"";"skeletal muscle contraction";-2,18794653;"      .";"      ."
190;"non-canonical Wnt signaling pathway";3,16935317;"      .";"      .";"";"blood coagulation";-2,18360097;"      .";"      ."
191;"anatomical structure morphogenesis";3,11333912;"      .";"      .";"";"dioxygenase activity";-2,17913207;"      .";"      ."
192;"collagen fibril organization";3,06370546;"      .";"      .";"";"pre-autophagosomal structure";-2,16856075;"      .";"      ."
193;"pectoral fin development";3,06297668;"      .";"      .";"";"mitochondrial large ribosomal subunit";-2,16810747;"      .";"      ."
194;"neuropilin binding";3,04773305;"      .";"      .";"";"ubiquitin protein ligase activity";-2,16569452;"      .";"      ."
195;"ATP-dependent chromatin remodeling";3,03462991;"      .";"      .";"";"regulation of heart rate";-2,16136047;"      .";"      ."
196;"phosphorylation";3,01431395;"      .";"      .";"";"ATPase activity, coupled to transmembrane movement of substances";-2,16015304;"      .";"      ."
197;"signaling";2,98346384;"      .";"      .";"";"transferase activity";-2,15628451;"      .";"      ."
198;"calcium-transporting ATPase activity";2,97798349;"      .";"      .";"";"NADP binding";-2,15552812;"      .";"      ."
199;"BMP signaling pathway";2,97432334;"      .";"      .";"";"metal ion transport";-2,15374382;"      .";"      ."
200;"regulation of neuron differentiation";2,96771337;"      .";"      .";"";"transferase activity, transferring hexosyl groups";-2,15330523;"      .";"      ."
201;"regulation of gene expression";2,95146785;"      .";"      .";"";"antiporter activity";-2,14649067;"      .";"      ."
202;"lipid phosphatase activity";2,93121849;"      .";"      .";"";"intracellular";-2,1442254;"      .";"      ."
203;"negative regulation of cell differentiation";2,92141243;"      .";"      .";"";"response to yeast";-2,13687557;"      .";"      ."
204;"embryonic pectoral fin morphogenesis";2,91422711;"      .";"      .";"";"hemopoiesis";-2,12187933;"      .";"      ."
205;"extracellular space";2,89290814;"      .";"      .";"";"ER membrane protein complex";-2,12081421;"      .";"      ."
206;"transmission of nerve impulse";2,88848593;"      .";"      .";"";"iron-sulfur cluster assembly";-2,10606485;"      .";"      ."
207;"embryonic camera-type eye development";2,87875593;"      .";"      .";"";"response to copper ion";-2,09110688;"      .";"      ."
208;"central nervous system projection neuron axonogenesis";2,86418457;"      .";"      .";"";"kinetochore";-2,0902594;"      .";"      ."
209;"dopaminergic neuron differentiation";2,83881925;"      .";"      .";"";"manganese ion binding";-2,05608568;"      .";"      ."
210;"midbrain development";2,83591968;"      .";"      .";"";"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen";-2,05341252;"      .";"      ."
211;"transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding";2,83581978;"      .";"      .";"";"striated muscle myosin thick filament assembly";-2,051462;"      .";"      ."
212;"protein domain specific binding";2,83487918;"      .";"      .";"";"negative regulation of TOR signaling";-2,04183871;"      .";"      ."
213;"cytoskeleton organization";2,8309683;"      .";"      .";"";"cellular response to estrogen stimulus";-2,03837578;"      .";"      ."
214;"regulation of canonical Wnt signaling pathway";2,82267282;"      .";"      .";"";"melanosome transport";-2,01174126;"      .";"      ."
215;"regeneration";2,82251029;"      .";"      .";"";"glucuronosyltransferase activity";-2,01124089;"      .";"      ."
216;"phosphoprotein phosphatase activity";2,80797669;"      .";"      .";"";"glutathione metabolic process";-2,00905126;"      .";"      ."
217;"dorsal/ventral pattern formation";2,80230823;"      .";"      .";"";"actin filament polymerization";-1,99711088;"      .";"      ."
218;"swimming behavior";2,80145173;"      .";"      .";"";"antigen processing and presentation";-1,99465801;"      .";"      ."
219;"cell surface receptor signaling pathway";2,79722373;"      .";"      .";"";"positive regulation of catalytic activity";-1,99291164;"      .";"      ."
220;"negative regulation of canonical Wnt signaling pathway";2,78266106;"      .";"      .";"";"extrinsic component of cytoplasmic side of plasma membrane";-1,99093305;"      .";"      ."
221;"lymphangiogenesis";2,77895064;"      .";"      .";"";"NLS-bearing protein import into nucleus";-1,98897866;"      .";"      ."
222;"protein tyrosine phosphatase activity";2,75698981;"      .";"      .";"";"late endosome";-1,98559915;"      .";"      ."
223;"determination of dorsal identity";2,75500949;"      .";"      .";"";"cardiac muscle cell differentiation";-1,98481905;"      .";"      ."
224;"vasculogenesis";2,7487393;"      .";"      .";"";"proton-transporting ATPase activity, rotational mechanism";-1,98427149;"      .";"      ."
225;"peptidyl-threonine phosphorylation";2,74667617;"      .";"      .";"";"lipid transporter activity";-1,9762876;"      .";"      ."
226;"sulfotransferase activity";2,74547424;"      .";"      .";"";"metal ion binding";-1,97010665;"      .";"      ."
227;"cilium";2,74392647;"      .";"      .";"";"glucose transmembrane transport";-1,9671758;"      .";"      ."
228;"peptidyl-tyrosine dephosphorylation";2,73604935;"      .";"      .";"";"glomerular filtration";-1,95914794;"      .";"      ."
229;"carboxylic ester hydrolase activity";2,73565542;"      .";"      .";"";"endopeptidase activity";-1,95909951;"      .";"      ."
230;"neuron differentiation";2,7338022;"      .";"      .";"";"protein transporter activity";-1,95548695;"      .";"      ."
231;"neuromuscular synaptic transmission";2,72378589;"      .";"      .";"";"response to oxidative stress";-1,9352195;"      .";"      ."
232;"axonal fasciculation";2,69720286;"      .";"      .";"";"response to activity";-1,93268083;"      .";"      ."
233;"inner ear morphogenesis";2,67867159;"      .";"      .";"";"steroid biosynthetic process";-1,92456263;"      .";"      ."
234;"regulation of molecular function";2,67188667;"      .";"      .";"";"mitochondrial transport";-1,91464984;"      .";"      ."
235;"RNA binding";2,65697391;"      .";"      .";"";"cardiac muscle contraction";-1,90511043;"      .";"      ."
236;"oxidoreductase activity, acting on the CH-NH2 group of donors, oxygen as acceptor";2,65649112;"      .";"      .";"";"endosome organization";-1,88427483;"      .";"      ."
237;"RNA polymerase II core promoter proximal region sequence-specific DNA binding";2,65555758;"      .";"      .";"";"cytokine receptor activity";-1,8825824;"      .";"      ."
