"Rank";"Upregulated";"GSZ";"p.value";"fdr";".";"Downregulated";"GSZ.";"p.value.";"fdr."
111;"transcriptional repressor complex";3,77620814;"      .";"      .";"";"L-alpha-amino acid transmembrane transport";-3,69648292;"      .";"      ."
112;"closure of optic fissure";3,76480073;"      .";"      .";"";"intracellular";-3,67031506;"      .";"      ."
113;"primitive erythrocyte differentiation";3,74023031;"      .";"      .";"";"vesicle organization";-3,65824926;"      .";"      ."
114;"histone acetylation";3,73899047;"      .";"      .";"";"vesicle-mediated transport";-3,64990292;"      .";"      ."
115;"canonical Wnt signaling pathway";3,69026801;"      .";"      .";"";"cellular amino acid metabolic process";-3,63354544;"      .";"      ."
116;"neurogenesis";3,67587241;"      .";"      .";"";"NAD binding";-3,61843447;"      .";"      ."
117;"transcription corepressor activity";3,63589627;"      .";"      .";"";"cytokine receptor activity";-3,60505607;"      .";"      ."
118;"negative regulation of canonical Wnt signaling pathway";3,6261455;"      .";"      .";"";"cytoplasmic translation";-3,59281523;"      .";"      ."
119;"regulation of cytoskeleton organization";3,61475247;"      .";"      .";"";"cytosolic small ribosomal subunit";-3,58035171;"      .";"      ."
120;"anatomical structure morphogenesis";3,60377651;"      .";"      .";"";"endosome membrane";-3,57731588;"      .";"      ."
121;"histone lysine methylation";3,60154742;"      .";"      .";"";"phototransduction";-3,56539161;"      .";"      ."
122;"histone acetyltransferase activity";3,59916796;"      .";"      .";"";"autophagy";-3,55156886;"      .";"      ."
123;"embryonic camera-type eye development";3,5715664;"      .";"      .";"";"mitochondrial respiratory chain complex I";-3,53051813;"      .";"      ."
124;"high voltage-gated calcium channel activity";3,5698133;"      .";"      .";"";"neutrophil chemotaxis";-3,52689391;"      .";"      ."
125;"retina layer formation";3,56738373;"      .";"      .";"";"hydrolase activity, acting on glycosyl bonds";-3,45880591;"      .";"      ."
126;"cytoskeleton-dependent intracellular transport";3,52396119;"      .";"      .";"";"melanocyte differentiation";-3,41606704;"      .";"      ."
127;"transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding";3,52143202;"      .";"      .";"";"melanosome transport";-3,38188068;"      .";"      ."
128;"eye development";3,50934454;"      .";"      .";"";"integrin-mediated signaling pathway";-3,37963793;"      .";"      ."
129;"axonogenesis";3,48617198;"      .";"      .";"";"regulation of apoptotic process";-3,36844203;"      .";"      ."
130;"negative regulation of angiogenesis";3,48068136;"      .";"      .";"";"NADP binding";-3,36212455;"      .";"      ."
131;"histone acetyltransferase complex";3,47077787;"      .";"      .";"";"cytokine-mediated signaling pathway";-3,35214753;"      .";"      ."
132;"clathrin-coated vesicle";3,43500944;"      .";"      .";"";"fructose 6-phosphate metabolic process";-3,3362946;"      .";"      ."
133;"neuron migration";3,43313063;"      .";"      .";"";"intracellular ribonucleoprotein complex";-3,32492492;"      .";"      ."
134;"RNA polymerase II regulatory region sequence-specific DNA binding";3,42652359;"      .";"      .";"";"early endosome";-3,3039232;"      .";"      ."
135;"histone binding";3,40066879;"      .";"      .";"";"actin cytoskeleton";-3,29531392;"      .";"      ."
136;"peripheral nervous system development";3,39839119;"      .";"      .";"";"endoplasmic reticulum membrane";-3,28439408;"      .";"      ."
137;"cytoskeleton";3,39416132;"      .";"      .";"";"biosynthetic process";-3,27469927;"      .";"      ."
138;"beta-catenin binding";3,34734908;"      .";"      .";"";"protein transport";-3,26837049;"      .";"      ."
139;"cilium";3,32101041;"      .";"      .";"";"carboxypeptidase activity";-3,26146766;"      .";"      ."
140;"calcium ion transmembrane transport";3,30439631;"      .";"      .";"";"muscle contraction";-3,23713506;"      .";"      ."
141;"regulation of exocytosis";3,30136121;"      .";"      .";"";"intracellular protein transport";-3,22485678;"      .";"      ."
142;"dopaminergic neuron differentiation";3,28332086;"      .";"      .";"";"M band";-3,21311999;"      .";"      ."
143;"embryonic cranial skeleton morphogenesis";3,28275683;"      .";"      .";"";"ligase activity";-3,20994851;"      .";"      ."
144;"ATP-dependent chromatin remodeling";3,26972361;"      .";"      .";"";"peroxisome";-3,16558689;"      .";"      ."
145;"covalent chromatin modification";3,26633253;"      .";"      .";"";"vacuolar transport";-3,16128602;"      .";"      ."
146;"synaptic vesicle";3,24811542;"      .";"      .";"";"hydrogen ion transmembrane transporter activity";-3,1516304;"      .";"      ."
147;"transcription cofactor activity";3,23848673;"      .";"      .";"";"transmembrane transport";-3,15127362;"      .";"      ."
148;"fin regeneration";3,21859108;"      .";"      .";"";"photoreceptor outer segment";-3,15069639;"      .";"      ."
149;"midbrain-hindbrain boundary development";3,2120832;"      .";"      .";"";"response to activity";-3,14186026;"      .";"      ."
150;"skeletal system development";3,17829453;"      .";"      .";"";"fructose metabolic process";-3,12516255;"      .";"      ."
151;"erythrocyte differentiation";3,17096659;"      .";"      .";"";"antigen processing and presentation";-3,10218441;"      .";"      ."
152;"microtubule associated complex";3,16553487;"      .";"      .";"";"striated muscle myosin thick filament assembly";-3,08932801;"      .";"      ."
153;"optic nerve development";3,16049884;"      .";"      .";"";"Arp2/3 protein complex";-3,08703666;"      .";"      ."
154;"ephrin receptor binding";3,1452647;"      .";"      .";"";"Arp2/3 complex-mediated actin nucleation";-3,08557541;"      .";"      ."
155;"calmodulin binding";3,12364285;"      .";"      .";"";"response to methylmercury";-3,06512688;"      .";"      ."
156;"mRNA processing";3,11617271;"      .";"      .";"";"ribosome biogenesis";-3,0596185;"      .";"      ."
157;"cell junction";3,11076081;"      .";"      .";"";"peptidase activity";-3,02946869;"      .";"      ."
158;"protein tyrosine kinase activity";3,10535534;"      .";"      .";"";"response to cytokine";-3,02455796;"      .";"      ."
159;"synapse organization";3,09342747;"      .";"      .";"";"ferric iron binding";-3,02092487;"      .";"      ."
160;"endocrine pancreas development";3,06729372;"      .";"      .";"";"regulation of actin filament polymerization";-3,01825799;"      .";"      ."
161;"protein kinase activity";3,04113114;"      .";"      .";"";"caveola";-3,01278965;"      .";"      ."
162;"regulation of calcium ion-dependent exocytosis";3,03906561;"      .";"      .";"";"actin filament";-2,99420787;"      .";"      ."
163;"protein phosphatase type 2A complex";3,03186737;"      .";"      .";"";"lyase activity";-2,97098757;"      .";"      ."
164;"RNA polymerase II core promoter proximal region sequence-specific DNA binding";3,0055339;"      .";"      .";"";"hydrolase activity, hydrolyzing O-glycosyl compounds";-2,96328712;"      .";"      ."
165;"inner ear morphogenesis";3,00347133;"      .";"      .";"";"response to lipopolysaccharide";-2,95011707;"      .";"      ."
166;"voltage-gated potassium channel complex";2,9830717;"      .";"      .";"";"chordate embryonic development";-2,9331389;"      .";"      ."
167;"axon extension";2,98305394;"      .";"      .";"";"sodium-independent organic anion transmembrane transporter activity";-2,93312024;"      .";"      ."
168;"symporter activity";2,96243841;"      .";"      .";"";"sodium-independent organic anion transport";-2,93312024;"      .";"      ."
169;"lens development in camera-type eye";2,95538141;"      .";"      .";"";"inositol-1,4,5-trisphosphate 3-kinase activity";-2,92085858;"      .";"      ."
170;"transcription factor complex";2,95496724;"      .";"      .";"";"protein disulfide oxidoreductase activity";-2,91929755;"      .";"      ."
171;"establishment or maintenance of epithelial cell apical/basal polarity";2,94971322;"      .";"      .";"";"ATP synthesis coupled proton transport";-2,91777685;"      .";"      ."
172;"negative regulation of transcription from RNA polymerase II promoter";2,9490746;"      .";"      .";"";"nucleotide biosynthetic process";-2,91245577;"      .";"      ."
173;"microtubule-based process";2,92044636;"      .";"      .";"";"cellular response to oxidative stress";-2,87352275;"      .";"      ."
174;"potassium ion transmembrane transport";2,92005996;"      .";"      .";"";"iron ion binding";-2,84683545;"      .";"      ."
175;"kidney development";2,91995303;"      .";"      .";"";"vesicle";-2,84464632;"      .";"      ."
176;"floor plate formation";2,90623618;"      .";"      .";"";"G-protein coupled photoreceptor activity";-2,7708225;"      .";"      ."
177;"cell projection";2,89569952;"      .";"      .";"";"sarcolemma";-2,76111205;"      .";"      ."
178;"generation of neurons";2,89331918;"      .";"      .";"";"endoplasmic reticulum";-2,73638271;"      .";"      ."
179;"SCF ubiquitin ligase complex";2,86156374;"      .";"      .";"";"antioxidant activity";-2,73636707;"      .";"      ."
180;"DNA-templated transcription, initiation";2,86061304;"      .";"      .";"";"actin filament organization";-2,73228034;"      .";"      ."
181;"regulation of RNA splicing";2,86034209;"      .";"      .";"";"nitrogen compound metabolic process";-2,70344569;"      .";"      ."
182;"protein phosphorylation";2,82277733;"      .";"      .";"";"detection of visible light";-2,69465693;"      .";"      ."
183;"miRNA mediated inhibition of translation";2,77635503;"      .";"      .";"";"heart morphogenesis";-2,69140908;"      .";"      ."
184;"embryonic viscerocranium morphogenesis";2,76423825;"      .";"      .";"";"positive regulation of catalytic activity";-2,67109729;"      .";"      ."
185;"hyaluronic acid binding";2,7585599;"      .";"      .";"";"platelet activation";-2,6487646;"      .";"      ."
186;"regulation of cell morphogenesis";2,75482027;"      .";"      .";"";"biological_process";-2,63082419;"      .";"      ."
187;"embryonic pattern specification";2,75388428;"      .";"      .";"";"response to stimulus";-2,62101916;"      .";"      ."
188;"potassium channel activity";2,75292644;"      .";"      .";"";"oxidoreductase activity, acting on the CH-CH group of donors";-2,59426244;"      .";"      ."
189;"neuronal action potential";2,75162075;"      .";"      .";"";"actin filament polymerization";-2,55985039;"      .";"      ."
190;"fin morphogenesis";2,74991768;"      .";"      .";"";"response to virus";-2,55657811;"      .";"      ."
191;"smoothened signaling pathway";2,74448123;"      .";"      .";"";"ATP hydrolysis coupled proton transport";-2,54893318;"      .";"      ."
192;"cartilage development";2,74425106;"      .";"      .";"";"chemotaxis";-2,53891815;"      .";"      ."
193;"extracellular matrix";2,73454657;"      .";"      .";"";"ATP metabolic process";-2,5230264;"      .";"      ."
194;"transmembrane signaling receptor activity";2,73195955;"      .";"      .";"";"hydrogen ion transmembrane transport";-2,51614655;"      .";"      ."
195;"neuropilin binding";2,70737614;"      .";"      .";"";"proton-transporting ATPase activity, rotational mechanism";-2,49903927;"      .";"      ."
196;"axonal fasciculation";2,69693128;"      .";"      .";"";"glutathione peroxidase activity";-2,49615993;"      .";"      ."
197;"integral component of plasma membrane";2,69053987;"      .";"      .";"";"mitochondrial electron transport, ubiquinol to cytochrome c";-2,4959609;"      .";"      ."
198;"clathrin coat assembly";2,680824;"      .";"      .";"";"tumor necrosis factor receptor binding";-2,49081818;"      .";"      ."
199;"cytoskeleton organization";2,66930455;"      .";"      .";"";"acyl-CoA dehydrogenase activity";-2,48816507;"      .";"      ."
200;"transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding";2,66646642;"      .";"      .";"";"late endosome";-2,46803551;"      .";"      ."
201;"positive regulation of transcription, DNA-templated";2,66598116;"      .";"      .";"";"protein catabolic process";-2,46761605;"      .";"      ."
202;"muscle fiber development";2,66357404;"      .";"      .";"";"integrin binding";-2,4582648;"      .";"      ."
203;"neurotransmitter transport";2,66003217;"      .";"      .";"";"response to xenobiotic stimulus";-2,45672871;"      .";"      ."
204;"syntaxin binding";2,62679551;"      .";"      .";"";"mitochondrial matrix";-2,44822094;"      .";"      ."
205;"retinoic acid receptor signaling pathway";2,62276269;"      .";"      .";"";"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen";-2,44239268;"      .";"      ."
206;"protein tyrosine phosphatase activity";2,61126748;"      .";"      .";"";"glycogen biosynthetic process";-2,44174865;"      .";"      ."
207;"central nervous system projection neuron axonogenesis";2,61039225;"      .";"      .";"";"FAD binding";-2,44133882;"      .";"      ."
208;"axon regeneration";2,60807972;"      .";"      .";"";"chemokine-mediated signaling pathway";-2,43758399;"      .";"      ."
209;"peptidyl-tyrosine dephosphorylation";2,59939032;"      .";"      .";"";"response to copper ion";-2,4049659;"      .";"      ."
210;"regulation of cytosolic calcium ion concentration";2,57966188;"      .";"      .";"";"cell redox homeostasis";-2,38835302;"      .";"      ."
211;"lymphangiogenesis";2,57902613;"      .";"      .";"";"protein kinase C activity";-2,38594519;"      .";"      ."
212;"adenohypophysis development";2,57430276;"      .";"      .";"";"copper ion binding";-2,38278709;"      .";"      ."
213;"phospholipid binding";2,57084353;"      .";"      .";"";"mitochondrial outer membrane";-2,37428324;"      .";"      ."
214;"voltage-gated sodium channel complex";2,54629567;"      .";"      .";"";"lipid biosynthetic process";-2,37155979;"      .";"      ."
215;"cell morphogenesis";2,53973148;"      .";"      .";"";"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)";-2,36395538;"      .";"      ."
216;"voltage-gated potassium channel activity";2,51586547;"      .";"      .";"";"enzyme activator activity";-2,35636787;"      .";"      ."
217;"regulation of Notch signaling pathway";2,51057514;"      .";"      .";"";"G-protein coupled receptor binding";-2,35072334;"      .";"      ."
218;"cytokinesis";2,50785023;"      .";"      .";"";"signal transducer activity";-2,3073285;"      .";"      ."
219;"peptidyl-tyrosine phosphorylation";2,50376911;"      .";"      .";"";"membrane raft";-2,29883898;"      .";"      ."
220;"membrane disruption in other organism";2,50110156;"      .";"      .";"";"endocytosis";-2,29021768;"      .";"      ."
221;"p53 binding";2,50023083;"      .";"      .";"";"neutral amino acid transmembrane transporter activity";-2,28984457;"      .";"      ."
222;"gastrulation";2,48926032;"      .";"      .";"";"neutral amino acid transport";-2,28984457;"      .";"      ."
223;"defense response to Gram-positive bacterium";2,47617974;"      .";"      .";"";"vacuole";-2,27272238;"      .";"      ."
224;"sialylation";2,45957993;"      .";"      .";"";"protein binding, bridging";-2,26822011;"      .";"      ."
225;"sialyltransferase activity";2,45957993;"      .";"      .";"";"macrophage differentiation";-2,26763686;"      .";"      ."
226;"neural tube formation";2,457761;"      .";"      .";"";"lamellipodium";-2,24805488;"      .";"      ."
227;"chromatin remodeling";2,45248432;"      .";"      .";"";"mitophagy";-2,24079692;"      .";"      ."
228;"ATP-dependent microtubule motor activity, minus-end-directed";2,44239132;"      .";"      .";"";"cysteine-type peptidase activity";-2,22964422;"      .";"      ."
229;"PDZ domain binding";2,43358614;"      .";"      .";"";"peptide cross-linking";-2,22903943;"      .";"      ."
230;"phosphoprotein phosphatase activity";2,43301273;"      .";"      .";"";"protein-glutamine gamma-glutamyltransferase activity";-2,22903943;"      .";"      ."
231;"embryonic hemopoiesis";2,42735144;"      .";"      .";"";"aminopeptidase activity";-2,22368567;"      .";"      ."
232;"guanyl-nucleotide exchange factor activity";2,4270034;"      .";"      .";"";"cardiac muscle cell proliferation";-2,22268909;"      .";"      ."
233;"channel regulator activity";2,41935741;"      .";"      .";"";"cytochrome-c oxidase activity";-2,21704213;"      .";"      ."
234;"regulation of AMPA receptor activity";2,41935741;"      .";"      .";"";"lipid transporter activity";-2,21492129;"      .";"      ."
235;"chromatin silencing";2,41872543;"      .";"      .";"";"mitochondrial electron transport, NADH to ubiquinone";-2,21427161;"      .";"      ."
236;"postsynaptic density";2,41509902;"      .";"      .";"";"glucose transmembrane transport";-2,21215712;"      .";"      ."
237;"cell fate commitment";2,40591119;"      .";"      .";"";"extrinsic apoptotic signaling pathway in absence of ligand";-2,20266256;"      .";"      ."
238;"calcium channel activity";2,40332771;"      .";"      .";"";"phosphotransferase activity, alcohol group as acceptor";-2,19101145;"      .";"      ."
