"Rank";"Upregulated";"GSZ";"p.value";"fdr";".";"Downregulated";"GSZ.";"p.value.";"fdr."
32;"M band";4,83217276;"      .";"      .";"";"nucleolus";-3,84724241;"      .";"      ."
33;"nucleotide biosynthetic process";4,76614172;"      .";"      .";"";"ATP-activated inward rectifier potassium channel activity";-3,84348265;"      .";"      ."
34;"proton-transporting ATPase activity, rotational mechanism";4,58023331;"      .";"      .";"";"G-protein coupled photoreceptor activity";-3,83670302;"      .";"      ."
35;"cellular_component";4,56413016;"      .";"      .";"";"calcium ion-regulated exocytosis of neurotransmitter";-3,83270668;"      .";"      ."
36;"skeletal muscle contraction";4,55478272;"      .";"      .";"";"regulation of transcription, DNA-templated";-3,76490705;"      .";"      ."
37;"actin filament organization";4,5010439;"      .";"      .";"";"smoothened signaling pathway";-3,76296736;"      .";"      ."
38;"metabolic process";4,49521464;"      .";"      .";"";"DNA repair";-3,7423316;"      .";"      ."
39;"ATP hydrolysis coupled proton transport";4,49458165;"      .";"      .";"";"RNA polymerase II transcription factor activity, sequence-specific DNA binding";-3,69107142;"      .";"      ."
40;"actin cytoskeleton";4,46600134;"      .";"      .";"";"potassium ion transport";-3,68716169;"      .";"      ."
41;"response to toxic substance";4,36523629;"      .";"      .";"";"protein heterodimerization activity";-3,68553168;"      .";"      ."
42;"striated muscle myosin thick filament assembly";4,304416;"      .";"      .";"";"calmodulin binding";-3,67117237;"      .";"      ."
43;"response to activity";4,29635571;"      .";"      .";"";"regulation of vascular endothelial growth factor receptor signaling pathway";-3,59715655;"      .";"      ."
44;"developmental pigmentation";4,22207696;"      .";"      .";"";"anatomical structure morphogenesis";-3,58632442;"      .";"      ."
45;"melanosome transport";4,21407375;"      .";"      .";"";"RNA binding";-3,56147493;"      .";"      ."
46;"carbohydrate metabolic process";4,18113208;"      .";"      .";"";"photoreceptor outer segment";-3,54079883;"      .";"      ."
47;"flavin adenine dinucleotide binding";4,17034907;"      .";"      .";"";"calmodulin-dependent protein kinase activity";-3,53571193;"      .";"      ."
48;"antioxidant activity";4,16064042;"      .";"      .";"";"axon guidance";-3,49058169;"      .";"      ."
49;"structural constituent of muscle";4,14229557;"      .";"      .";"";"central nervous system development";-3,48139418;"      .";"      ."
50;"peripheral nervous system neuron axonogenesis";4,07568832;"      .";"      .";"";"DNA replication initiation";-3,47499274;"      .";"      ."
51;"endosomal transport";3,96342302;"      .";"      .";"";"ion transmembrane transport";-3,4596882;"      .";"      ."
52;"vacuolar transport";3,94965536;"      .";"      .";"";"synapse";-3,4265785;"      .";"      ."
53;"regulation of heart rate";3,82968475;"      .";"      .";"";"DNA biosynthetic process";-3,39636691;"      .";"      ."
54;"autophagy";3,80211138;"      .";"      .";"";"helicase activity";-3,39417408;"      .";"      ."
55;"atrioventricular canal development";3,75844959;"      .";"      .";"";"aminoacyl-tRNA ligase activity";-3,39118026;"      .";"      ."
56;"cellular oxidant detoxification";3,72302874;"      .";"      .";"";"cell differentiation";-3,35935522;"      .";"      ."
57;"cytosol";3,64769454;"      .";"      .";"";"small-subunit processome";-3,3429162;"      .";"      ."
58;"cell";3,63737759;"      .";"      .";"";"photoreceptor activity";-3,31959368;"      .";"      ."
59;"heart morphogenesis";3,48291508;"      .";"      .";"";"symporter activity";-3,30417158;"      .";"      ."
60;"trans-Golgi network";3,47216389;"      .";"      .";"";"extracellular region";-3,27439156;"      .";"      ."
61;"lysosomal membrane";3,46033842;"      .";"      .";"";"striated muscle cell development";-3,2721301;"      .";"      ."
62;"Arp2/3 complex-mediated actin nucleation";3,45587421;"      .";"      .";"";"regulation of neurogenesis";-3,26888548;"      .";"      ."
63;"endomembrane system";3,45007283;"      .";"      .";"";"pectoral fin development";-3,25780494;"      .";"      ."
64;"Arp2/3 protein complex";3,42462843;"      .";"      .";"";"protein-chromophore linkage";-3,20284229;"      .";"      ."
65;"muscle cell development";3,38256001;"      .";"      .";"";"sodium ion transmembrane transport";-3,18620898;"      .";"      ."
66;"protein disulfide oxidoreductase activity";3,37908472;"      .";"      .";"";"adenohypophysis development";-3,18330479;"      .";"      ."
67;"mitochondrial respiratory chain complex I";3,34404003;"      .";"      .";"";"ATPase activity, coupled to transmembrane movement of substances";-3,18290195;"      .";"      ."
68;"protein dimerization activity";3,32666589;"      .";"      .";"";"transcription factor activity, sequence-specific DNA binding";-3,16794574;"      .";"      ."
69;"cAMP binding";3,3174699;"      .";"      .";"";"protein kinase activity";-3,16663045;"      .";"      ."
70;"cytoplasm";3,29951785;"      .";"      .";"";"nucleic acid phosphodiester bond hydrolysis";-3,15938992;"      .";"      ."
71;"endoplasmic reticulum membrane";3,2983886;"      .";"      .";"";"extracellular-glutamate-gated ion channel activity";-3,15325529;"      .";"      ."
72;"proteasome complex";3,29618203;"      .";"      .";"";"ionotropic glutamate receptor activity";-3,15325529;"      .";"      ."
73;"proton-transporting V-type ATPase, V1 domain";3,28291931;"      .";"      .";"";"ionotropic glutamate receptor signaling pathway";-3,15325529;"      .";"      ."
74;"lipoprotein metabolic process";3,27780307;"      .";"      .";"";"exocrine pancreas development";-3,13803648;"      .";"      ."
75;"autophagosome assembly";3,22223397;"      .";"      .";"";"DNA-directed DNA polymerase activity";-3,12190978;"      .";"      ."
76;"proteolysis involved in cellular protein catabolic process";3,18145187;"      .";"      .";"";"regulation of synaptic transmission, glutamatergic";-3,06060026;"      .";"      ."
77;"mitochondrion";3,12588649;"      .";"      .";"";"protein phosphorylation";-3,04689606;"      .";"      ."
78;"cellular response to xenobiotic stimulus";3,12189845;"      .";"      .";"";"nucleosomal DNA binding";-3,04097868;"      .";"      ."
79;"structural constituent of ribosome";3,11713452;"      .";"      .";"";"lymphangiogenesis";-3,03735337;"      .";"      ."
80;"biological_process";3,07954931;"      .";"      .";"";"amino acid transmembrane transporter activity";-3,0343075;"      .";"      ."
81;"early endosome";3,07727188;"      .";"      .";"";"skeletal system development";-3,0325673;"      .";"      ."
82;"regulation of heart contraction";3,04419678;"      .";"      .";"";"cell adhesion";-3,0276541;"      .";"      ."
83;"embryonic heart tube development";3,01639055;"      .";"      .";"";"presynaptic active zone";-3,0237492;"      .";"      ."
84;"endopeptidase activity";3,00830446;"      .";"      .";"";"ion channel activity";-3,02234092;"      .";"      ."
85;"negative regulation of insulin receptor signaling pathway";2,96986832;"      .";"      .";"";"ATP-dependent chromatin remodeling";-3,01734583;"      .";"      ."
86;"endosome membrane";2,96438254;"      .";"      .";"";"insulin receptor signaling pathway";-3,00629601;"      .";"      ."
87;"negative regulation of protein serine/threonine kinase activity";2,94122509;"      .";"      .";"";"RNA export from nucleus";-2,98125718;"      .";"      ."
88;"protein catabolic process";2,89937171;"      .";"      .";"";"intracellular signal transduction";-2,97745087;"      .";"      ."
89;"proteasome core complex";2,89409838;"      .";"      .";"";"base-excision repair";-2,97577097;"      .";"      ."
90;"regulation of actin filament polymerization";2,87615135;"      .";"      .";"";"presynapse";-2,96307945;"      .";"      ."
91;"extrinsic component of membrane";2,87397174;"      .";"      .";"";"rRNA processing";-2,96113077;"      .";"      ."
92;"cell redox homeostasis";2,86848781;"      .";"      .";"";"amino acid transmembrane transport";-2,93353194;"      .";"      ."
93;"retina morphogenesis in camera-type eye";2,86277167;"      .";"      .";"";"DNA-templated transcription, initiation";-2,92922014;"      .";"      ."
94;"aspartic-type endopeptidase activity";2,82615182;"      .";"      .";"";"tRNA aminoacylation for protein translation";-2,92856313;"      .";"      ."
95;"gluconeogenesis";2,81336037;"      .";"      .";"";"p53 binding";-2,9167332;"      .";"      ."
96;"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor";2,78071096;"      .";"      .";"";"chemical synaptic transmission";-2,91044634;"      .";"      ."
97;"retinal pigment epithelium development";2,76353707;"      .";"      .";"";"histone acetylation";-2,90388307;"      .";"      ."
98;"actin binding";2,75156478;"      .";"      .";"";"response to bacterium";-2,89976742;"      .";"      ."
99;"tricarboxylic acid cycle";2,74930373;"      .";"      .";"";"chromatin remodeling";-2,89242959;"      .";"      ."
100;"protein transport";2,70430067;"      .";"      .";"";"ribosome biogenesis";-2,89122727;"      .";"      ."
101;"mitochondrial outer membrane";2,69601752;"      .";"      .";"";"midbody";-2,86316275;"      .";"      ."
102;"caveola";2,69521464;"      .";"      .";"";"RNA processing";-2,83868874;"      .";"      ."
103;"cardiac muscle cell differentiation";2,6870964;"      .";"      .";"";"glutamate receptor activity";-2,80812568;"      .";"      ."
104;"mitophagy";2,67738713;"      .";"      .";"";"hematopoietic progenitor cell differentiation";-2,80044083;"      .";"      ."
105;"vesicle";2,65909897;"      .";"      .";"";"synapse organization";-2,78178815;"      .";"      ."
106;"sphingolipid metabolic process";2,65539844;"      .";"      .";"";"spindle organization";-2,7609532;"      .";"      ."
107;"ribosome";2,63800665;"      .";"      .";"";"detection of visible light";-2,75333552;"      .";"      ."
108;"threonine-type endopeptidase activity";2,63356522;"      .";"      .";"";"excitatory postsynaptic potential";-2,73842088;"      .";"      ."
109;"vesicle organization";2,6045038;"      .";"      .";"";"plasma membrane";-2,73585469;"      .";"      ."
110;"response to heat";2,59266481;"      .";"      .";"";"synaptic vesicle membrane";-2,72241389;"      .";"      ."
111;"transferase activity, transferring phosphorus-containing groups";2,59021174;"      .";"      .";"";"serine-type endopeptidase inhibitor activity";-2,71882003;"      .";"      ."
112;"G-protein coupled acetylcholine receptor activity";2,58503264;"      .";"      .";"";"Ran GTPase binding";-2,71775354;"      .";"      ."
113;"steroid hydroxylase activity";2,56490371;"      .";"      .";"";"digestive tract morphogenesis";-2,71754928;"      .";"      ."
114;"respiratory chain";2,54324176;"      .";"      .";"";"floor plate formation";-2,69620443;"      .";"      ."
115;"skeletal muscle tissue development";2,53755717;"      .";"      .";"";"sodium:bicarbonate symporter activity";-2,68629516;"      .";"      ."
116;"positive regulation of protein ubiquitination";2,5320964;"      .";"      .";"";"receptor activity";-2,68017901;"      .";"      ."
117;"cellular response to oxidative stress";2,52666828;"      .";"      .";"";"monocarboxylic acid transmembrane transporter activity";-2,64665831;"      .";"      ."
118;"hydrogen ion transmembrane transporter activity";2,5180553;"      .";"      .";"";"monocarboxylic acid transport";-2,64665831;"      .";"      ."
119;"lipid metabolic process";2,51778228;"      .";"      .";"";"developmental growth";-2,64196353;"      .";"      ."
120;"hydrogen ion transmembrane transport";2,50789877;"      .";"      .";"";"clathrin binding";-2,61475864;"      .";"      ."
121;"cytochrome-c oxidase activity";2,49322302;"      .";"      .";"";"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides";-2,61240617;"      .";"      ."
122;"retrograde transport, endosome to Golgi";2,49086257;"      .";"      .";"";"syntaxin binding";-2,61089691;"      .";"      ."
123;"fructose 6-phosphate metabolic process";2,48665954;"      .";"      .";"";"chromatin organization";-2,60921377;"      .";"      ."
124;"BLOC-1 complex";2,48174715;"      .";"      .";"";"mitotic sister chromatid cohesion";-2,60849802;"      .";"      ."
125;"mitochondrial inner membrane";2,46269833;"      .";"      .";"";"PDZ domain binding";-2,60719667;"      .";"      ."
126;"actin filament binding";2,41317909;"      .";"      .";"";"definitive hemopoiesis";-2,5889452;"      .";"      ."
127;"hydrolase activity, acting on glycosyl bonds";2,38838945;"      .";"      .";"";"anion transmembrane transporter activity";-2,58452741;"      .";"      ."
128;"proton-transporting ATP synthase activity, rotational mechanism";2,37809548;"      .";"      .";"";"determination of left/right symmetry";-2,58035906;"      .";"      ."
129;"bicarbonate transmembrane transporter activity";2,37694902;"      .";"      .";"";"microtubule motor activity";-2,57989389;"      .";"      ."
130;"actin filament polymerization";2,37130758;"      .";"      .";"";"ATP-dependent DNA helicase activity";-2,5756627;"      .";"      ."
131;"mitochondrial intermembrane space";2,3516872;"      .";"      .";"";"calcium-transporting ATPase activity";-2,53122806;"      .";"      ."
132;"cytosolic small ribosomal subunit";2,34380932;"      .";"      .";"";"modulation of synaptic transmission";-2,52117133;"      .";"      ."
133;"extrinsic apoptotic signaling pathway in absence of ligand";2,34164703;"      .";"      .";"";"histone-lysine N-methyltransferase activity";-2,51534775;"      .";"      ."
134;"mitochondrial electron transport, cytochrome c to oxygen";2,33749884;"      .";"      .";"";"retinal ganglion cell axon guidance";-2,5137732;"      .";"      ."
135;"intracellular protein transport";2,32072382;"      .";"      .";"";"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)";-2,51148467;"      .";"      ."
136;"translation";2,30797551;"      .";"      .";"";"spectrin binding";-2,51027291;"      .";"      ."
137;"triglyceride catabolic process";2,30291164;"      .";"      .";"";"preribosome, large subunit precursor";-2,49457401;"      .";"      ."
138;"ADP transport";2,3011257;"      .";"      .";"";"cytokinesis";-2,4919016;"      .";"      ."
139;"ATP transport";2,3011257;"      .";"      .";"";"damaged DNA binding";-2,49138708;"      .";"      ."
140;"locomotory behavior";2,2916842;"      .";"      .";"";"cartilage development";-2,48698901;"      .";"      ."
141;"heart development";2,28444602;"      .";"      .";"";"anion transport";-2,48018706;"      .";"      ."
142;"ER membrane protein complex";2,27583708;"      .";"      .";"";"histone lysine methylation";-2,47737688;"      .";"      ."
143;"sulfate transport";2,27418893;"      .";"      .";"";"calcium ion binding";-2,46739731;"      .";"      ."
144;"biosynthetic process";2,26986925;"      .";"      .";"";"presynaptic membrane";-2,46694312;"      .";"      ."
145;"secretory granule";2,26393755;"      .";"      .";"";"protein import into nucleus";-2,45940265;"      .";"      ."
146;"RNA polymerase II transcription coactivator activity";2,26242505;"      .";"      .";"";"3'-5' exonuclease activity";-2,45252825;"      .";"      ."
147;"aromatic amino acid family metabolic process";2,25752843;"      .";"      .";"";"structural constituent of nuclear pore";-2,43871912;"      .";"      ."
148;"myosin complex";2,25542861;"      .";"      .";"";"G1/S transition of mitotic cell cycle";-2,40444898;"      .";"      ."
149;"endocytosis";2,24257216;"      .";"      .";"";"centrosome";-2,39122397;"      .";"      ."
150;"regeneration";2,21917821;"      .";"      .";"";"cilium";-2,38736168;"      .";"      ."
151;"calcium-dependent cysteine-type endopeptidase activity";2,19809732;"      .";"      .";"";"mitotic cell cycle";-2,38417525;"      .";"      ."
152;"muscle structure development";2,19759814;"      .";"      .";"";"DNA-directed 5'-3' RNA polymerase activity";-2,37587767;"      .";"      ."
153;"glycolytic process";2,19194545;"      .";"      .";"";"protein tyrosine kinase activity";-2,37377061;"      .";"      ."
154;"regulation of autophagy";2,15642558;"      .";"      .";"";"homophilic cell adhesion via plasma membrane adhesion molecules";-2,36488012;"      .";"      ."
155;"cellular amino acid metabolic process";2,1510703;"      .";"      .";"";"photoreceptor cell maintenance";-2,35644521;"      .";"      ."
156;"lamellipodium";2,14362752;"      .";"      .";"";"ribosomal large subunit biogenesis";-2,35212065;"      .";"      ."
157;"metal ion transport";2,14024303;"      .";"      .";"";"extracellular ligand-gated ion channel activity";-2,34756709;"      .";"      ."
158;"late endosome";2,13874758;"      .";"      .";"";"heparin binding";-2,34120179;"      .";"      ."
159;"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides";2,12997642;"      .";"      .";"";"GABA-A receptor activity";-2,34048932;"      .";"      ."
160;"sulfate transmembrane transport";2,12188881;"      .";"      .";"";"cell cycle";-2,33734343;"      .";"      ."
161;"sulfate transmembrane transporter activity";2,12188881;"      .";"      .";"";"spliceosomal complex";-2,33510414;"      .";"      ."
162;"mitochondrial respiratory chain complex IV";2,11192487;"      .";"      .";"";"regulation of cell morphogenesis";-2,33370355;"      .";"      ."
163;"NADH dehydrogenase (ubiquinone) activity";2,10019788;"      .";"      .";"";"metal ion binding";-2,32979522;"      .";"      ."
164;"intracellular receptor signaling pathway";2,08997814;"      .";"      .";"";"inward rectifier potassium channel activity";-2,32729758;"      .";"      ."
165;"phosphatidylinositol binding";2,08357449;"      .";"      .";"";"embryonic viscerocranium morphogenesis";-2,31538511;"      .";"      ."
166;"heart looping";2,07373899;"      .";"      .";"";"serine-type endopeptidase activity";-2,31194452;"      .";"      ."
167;"transmembrane transporter activity";2,07361188;"      .";"      .";"";"identical protein binding";-2,30909994;"      .";"      ."
168;"endoplasmic reticulum";2,05201639;"      .";"      .";"";"GABA-A receptor complex";-2,29624378;"      .";"      ."
169;"small GTPase mediated signal transduction";2,04252488;"      .";"      .";"";"cytoplasmic microtubule organization";-2,2708501;"      .";"      ."
170;"protein homodimerization activity";2,03970669;"      .";"      .";"";"histone acetyltransferase activity";-2,26559582;"      .";"      ."
171;"sarcolemma";2,03937254;"      .";"      .";"";"kinesin complex";-2,26449112;"      .";"      ."
172;"cytoplasmic dynein complex";2,03775626;"      .";"      .";"";"RNA-directed DNA polymerase activity";-2,25983874;"      .";"      ."
173;"ER to Golgi vesicle-mediated transport";2,03716505;"      .";"      .";"";"nervous system development";-2,25069118;"      .";"      ."
174;"sodium-independent organic anion transmembrane transporter activity";2,03520484;"      .";"      .";"";"meiotic cell cycle";-2,24917949;"      .";"      ."
175;"sodium-independent organic anion transport";2,03520484;"      .";"      .";"";"positive regulation of GTPase activity";-2,24643794;"      .";"      ."
176;"positive regulation of proteasomal ubiquitin-dependent protein catabolic process";2,03119575;"      .";"      .";"";"signal transducer activity";-2,23539469;"      .";"      ."
177;"mitochondrial electron transport, NADH to ubiquinone";2,02522037;"      .";"      .";"";"mitotic spindle assembly";-2,21721721;"      .";"      ."
178;"fatty acid beta-oxidation";2,01366858;"      .";"      .";"";"cellular response to DNA damage stimulus";-2,21684773;"      .";"      ."
179;"oxalate transmembrane transporter activity";2,00758408;"      .";"      .";"";"membrane depolarization during action potential";-2,2106594;"      .";"      ."
180;"oxalate transport";2,00758408;"      .";"      .";"";"potassium ion transmembrane transport";-2,20990132;"      .";"      ."
181;"circadian rhythm";2,00123093;"      .";"      .";"";"Rho GTPase binding";-2,20452108;"      .";"      ."
182;"fructose metabolic process";1,98038821;"      .";"      .";"";"cyclic nucleotide biosynthetic process";-2,1958871;"      .";"      ."
183;"4 iron, 4 sulfur cluster binding";1,97934684;"      .";"      .";"";"phosphorus-oxygen lyase activity";-2,1958871;"      .";"      ."
184;"S-adenosylmethionine-dependent methyltransferase activity";1,97681904;"      .";"      .";"";"glucuronosyltransferase activity";-2,19560945;"      .";"      ."
185;"transferase activity, transferring acyl groups";1,97625013;"      .";"      .";"";"RNA-dependent DNA biosynthetic process";-2,19206103;"      .";"      ."
186;"NADP binding";1,96653413;"      .";"      .";"";"microtubule cytoskeleton organization";-2,18929777;"      .";"      ."
187;"connexin complex";1,96446089;"      .";"      .";"";"guanylate cyclase complex, soluble";-2,18200298;"      .";"      ."
188;"proteasome core complex, alpha-subunit complex";1,96250536;"      .";"      .";"";"negative regulation of Ras protein signal transduction";-2,15604818;"      .";"      ."
189;"secondary active sulfate transmembrane transporter activity";1,9539791;"      .";"      .";"";"phosphatidylinositol 3-kinase binding";-2,14834987;"      .";"      ."
190;"transferase activity, transferring acyl groups other than amino-acyl groups";1,92589938;"      .";"      .";"";"cell morphogenesis";-2,13776587;"      .";"      ."
191;"muscle contraction";1,9248085;"      .";"      .";"";"covalent chromatin modification";-2,11297918;"      .";"      ."
192;"chylomicron";1,9030643;"      .";"      .";"";"transmembrane receptor protein tyrosine kinase activity";-2,10919769;"      .";"      ."
193;"hydrolase activity, hydrolyzing O-glycosyl compounds";1,9027379;"      .";"      .";"";"positive regulation of neuron differentiation";-2,0984688;"      .";"      ."
194;"dioxygenase activity";1,90270658;"      .";"      .";"";"nucleoplasm";-2,09315488;"      .";"      ."
195;"ubiquitin-dependent ERAD pathway";1,85977765;"      .";"      .";"";"mismatch repair";-2,07014478;"      .";"      ."
196;"nucleophagy";1,84661243;"      .";"      .";"";"nucleocytoplasmic transporter activity";-2,0551306;"      .";"      ."
197;"single organismal cell-cell adhesion";1,84588919;"      .";"      .";"";"midbrain development";-2,05048615;"      .";"      ."
198;"mitochondrial large ribosomal subunit";1,84588665;"      .";"      .";"";"nucleotide binding";-2,03820976;"      .";"      ."
199;"lipid transport";1,84470133;"      .";"      .";"";"peptidyl-tyrosine phosphorylation";-2,03803527;"      .";"      ."
200;"SNARE binding";1,84150705;"      .";"      .";"";"cGMP biosynthetic process";-2,02531164;"      .";"      ."
201;"MAP kinase tyrosine/serine/threonine phosphatase activity";1,82265498;"      .";"      .";"";"guanylate cyclase activity";-2,02531164;"      .";"      ."
202;"proton-transporting V-type ATPase, V0 domain";1,81460032;"      .";"      .";"";"sodium channel activity";-2,01866873;"      .";"      ."
203;"proteasome regulatory particle, base subcomplex";1,80107721;"      .";"      .";"";"sulfuric ester hydrolase activity";-2,00180045;"      .";"      ."
204;"iron-sulfur cluster assembly";1,7881435;"      .";"      .";"";"postsynaptic membrane";-2,00167327;"      .";"      ."
205;"cholesterol binding";1,78609492;"      .";"      .";"";"sterol biosynthetic process";-1,99848232;"      .";"      ."
206;"cellular response to nitrogen starvation";1,78189265;"      .";"      .";"";"BMP signaling pathway";-1,99611741;"      .";"      ."
207;"negative regulation of transcription, DNA-templated";1,77799513;"      .";"      .";"";"chromatin";-1,99496883;"      .";"      ."
208;"epiboly involved in gastrulation with mouth forming second";1,76991773;"      .";"      .";"";"neuropilin binding";-1,9948044;"      .";"      ."
209;"activation of MAPKKK activity";1,76623246;"      .";"      .";"";"phosphatidylinositol phospholipase C activity";-1,9902487;"      .";"      ."
210;"TBP-class protein binding";1,75436485;"      .";"      .";"";"potassium ion import";-1,982767;"      .";"      ."
211;"membrane raft";1,74617668;"      .";"      .";"";"microtubule binding";-1,98061074;"      .";"      ."
212;"oxidoreductase activity, acting on the CH-CH group of donors";1,74455981;"      .";"      .";"";"collagen trimer";-1,97627163;"      .";"      ."
213;"GPI anchor biosynthetic process";1,7389144;"      .";"      .";"";"high voltage-gated calcium channel activity";-1,96833599;"      .";"      ."
214;"high-density lipoprotein particle";1,73763205;"      .";"      .";"";"transcription regulatory region DNA binding";-1,96598128;"      .";"      ."
215;"response to stress";1,72637717;"      .";"      .";"";"cellular response to estrogen stimulus";-1,95921429;"      .";"      ."
216;"glutathione metabolic process";1,72158437;"      .";"      .";"";"ATP-dependent RNA helicase activity";-1,95687023;"      .";"      ."
217;"serine-type carboxypeptidase activity";1,71873348;"      .";"      .";"";"microtubule";-1,9548236;"      .";"      ."
218;"left/right pattern formation";1,71660581;"      .";"      .";"";"transmembrane receptor protein tyrosine kinase signaling pathway";-1,94920983;"      .";"      ."
219;"isomerase activity";1,69630177;"      .";"      .";"";"transcriptional repressor complex";-1,94237126;"      .";"      ."
220;"negative regulation of Notch signaling pathway";1,67615331;"      .";"      .";"";"chromatin silencing";-1,93887326;"      .";"      ."
221;"RNA polymerase II transcription factor activity, ligand-activated sequence-specific DNA binding";1,67525577;"      .";"      .";"";"nuclear pore";-1,91932468;"      .";"      ."
222;"inositol-1,4,5-trisphosphate 3-kinase activity";1,66696362;"      .";"      .";"";"G-protein coupled receptor signaling pathway";-1,91908516;"      .";"      ."
223;"peptidyl-prolyl cis-trans isomerase activity";1,6640234;"      .";"      .";"";"L-alpha-amino acid transmembrane transport";-1,91241008;"      .";"      ."
224;"protein peptidyl-prolyl isomerization";1,6640234;"      .";"      .";"";"response to stimulus";-1,912178;"      .";"      ."
225;"glycogen biosynthetic process";1,65720115;"      .";"      .";"";"maturation of SSU-rRNA";-1,91040426;"      .";"      ."
226;"endoderm formation";1,65371633;"      .";"      .";"";"telomere maintenance";-1,9031235;"      .";"      ."
227;"vacuolar acidification";1,65340053;"      .";"      .";"";"defense response";-1,88717203;"      .";"      ."
228;"Golgi apparatus";1,65246125;"      .";"      .";"";"insulin-like growth factor binding";-1,8867784;"      .";"      ."
229;"cell recognition";1,65012726;"      .";"      .";"";"transferase activity, transferring hexosyl groups";-1,8796774;"      .";"      ."
230;"cysteine-type peptidase activity";1,62882338;"      .";"      .";"";"microtubule-based movement";-1,86774477;"      .";"      ."
231;"regulation of blood pressure";1,62549745;"      .";"      .";"";"galactosyltransferase activity";-1,86424839;"      .";"      ."
232;"response to hypoxia";1,61923455;"      .";"      .";"";"histone acetyltransferase complex";-1,86305297;"      .";"      ."
233;"carbohydrate biosynthetic process";1,60881667;"      .";"      .";"";"endonuclease activity";-1,8606821;"      .";"      ."
234;"acyl-CoA dehydrogenase activity";1,59720114;"      .";"      .";"";"phosphoric diester hydrolase activity";-1,85524292;"      .";"      ."
