"Rank";"Upregulated";"GSZ";"p.value";"fdr";".";"Downregulated";"GSZ.";"p.value.";"fdr."
22;"proteolysis involved in cellular protein catabolic process";5,07535475;"      .";"      .";"";"RNA-directed DNA polymerase activity";-4,78459004;"      .";"      ."
23;"negative regulation of catalytic activity";5,04113824;"      .";"      .";"";"lymphangiogenesis";-4,76150777;"      .";"      ."
24;"cellular oxidant detoxification";5,02951949;"      .";"      .";"";"RNA-dependent DNA biosynthetic process";-4,73767423;"      .";"      ."
25;"structural constituent of ribosome";4,99369429;"      .";"      .";"";"ephrin receptor binding";-4,69712451;"      .";"      ."
26;"negative regulation of endopeptidase activity";4,91873335;"      .";"      .";"";"SMAD protein signal transduction";-4,49512491;"      .";"      ."
27;"intracellular";4,87397701;"      .";"      .";"";"transcription, DNA-templated";-4,47099481;"      .";"      ."
28;"electron carrier activity";4,86972809;"      .";"      .";"";"RNA processing";-4,33753854;"      .";"      ."
29;"carbohydrate metabolic process";4,83658857;"      .";"      .";"";"enteric nervous system development";-4,30881141;"      .";"      ."
30;"response to cadmium ion";4,83645778;"      .";"      .";"";"positive regulation of pathway-restricted SMAD protein phosphorylation";-4,30793189;"      .";"      ."
31;"tricarboxylic acid cycle";4,80094152;"      .";"      .";"";"transforming growth factor beta receptor binding";-4,30793189;"      .";"      ."
32;"potassium ion import";4,73291922;"      .";"      .";"";"growth factor activity";-4,29098699;"      .";"      ."
33;"actin cytoskeleton";4,72321713;"      .";"      .";"";"regulation of MAPK cascade";-4,24997459;"      .";"      ."
34;"hydrogen ion transmembrane transport";4,66890071;"      .";"      .";"";"basement membrane";-4,03435336;"      .";"      ."
35;"cysteine-type endopeptidase activity";4,65702317;"      .";"      .";"";"mRNA splicing, via spliceosome";-4,03006508;"      .";"      ."
36;"transaminase activity";4,65393796;"      .";"      .";"";"vasculogenesis";-4,00734278;"      .";"      ."
37;"regulation of actin filament polymerization";4,65067537;"      .";"      .";"";"ATP-dependent RNA helicase activity";-3,97564119;"      .";"      ."
38;"inward rectifier potassium channel activity";4,62043139;"      .";"      .";"";"cell-cell signaling";-3,8726251;"      .";"      ."
39;"hydrolase activity";4,58738866;"      .";"      .";"";"cell development";-3,8723135;"      .";"      ."
40;"transmembrane transport";4,57606758;"      .";"      .";"";"extracellular matrix";-3,79705299;"      .";"      ."
41;"glycolytic process";4,56917953;"      .";"      .";"";"P-body";-3,76462886;"      .";"      ."
42;"pyridoxal phosphate binding";4,5467325;"      .";"      .";"";"transcription factor complex";-3,74092957;"      .";"      ."
43;"myosin complex";4,50242843;"      .";"      .";"";"microtubule motor activity";-3,72308019;"      .";"      ."
44;"GTP binding";4,48935632;"      .";"      .";"";"sprouting angiogenesis";-3,72220175;"      .";"      ."
45;"NADP binding";4,48336928;"      .";"      .";"";"protein kinase activity";-3,69406312;"      .";"      ."
46;"lysosomal membrane";4,41310654;"      .";"      .";"";"histone binding";-3,68644671;"      .";"      ."
47;"ribosome";4,40673467;"      .";"      .";"";"Wnt-protein binding";-3,67001787;"      .";"      ."
48;"lipid transport";4,36784531;"      .";"      .";"";"DNA-directed DNA polymerase activity";-3,65059033;"      .";"      ."
49;"transporter activity";4,32719787;"      .";"      .";"";"zinc ion binding";-3,64993435;"      .";"      ."
50;"pigmentation";4,27782442;"      .";"      .";"";"DNA biosynthetic process";-3,57697083;"      .";"      ."
51;"NAD binding";4,13565633;"      .";"      .";"";"heart development";-3,55941996;"      .";"      ."
52;"calcium-dependent cysteine-type endopeptidase activity";4,13383504;"      .";"      .";"";"negative regulation of canonical Wnt signaling pathway";-3,55809295;"      .";"      ."
53;"peptidase activity";4,08971826;"      .";"      .";"";"DNA replication initiation";-3,54668642;"      .";"      ."
54;"cellular iron ion homeostasis";4,06692349;"      .";"      .";"";"protein phosphorylation";-3,4867191;"      .";"      ."
55;"cysteine-type peptidase activity";4,04569479;"      .";"      .";"";"embryonic viscerocranium morphogenesis";-3,48451032;"      .";"      ."
56;"small molecule binding";4,03371798;"      .";"      .";"";"regulation of neurogenesis";-3,45019984;"      .";"      ."
57;"mitochondrion";4,00931577;"      .";"      .";"";"floor plate formation";-3,42369745;"      .";"      ."
58;"proton transport";3,99938436;"      .";"      .";"";"methyltransferase activity";-3,41070591;"      .";"      ."
59;"proteolysis";3,98725365;"      .";"      .";"";"covalent chromatin modification";-3,38883555;"      .";"      ."
60;"lipid catabolic process";3,95960977;"      .";"      .";"";"centrosome";-3,3834071;"      .";"      ."
61;"iron ion binding";3,94471014;"      .";"      .";"";"microtubule-based movement";-3,37199511;"      .";"      ."
62;"bicellular tight junction";3,92343234;"      .";"      .";"";"rRNA processing";-3,35596342;"      .";"      ."
63;"ATP synthesis coupled proton transport";3,91207877;"      .";"      .";"";"embryonic pectoral fin morphogenesis";-3,32335729;"      .";"      ."
64;"lipoprotein metabolic process";3,90676526;"      .";"      .";"";"vascular endothelial growth factor receptor signaling pathway";-3,29839742;"      .";"      ."
65;"peroxidase activity";3,88904626;"      .";"      .";"";"myeloid cell differentiation";-3,29730289;"      .";"      ."
66;"Arp2/3 protein complex";3,88600579;"      .";"      .";"";"canonical Wnt signaling pathway";-3,22181932;"      .";"      ."
67;"iron-sulfur cluster binding";3,88231019;"      .";"      .";"";"dorsal/ventral pattern formation";-3,19296617;"      .";"      ."
68;"Arp2/3 complex-mediated actin nucleation";3,87481732;"      .";"      .";"";"transcription cofactor activity";-3,18547304;"      .";"      ."
69;"actin binding";3,87196863;"      .";"      .";"";"forebrain development";-3,14428571;"      .";"      ."
70;"calcium-dependent phospholipid binding";3,80491005;"      .";"      .";"";"kinesin complex";-3,1425957;"      .";"      ."
71;"molecular_function";3,68691002;"      .";"      .";"";"cellular response to DNA damage stimulus";-3,13938911;"      .";"      ."
72;"regulation of cell proliferation";3,66951835;"      .";"      .";"";"gastrulation";-3,13909569;"      .";"      ."
73;"purine nucleotide biosynthetic process";3,65989372;"      .";"      .";"";"gene silencing by RNA";-3,11459438;"      .";"      ."
74;"SNAP receptor activity";3,63837046;"      .";"      .";"";"metalloendopeptidase activity";-3,11317973;"      .";"      ."
75;"negative regulation of insulin receptor signaling pathway";3,61006367;"      .";"      .";"";"embryonic retina morphogenesis in camera-type eye";-3,10346794;"      .";"      ."
76;"hydrogen ion transmembrane transporter activity";3,60080816;"      .";"      .";"";"protein dimerization activity";-3,09789702;"      .";"      ."
77;"substrate-specific transmembrane transporter activity";3,56577258;"      .";"      .";"";"neuron migration";-3,08336971;"      .";"      ."
78;"autophagy";3,56566404;"      .";"      .";"";"Wnt-activated receptor activity";-3,05408854;"      .";"      ."
79;"2 iron, 2 sulfur cluster binding";3,52983067;"      .";"      .";"";"protein serine/threonine kinase activity";-3,04677819;"      .";"      ."
80;"late endosome membrane";3,52478779;"      .";"      .";"";"DNA repair";-3,04209355;"      .";"      ."
81;"extrinsic component of cytoplasmic side of plasma membrane";3,51986607;"      .";"      .";"";"RNA secondary structure unwinding";-3,03075182;"      .";"      ."
82;"vacuolar transport";3,501333;"      .";"      .";"";"angiogenesis";-3,00755624;"      .";"      ."
83;"cytosolic large ribosomal subunit";3,48739182;"      .";"      .";"";"cell fate commitment";-2,9933179;"      .";"      ."
84;"actin filament polymerization";3,4792461;"      .";"      .";"";"ATP-dependent chromatin remodeling";-2,9006188;"      .";"      ."
85;"melanosome organization";3,47912475;"      .";"      .";"";"mRNA processing";-2,89642188;"      .";"      ."
86;"response to methylmercury";3,47685717;"      .";"      .";"";"striated muscle cell development";-2,87457538;"      .";"      ."
87;"non-membrane spanning protein tyrosine kinase activity";3,46870236;"      .";"      .";"";"skeletal muscle cell differentiation";-2,8608092;"      .";"      ."
88;"transmembrane transporter activity";3,44453261;"      .";"      .";"";"presynaptic active zone";-2,82700209;"      .";"      ."
89;"peptidyl-tyrosine autophosphorylation";3,40554202;"      .";"      .";"";"ventral spinal cord interneuron differentiation";-2,80991577;"      .";"      ."
90;"visual perception";3,3849095;"      .";"      .";"";"histone lysine methylation";-2,80010712;"      .";"      ."
91;"inflammatory response";3,38124902;"      .";"      .";"";"regulation of neuron differentiation";-2,79030091;"      .";"      ."
92;"mitochondrial respiratory chain complex I";3,37738065;"      .";"      .";"";"motor neuron axon guidance";-2,77849871;"      .";"      ."
93;"oxidoreductase activity, acting on the CH-CH group of donors";3,37490017;"      .";"      .";"";"spindle pole";-2,75996145;"      .";"      ."
94;"ATP hydrolysis coupled cation transmembrane transport";3,35937915;"      .";"      .";"";"somite development";-2,74050517;"      .";"      ."
95;"serine-type endopeptidase inhibitor activity";3,3525198;"      .";"      .";"";"DNA duplex unwinding";-2,73380738;"      .";"      ."
96;"ion transport";3,34925944;"      .";"      .";"";"transcription factor activity, sequence-specific DNA binding";-2,72756542;"      .";"      ."
97;"translation";3,33614045;"      .";"      .";"";"non-canonical Wnt signaling pathway";-2,72084644;"      .";"      ."
98;"antioxidant activity";3,32774039;"      .";"      .";"";"brain development";-2,69793193;"      .";"      ."
99;"innate immune response";3,29253339;"      .";"      .";"";"small-subunit processome";-2,69328473;"      .";"      ."
100;"cell-matrix adhesion";3,29247124;"      .";"      .";"";"BMP signaling pathway";-2,68068644;"      .";"      ."
101;"SNARE binding";3,27587041;"      .";"      .";"";"frizzled binding";-2,66232985;"      .";"      ."
102;"melanosome";3,25278;"      .";"      .";"";"smoothened signaling pathway";-2,65953136;"      .";"      ."
103;"mitochondrial inner membrane";3,2281201;"      .";"      .";"";"cell surface receptor signaling pathway";-2,65386639;"      .";"      ."
104;"sodium ion transport";3,18788543;"      .";"      .";"";"mitotic spindle assembly checkpoint";-2,64739934;"      .";"      ."
105;"defense response to bacterium";3,13796845;"      .";"      .";"";"histone-lysine N-methyltransferase activity";-2,63078546;"      .";"      ."
106;"biosynthetic process";3,13548659;"      .";"      .";"";"posterior lateral line neuromast primordium migration";-2,62654299;"      .";"      ."
107;"SNARE complex";3,12780026;"      .";"      .";"";"microtubule binding";-2,61708452;"      .";"      ."
108;"response to copper ion";3,12125157;"      .";"      .";"";"embryonic camera-type eye development";-2,61673162;"      .";"      ."
109;"ATP hydrolysis coupled proton transport";3,08796134;"      .";"      .";"";"transmembrane signaling receptor activity";-2,61602626;"      .";"      ."
110;"response to cytokine";3,08764623;"      .";"      .";"";"endocrine pancreas development";-2,61483747;"      .";"      ."
111;"endopeptidase inhibitor activity";3,08363832;"      .";"      .";"";"tRNA methylation";-2,6123133;"      .";"      ."
112;"endoplasmic reticulum membrane";3,0751468;"      .";"      .";"";"post-anal tail morphogenesis";-2,60965412;"      .";"      ."
113;"chylomicron";3,06043941;"      .";"      .";"";"positive regulation of BMP signaling pathway";-2,60428138;"      .";"      ."
114;"cytochrome-c oxidase activity";3,05566199;"      .";"      .";"";"positive regulation of cell proliferation";-2,58971718;"      .";"      ."
115;"cysteine-type endopeptidase inhibitor activity";3,05072487;"      .";"      .";"";"tubulin binding";-2,58293632;"      .";"      ."
116;"developmental pigmentation";3,04986163;"      .";"      .";"";"phosphoprotein phosphatase activity";-2,57238907;"      .";"      ."
117;"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)";3,03995925;"      .";"      .";"";"transforming growth factor beta receptor signaling pathway";-2,56926942;"      .";"      ."
118;"antiporter activity";3,01421724;"      .";"      .";"";"hypothalamus development";-2,56290755;"      .";"      ."
119;"cholesterol biosynthetic process";2,99637311;"      .";"      .";"";"ciliary basal body";-2,55443204;"      .";"      ."
120;"neutrophil chemotaxis";2,98888827;"      .";"      .";"";"protein deubiquitination";-2,52623029;"      .";"      ."
121;"lipid biosynthetic process";2,97663493;"      .";"      .";"";"spindle assembly";-2,52539731;"      .";"      ."
122;"vesicle-mediated transport";2,97236905;"      .";"      .";"";"pancreas development";-2,48940835;"      .";"      ."
123;"regulation of intracellular pH";2,96724645;"      .";"      .";"";"optokinetic behavior";-2,4823874;"      .";"      ."
124;"cellular response to nitrogen starvation";2,9606288;"      .";"      .";"";"camera-type eye development";-2,48054085;"      .";"      ."
125;"protein-chromophore linkage";2,94792817;"      .";"      .";"";"proteinaceous extracellular matrix";-2,47868071;"      .";"      ."
126;"serine-type peptidase activity";2,94715528;"      .";"      .";"";"cytokine activity";-2,47865078;"      .";"      ."
127;"mitochondrial electron transport, ubiquinol to cytochrome c";2,94334984;"      .";"      .";"";"cilium";-2,46899308;"      .";"      ."
128;"glutathione metabolic process";2,92353342;"      .";"      .";"";"viral nucleocapsid";-2,46635292;"      .";"      ."
129;"negative regulation of cell death";2,92231255;"      .";"      .";"";"microtubule cytoskeleton organization";-2,46569062;"      .";"      ."
130;"immune response";2,91418521;"      .";"      .";"";"positive regulation of angiogenesis";-2,4467704;"      .";"      ."
131;"proton-transporting ATP synthase activity, rotational mechanism";2,91399341;"      .";"      .";"";"embryonic heart tube development";-2,44084189;"      .";"      ."
132;"vesicle";2,89885746;"      .";"      .";"";"snoRNA binding";-2,42183171;"      .";"      ."
133;"respiratory chain";2,88440993;"      .";"      .";"";"negative regulation of transcription, DNA-templated";-2,41769947;"      .";"      ."
134;"gluconeogenesis";2,85506384;"      .";"      .";"";"definitive hemopoiesis";-2,40622457;"      .";"      ."
135;"cellular amino acid metabolic process";2,82261726;"      .";"      .";"";"hindbrain development";-2,39253933;"      .";"      ."
136;"proton-transporting ATPase activity, rotational mechanism";2,8133527;"      .";"      .";"";"negative regulation of cell proliferation";-2,38728386;"      .";"      ."
137;"response to toxic substance";2,78572627;"      .";"      .";"";"dopaminergic neuron differentiation";-2,38381085;"      .";"      ."
138;"sphingolipid metabolic process";2,78066965;"      .";"      .";"";"convergent extension";-2,38047829;"      .";"      ."
139;"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides";2,76090617;"      .";"      .";"";"adrenal gland development";-2,37947851;"      .";"      ."
140;"fatty acid biosynthetic process";2,75652665;"      .";"      .";"";"cyclin-dependent protein kinase holoenzyme complex";-2,36943775;"      .";"      ."
141;"regulation of pH";2,74998137;"      .";"      .";"";"catalytic step 2 spliceosome";-2,36534457;"      .";"      ."
142;"antigen processing and presentation";2,74893429;"      .";"      .";"";"adrenergic receptor activity";-2,34606913;"      .";"      ."
143;"cytokine-mediated signaling pathway";2,74755128;"      .";"      .";"";"microtubule";-2,34261836;"      .";"      ."
144;"potassium ion transport";2,74653947;"      .";"      .";"";"cyclin-dependent protein serine/threonine kinase activity";-2,31453464;"      .";"      ."
145;"cholesterol metabolic process";2,74416083;"      .";"      .";"";"miRNA mediated inhibition of translation";-2,3065452;"      .";"      ."
146;"photoreceptor activity";2,74035285;"      .";"      .";"";"regulation of canonical Wnt signaling pathway";-2,30131773;"      .";"      ."
147;"epiboly involved in gastrulation with mouth forming second";2,71109156;"      .";"      .";"";"cerebellum development";-2,3000711;"      .";"      ."
148;"regulation of blood pressure";2,70720629;"      .";"      .";"";"extracellular matrix organization";-2,29571037;"      .";"      ."
149;"solute:proton antiporter activity";2,69786297;"      .";"      .";"";"protein serine/threonine phosphatase activity";-2,28941447;"      .";"      ."
150;"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor";2,6928975;"      .";"      .";"";"cilium assembly";-2,28297362;"      .";"      ."
151;"triglyceride catabolic process";2,68626472;"      .";"      .";"";"centriole";-2,27532982;"      .";"      ."
152;"cytosol";2,66882612;"      .";"      .";"";"transcription corepressor activity";-2,26528859;"      .";"      ."
153;"aminopeptidase activity";2,65524105;"      .";"      .";"";"intraciliary transport";-2,25457985;"      .";"      ."
154;"calcium ion transport";2,64271601;"      .";"      .";"";"embryonic hemopoiesis";-2,25293347;"      .";"      ."
155;"heme binding";2,64035745;"      .";"      .";"";"methylation";-2,24946507;"      .";"      ."
156;"heart contraction";2,63837248;"      .";"      .";"";"mRNA binding";-2,23613302;"      .";"      ."
157;"anion:anion antiporter activity";2,62544584;"      .";"      .";"";"cell projection";-2,22980221;"      .";"      ."
158;"cholesterol homeostasis";2,62010104;"      .";"      .";"";"adenohypophysis development";-2,22459139;"      .";"      ."
159;"galactosyltransferase activity";2,61894801;"      .";"      .";"";"potassium ion leak channel activity";-2,21669983;"      .";"      ."
160;"nucleoside metabolic process";2,61027497;"      .";"      .";"";"Notch signaling pathway";-2,20264368;"      .";"      ."
161;"pre-autophagosomal structure";2,60657779;"      .";"      .";"";"U2-type prespliceosome";-2,20246266;"      .";"      ."
162;"apoptotic process";2,60494768;"      .";"      .";"";"central nervous system projection neuron axonogenesis";-2,19081242;"      .";"      ."
163;"glutathione peroxidase activity";2,59879505;"      .";"      .";"";"induction of positive chemotaxis";-2,18691779;"      .";"      ."
164;"FMN binding";2,59499963;"      .";"      .";"";"sensory epithelium regeneration";-2,18445191;"      .";"      ."
165;"biological_process";2,57681638;"      .";"      .";"";"hematopoietic progenitor cell differentiation";-2,16829275;"      .";"      ."
166;"cysteine-type endopeptidase activity involved in execution phase of apoptosis";2,55170167;"      .";"      .";"";"nucleoplasm";-2,16815636;"      .";"      ."
167;"vesicle docking";2,54422803;"      .";"      .";"";"mRNA transport";-2,16212215;"      .";"      ."
168;"carbohydrate binding";2,53520962;"      .";"      .";"";"establishment or maintenance of epithelial cell apical/basal polarity";-2,15788349;"      .";"      ."
169;"fatty acid metabolic process";2,52936579;"      .";"      .";"";"protein dephosphorylation";-2,15698778;"      .";"      ."
170;"defense response to virus";2,52574864;"      .";"      .";"";"swim bladder development";-2,14773866;"      .";"      ."
171;"execution phase of apoptosis";2,49670455;"      .";"      .";"";"erythrocyte maturation";-2,14197558;"      .";"      ."
172;"response to yeast";2,48723135;"      .";"      .";"";"protein localization";-2,13853052;"      .";"      ."
173;"sterol biosynthetic process";2,48649015;"      .";"      .";"";"signal transducer, downstream of receptor, with serine/threonine kinase activity";-2,12978386;"      .";"      ."
174;"NADH dehydrogenase (ubiquinone) activity";2,48482581;"      .";"      .";"";"G1/S transition of mitotic cell cycle";-2,12675137;"      .";"      ."
175;"cell";2,45611419;"      .";"      .";"";"positive regulation of transcription from RNA polymerase II promoter";-2,12382791;"      .";"      ."
176;"chloride transmembrane transport";2,45596019;"      .";"      .";"";"regulation of Notch signaling pathway";-2,11351832;"      .";"      ."
177;"trans-Golgi network";2,45563573;"      .";"      .";"";"neural crest cell migration";-2,11134838;"      .";"      ."
178;"mitochondrial outer membrane";2,44422771;"      .";"      .";"";"stabilization of membrane potential";-2,1074388;"      .";"      ."
179;"structural constituent of eye lens";2,43638194;"      .";"      .";"";"anterior/posterior pattern specification";-2,09070169;"      .";"      ."
180;"monooxygenase activity";2,42091;"      .";"      .";"";"dynein light chain binding";-2,08549849;"      .";"      ."
181;"carboxypeptidase activity";2,41619328;"      .";"      .";"";"activation of protein kinase activity";-2,07343732;"      .";"      ."
182;"mitochondrial electron transport, cytochrome c to oxygen";2,40601991;"      .";"      .";"";"hemoglobin complex";-2,0730549;"      .";"      ."
183;"hydrolase activity, hydrolyzing O-glycosyl compounds";2,40590687;"      .";"      .";"";"brain morphogenesis";-2,06828702;"      .";"      ."
184;"actin filament";2,38094608;"      .";"      .";"";"thiol-dependent ubiquitinyl hydrolase activity";-2,06486069;"      .";"      ."
185;"lipid binding";2,37098288;"      .";"      .";"";"somitogenesis";-2,05730371;"      .";"      ."
186;"actin filament binding";2,36542777;"      .";"      .";"";"voltage-gated sodium channel complex";-2,04062202;"      .";"      ."
187;"cytokine receptor activity";2,35443635;"      .";"      .";"";"dorsal convergence";-2,02667222;"      .";"      ."
188;"endomembrane system";2,35215235;"      .";"      .";"";"transmembrane receptor protein serine/threonine kinase signaling pathway";-2,02524202;"      .";"      ."
189;"regulation of muscle contraction";2,34142626;"      .";"      .";"";"hormone activity";-2,02304112;"      .";"      ."
190;"response to lipopolysaccharide";2,34133389;"      .";"      .";"";"calcium ion-regulated exocytosis of neurotransmitter";-2,0191698;"      .";"      ."
191;"GTPase activity";2,33594189;"      .";"      .";"";"optic nerve development";-2,01632076;"      .";"      ."
192;"melanosome transport";2,32894829;"      .";"      .";"";"protein tyrosine kinase activity";-2,0132938;"      .";"      ."
193;"synaptic vesicle fusion to presynaptic active zone membrane";2,31885327;"      .";"      .";"";"chemical synaptic transmission";-2,01218862;"      .";"      ."
194;"apoptotic signaling pathway";2,31856256;"      .";"      .";"";"notochord development";-2,0047942;"      .";"      ."
195;"synaptic vesicle";2,30576091;"      .";"      .";"";"3'-5' exonuclease activity";-2,00219034;"      .";"      ."
196;"cytosolic small ribosomal subunit";2,29003504;"      .";"      .";"";"heart jogging";-1,99152229;"      .";"      ."
197;"protease binding";2,27507982;"      .";"      .";"";"potassium ion transmembrane transport";-1,98916281;"      .";"      ."
198;"mitophagy";2,27338853;"      .";"      .";"";"nuclear membrane";-1,97044125;"      .";"      ."
199;"actin monomer binding";2,27267317;"      .";"      .";"";"DNA recombination";-1,96720541;"      .";"      ."
200;"cellular calcium ion homeostasis";2,25716927;"      .";"      .";"";"negative regulation of transcription from RNA polymerase II promoter";-1,96247928;"      .";"      ."
201;"chemokine activity";2,25409902;"      .";"      .";"";"pronephros development";-1,9619775;"      .";"      ."
202;"response to virus";2,2471531;"      .";"      .";"";"larval locomotory behavior";-1,95135168;"      .";"      ."
203;"oxalate transmembrane transporter activity";2,24208281;"      .";"      .";"";"regulation of exocytosis";-1,94918857;"      .";"      ."
204;"oxalate transport";2,24208281;"      .";"      .";"";"negative regulation of angiogenesis";-1,94341522;"      .";"      ."
205;"bicarbonate transmembrane transporter activity";2,23518854;"      .";"      .";"";"fibroblast growth factor receptor signaling pathway";-1,93263617;"      .";"      ."
206;"endosome";2,2337524;"      .";"      .";"";"maturation of SSU-rRNA";-1,93247421;"      .";"      ."
207;"chloride transport";2,22303752;"      .";"      .";"";"potassium channel activity";-1,92069924;"      .";"      ."
208;"steroid metabolic process";2,21742979;"      .";"      .";"";"regulation of cell morphogenesis";-1,91755198;"      .";"      ."
209;"regulation of anion transmembrane transport";2,21210504;"      .";"      .";"";"transcriptional repressor complex";-1,91513694;"      .";"      ."
210;"mitochondrial matrix";2,20149843;"      .";"      .";"";"retina development in camera-type eye";-1,90500567;"      .";"      ."
211;"chloride channel activity";2,20140737;"      .";"      .";"";"gastrulation with mouth forming second";-1,90156265;"      .";"      ."
212;"aromatic amino acid family metabolic process";2,17031701;"      .";"      .";"";"signal transduction by protein phosphorylation";-1,89962208;"      .";"      ."
213;"cell chemotaxis";2,16039868;"      .";"      .";"";"axonal fasciculation";-1,89686338;"      .";"      ."
214;"sodium channel regulator activity";2,15947831;"      .";"      .";"";"ATP binding";-1,89613597;"      .";"      ."
215;"serine-type endopeptidase activity";2,15701206;"      .";"      .";"";"positive regulation of cyclin-dependent protein serine/threonine kinase activity";-1,89545996;"      .";"      ."
216;"skeletal muscle contraction";2,1561008;"      .";"      .";"";"muscle fiber development";-1,88306089;"      .";"      ."
217;"cation:chloride symporter activity";2,15210249;"      .";"      .";"";"generation of neurons";-1,87386488;"      .";"      ."
218;"proteasome core complex";2,14633716;"      .";"      .";"";"p53 binding";-1,87046816;"      .";"      ."
219;"magnesium ion binding";2,13804407;"      .";"      .";"";"pseudouridine synthesis";-1,8699451;"      .";"      ."
220;"transferase activity, transferring phosphorus-containing groups";2,13450267;"      .";"      .";"";"peripheral nervous system neuron axonogenesis";-1,86790773;"      .";"      ."
221;"hydrolase activity, acting on glycosyl bonds";2,11823999;"      .";"      .";"";"protein-cysteine S-palmitoyltransferase activity";-1,86202033;"      .";"      ."
222;"ATPase activity, coupled to transmembrane movement of substances";2,11664955;"      .";"      .";"";"DNA integration";-1,85485859;"      .";"      ."
223;"intracellular protein transport";2,11490659;"      .";"      .";"";"regulation of cell shape";-1,85400815;"      .";"      ."
224;"dioxygenase activity";2,10191485;"      .";"      .";"";"adenylate cyclase-activating adrenergic receptor signaling pathway";-1,85154271;"      .";"      ."
225;"sulfate transmembrane transport";2,0955706;"      .";"      .";"";"nuclear speck";-1,84845461;"      .";"      ."
226;"sulfate transmembrane transporter activity";2,0955706;"      .";"      .";"";"embryonic pattern specification";-1,83887581;"      .";"      ."
227;"high-density lipoprotein particle";2,09521006;"      .";"      .";"";"sodium channel activity";-1,83235411;"      .";"      ."
228;"troponin complex";2,09110174;"      .";"      .";"";"DNA-directed 5'-3' RNA polymerase activity";-1,82993629;"      .";"      ."
229;"calcium-transporting ATPase activity";2,08283805;"      .";"      .";"";"transcription elongation from RNA polymerase II promoter";-1,82884846;"      .";"      ."
230;"L-alpha-amino acid transmembrane transport";2,07915127;"      .";"      .";"";"neuropilin binding";-1,82867565;"      .";"      ."
231;"cytoplasmic translation";2,07879987;"      .";"      .";"";"muscle organ development";-1,82550293;"      .";"      ."
232;"autophagosome";2,07708826;"      .";"      .";"";"positive regulation of cell migration";-1,81279055;"      .";"      ."
233;"regulation of endocytosis";2,07433984;"      .";"      .";"";"convergent extension involved in gastrulation";-1,81145676;"      .";"      ."
234;"aspartic-type endopeptidase activity";2,07341984;"      .";"      .";"";"spliceosomal complex";-1,80410757;"      .";"      ."
235;"sulfate transport";2,0669238;"      .";"      .";"";"transmembrane receptor protein serine/threonine kinase activity";-1,79917624;"      .";"      ."
236;"transferase activity, transferring acyl groups other than amino-acyl groups";2,06195488;"      .";"      .";"";"axoneme";-1,79782598;"      .";"      ."
237;"secondary active sulfate transmembrane transporter activity";2,05602917;"      .";"      .";"";"U1 snRNP";-1,78170463;"      .";"      ."
238;"sodium-independent organic anion transmembrane transporter activity";2,05326354;"      .";"      .";"";"dynein heavy chain binding";-1,78086856;"      .";"      ."
