"Rank";"Upregulated";"GSZ";"p.value";"fdr";".";"Downregulated";"GSZ.";"p.value.";"fdr."
34;"carbohydrate metabolic process";6,27949333;"      .";"      .";"";"vasculogenesis";-4,2867959;"      .";"      ."
35;"transport";6,22127914;"      .";"      .";"";"DNA-templated transcription, initiation";-4,19286128;"      .";"      ."
36;"peroxisome";6,17490218;"      .";"      .";"";"SMAD protein signal transduction";-4,18919892;"      .";"      ."
37;"troponin complex";6,17181499;"      .";"      .";"";"embryonic viscerocranium morphogenesis";-4,17160902;"      .";"      ."
38;"platelet activation";5,93988234;"      .";"      .";"";"dorsal/ventral pattern formation";-4,14203327;"      .";"      ."
39;"transmembrane transporter activity";5,81223515;"      .";"      .";"";"cell development";-4,11248949;"      .";"      ."
40;"glycolytic process";5,58913116;"      .";"      .";"";"retinal ganglion cell axon guidance";-4,07064061;"      .";"      ."
41;"blood coagulation";5,56954695;"      .";"      .";"";"cell cycle";-4,01754632;"      .";"      ."
42;"regulation of muscle contraction";5,43954345;"      .";"      .";"";"positive regulation of pathway-restricted SMAD protein phosphorylation";-4,016016;"      .";"      ."
43;"substrate-specific transmembrane transporter activity";5,3668977;"      .";"      .";"";"transforming growth factor beta receptor binding";-4,016016;"      .";"      ."
44;"skeletal muscle contraction";5,29844745;"      .";"      .";"";"DNA replication initiation";-3,98537298;"      .";"      ."
45;"pyridoxal phosphate binding";5,16686329;"      .";"      .";"";"protein binding";-3,93396066;"      .";"      ."
46;"lipid metabolic process";5,12614917;"      .";"      .";"";"cilium";-3,92516475;"      .";"      ."
47;"phosphatidylinositol binding";5,11565183;"      .";"      .";"";"homophilic cell adhesion via plasma membrane adhesion molecules";-3,90999932;"      .";"      ."
48;"serine-type endopeptidase inhibitor activity";5,06646218;"      .";"      .";"";"chromatin";-3,8112133;"      .";"      ."
49;"steroid metabolic process";4,96523266;"      .";"      .";"";"ephrin receptor activity";-3,78888704;"      .";"      ."
50;"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor";4,89601607;"      .";"      .";"";"heart looping";-3,78115694;"      .";"      ."
51;"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen";4,88251118;"      .";"      .";"";"blood vessel development";-3,76901647;"      .";"      ."
52;"melanosome";4,73899343;"      .";"      .";"";"brain development";-3,71210621;"      .";"      ."
53;"NAD binding";4,73266642;"      .";"      .";"";"DNA duplex unwinding";-3,68670643;"      .";"      ."
54;"NADP binding";4,73054612;"      .";"      .";"";"BMP signaling pathway";-3,65003508;"      .";"      ."
55;"motor activity";4,71767935;"      .";"      .";"";"cell division";-3,64695274;"      .";"      ."
56;"L-alpha-amino acid transmembrane transport";4,68430439;"      .";"      .";"";"Wnt-protein binding";-3,64172736;"      .";"      ."
57;"membrane";4,63571116;"      .";"      .";"";"structural constituent of cytoskeleton";-3,59614053;"      .";"      ."
58;"integral component of membrane";4,63027446;"      .";"      .";"";"floor plate formation";-3,58390345;"      .";"      ."
59;"neutral amino acid transmembrane transporter activity";4,60971759;"      .";"      .";"";"mRNA processing";-3,58361129;"      .";"      ."
60;"neutral amino acid transport";4,60971759;"      .";"      .";"";"embryonic camera-type eye development";-3,58076266;"      .";"      ."
61;"cardiac muscle contraction";4,53782458;"      .";"      .";"";"regulation of MAPK cascade";-3,57340756;"      .";"      ."
62;"extracellular region";4,38351866;"      .";"      .";"";"fin development";-3,57130107;"      .";"      ."
63;"tricarboxylic acid cycle";4,34275697;"      .";"      .";"";"neuron differentiation";-3,54664902;"      .";"      ."
64;"sodium-independent organic anion transmembrane transporter activity";4,27137316;"      .";"      .";"";"chromatin silencing";-3,53314772;"      .";"      ."
65;"sodium-independent organic anion transport";4,27137316;"      .";"      .";"";"forebrain development";-3,52453292;"      .";"      ."
66;"aromatic amino acid family metabolic process";4,25504126;"      .";"      .";"";"cartilage development";-3,50095922;"      .";"      ."
67;"cellular response to xenobiotic stimulus";4,24551364;"      .";"      .";"";"catalytic step 2 spliceosome";-3,50025312;"      .";"      ."
68;"NAD biosynthetic process";4,21007721;"      .";"      .";"";"embryonic hemopoiesis";-3,47161139;"      .";"      ."
69;"mitochondrion";4,19683113;"      .";"      .";"";"primitive hemopoiesis";-3,46764164;"      .";"      ."
70;"endomembrane system";4,16039035;"      .";"      .";"";"heart development";-3,45873673;"      .";"      ."
71;"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen";4,15939593;"      .";"      .";"";"microtubule";-3,41759012;"      .";"      ."
72;"cysteine-type endopeptidase activity";4,03652936;"      .";"      .";"";"viral nucleocapsid";-3,40110631;"      .";"      ."
73;"purine nucleotide biosynthetic process";4,02005401;"      .";"      .";"";"growth factor activity";-3,38488301;"      .";"      ."
74;"cysteine-type endopeptidase inhibitor activity";3,98664279;"      .";"      .";"";"spinal cord motor neuron differentiation";-3,37377861;"      .";"      ."
75;"Rab GTPase binding";3,96941904;"      .";"      .";"";"RNA splicing";-3,35645518;"      .";"      ."
76;"striated muscle myosin thick filament assembly";3,95156882;"      .";"      .";"";"neuron development";-3,35076559;"      .";"      ."
77;"cholesterol metabolic process";3,92433703;"      .";"      .";"";"canonical Wnt signaling pathway";-3,34947373;"      .";"      ."
78;"melanosome organization";3,87341074;"      .";"      .";"";"notochord morphogenesis";-3,30590663;"      .";"      ."
79;"fatty acid beta-oxidation";3,86880311;"      .";"      .";"";"single-stranded DNA binding";-3,3030322;"      .";"      ."
80;"response to xenobiotic stimulus";3,86744996;"      .";"      .";"";"nuclear chromatin";-3,30056429;"      .";"      ."
81;"response to cadmium ion";3,83910104;"      .";"      .";"";"DNA recombination";-3,29137702;"      .";"      ."
82;"intracellular protein transport";3,82513066;"      .";"      .";"";"extracellular matrix";-3,27686313;"      .";"      ."
83;"transferase activity, transferring phosphorus-containing groups";3,81663409;"      .";"      .";"";"ventral spinal cord interneuron differentiation";-3,26438837;"      .";"      ."
84;"sarcomere organization";3,80928616;"      .";"      .";"";"proteasome complex";-3,25961958;"      .";"      ."
85;"receptor-mediated endocytosis";3,80898535;"      .";"      .";"";"transcriptional repressor complex";-3,25824707;"      .";"      ."
86;"membrane attack complex";3,80128349;"      .";"      .";"";"basement membrane";-3,25018994;"      .";"      ."
87;"circadian regulation of gene expression";3,79638452;"      .";"      .";"";"non-canonical Wnt signaling pathway";-3,20185813;"      .";"      ."
88;"glutathione transferase activity";3,79213247;"      .";"      .";"";"cell surface receptor signaling pathway";-3,20103138;"      .";"      ."
89;"nucleoside metabolic process";3,78301164;"      .";"      .";"";"hindbrain development";-3,18635668;"      .";"      ."
90;"developmental pigmentation";3,78141078;"      .";"      .";"";"Wnt-activated receptor activity";-3,16857014;"      .";"      ."
91;"FAD binding";3,69583253;"      .";"      .";"";"Notch signaling pathway";-3,15961026;"      .";"      ."
92;"melanocyte differentiation";3,694872;"      .";"      .";"";"regulation of transcription from RNA polymerase II promoter";-3,15345386;"      .";"      ."
93;"negative regulation of insulin receptor signaling pathway";3,65691174;"      .";"      .";"";"intracellular ribonucleoprotein complex";-3,15241179;"      .";"      ."
94;"photoreceptor activity";3,64697777;"      .";"      .";"";"double-stranded DNA binding";-3,14474126;"      .";"      ."
95;"GTPase activator activity";3,64009727;"      .";"      .";"";"axonogenesis";-3,12908884;"      .";"      ."
96;"small molecule binding";3,60023071;"      .";"      .";"";"mitotic cell cycle";-3,09801539;"      .";"      ."
97;"organic anion transmembrane transporter activity";3,58400897;"      .";"      .";"";"extracellular matrix organization";-3,09295952;"      .";"      ."
98;"response to toxic substance";3,51161129;"      .";"      .";"";"neuron migration";-3,07269804;"      .";"      ."
99;"trans-Golgi network";3,49447892;"      .";"      .";"";"intraciliary transport";-3,06575146;"      .";"      ."
100;"protein-chromophore linkage";3,48457845;"      .";"      .";"";"transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding";-3,008994;"      .";"      ."
101;"oxidoreductase activity, acting on the CH-CH group of donors";3,47173843;"      .";"      .";"";"pharyngeal system development";-2,9861637;"      .";"      ."
102;"fructose 6-phosphate metabolic process";3,46512828;"      .";"      .";"";"histone binding";-2,96563088;"      .";"      ."
103;"cytosol";3,4650525;"      .";"      .";"";"negative regulation of BMP signaling pathway";-2,96050279;"      .";"      ."
104;"cytokine-mediated signaling pathway";3,456324;"      .";"      .";"";"positive regulation of cell proliferation";-2,94923426;"      .";"      ."
105;"lyase activity";3,42380474;"      .";"      .";"";"positive regulation of DNA repair";-2,9379174;"      .";"      ."
106;"organic anion transport";3,40719325;"      .";"      .";"";"adenohypophysis development";-2,91798169;"      .";"      ."
107;"immune response";3,40065715;"      .";"      .";"";"microtubule-based process";-2,90061933;"      .";"      ."
108;"acyl-CoA dehydrogenase activity";3,37581812;"      .";"      .";"";"cell differentiation";-2,89230723;"      .";"      ."
109;"cysteine-type peptidase activity";3,3642209;"      .";"      .";"";"transcription regulatory region DNA binding";-2,88043916;"      .";"      ."
110;"glycogen biosynthetic process";3,33422738;"      .";"      .";"";"nucleolus";-2,87856238;"      .";"      ."
111;"proteolysis";3,33360722;"      .";"      .";"";"embryonic pectoral fin morphogenesis";-2,87019592;"      .";"      ."
112;"positive regulation of GTPase activity";3,32262303;"      .";"      .";"";"primitive erythrocyte differentiation";-2,86845511;"      .";"      ."
113;"endoplasmic reticulum";3,31334834;"      .";"      .";"";"response to ionizing radiation";-2,86806789;"      .";"      ."
114;"proteolysis involved in cellular protein catabolic process";3,30960272;"      .";"      .";"";"protein dimerization activity";-2,85676222;"      .";"      ."
115;"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds";3,30381593;"      .";"      .";"";"nuclear speck";-2,85265431;"      .";"      ."
116;"steroid hormone receptor activity";3,28639901;"      .";"      .";"";"covalent chromatin modification";-2,85022344;"      .";"      ."
117;"endoplasmic reticulum membrane";3,27570869;"      .";"      .";"";"positive regulation of BMP signaling pathway";-2,83042234;"      .";"      ."
118;"steroid hormone mediated signaling pathway";3,25987055;"      .";"      .";"";"embryonic heart tube development";-2,82846136;"      .";"      ."
119;"ligase activity";3,24553212;"      .";"      .";"";"collagen trimer";-2,79215937;"      .";"      ."
120;"defense response to bacterium";3,2431474;"      .";"      .";"";"transcription factor activity, sequence-specific DNA binding";-2,75694026;"      .";"      ."
121;"mitochondrial matrix";3,23148198;"      .";"      .";"";"definitive hemopoiesis";-2,75083141;"      .";"      ."
122;"extracellular space";3,230377;"      .";"      .";"";"precatalytic spliceosome";-2,74653906;"      .";"      ."
123;"intracellular receptor signaling pathway";3,20597625;"      .";"      .";"";"thymus development";-2,7382495;"      .";"      ."
124;"scavenger receptor activity";3,1745837;"      .";"      .";"";"smoothened signaling pathway";-2,73290553;"      .";"      ."
125;"amino acid transmembrane transport";3,1582853;"      .";"      .";"";"chromosome, centromeric region";-2,71382465;"      .";"      ."
126;"endosome";3,15746935;"      .";"      .";"";"proteasome core complex";-2,68899531;"      .";"      ."
127;"steroid hydroxylase activity";3,12267611;"      .";"      .";"";"threonine-type endopeptidase activity";-2,65136693;"      .";"      ."
128;"GTP binding";3,11030092;"      .";"      .";"";"pectoral fin development";-2,65050648;"      .";"      ."
129;"vesicle-mediated transport";3,09598983;"      .";"      .";"";"negative regulation of angiogenesis";-2,64563885;"      .";"      ."
130;"ATP hydrolysis coupled cation transmembrane transport";3,09536779;"      .";"      .";"";"regulation of heart contraction";-2,64256819;"      .";"      ."
131;"heart contraction";3,09101369;"      .";"      .";"";"collagen binding";-2,64161218;"      .";"      ."
132;"cellular_component";3,08660879;"      .";"      .";"";"vascular endothelial growth factor receptor signaling pathway";-2,637218;"      .";"      ."
133;"anion:anion antiporter activity";3,08492582;"      .";"      .";"";"fibroblast growth factor receptor signaling pathway";-2,63253999;"      .";"      ."
134;"lipid catabolic process";3,05894033;"      .";"      .";"";"mismatch repair";-2,62514612;"      .";"      ."
135;"electron carrier activity";3,0568253;"      .";"      .";"";"DNA biosynthetic process";-2,62414757;"      .";"      ."
136;"inflammatory response";3,04899545;"      .";"      .";"";"cell fate commitment";-2,61257439;"      .";"      ."
137;"ATPase activity, coupled to transmembrane movement of substances";3,04827558;"      .";"      .";"";"transcription from RNA polymerase II promoter";-2,60116189;"      .";"      ."
138;"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides";3,04727367;"      .";"      .";"";"histone-lysine N-methyltransferase activity";-2,59656468;"      .";"      ."
139;"response to cytokine";3,03822073;"      .";"      .";"";"structural molecule activity";-2,59368216;"      .";"      ."
140;"aminopeptidase activity";3,02044877;"      .";"      .";"";"U4/U6 x U5 tri-snRNP complex";-2,59024495;"      .";"      ."
141;"antiporter activity";3,01478501;"      .";"      .";"";"damaged DNA binding";-2,58613442;"      .";"      ."
142;"lysosomal membrane";3,01033131;"      .";"      .";"";"regulation of Wnt signaling pathway";-2,57964458;"      .";"      ."
143;"intracellular membrane-bounded organelle";3,00491596;"      .";"      .";"";"regulation of calcium ion-dependent exocytosis";-2,57496883;"      .";"      ."
144;"amino acid transmembrane transporter activity";2,96533477;"      .";"      .";"";"neuropilin binding";-2,56357143;"      .";"      ."
145;"inorganic anion transport";2,96314251;"      .";"      .";"";"determination of left/right symmetry";-2,55510958;"      .";"      ."
146;"biosynthetic process";2,95650469;"      .";"      .";"";"potassium channel activity";-2,55202346;"      .";"      ."
147;"inorganic anion exchanger activity";2,94798943;"      .";"      .";"";"anterior/posterior pattern specification";-2,53821693;"      .";"      ."
148;"transferase activity, transferring acyl groups other than amino-acyl groups";2,93890867;"      .";"      .";"";"ephrin receptor binding";-2,53163786;"      .";"      ."
149;"cellular amino acid metabolic process";2,92887438;"      .";"      .";"";"central nervous system development";-2,53053949;"      .";"      ."
150;"phosphotransferase activity, alcohol group as acceptor";2,89933379;"      .";"      .";"";"protein tyrosine kinase activity";-2,52929666;"      .";"      ."
151;"Z disc";2,88919632;"      .";"      .";"";"embryonic neurocranium morphogenesis";-2,52669777;"      .";"      ."
152;"amyloid-beta binding";2,87522322;"      .";"      .";"";"transmembrane receptor protein tyrosine kinase activity";-2,50711948;"      .";"      ."
153;"fructose metabolic process";2,86539525;"      .";"      .";"";"regulation of RNA splicing";-2,49099693;"      .";"      ."
154;"regulation of vesicle fusion";2,86163835;"      .";"      .";"";"DNA-directed DNA polymerase activity";-2,47838429;"      .";"      ."
155;"cellular calcium ion homeostasis";2,85498215;"      .";"      .";"";"RNA polymerase II transcriptional preinitiation complex assembly";-2,4606972;"      .";"      ."
156;"FMN binding";2,84808438;"      .";"      .";"";"snoRNA binding";-2,45810578;"      .";"      ."
157;"calcium ion transport";2,84705636;"      .";"      .";"";"kinetochore";-2,45643733;"      .";"      ."
158;"RNA polymerase II transcription factor activity, ligand-activated sequence-specific DNA binding";2,83039557;"      .";"      .";"";"heart morphogenesis";-2,45097931;"      .";"      ."
159;"peptidase activity";2,82500705;"      .";"      .";"";"heme biosynthetic process";-2,44606598;"      .";"      ."
160;"iron-sulfur cluster binding";2,7900353;"      .";"      .";"";"nucleocytoplasmic transporter activity";-2,44417072;"      .";"      ."
161;"magnesium ion binding";2,78478015;"      .";"      .";"";"U5 snRNP";-2,44265114;"      .";"      ."
162;"response to light stimulus";2,78353299;"      .";"      .";"";"histone lysine methylation";-2,43455059;"      .";"      ."
163;"ATP synthesis coupled proton transport";2,76884675;"      .";"      .";"";"histone acetyltransferase activity";-2,40591377;"      .";"      ."
164;"symporter activity";2,76608254;"      .";"      .";"";"spliceosomal complex";-2,3999884;"      .";"      ."
165;"activation of GTPase activity";2,74548421;"      .";"      .";"";"intraciliary transport particle B";-2,39979679;"      .";"      ."
166;"polysaccharide binding";2,74520165;"      .";"      .";"";"motor neuron axon guidance";-2,3967367;"      .";"      ."
167;"hydrogen ion transmembrane transporter activity";2,74459686;"      .";"      .";"";"base-excision repair";-2,38707127;"      .";"      ."
168;"nitrogen compound metabolic process";2,72268743;"      .";"      .";"";"cell-cell signaling";-2,3865057;"      .";"      ."
169;"liver development";2,72183093;"      .";"      .";"";"post-anal tail morphogenesis";-2,37742963;"      .";"      ."
170;"ATP binding";2,7134381;"      .";"      .";"";"positive regulation of angiogenesis";-2,37395126;"      .";"      ."
171;"cytokine receptor activity";2,6721952;"      .";"      .";"";"closure of optic fissure";-2,36126696;"      .";"      ."
172;"late endosome membrane";2,665956;"      .";"      .";"";"pronephros development";-2,3550198;"      .";"      ."
173;"regulation of axon extension";2,65393723;"      .";"      .";"";"midbrain-hindbrain boundary development";-2,35166281;"      .";"      ."
174;"small GTPase mediated signal transduction";2,64312784;"      .";"      .";"";"positive regulation of cell migration";-2,34776649;"      .";"      ."
175;"fatty acid metabolic process";2,63062865;"      .";"      .";"";"regulation of neurogenesis";-2,34381874;"      .";"      ."
176;"metal ion binding";2,62850368;"      .";"      .";"";"camera-type eye development";-2,33963982;"      .";"      ."
177;"sarcoplasmic reticulum";2,61976127;"      .";"      .";"";"fin morphogenesis";-2,33514919;"      .";"      ."
178;"cation transport";2,61677564;"      .";"      .";"";"vasculature development";-2,33190094;"      .";"      ."
179;"cell";2,59347534;"      .";"      .";"";"semicircular canal morphogenesis";-2,32848598;"      .";"      ."
180;"protein catabolic process";2,57627475;"      .";"      .";"";"inner ear development";-2,32381166;"      .";"      ."
181;"hydrolase activity, acting on glycosyl bonds";2,56704004;"      .";"      .";"";"positive regulation of Wnt signaling pathway";-2,31942495;"      .";"      ."
182;"glucose transmembrane transport";2,55632888;"      .";"      .";"";"protein sumoylation";-2,28360402;"      .";"      ."
183;"macrophage differentiation";2,55435432;"      .";"      .";"";"angiogenesis";-2,27793726;"      .";"      ."
184;"response to heat";2,53225939;"      .";"      .";"";"histone acetylation";-2,27438639;"      .";"      ."
185;"regulation of endocytosis";2,52684902;"      .";"      .";"";"DNA helicase activity";-2,27223974;"      .";"      ."
186;"mitochondrial membrane";2,50645961;"      .";"      .";"";"U2 snRNP";-2,26333513;"      .";"      ."
187;"ion transport";2,50349051;"      .";"      .";"";"notochord development";-2,25728786;"      .";"      ."
188;"melanosome transport";2,501013;"      .";"      .";"";"RNA polymerase II regulatory region sequence-specific DNA binding";-2,23942974;"      .";"      ."
189;"phosphatidylinositol dephosphorylation";2,47395347;"      .";"      .";"";"U1 snRNP";-2,23350183;"      .";"      ."
190;"potassium ion binding";2,47259783;"      .";"      .";"";"positive regulation of neuron differentiation";-2,22985523;"      .";"      ."
191;"copper ion binding";2,45502984;"      .";"      .";"";"striated muscle cell development";-2,21479467;"      .";"      ."
192;"regulation of intracellular pH";2,44421177;"      .";"      .";"";"lymphangiogenesis";-2,2102949;"      .";"      ."
193;"bicarbonate transport";2,43548511;"      .";"      .";"";"cilium assembly";-2,21002017;"      .";"      ."
194;"calcium-transporting ATPase activity";2,42604875;"      .";"      .";"";"pseudouridine synthesis";-2,20820002;"      .";"      ."
195;"photoperiodism";2,42055684;"      .";"      .";"";"cell migration involved in gastrulation";-2,198593;"      .";"      ."
196;"cytoplasm";2,42002776;"      .";"      .";"";"somitogenesis";-2,19688066;"      .";"      ."
197;"oxalate transmembrane transporter activity";2,41611417;"      .";"      .";"";"frizzled binding";-2,19293087;"      .";"      ."
198;"oxalate transport";2,41611417;"      .";"      .";"";"SCF ubiquitin ligase complex";-2,18108251;"      .";"      ."
199;"response to zinc ion";2,40931937;"      .";"      .";"";"regulation of microtubule polymerization or depolymerization";-2,16913924;"      .";"      ."
200;"lipid biosynthetic process";2,40870226;"      .";"      .";"";"clathrin binding";-2,16638962;"      .";"      ."
201;"carbohydrate binding";2,40215843;"      .";"      .";"";"retina development in camera-type eye";-2,15653721;"      .";"      ."
202;"response to lipopolysaccharide";2,38665151;"      .";"      .";"";"extracellular matrix structural constituent";-2,15556281;"      .";"      ."
203;"response to yeast";2,3780738;"      .";"      .";"";"transcription corepressor activity";-2,15154635;"      .";"      ."
204;"carbohydrate phosphorylation";2,36893644;"      .";"      .";"";"proteasome core complex, alpha-subunit complex";-2,14876647;"      .";"      ."
205;"response to oxidative stress";2,35529755;"      .";"      .";"";"calcium ion-regulated exocytosis of neurotransmitter";-2,1472305;"      .";"      ."
206;"early endosome";2,34041604;"      .";"      .";"";"cilium movement";-2,13491868;"      .";"      ."
207;"neurotransmitter:sodium symporter activity";2,32849226;"      .";"      .";"";"gastrulation";-2,13453268;"      .";"      ."
208;"defense response to virus";2,30070139;"      .";"      .";"";"cytokine activity";-2,13348878;"      .";"      ."
209;"nucleotide biosynthetic process";2,29698147;"      .";"      .";"";"mesoderm development";-2,13111379;"      .";"      ."
210;"striated muscle contraction";2,29453967;"      .";"      .";"";"mRNA export from nucleus";-2,12737003;"      .";"      ."
211;"O-acyltransferase activity";2,28156462;"      .";"      .";"";"proteasome regulatory particle, base subcomplex";-2,10812686;"      .";"      ."
212;"integrin-mediated signaling pathway";2,27771518;"      .";"      .";"";"pseudouridine synthase activity";-2,10713611;"      .";"      ."
213;"positive regulation of catalytic activity";2,27422224;"      .";"      .";"";"spliceosomal snRNP assembly";-2,10101584;"      .";"      ."
214;"swimming behavior";2,27394843;"      .";"      .";"";"negative regulation of transcription, DNA-templated";-2,09858675;"      .";"      ."
215;"aspartic-type endopeptidase activity";2,27174883;"      .";"      .";"";"determination of dorsal identity";-2,09641161;"      .";"      ."
216;"transferase activity";2,27089478;"      .";"      .";"";"cerebellum development";-2,0933659;"      .";"      ."
217;"negative regulation of neuron apoptotic process";2,27045606;"      .";"      .";"";"double-strand break repair";-2,08731703;"      .";"      ."
218;"intracellular";2,26511861;"      .";"      .";"";"retinoic acid receptor signaling pathway";-2,08116128;"      .";"      ."
219;"proton transport";2,25717589;"      .";"      .";"";"U2-type prespliceosome";-2,07876945;"      .";"      ."
220;"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)";2,23534971;"      .";"      .";"";"negative regulation of Wnt signaling pathway";-2,07497214;"      .";"      ."
221;"monocarboxylic acid transmembrane transporter activity";2,2349325;"      .";"      .";"";"posterior lateral line neuromast primordium migration";-2,06783819;"      .";"      ."
222;"monocarboxylic acid transport";2,2349325;"      .";"      .";"";"centriole";-2,06248423;"      .";"      ."
223;"vesicle";2,20892949;"      .";"      .";"";"DNA-directed 5'-3' RNA polymerase activity";-2,06116741;"      .";"      ."
224;"G-protein coupled purinergic nucleotide receptor activity";2,185472;"      .";"      .";"";"cell proliferation";-2,05244607;"      .";"      ."
225;"G-protein coupled purinergic nucleotide receptor signaling pathway";2,185472;"      .";"      .";"";"spliceosomal complex assembly";-2,05176651;"      .";"      ."
226;"serine-type peptidase activity";2,17734417;"      .";"      .";"";"regulation of neuron apoptotic process";-2,04693661;"      .";"      ."
227;"neutrophil chemotaxis";2,16437426;"      .";"      .";"";"embryonic cranial skeleton morphogenesis";-2,04363629;"      .";"      ."
228;"carboxylic acid metabolic process";2,16274082;"      .";"      .";"";"cytokinesis";-2,04142629;"      .";"      ."
229;"metalloaminopeptidase activity";2,1525208;"      .";"      .";"";"mRNA binding";-2,04047193;"      .";"      ."
230;"amino acid transport";2,15023106;"      .";"      .";"";"mediator complex";-2,03451751;"      .";"      ."
231;"iron ion homeostasis";2,14181982;"      .";"      .";"";"condensed chromosome kinetochore";-2,03429596;"      .";"      ."
232;"enzyme activator activity";2,13657585;"      .";"      .";"";"myelination";-2,02809535;"      .";"      ."
233;"lysosome organization";2,133184;"      .";"      .";"";"ATP-dependent DNA helicase activity";-2,01722052;"      .";"      ."
234;"dioxygenase activity";2,12416759;"      .";"      .";"";"centrosome";-2,00998668;"      .";"      ."
235;"photoreceptor outer segment";2,12369148;"      .";"      .";"";"vesicle fusion";-2,00284567;"      .";"      ."
236;"autophagy";2,10947185;"      .";"      .";"";"potassium ion transmembrane transport";-1,9898254;"      .";"      ."
237;"inositol-1,4,5-trisphosphate 3-kinase activity";2,09828322;"      .";"      .";"";"regulation of Notch signaling pathway";-1,98608495;"      .";"      ."
238;"connexin complex";2,0932755;"      .";"      .";"";"presynapse";-1,98203037;"      .";"      ."
239;"immune system process";2,09062427;"      .";"      .";"";"G1/S transition of mitotic cell cycle";-1,97934207;"      .";"      ."
