"Rank";"Upregulated";"GSZ";"p.value";"fdr";".";"Downregulated";"GSZ.";"p.value.";"fdr."
40;"endocytosis";4,3119423;"      .";"      .";"";"cytosolic large ribosomal subunit";-3,45675453;"      .";"      ."
41;"cAMP binding";4,30809273;"      .";"      .";"";"regulation of cell growth";-3,44706919;"      .";"      ."
42;"substrate-specific transmembrane transporter activity";4,30405029;"      .";"      .";"";"cell cycle";-3,40296375;"      .";"      ."
43;"proton-transporting ATPase activity, rotational mechanism";4,23129036;"      .";"      .";"";"modulation of synaptic transmission";-3,36673872;"      .";"      ."
44;"endosome membrane";4,22051733;"      .";"      .";"";"phototransduction";-3,34388299;"      .";"      ."
45;"2 iron, 2 sulfur cluster binding";4,21544091;"      .";"      .";"";"innate immune response";-3,34082333;"      .";"      ."
46;"actin filament organization";4,1878871;"      .";"      .";"";"heparin binding";-3,27602598;"      .";"      ."
47;"embryonic heart tube development";4,17857145;"      .";"      .";"";"intracellular ribonucleoprotein complex";-3,26713581;"      .";"      ."
48;"endosomal transport";4,15075589;"      .";"      .";"";"non-membrane spanning protein tyrosine kinase activity";-3,25701153;"      .";"      ."
49;"lysosomal membrane";4,11294843;"      .";"      .";"";"heme binding";-3,22591873;"      .";"      ."
50;"actin filament binding";4,05726729;"      .";"      .";"";"chemokine activity";-3,21587247;"      .";"      ."
51;"ATP hydrolysis coupled proton transport";4,0267873;"      .";"      .";"";"DNA helicase activity";-3,20447688;"      .";"      ."
52;"troponin complex";4,02651997;"      .";"      .";"";"immune response";-3,19341262;"      .";"      ."
53;"trans-Golgi network";3,98038402;"      .";"      .";"";"spindle organization";-3,1839005;"      .";"      ."
54;"cell";3,95863587;"      .";"      .";"";"cellular response to DNA damage stimulus";-3,1779169;"      .";"      ."
55;"nucleotide biosynthetic process";3,95214114;"      .";"      .";"";"ATP-activated inward rectifier potassium channel activity";-3,1643186;"      .";"      ."
56;"phosphatidylinositol phosphorylation";3,93664199;"      .";"      .";"";"structural constituent of ribosome";-3,13169549;"      .";"      ."
57;"sarcolemma";3,88096575;"      .";"      .";"";"helicase activity";-3,1260532;"      .";"      ."
58;"regulation of heart rate";3,86142301;"      .";"      .";"";"defense response to Gram-positive bacterium";-3,1209623;"      .";"      ."
59;"atrioventricular canal development";3,81323924;"      .";"      .";"";"anion transmembrane transporter activity";-3,12061921;"      .";"      ."
60;"vesicle";3,74088344;"      .";"      .";"";"amino acid transport";-3,11674804;"      .";"      ."
61;"striated muscle myosin thick filament assembly";3,69500371;"      .";"      .";"";"inflammatory response";-3,1145782;"      .";"      ."
62;"cardiac muscle cell differentiation";3,60331556;"      .";"      .";"";"histone binding";-3,08043514;"      .";"      ."
63;"protein transport";3,60088937;"      .";"      .";"";"definitive hemopoiesis";-3,07651957;"      .";"      ."
64;"antioxidant activity";3,59543875;"      .";"      .";"";"regulation of axon extension";-3,07380846;"      .";"      ."
65;"structural constituent of muscle";3,57165008;"      .";"      .";"";"sodium:bicarbonate symporter activity";-3,06497294;"      .";"      ."
66;"early endosome";3,52749229;"      .";"      .";"";"defense response to bacterium";-3,05582419;"      .";"      ."
67;"extrinsic component of membrane";3,46191354;"      .";"      .";"";"ion transmembrane transport";-3,02793862;"      .";"      ."
68;"mitophagy";3,45624304;"      .";"      .";"";"iron ion transport";-3,02388684;"      .";"      ."
69;"retrograde transport, endosome to Golgi";3,42489686;"      .";"      .";"";"nucleolus";-3,01020852;"      .";"      ."
70;"peripheral nervous system neuron axonogenesis";3,36499484;"      .";"      .";"";"structural molecule activity";-3,00303347;"      .";"      ."
71;"actin cytoskeleton";3,31064429;"      .";"      .";"";"mitotic cell cycle";-2,95946049;"      .";"      ."
72;"metabolic process";3,28526321;"      .";"      .";"";"regulation of transcription from RNA polymerase II promoter";-2,9384239;"      .";"      ."
73;"cell adhesion molecule binding";3,27749176;"      .";"      .";"";"photoreceptor outer segment";-2,93577605;"      .";"      ."
74;"proton-transporting V-type ATPase, V1 domain";3,27063759;"      .";"      .";"";"G-protein coupled photoreceptor activity";-2,93556021;"      .";"      ."
75;"late endosome";3,26978272;"      .";"      .";"";"peroxidase activity";-2,93104115;"      .";"      ."
76;"muscle cell development";3,25334872;"      .";"      .";"";"3',5'-cyclic-nucleotide phosphodiesterase activity";-2,92541174;"      .";"      ."
77;"heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules";3,24971813;"      .";"      .";"";"fin morphogenesis";-2,91120919;"      .";"      ."
78;"BLOC-1 complex";3,20650307;"      .";"      .";"";"oxygen binding";-2,89039466;"      .";"      ."
79;"ER to Golgi vesicle-mediated transport";3,15218147;"      .";"      .";"";"oxygen transport";-2,89039466;"      .";"      ."
80;"skeletal muscle tissue development";3,14861794;"      .";"      .";"";"oxygen transporter activity";-2,89039466;"      .";"      ."
81;"pre-autophagosomal structure";3,12567535;"      .";"      .";"";"integrin complex";-2,88839199;"      .";"      ."
82;"protein homodimerization activity";3,12069514;"      .";"      .";"";"sodium channel activity";-2,88827433;"      .";"      ."
83;"heart looping";3,10524296;"      .";"      .";"";"hemoglobin complex";-2,88076597;"      .";"      ."
84;"vesicle organization";3,10418652;"      .";"      .";"";"single-stranded DNA binding";-2,85317857;"      .";"      ."
85;"Rab GTPase binding";3,09401861;"      .";"      .";"";"membrane disruption in other organism";-2,825193;"      .";"      ."
86;"carbohydrate metabolic process";3,0827646;"      .";"      .";"";"motile cilium";-2,8058924;"      .";"      ."
87;"vacuolar transport";3,01887449;"      .";"      .";"";"cytokine-mediated signaling pathway";-2,7972322;"      .";"      ."
88;"molecular_function";3,0038827;"      .";"      .";"";"posterior lateral line neuromast development";-2,79420433;"      .";"      ."
89;"tricarboxylic acid cycle";2,98086108;"      .";"      .";"";"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen";-2,78633133;"      .";"      ."
90;"aromatic amino acid family metabolic process";2,97510935;"      .";"      .";"";"chromatin silencing";-2,78238881;"      .";"      ."
91;"phosphatidylinositol metabolic process";2,88545316;"      .";"      .";"";"hyaluronic acid binding";-2,77963987;"      .";"      ."
92;"protein dimerization activity";2,88509171;"      .";"      .";"";"nuclear chromatin";-2,76625985;"      .";"      ."
93;"cytoplasmic vesicle";2,88301299;"      .";"      .";"";"voltage-gated sodium channel complex";-2,75938366;"      .";"      ."
94;"cytoplasmic dynein complex";2,87536223;"      .";"      .";"";"G-protein coupled receptor signaling pathway";-2,74828985;"      .";"      ."
95;"skeletal muscle fiber development";2,87530337;"      .";"      .";"";"cell differentiation";-2,72904997;"      .";"      ."
96;"cell-cell adherens junction";2,83522844;"      .";"      .";"";"neutrophil chemotaxis";-2,72774387;"      .";"      ."
97;"phosphatidylinositol phosphate kinase activity";2,82793157;"      .";"      .";"";"glutathione peroxidase activity";-2,71037506;"      .";"      ."
98;"cellular_component";2,80135861;"      .";"      .";"";"transcription factor activity, sequence-specific DNA binding";-2,7051106;"      .";"      ."
99;"cardiac muscle contraction";2,77010533;"      .";"      .";"";"exocrine pancreas development";-2,70291726;"      .";"      ."
100;"response to activity";2,76782598;"      .";"      .";"";"anion transport";-2,69132917;"      .";"      ."
101;"cytoplasm";2,76651729;"      .";"      .";"";"cerebellum development";-2,67467683;"      .";"      ."
102;"sodium-independent organic anion transmembrane transporter activity";2,7465086;"      .";"      .";"";"germ cell migration";-2,66829199;"      .";"      ."
103;"sodium-independent organic anion transport";2,7465086;"      .";"      .";"";"collagen binding";-2,65712598;"      .";"      ."
104;"transmembrane transporter activity";2,73521453;"      .";"      .";"";"glucuronosyltransferase activity";-2,62264443;"      .";"      ."
105;"nucleophagy";2,68625718;"      .";"      .";"";"translation";-2,60903637;"      .";"      ."
106;"vacuolar acidification";2,63864818;"      .";"      .";"";"phagocytosis";-2,60873469;"      .";"      ."
107;"activation of GTPase activity";2,63622661;"      .";"      .";"";"symporter activity";-2,58282248;"      .";"      ."
108;"cell recognition";2,61429017;"      .";"      .";"";"ribosome biogenesis";-2,57853842;"      .";"      ."
109;"secretory granule";2,59837215;"      .";"      .";"";"platelet activation";-2,57121746;"      .";"      ."
110;"protein catabolic process";2,58581306;"      .";"      .";"";"integrin binding";-2,57037976;"      .";"      ."
111;"regulation of vesicle fusion";2,56866925;"      .";"      .";"";"chylomicron";-2,56706647;"      .";"      ."
112;"calcium-dependent cysteine-type endopeptidase activity";2,54893386;"      .";"      .";"";"cell division";-2,54978092;"      .";"      ."
113;"carboxylic acid metabolic process";2,53123534;"      .";"      .";"";"small-subunit processome";-2,54743553;"      .";"      ."
114;"left/right pattern formation";2,52776796;"      .";"      .";"";"condensed chromosome kinetochore";-2,54044691;"      .";"      ."
115;"G-protein coupled acetylcholine receptor activity";2,51744888;"      .";"      .";"";"preribosome, large subunit precursor";-2,53258423;"      .";"      ."
116;"homophilic cell adhesion via plasma membrane adhesion molecules";2,50571024;"      .";"      .";"";"chromatin";-2,53171439;"      .";"      ."
117;"cell redox homeostasis";2,47745954;"      .";"      .";"";"regulation of calcium ion-dependent exocytosis";-2,51930539;"      .";"      ."
118;"cell development";2,46582487;"      .";"      .";"";"integrin-mediated signaling pathway";-2,49150584;"      .";"      ."
119;"actin cytoskeleton organization";2,45432649;"      .";"      .";"";"dorsal/ventral pattern formation";-2,47292463;"      .";"      ."
120;"phosphatidylinositol binding";2,4489471;"      .";"      .";"";"peptidyl-tyrosine autophosphorylation";-2,46241868;"      .";"      ."
121;"cellular response to nitrogen starvation";2,44019248;"      .";"      .";"";"sodium ion transmembrane transport";-2,45504967;"      .";"      ."
122;"endopeptidase activity";2,41776319;"      .";"      .";"";"cytokine receptor activity";-2,45124551;"      .";"      ."
123;"retinal pigment epithelium development";2,41357555;"      .";"      .";"";"high-density lipoprotein particle";-2,45043937;"      .";"      ."
124;"kidney development";2,40327995;"      .";"      .";"";"chemokine receptor activity";-2,44913606;"      .";"      ."
125;"Rho protein signal transduction";2,39813402;"      .";"      .";"";"chromosome segregation";-2,44376473;"      .";"      ."
126;"RNA polymerase II transcription factor binding";2,39627379;"      .";"      .";"";"endonuclease activity";-2,43693174;"      .";"      ."
127;"cullin family protein binding";2,35387454;"      .";"      .";"";"negative regulation of protein kinase activity";-2,42745589;"      .";"      ."
128;"enzyme regulator activity";2,34059602;"      .";"      .";"";"nuclease activity";-2,42075933;"      .";"      ."
129;"iron-sulfur cluster assembly";2,32113169;"      .";"      .";"";"cell chemotaxis";-2,42071877;"      .";"      ."
130;"skeletal muscle contraction";2,31813053;"      .";"      .";"";"amino acid transmembrane transporter activity";-2,41854044;"      .";"      ."
131;"protein disulfide oxidoreductase activity";2,3154019;"      .";"      .";"";"sodium channel regulator activity";-2,4176691;"      .";"      ."
132;"regulation of protein kinase activity";2,28688935;"      .";"      .";"";"macrophage differentiation";-2,41554622;"      .";"      ."
133;"phospholipid biosynthetic process";2,28468687;"      .";"      .";"";"ion transport";-2,41336549;"      .";"      ."
134;"lysosome";2,27258714;"      .";"      .";"";"ferric iron binding";-2,40866404;"      .";"      ."
135;"lamellipodium";2,26619905;"      .";"      .";"";"erythrocyte differentiation";-2,38844267;"      .";"      ."
136;"single organismal cell-cell adhesion";2,25758303;"      .";"      .";"";"ATP-dependent DNA helicase activity";-2,37457319;"      .";"      ."
137;"positive regulation of pathway-restricted SMAD protein phosphorylation";2,25343457;"      .";"      .";"";"anion transmembrane transport";-2,33414248;"      .";"      ."
138;"transforming growth factor beta receptor binding";2,25343457;"      .";"      .";"";"cholesterol homeostasis";-2,3293662;"      .";"      ."
139;"autophagosome";2,25134135;"      .";"      .";"";"base-excision repair";-2,32772271;"      .";"      ."
140;"actin nucleation";2,24804441;"      .";"      .";"";"chromosome, centromeric region";-2,32051494;"      .";"      ."
141;"pyridoxal phosphate binding";2,24759792;"      .";"      .";"";"amino acid transmembrane transport";-2,30692509;"      .";"      ."
142;"aspartic-type endopeptidase activity";2,24251132;"      .";"      .";"";"polysaccharide binding";-2,30619856;"      .";"      ."
143;"heparan sulfate proteoglycan binding";2,23516911;"      .";"      .";"";"blood microparticle";-2,29901618;"      .";"      ."
144;"Cul3-RING ubiquitin ligase complex";2,2184492;"      .";"      .";"";"sulfuric ester hydrolase activity";-2,29395271;"      .";"      ."
145;"regulation of MAPK cascade";2,18706434;"      .";"      .";"";"rRNA processing";-2,29318144;"      .";"      ."
146;"nervous system development";2,17659222;"      .";"      .";"";"positive regulation of ERK1 and ERK2 cascade";-2,2828401;"      .";"      ."
147;"establishment or maintenance of epithelial cell apical/basal polarity";2,17208023;"      .";"      .";"";"cytoplasmic translation";-2,28083617;"      .";"      ."
148;"ubiquitin-dependent protein catabolic process";2,16307085;"      .";"      .";"";"sprouting angiogenesis";-2,27707898;"      .";"      ."
149;"SMAD protein signal transduction";2,14474997;"      .";"      .";"";"DNA biosynthetic process";-2,27664061;"      .";"      ."
150;"acyl-CoA dehydrogenase activity";2,13364576;"      .";"      .";"";"chromatin binding";-2,27283037;"      .";"      ."
151;"transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding";2,11152741;"      .";"      .";"";"cellular response to interleukin-1";-2,26451994;"      .";"      ."
152;"biosynthetic process";2,09019386;"      .";"      .";"";"iron ion binding";-2,26339248;"      .";"      ."
153;"gastrulation";2,08084883;"      .";"      .";"";"centrosome";-2,25862944;"      .";"      ."
154;"small GTPase mediated signal transduction";2,07805516;"      .";"      .";"";"3'-5' exonuclease activity";-2,25650869;"      .";"      ."
155;"response to heat";2,05051946;"      .";"      .";"";"fatty acid elongation, polyunsaturated fatty acid";-2,2397631;"      .";"      ."
156;"enteric nervous system development";2,0461281;"      .";"      .";"";"carboxylic ester hydrolase activity";-2,23908877;"      .";"      ."
157;"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides";2,04558444;"      .";"      .";"";"glutamate receptor activity";-2,2289034;"      .";"      ."
158;"transforming growth factor beta receptor signaling pathway";2,03657009;"      .";"      .";"";"RNA processing";-2,22709693;"      .";"      ."
159;"Golgi apparatus";2,02429425;"      .";"      .";"";"inactivation of MAPK activity";-2,21516112;"      .";"      ."
160;"artery development";2,02251192;"      .";"      .";"";"ribosomal large subunit biogenesis";-2,1986405;"      .";"      ."
161;"FAD binding";2,02015946;"      .";"      .";"";"regulation of synaptic transmission, glutamatergic";-2,1954329;"      .";"      ."
162;"fatty acid beta-oxidation";2,01933493;"      .";"      .";"";"RNA export from nucleus";-2,19462976;"      .";"      ."
163;"SNARE binding";2,01183243;"      .";"      .";"";"detection of visible light";-2,19321083;"      .";"      ."
164;"ATP-dependent microtubule motor activity, plus-end-directed";1,98577877;"      .";"      .";"";"voltage-gated sodium channel activity";-2,18093754;"      .";"      ."
165;"proton-transporting V-type ATPase, V0 domain";1,97964992;"      .";"      .";"";"posterior lateral line neuromast primordium migration";-2,15629187;"      .";"      ."
166;"RNA polymerase II regulatory region sequence-specific DNA binding";1,97574788;"      .";"      .";"";"G-protein coupled receptor activity";-2,15097191;"      .";"      ."
167;"integral component of peroxisomal membrane";1,97181031;"      .";"      .";"";"clathrin binding";-2,14500219;"      .";"      ."
168;"ubiquitin-dependent ERAD pathway";1,94772246;"      .";"      .";"";"cholesterol biosynthetic process";-2,14344925;"      .";"      ."
169;"protein deubiquitination";1,94712762;"      .";"      .";"";"extrinsic component of cytoplasmic side of plasma membrane";-2,14314428;"      .";"      ."
170;"peroxisome";1,94349497;"      .";"      .";"";"single-stranded RNA binding";-2,13366443;"      .";"      ."
171;"vasoconstriction";1,9134384;"      .";"      .";"";"bone mineralization";-2,1295498;"      .";"      ."
172;"gastrulation with mouth forming second";1,90703902;"      .";"      .";"";"mitotic spindle";-2,12685392;"      .";"      ."
173;"vesicle docking";1,89982765;"      .";"      .";"";"cation:chloride symporter activity";-2,11503516;"      .";"      ."
174;"proteasome complex";1,89723051;"      .";"      .";"";"embryonic hemopoiesis";-2,11169934;"      .";"      ."
175;"regulation of translation";1,88396488;"      .";"      .";"";"CCR chemokine receptor binding";-2,10962818;"      .";"      ."
176;"hydrogen ion transmembrane transporter activity";1,88368696;"      .";"      .";"";"cellular response to interferon-gamma";-2,10962818;"      .";"      ."
177;"biological_process";1,8755009;"      .";"      .";"";"lymphocyte chemotaxis";-2,10962818;"      .";"      ."
178;"thigmotaxis";1,87196938;"      .";"      .";"";"monocyte chemotaxis";-2,10962818;"      .";"      ."
179;"muscle contraction";1,86794517;"      .";"      .";"";"synapse organization";-2,10939689;"      .";"      ."
180;"eye development";1,84298186;"      .";"      .";"";"basement membrane";-2,1055995;"      .";"      ."
181;"myosin complex";1,84227719;"      .";"      .";"";"cartilage development";-2,09973303;"      .";"      ."
182;"anchored component of membrane";1,83409418;"      .";"      .";"";"protein tyrosine kinase activity";-2,09578966;"      .";"      ."
183;"fructose 6-phosphate metabolic process";1,82285383;"      .";"      .";"";"regulation of mitotic nuclear division";-2,09362248;"      .";"      ."
184;"SNARE complex";1,82139843;"      .";"      .";"";"calcium ion-regulated exocytosis of neurotransmitter";-2,09226668;"      .";"      ."
185;"calcium ion transport";1,81838837;"      .";"      .";"";"regulation of cell proliferation";-2,08969468;"      .";"      ."
186;"intracellular";1,81402614;"      .";"      .";"";"potassium ion transport";-2,0835986;"      .";"      ."
187;"thiol-dependent ubiquitinyl hydrolase activity";1,80708924;"      .";"      .";"";"inward rectifier potassium channel activity";-2,08049726;"      .";"      ."
188;"phosphatidylinositol dephosphorylation";1,80503871;"      .";"      .";"";"ATPase activity";-2,07832389;"      .";"      ."
189;"endosome organization";1,79838019;"      .";"      .";"";"regulation of postsynaptic membrane potential";-2,07340664;"      .";"      ."
190;"magnesium ion binding";1,78034765;"      .";"      .";"";"G1/S transition of mitotic cell cycle";-2,05890163;"      .";"      ."
191;"ubiquitin protein ligase activity";1,77886857;"      .";"      .";"";"ATP binding";-2,05539823;"      .";"      ."
192;"retina morphogenesis in camera-type eye";1,77683394;"      .";"      .";"";"DNA-directed DNA polymerase activity";-2,05475037;"      .";"      ."
193;"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor";1,77520703;"      .";"      .";"";"MyD88-dependent toll-like receptor signaling pathway";-2,03780556;"      .";"      ."
194;"locomotory behavior";1,77119417;"      .";"      .";"";"negative regulation of JAK-STAT cascade";-2,03306067;"      .";"      ."
195;"vacuolar proton-transporting V-type ATPase, V0 domain";1,7598881;"      .";"      .";"";"cytokinesis";-2,02808132;"      .";"      ."
196;"membrane raft";1,75528788;"      .";"      .";"";"cellular response to tumor necrosis factor";-2,01957188;"      .";"      ."
197;"regulation of endocytosis";1,75299899;"      .";"      .";"";"protein kinase inhibitor activity";-2,01889043;"      .";"      ."
198;"negative regulation of protein serine/threonine kinase activity";1,74835638;"      .";"      .";"";"signal transducer activity";-2,01619432;"      .";"      ."
199;"cellular response to oxidative stress";1,7375316;"      .";"      .";"";"MAP kinase tyrosine/serine/threonine phosphatase activity";-2,00686529;"      .";"      ."
200;"retina development in camera-type eye";1,72758042;"      .";"      .";"";"bicellular tight junction";-2,00060314;"      .";"      ."
201;"regulation of ARF protein signal transduction";1,7258202;"      .";"      .";"";"double-stranded DNA binding";-1,98580395;"      .";"      ."
202;"ATP metabolic process";1,71053306;"      .";"      .";"";"structural constituent of nuclear pore";-1,97986135;"      .";"      ."
203;"phosphatidylinositol-mediated signaling";1,70930611;"      .";"      .";"";"spindle";-1,97558396;"      .";"      ."
204;"convergent extension involved in gastrulation";1,70186341;"      .";"      .";"";"sugar:proton symporter activity";-1,97084701;"      .";"      ."
205;"ribosome binding";1,69169166;"      .";"      .";"";"camera-type eye development";-1,962107;"      .";"      ."
206;"1-phosphatidylinositol-3-kinase activity";1,68516445;"      .";"      .";"";"ATPase activity, coupled to transmembrane movement of substances";-1,95866433;"      .";"      ."
207;"microtubule associated complex";1,67637894;"      .";"      .";"";"vasculature development";-1,94950152;"      .";"      ."
208;"negative regulation of neurogenesis";1,66708487;"      .";"      .";"";"photoreceptor activity";-1,94194451;"      .";"      ."
209;"SNAP receptor activity";1,66270787;"      .";"      .";"";"chordate embryonic development";-1,93811057;"      .";"      ."
210;"oxidoreductase activity, acting on the CH-CH group of donors";1,65667108;"      .";"      .";"";"potassium ion import";-1,92305725;"      .";"      ."
211;"heat shock protein binding";1,65235534;"      .";"      .";"";"fin development";-1,92100936;"      .";"      ."
212;"RNA polymerase II transcription coactivator activity";1,64781155;"      .";"      .";"";"transmembrane receptor protein tyrosine kinase signaling pathway";-1,91827142;"      .";"      ."
213;"lipid transport";1,6397909;"      .";"      .";"";"defense response";-1,91635698;"      .";"      ."
214;"cytoplasmic vesicle membrane";1,63177869;"      .";"      .";"";"neutrophil differentiation";-1,91573457;"      .";"      ."
215;"proteasome core complex";1,62808833;"      .";"      .";"";"regulation of Notch signaling pathway";-1,90273066;"      .";"      ."
216;"somite development";1,61255696;"      .";"      .";"";"cholesterol efflux";-1,89568931;"      .";"      ."
217;"glycolytic process";1,60949676;"      .";"      .";"";"meiotic cell cycle";-1,89475058;"      .";"      ."
218;"protein N-linked glycosylation";1,60176301;"      .";"      .";"";"transferase activity, transferring hexosyl groups";-1,89100455;"      .";"      ."
219;"NADP binding";1,59813258;"      .";"      .";"";"fin regeneration";-1,86725294;"      .";"      ."
220;"regulation of actin cytoskeleton organization";1,5969422;"      .";"      .";"";"catalytic step 2 spliceosome";-1,84068859;"      .";"      ."
221;"ARF guanyl-nucleotide exchange factor activity";1,57671729;"      .";"      .";"";"aminoacyl-tRNA ligase activity";-1,83420696;"      .";"      ."
222;"clathrin adaptor complex";1,56068723;"      .";"      .";"";"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen";-1,82992011;"      .";"      ."
223;"lysosome organization";1,56002688;"      .";"      .";"";"intracellular signal transduction";-1,82457068;"      .";"      ."
224;"epiboly involved in gastrulation with mouth forming second";1,54173782;"      .";"      .";"";"cilium movement";-1,8222495;"      .";"      ."
225;"optokinetic behavior";1,53473383;"      .";"      .";"";"calmodulin-dependent protein kinase activity";-1,81749214;"      .";"      ."
226;"transcription from RNA polymerase II promoter";1,53051246;"      .";"      .";"";"regulation of vascular endothelial growth factor receptor signaling pathway";-1,80688068;"      .";"      ."
227;"proteasome-mediated ubiquitin-dependent protein catabolic process";1,52144735;"      .";"      .";"";"triglyceride catabolic process";-1,79823029;"      .";"      ."
228;"swimming behavior";1,51154702;"      .";"      .";"";"regulation of canonical Wnt signaling pathway";-1,78439465;"      .";"      ."
229;"ADP transport";1,50794277;"      .";"      .";"";"response to virus";-1,78361871;"      .";"      ."
230;"ATP transport";1,50794277;"      .";"      .";"";"phosphoprotein phosphatase activity";-1,77248186;"      .";"      ."
231;"metalloendopeptidase activity";1,48914278;"      .";"      .";"";"embryonic viscerocranium morphogenesis";-1,772252;"      .";"      ."
232;"Rac GTPase binding";1,48421178;"      .";"      .";"";"mitotic sister chromatid segregation";-1,77099387;"      .";"      ."
233;"cellular oxidant detoxification";1,48166301;"      .";"      .";"";"RNA binding";-1,76228257;"      .";"      ."
234;"caveola";1,47300909;"      .";"      .";"";"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)";-1,74680991;"      .";"      ."
235;"adherens junction";1,47229651;"      .";"      .";"";"superoxide metabolic process";-1,73728707;"      .";"      ."
236;"mitochondrial fusion";1,46912045;"      .";"      .";"";"phosphate ion transmembrane transport";-1,73192234;"      .";"      ."
