"Rank";"Upregulated";"GSZ";"p.value";"fdr";".";"Downregulated";"GSZ.";"p.value.";"fdr."
23;"hydrolase activity";6,2031879;"      .";"      .";"";"calcium ion binding";-7,63104717;"      .";"      ."
24;"negative regulation of endopeptidase activity";6,0320796;"      .";"      .";"";"DNA-templated transcription, initiation";-7,1413756;"      .";"      ."
25;"GTPase activity";5,80922804;"      .";"      .";"";"transcription, DNA-templated";-7,05875414;"      .";"      ."
26;"substrate-specific transmembrane transporter activity";5,64532582;"      .";"      .";"";"Wnt signaling pathway";-6,78708319;"      .";"      ."
27;"carbohydrate metabolic process";5,61972816;"      .";"      .";"";"retinal ganglion cell axon guidance";-6,62474771;"      .";"      ."
28;"antigen processing and presentation";5,50307518;"      .";"      .";"";"fin development";-6,51923148;"      .";"      ."
29;"glycolytic process";5,43631843;"      .";"      .";"";"transmembrane receptor protein tyrosine kinase activity";-6,35002583;"      .";"      ."
30;"cytoplasm";5,42056069;"      .";"      .";"";"peripheral nervous system neuron axonogenesis";-6,30796165;"      .";"      ."
31;"neutrophil chemotaxis";5,40327936;"      .";"      .";"";"nervous system development";-6,22719478;"      .";"      ."
32;"cellular_component";5,25025649;"      .";"      .";"";"extracellular matrix";-6,00533124;"      .";"      ."
33;"lipid metabolic process";5,17620329;"      .";"      .";"";"Notch signaling pathway";-5,94365261;"      .";"      ."
34;"peroxisome";5,11649182;"      .";"      .";"";"Wnt-activated receptor activity";-5,87818599;"      .";"      ."
35;"flavin adenine dinucleotide binding";5,11474085;"      .";"      .";"";"Wnt-protein binding";-5,86828695;"      .";"      ."
36;"melanosome";5,10598773;"      .";"      .";"";"non-canonical Wnt signaling pathway";-5,81151308;"      .";"      ."
37;"inflammatory response";5,0251546;"      .";"      .";"";"protein binding";-5,76483953;"      .";"      ."
38;"sarcomere organization";4,9110648;"      .";"      .";"";"canonical Wnt signaling pathway";-5,72177343;"      .";"      ."
39;"troponin complex";4,83313147;"      .";"      .";"";"membrane disruption in other organism";-5,70211336;"      .";"      ."
40;"transmembrane transporter activity";4,80908896;"      .";"      .";"";"collagen trimer";-5,69983813;"      .";"      ."
41;"nucleoside metabolic process";4,79898068;"      .";"      .";"";"defense response to Gram-positive bacterium";-5,69348451;"      .";"      ."
42;"gluconeogenesis";4,78644517;"      .";"      .";"";"basement membrane";-5,6866588;"      .";"      ."
43;"cysteine-type endopeptidase activity";4,78314289;"      .";"      .";"";"otic placode formation";-5,63603218;"      .";"      ."
44;"endomembrane system";4,77311783;"      .";"      .";"";"protein dimerization activity";-5,57311825;"      .";"      ."
45;"response to cadmium ion";4,7352966;"      .";"      .";"";"peptidyl-tyrosine phosphorylation";-5,4437134;"      .";"      ."
46;"lipid transporter activity";4,66176033;"      .";"      .";"";"BMP signaling pathway";-5,39384936;"      .";"      ."
47;"proteolysis involved in cellular protein catabolic process";4,63237266;"      .";"      .";"";"collagen binding";-5,30723576;"      .";"      ."
48;"intracellular protein transport";4,63204793;"      .";"      .";"";"blood vessel development";-5,30096491;"      .";"      ."
49;"respiratory chain";4,57608946;"      .";"      .";"";"fin morphogenesis";-5,29763677;"      .";"      ."
50;"lipid binding";4,57562691;"      .";"      .";"";"transcription factor activity, sequence-specific DNA binding";-5,26921494;"      .";"      ."
51;"defense response to bacterium";4,48175307;"      .";"      .";"";"chromatin binding";-5,20850566;"      .";"      ."
52;"cellular response to estrogen stimulus";4,42453498;"      .";"      .";"";"cartilage development";-5,12344715;"      .";"      ."
53;"cysteine-type endopeptidase inhibitor activity";4,37430381;"      .";"      .";"";"regulation of neurogenesis";-5,02960559;"      .";"      ."
54;"GTPase activator activity";4,37058273;"      .";"      .";"";"plasma membrane";-4,93989263;"      .";"      ."
55;"response to lipopolysaccharide";4,35915682;"      .";"      .";"";"hindbrain development";-4,9344656;"      .";"      ."
56;"L-alpha-amino acid transmembrane transport";4,34139414;"      .";"      .";"";"vasculogenesis";-4,88822821;"      .";"      ."
57;"intracellular";4,32561182;"      .";"      .";"";"smoothened signaling pathway";-4,87800046;"      .";"      ."
58;"non-membrane spanning protein tyrosine kinase activity";4,30704783;"      .";"      .";"";"embryonic retina morphogenesis in camera-type eye";-4,80911107;"      .";"      ."
59;"late endosome membrane";4,30302446;"      .";"      .";"";"protein tyrosine kinase activity";-4,78600798;"      .";"      ."
60;"actin binding";4,27603967;"      .";"      .";"";"skeletal system development";-4,74465676;"      .";"      ."
61;"transmembrane transport";4,26941456;"      .";"      .";"";"vasculature development";-4,6423938;"      .";"      ."
62;"structural constituent of ribosome";4,23112433;"      .";"      .";"";"adenohypophysis development";-4,59170435;"      .";"      ."
63;"chemokine-mediated signaling pathway";4,21544989;"      .";"      .";"";"closure of optic fissure";-4,56861311;"      .";"      ."
64;"extrinsic component of cytoplasmic side of plasma membrane";4,21290662;"      .";"      .";"";"cell differentiation";-4,52372487;"      .";"      ."
65;"ribosome";4,20746244;"      .";"      .";"";"chromatin";-4,43427851;"      .";"      ."
66;"melanosome organization";4,20246509;"      .";"      .";"";"regulation of transcription from RNA polymerase II promoter";-4,38828531;"      .";"      ."
67;"lysosomal membrane";4,19664286;"      .";"      .";"";"cell surface receptor signaling pathway";-4,36155216;"      .";"      ."
68;"heart contraction";4,18807631;"      .";"      .";"";"neural crest cell migration";-4,35163311;"      .";"      ."
69;"response to toxic substance";4,18630588;"      .";"      .";"";"hyaluronic acid binding";-4,35032231;"      .";"      ."
70;"glutathione transferase activity";4,17381471;"      .";"      .";"";"brain development";-4,28470249;"      .";"      ."
71;"translation";4,12114416;"      .";"      .";"";"ephrin receptor binding";-4,21050729;"      .";"      ."
72;"cellular response to xenobiotic stimulus";4,11076447;"      .";"      .";"";"fin regeneration";-4,20665369;"      .";"      ."
73;"electron carrier activity";4,10401399;"      .";"      .";"";"chromatin silencing";-4,20076294;"      .";"      ."
74;"iron-sulfur cluster binding";4,06380671;"      .";"      .";"";"transcriptional repressor complex";-4,17126327;"      .";"      ."
75;"transporter activity";4,0542971;"      .";"      .";"";"synapse";-4,10546032;"      .";"      ."
76;"cardiac muscle contraction";4,04032373;"      .";"      .";"";"RNA polymerase II transcription factor activity, sequence-specific DNA binding";-4,0848374;"      .";"      ."
77;"regulation of muscle contraction";4,00585953;"      .";"      .";"";"erythrocyte differentiation";-4,08436731;"      .";"      ."
78;"proton transport";3,99331781;"      .";"      .";"";"neuron development";-4,08009543;"      .";"      ."
79;"Arp2/3 complex-mediated actin nucleation";3,98416654;"      .";"      .";"";"potassium ion transport";-4,06900741;"      .";"      ."
80;"response to heat";3,93509964;"      .";"      .";"";"anterior/posterior pattern specification";-4,04415753;"      .";"      ."
81;"immune system process";3,89816033;"      .";"      .";"";"embryonic viscerocranium morphogenesis";-3,89315472;"      .";"      ."
82;"vacuolar transport";3,87047596;"      .";"      .";"";"neuron differentiation";-3,88971489;"      .";"      ."
83;"myosin complex";3,85867016;"      .";"      .";"";"structural molecule activity";-3,87235687;"      .";"      ."
84;"peptidyl-tyrosine autophosphorylation";3,85119208;"      .";"      .";"";"visual perception";-3,85090287;"      .";"      ."
85;"lipid biosynthetic process";3,83503784;"      .";"      .";"";"structural constituent of cytoskeleton";-3,84348704;"      .";"      ."
86;"Arp2/3 protein complex";3,83423799;"      .";"      .";"";"SMAD protein signal transduction";-3,83545661;"      .";"      ."
87;"vesicle-mediated transport";3,82143369;"      .";"      .";"";"notochord morphogenesis";-3,83016393;"      .";"      ."
88;"purine nucleotide biosynthetic process";3,78831911;"      .";"      .";"";"extracellular matrix organization";-3,81852228;"      .";"      ."
89;"mitochondrial inner membrane";3,78174538;"      .";"      .";"";"pharyngeal system development";-3,8131223;"      .";"      ."
90;"ATP hydrolysis coupled proton transport";3,7771379;"      .";"      .";"";"embryonic hemopoiesis";-3,78828303;"      .";"      ."
91;"hydrogen ion transmembrane transporter activity";3,70723665;"      .";"      .";"";"transmembrane receptor protein serine/threonine kinase activity";-3,77992502;"      .";"      ."
92;"aromatic amino acid family metabolic process";3,7042552;"      .";"      .";"";"neuron migration";-3,71568968;"      .";"      ."
93;"aminopeptidase activity";3,68589919;"      .";"      .";"";"central nervous system development";-3,70752748;"      .";"      ."
94;"retrograde transport, endosome to Golgi";3,6620066;"      .";"      .";"";"positive regulation of pathway-restricted SMAD protein phosphorylation";-3,67719849;"      .";"      ."
95;"skeletal muscle contraction";3,65748347;"      .";"      .";"";"transforming growth factor beta receptor binding";-3,67719849;"      .";"      ."
96;"extrinsic apoptotic signaling pathway in absence of ligand";3,62779041;"      .";"      .";"";"transmembrane receptor protein serine/threonine kinase signaling pathway";-3,65145414;"      .";"      ."
97;"negative regulation of insulin receptor signaling pathway";3,62546856;"      .";"      .";"";"positive regulation of BMP signaling pathway";-3,64546345;"      .";"      ."
98;"mitochondrial outer membrane";3,61938236;"      .";"      .";"";"kinetochore";-3,62945399;"      .";"      ."
99;"endosome membrane";3,61149653;"      .";"      .";"";"kinesin complex";-3,55559325;"      .";"      ."
100;"cytosol";3,59652643;"      .";"      .";"";"metalloendopeptidase activity";-3,53581394;"      .";"      ."
101;"cytokine receptor activity";3,58669306;"      .";"      .";"";"negative regulation of BMP signaling pathway";-3,50869235;"      .";"      ."
102;"trans-Golgi network";3,57801931;"      .";"      .";"";"ion channel activity";-3,50444943;"      .";"      ."
103;"platelet activation";3,54712748;"      .";"      .";"";"signal transducer, downstream of receptor, with serine/threonine kinase activity";-3,49881807;"      .";"      ."
104;"NADH dehydrogenase (ubiquinone) activity";3,53890508;"      .";"      .";"";"cell development";-3,48568965;"      .";"      ."
105;"proton-transporting ATPase activity, rotational mechanism";3,53569373;"      .";"      .";"";"mitotic spindle assembly checkpoint";-3,43799771;"      .";"      ."
106;"response to virus";3,52896376;"      .";"      .";"";"fibroblast growth factor receptor signaling pathway";-3,4213877;"      .";"      ."
107;"pyridoxal phosphate binding";3,52260574;"      .";"      .";"";"regulation of MAPK cascade";-3,41142849;"      .";"      ."
108;"regulation of cell proliferation";3,49866503;"      .";"      .";"";"cilium";-3,40500087;"      .";"      ."
109;"actin cytoskeleton";3,48823834;"      .";"      .";"";"microtubule";-3,39398676;"      .";"      ."
110;"regulation of vesicle fusion";3,48322328;"      .";"      .";"";"histone-lysine N-methyltransferase activity";-3,39316883;"      .";"      ."
111;"NAD binding";3,4789505;"      .";"      .";"";"positive regulation of neuron differentiation";-3,38751203;"      .";"      ."
112;"cardiac muscle cell proliferation";3,39862938;"      .";"      .";"";"bicellular tight junction";-3,3727072;"      .";"      ."
113;"positive regulation of NF-kappaB transcription factor activity";3,39734269;"      .";"      .";"";"eye development";-3,36392112;"      .";"      ."
114;"Rab GTPase binding";3,37161163;"      .";"      .";"";"presynaptic active zone";-3,35988933;"      .";"      ."
115;"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor";3,34756149;"      .";"      .";"";"potassium ion transmembrane transport";-3,35591834;"      .";"      ."
116;"ligase activity";3,33964717;"      .";"      .";"";"regulation of Notch signaling pathway";-3,35262204;"      .";"      ."
117;"protein binding, bridging";3,31678421;"      .";"      .";"";"calcium ion-regulated exocytosis of neurotransmitter";-3,32894047;"      .";"      ."
118;"regulation of apoptotic process";3,30848683;"      .";"      .";"";"mitotic sister chromatid segregation";-3,32276275;"      .";"      ."
119;"rRNA processing";3,30285391;"      .";"      .";"";"muscle fiber development";-3,32091708;"      .";"      ."
120;"melanosome transport";3,29095676;"      .";"      .";"";"cytokinesis";-3,31972302;"      .";"      ."
121;"response to activity";3,26576042;"      .";"      .";"";"cell junction";-3,29880807;"      .";"      ."
122;"regulation of actin filament polymerization";3,23238057;"      .";"      .";"";"pectoral fin development";-3,29337068;"      .";"      ."
123;"lipid catabolic process";3,23202895;"      .";"      .";"";"vascular endothelial growth factor receptor signaling pathway";-3,2682413;"      .";"      ."
124;"nucleolus";3,22960168;"      .";"      .";"";"notochord development";-3,24572863;"      .";"      ."
125;"endoplasmic reticulum membrane";3,22936489;"      .";"      .";"";"collagen fibril organization";-3,24464995;"      .";"      ."
126;"response to cytokine";3,22872132;"      .";"      .";"";"primitive hemopoiesis";-3,23959151;"      .";"      ."
127;"secretory granule";3,21474255;"      .";"      .";"";"regulation of calcium ion-dependent exocytosis";-3,21910548;"      .";"      ."
128;"striated muscle contraction";3,1992156;"      .";"      .";"";"somitogenesis";-3,19690039;"      .";"      ."
129;"phosphatidylinositol binding";3,19678924;"      .";"      .";"";"neuron projection development";-3,18332053;"      .";"      ."
130;"Z disc";3,18503156;"      .";"      .";"";"embryonic neurocranium morphogenesis";-3,17731434;"      .";"      ."
131;"actin filament polymerization";3,18449052;"      .";"      .";"";"cell morphogenesis";-3,17357921;"      .";"      ."
132;"response to copper ion";3,18302659;"      .";"      .";"";"neurotransmitter secretion";-3,14934679;"      .";"      ."
133;"cholesterol metabolic process";3,1739307;"      .";"      .";"";"pronephros development";-3,147533;"      .";"      ."
134;"melanocyte differentiation";3,16567485;"      .";"      .";"";"histone lysine methylation";-3,14513558;"      .";"      ."
135;"cytosolic large ribosomal subunit";3,16567354;"      .";"      .";"";"anatomical structure morphogenesis";-3,13759646;"      .";"      ."
136;"chemotaxis";3,15498342;"      .";"      .";"";"microtubule cytoskeleton organization";-3,13434056;"      .";"      ."
137;"single-stranded RNA binding";3,14734004;"      .";"      .";"";"optokinetic behavior";-3,11849746;"      .";"      ."
138;"endosomal transport";3,1467186;"      .";"      .";"";"cell cycle";-3,11546919;"      .";"      ."
139;"autophagosome assembly";3,14307346;"      .";"      .";"";"microtubule binding";-3,11123893;"      .";"      ."
140;"endosome";3,12604895;"      .";"      .";"";"negative regulation of angiogenesis";-3,08932592;"      .";"      ."
141;"biosynthetic process";3,11573261;"      .";"      .";"";"calmodulin binding";-3,08805404;"      .";"      ."
142;"ribosome biogenesis";3,11162092;"      .";"      .";"";"chromosome, centromeric region";-3,05436809;"      .";"      ."
143;"intrinsic apoptotic signaling pathway in response to DNA damage";3,11145838;"      .";"      .";"";"generation of neurons";-3,05420428;"      .";"      ."
144;"molecular_function";3,10896578;"      .";"      .";"";"synapse assembly";-3,04024295;"      .";"      ."
145;"autophagy";3,0697276;"      .";"      .";"";"positive regulation of cell proliferation";-3,031536;"      .";"      ."
146;"activation of GTPase activity";3,06184624;"      .";"      .";"";"transmembrane receptor protein tyrosine kinase signaling pathway";-3,01241639;"      .";"      ."
147;"cytokine-mediated signaling pathway";3,05360978;"      .";"      .";"";"clathrin binding";-3,00104695;"      .";"      ."
148;"mitochondrial membrane";3,02695318;"      .";"      .";"";"semicircular canal morphogenesis";-2,99954878;"      .";"      ."
149;"cysteine-type peptidase activity";3,02690774;"      .";"      .";"";"ventral spinal cord interneuron differentiation";-2,99612058;"      .";"      ."
150;"carbohydrate phosphorylation";3,0235544;"      .";"      .";"";"embryonic camera-type eye development";-2,9877878;"      .";"      ."
151;"negative regulation of neuron apoptotic process";3,00806999;"      .";"      .";"";"nuclear chromatin";-2,97641152;"      .";"      ."
152;"receptor-mediated endocytosis";3,00146795;"      .";"      .";"";"establishment or maintenance of epithelial cell apical/basal polarity";-2,94660559;"      .";"      ."
153;"proton-transporting V-type ATPase, V1 domain";2,99586539;"      .";"      .";"";"transmembrane signaling receptor activity";-2,94315561;"      .";"      ."
154;"scavenger receptor activity";2,98913536;"      .";"      .";"";"positive regulation of cell migration";-2,93566919;"      .";"      ."
155;"response to oxidative stress";2,96628652;"      .";"      .";"";"embryonic cranial skeleton morphogenesis";-2,91273564;"      .";"      ."
156;"neutral amino acid transmembrane transporter activity";2,96233865;"      .";"      .";"";"negative regulation of peptidase activity";-2,89903847;"      .";"      ."
157;"neutral amino acid transport";2,96233865;"      .";"      .";"";"peptidase inhibitor activity";-2,89903847;"      .";"      ."
158;"defense response to virus";2,95827525;"      .";"      .";"";"excitatory postsynaptic potential";-2,88335432;"      .";"      ."
159;"vacuole";2,9450945;"      .";"      .";"";"regulation of ion transmembrane transport";-2,88135165;"      .";"      ."
160;"cellular response to nitrogen starvation";2,93866665;"      .";"      .";"";"voltage-gated ion channel activity";-2,88135165;"      .";"      ."
161;"cerebellum development";2,88576387;"      .";"      .";"";"voltage-gated potassium channel activity";-2,87267261;"      .";"      ."
162;"acyl-CoA dehydrogenase activity";2,86899327;"      .";"      .";"";"mitotic cell cycle";-2,87114129;"      .";"      ."
163;"innate immune response";2,86296465;"      .";"      .";"";"negative regulation of canonical Wnt signaling pathway";-2,86734446;"      .";"      ."
164;"hydrolase activity, acting on glycosyl bonds";2,86025995;"      .";"      .";"";"striated muscle cell development";-2,83498919;"      .";"      ."
165;"fatty acid beta-oxidation";2,84765746;"      .";"      .";"";"ion transmembrane transport";-2,83286272;"      .";"      ."
166;"2 iron, 2 sulfur cluster binding";2,81251229;"      .";"      .";"";"adrenal gland development";-2,81038567;"      .";"      ."
167;"response to yeast";2,80114556;"      .";"      .";"";"transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding";-2,80716107;"      .";"      ."
168;"cellular response to tumor necrosis factor";2,79509057;"      .";"      .";"";"SCF ubiquitin ligase complex";-2,80359984;"      .";"      ."
169;"CCR chemokine receptor binding";2,77490084;"      .";"      .";"";"neural tube formation";-2,79485747;"      .";"      ."
170;"cellular response to interferon-gamma";2,77490084;"      .";"      .";"";"convergent extension";-2,79186905;"      .";"      ."
171;"lymphocyte chemotaxis";2,77490084;"      .";"      .";"";"cell fate commitment";-2,78324571;"      .";"      ."
172;"monocyte chemotaxis";2,77490084;"      .";"      .";"";"extracellular ligand-gated ion channel activity";-2,77272102;"      .";"      ."
173;"tricarboxylic acid cycle";2,77299164;"      .";"      .";"";"phosphatidylinositol 3-kinase binding";-2,76704352;"      .";"      ."
174;"G-protein coupled purinergic nucleotide receptor activity";2,76580654;"      .";"      .";"";"angiogenesis";-2,76144135;"      .";"      ."
175;"G-protein coupled purinergic nucleotide receptor signaling pathway";2,76580654;"      .";"      .";"";"postsynaptic membrane";-2,76045326;"      .";"      ."
176;"MyD88-dependent toll-like receptor signaling pathway";2,76373018;"      .";"      .";"";"floor plate formation";-2,76041417;"      .";"      ."
177;"BLOC-1 complex";2,72115889;"      .";"      .";"";"pancreas development";-2,75218681;"      .";"      ."
178;"protein tyrosine/serine/threonine phosphatase activity";2,72032138;"      .";"      .";"";"embryonic pectoral fin morphogenesis";-2,75059562;"      .";"      ."
179;"NADP binding";2,71759528;"      .";"      .";"";"post-anal tail morphogenesis";-2,74024515;"      .";"      ."
180;"enzyme activator activity";2,71619573;"      .";"      .";"";"cell migration involved in gastrulation";-2,73471946;"      .";"      ."
181;"actin filament organization";2,713793;"      .";"      .";"";"spindle";-2,73234618;"      .";"      ."
182;"cardiac muscle tissue development";2,70068619;"      .";"      .";"";"potassium channel activity";-2,7290817;"      .";"      ."
183;"chemokine receptor activity";2,66906658;"      .";"      .";"";"forebrain development";-2,72109527;"      .";"      ."
184;"protein transport";2,66438236;"      .";"      .";"";"cell communication";-2,7148173;"      .";"      ."
185;"response to xenobiotic stimulus";2,65138977;"      .";"      .";"";"heme binding";-2,7006245;"      .";"      ."
186;"ATP metabolic process";2,64046591;"      .";"      .";"";"extracellular-glutamate-gated ion channel activity";-2,69883052;"      .";"      ."
187;"magnesium ion binding";2,63421605;"      .";"      .";"";"ionotropic glutamate receptor activity";-2,69883052;"      .";"      ."
188;"autophagosome";2,60799032;"      .";"      .";"";"ionotropic glutamate receptor signaling pathway";-2,69883052;"      .";"      ."
189;"chemokine activity";2,60278477;"      .";"      .";"";"protein kinase activity";-2,69612189;"      .";"      ."
190;"cellular amino acid metabolic process";2,58459385;"      .";"      .";"";"frizzled binding";-2,69561688;"      .";"      ."
191;"early endosome";2,58450458;"      .";"      .";"";"endocrine pancreas development";-2,68860748;"      .";"      ."
192;"developmental pigmentation";2,57083351;"      .";"      .";"";"optic nerve development";-2,68274807;"      .";"      ."
193;"structural constituent of muscle";2,56883239;"      .";"      .";"";"integral component of plasma membrane";-2,64004413;"      .";"      ."
194;"fructose 6-phosphate metabolic process";2,56727847;"      .";"      .";"";"synaptic vesicle endocytosis";-2,63436007;"      .";"      ."
195;"regulatory region DNA binding";2,56466664;"      .";"      .";"";"positive regulation of sequence-specific DNA binding transcription factor activity";-2,6045126;"      .";"      ."
196;"iron ion transport";2,54853374;"      .";"      .";"";"beta-catenin binding";-2,60021091;"      .";"      ."
197;"cell chemotaxis";2,5432504;"      .";"      .";"";"clathrin-coated vesicle";-2,58722738;"      .";"      ."
198;"cellular iron ion homeostasis";2,52754276;"      .";"      .";"";"spinal cord motor neuron differentiation";-2,5778558;"      .";"      ."
199;"positive regulation of apoptotic process";2,5181589;"      .";"      .";"";"microtubule motor activity";-2,56859342;"      .";"      ."
200;"transaminase activity";2,51272383;"      .";"      .";"";"regulation of microtubule polymerization or depolymerization";-2,55716355;"      .";"      ."
201;"ribosomal large subunit biogenesis";2,49950719;"      .";"      .";"";"signal transduction by protein phosphorylation";-2,54611858;"      .";"      ."
202;"deaminase activity";2,49425149;"      .";"      .";"";"DNA replication";-2,54158459;"      .";"      ."
203;"cytoplasmic translation";2,47367281;"      .";"      .";"";"intermediate filament";-2,53783129;"      .";"      ."
204;"NAD+ ADP-ribosyltransferase activity";2,47208784;"      .";"      .";"";"RNA polymerase II transcription factor binding";-2,53093799;"      .";"      ."
205;"maturation of SSU-rRNA";2,46548486;"      .";"      .";"";"neuropilin binding";-2,51605719;"      .";"      ."
206;"tumor necrosis factor-mediated signaling pathway";2,46445654;"      .";"      .";"";"sprouting angiogenesis";-2,51359566;"      .";"      ."
207;"nucleotide biosynthetic process";2,46166819;"      .";"      .";"";"cell-cell signaling";-2,50863539;"      .";"      ."
208;"intracellular ribonucleoprotein complex";2,45633521;"      .";"      .";"";"mitotic spindle";-2,50149129;"      .";"      ."
209;"sphingolipid metabolic process";2,45480925;"      .";"      .";"";"cell growth";-2,4831364;"      .";"      ."
210;"inositol-1,4,5-trisphosphate 3-kinase activity";2,45276095;"      .";"      .";"";"cell division";-2,47388507;"      .";"      ."
211;"regulation of cell shape";2,44810575;"      .";"      .";"";"retina layer formation";-2,47320929;"      .";"      ."
212;"glucose transmembrane transport";2,42661184;"      .";"      .";"";"gastrulation";-2,47115231;"      .";"      ."
213;"SNARE binding";2,41354343;"      .";"      .";"";"anaphase-promoting complex";-2,46996456;"      .";"      ."
214;"oxidoreductase activity, acting on the CH-CH group of donors";2,40677131;"      .";"      .";"";"negative chemotaxis";-2,46866978;"      .";"      ."
215;"macrophage differentiation";2,39579738;"      .";"      .";"";"voltage-gated potassium channel complex";-2,46764975;"      .";"      ."
216;"regulation of inflammatory response";2,38803969;"      .";"      .";"";"growth factor activity";-2,46686588;"      .";"      ."
217;"metalloaminopeptidase activity";2,38379132;"      .";"      .";"";"presynapse";-2,46178804;"      .";"      ."
218;"mitochondrial electron transport, NADH to ubiquinone";2,37601197;"      .";"      .";"";"heparin binding";-2,4569202;"      .";"      ."
219;"cellular response to interleukin-1";2,36723124;"      .";"      .";"";"microtubule organizing center";-2,4420775;"      .";"      ."
220;"striated muscle myosin thick filament assembly";2,3611109;"      .";"      .";"";"protein homooligomerization";-2,42244694;"      .";"      ."
221;"mitochondrial respiratory chain complex I";2,35791549;"      .";"      .";"";"regulation of cytoskeleton organization";-2,42127281;"      .";"      ."
222;"proteolysis";2,35586663;"      .";"      .";"";"synapse organization";-2,40321741;"      .";"      ."
223;"tumor necrosis factor-activated receptor activity";2,35420671;"      .";"      .";"";"axonal fasciculation";-2,40161135;"      .";"      ."
224;"receptor binding";2,35174531;"      .";"      .";"";"centrosome";-2,36783312;"      .";"      ."
225;"phagocytosis";2,34812378;"      .";"      .";"";"positive regulation of Wnt signaling pathway";-2,36447324;"      .";"      ."
226;"SNAP receptor activity";2,33290771;"      .";"      .";"";"determination of left/right symmetry";-2,35295432;"      .";"      ."
227;"vesicle organization";2,32974951;"      .";"      .";"";"cilium assembly";-2,35151438;"      .";"      ."
228;"regulation of endocytosis";2,30999295;"      .";"      .";"";"zinc ion binding";-2,35102029;"      .";"      ."
229;"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)";2,30059948;"      .";"      .";"";"inner ear morphogenesis";-2,34792482;"      .";"      ."
230;"phosphotransferase activity, alcohol group as acceptor";2,29313124;"      .";"      .";"";"spectrin binding";-2,34098085;"      .";"      ."
231;"positive regulation of catalytic activity";2,28933871;"      .";"      .";"";"regulation of synaptic transmission, glutamatergic";-2,31971215;"      .";"      ."
232;"cellular oxidant detoxification";2,2881537;"      .";"      .";"";"lens development in camera-type eye";-2,31079555;"      .";"      ."
233;"positive regulation of I-kappaB kinase/NF-kappaB signaling";2,28302801;"      .";"      .";"";"transcription factor complex";-2,30766723;"      .";"      ."
234;"fructose metabolic process";2,26292161;"      .";"      .";"";"midbrain development";-2,30320321;"      .";"      ."
235;"vesicle";2,25915593;"      .";"      .";"";"RNA polymerase II regulatory region sequence-specific DNA binding";-2,30226788;"      .";"      ."
236;"pre-autophagosomal structure";2,25666327;"      .";"      .";"";"ciliary basal body";-2,3018343;"      .";"      ."
237;"GDP-dissociation inhibitor activity";2,25078675;"      .";"      .";"";"ion transport";-2,30177702;"      .";"      ."
238;"endoplasmic reticulum";2,22857648;"      .";"      .";"";"cell-cell junction";-2,29337883;"      .";"      ."
