"";"Rank";"ID";"Symbol";"mean expression";"SD";"max delta e";"min delta e";"correlation";"->t.score";"->p.value";"Metagene";"Chromosome";"Description"
"ENSDARG00000055752";11;"ENSDARG00000055752";"npas4a";6,7252071417055;2,50718175308963;4,8502338615258;-4,47313070659867;0,794391706210006;5,23137378088123;"4.11612269841655e-05      .";"1 x 38";"14 NA";"neuronal PAS domain protein 4a [Source:ZFIN;Acc:ZDB-GENE-060616-396]"
"ENSDARG00000056511";12;"ENSDARG00000056511";"arr3a";7,62247424548387;3,06629771774838;4,8349808116145;-5,44721079615071;0,805304550597514;5,43334153975113;"2.7609535899753e-05      .";"1 x 37";"10 NA";"arrestin 3a, retinal (X-arrestin) [Source:ZFIN;Acc:ZDB-GENE-040718-102]"
"ENSDARG00000002696";13;"ENSDARG00000002696";"gnb3b";5,88649085774953;2,98892556521009;4,81791427898357;-3,88717579149275;0,675131001203891;3,66074534685034;"0.00105513530111923      .";"1 x 36";"19 NA";"guanine nucleotide binding protein (G protein), beta polypeptide 3b [Source:ZFIN;Acc:ZDB-GENE-040426-2280]"
"ENSDARG00000054753";14;"ENSDARG00000054753";"col10a1a";7,60919437744343;3,30586394107234;4,75966867759804;-5,54673895924484;0,831136173357097;5,9786556657346;"9.64259760694031e-06      .";"1 x 38";"17 NA";"collagen, type X, alpha 1a [Source:ZFIN;Acc:ZDB-GENE-030131-8373]"
"ENSDARG00000012422";15;"ENSDARG00000012422";"col11a2";11,1631436493863;3,23128286999978;4,71766237383368;-8,25634161773336;0,936923574578082;10,7219648381736;"5.16295517449805e-09      .";"1 x 39";"19 NA";"collagen, type XI, alpha 2 [Source:ZFIN;Acc:ZDB-GENE-000208-23]"
"ENSDARG00000009637";16;"ENSDARG00000009637";"rcvrn3";5,81099794249902;2,37953243378671;4,70892221373461;-3,51817439371359;0,742712126116548;4,43667912540957;"0.000207234533679435      .";"1 x 36";"19 NA";"recoverin 3 [Source:ZFIN;Acc:ZDB-GENE-040426-1661]"
"ENSDARG00000100397";17;"ENSDARG00000100397";"pde6c";5,98767640294791;2,46954699956642;4,57291950481274;-3,71326828511502;0,692250122114941;3,83700010130223;"0.000727328421805118      .";"1 x 36";"12 NA";"phosphodiesterase 6C, cGMP-specific, cone, alpha prime [Source:ZFIN;Acc:ZDB-GENE-040426-1664]"
"ENSDARG00000105274";18;"ENSDARG00000105274";"";8,64718964980389;2,17879735360545;4,54626445154794;-3,73072381527996;0,788779182124696;5,13296975607143;"5.00925272239883e-05      .";"1 x 36";"KN150214.1 NA";""
"ENSDARG00000042529";19;"ENSDARG00000042529";"gnat2";6,37187910880179;2,42906864015971;4,54549381932434;-4,05644140282481;0,709850920916592;4,03122853842441;"0.000483233473790756      .";"1 x 36";"8 NA";"guanine nucleotide binding protein (G protein), alpha transducing activity polypeptide 2 [Source:ZFIN;Acc:ZDB-GENE-011128-10]"
"ENSDARG00000076830";20;"ENSDARG00000076830";"";9,01547856666377;2,95805912663321;4,48759178416784;-6,69883430977268;0,856645287832294;6,641872970855;"2.83141824874988e-06      .";"1 x 40";"5 NA";"si:dkey-65b12.6 [Source:ZFIN;Acc:ZDB-GENE-060526-329]"
"ENSDARG00000044862";21;"ENSDARG00000044862";"opn1lw1";4,72352925053153;2,16944745609141;4,24724415205577;-2,49860280375207;0,66089452535171;3,52252203285103;"0.00141293469463366      .";"1 x 35";"11 NA";"opsin 1 (cone pigments), long-wave-sensitive, 1 [Source:ZFIN;Acc:ZDB-GENE-990604-41]"
"ENSDARG00000012366";22;"ENSDARG00000012366";"fbp2";4,49689436564723;1,78533876184122;4,22585513947134;-1,92535117873157;0,441754091608074;1,96961889290306;"0.0332234754438789      .";"1 x 33";"5 NA";"fructose-1,6-bisphosphatase 2 [Source:ZFIN;Acc:ZDB-GENE-040822-23]"
"ENSDARG00000034588";23;"ENSDARG00000034588";"scn4ab";6,0970119804399;1,99114139231217;4,18521997710896;-3,5491748815134;0,772598515733441;4,86756794719667;"8.55516997395611e-05      .";"1 x 36";"3 NA";"sodium channel, voltage-gated, type IV, alpha, b [Source:ZFIN;Acc:ZDB-GENE-051201-1]"
"ENSDARG00000102558";24;"ENSDARG00000102558";"pde6h";5,34560318293427;2,15649899900696;4,16299071689539;-2,82697494444731;0,593094686425281;2,94656855183071;"0.00473897691280567      .";"1 x 35";"6 NA";"phosphodiesterase 6H, cGMP-specific, cone, gamma [Source:ZFIN;Acc:ZDB-GENE-040426-1754]"
"ENSDARG00000020602";25;"ENSDARG00000020602";"grk7a";5,33254833286461;2,18203947567593;4,10603957936707;-2,90378584682252;0,649062965745438;3,41282171269028;"0.00178122988744978      .";"1 x 35";"2 NA";"G protein-coupled receptor kinase 7a [Source:ZFIN;Acc:ZDB-GENE-050824-1]"
"ENSDARG00000014840";26;"ENSDARG00000014840";"prph2b";4,60232166341595;2,04380118646713;4,04967518518222;-2,2935496730094;0,679675539172286;3,70641360168674;"0.000958118002903907      .";"1 x 35";"13 NA";"peripherin 2b (retinal degeneration, slow) [Source:ZFIN;Acc:ZDB-GENE-000616-9]"
"ENSDARG00000071173";27;"ENSDARG00000071173";"slc12a10.2";5,9560979625648;2,32848106673285;4,03437201691292;-3,47957179744746;0,733011939717396;4,31046717871228;"0.00026939050300312      .";"1 x 36";"7 NA";"solute carrier family 12 (sodium/potassium/chloride transporters), member 10, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-060503-425]"
"ENSDARG00000059945";28;"ENSDARG00000059945";"sv2a";8,12981996574469;1,94343739908569;4,01290042944009;-3,21719679417429;0,923176468506461;9,60700496963604;"2.39217998743158e-08      .";"3 x 40";"16 NA";"synaptic vesicle glycoprotein 2A [Source:ZFIN;Acc:ZDB-GENE-131001-1]"
"ENSDARG00000037845";29;"ENSDARG00000037845";"col9a3";8,7770374601988;2,78481676867744;4,01218334567437;-6,38600094066118;0,934864644000262;10,5335566853443;"6.6319183478214e-09      .";"1 x 39";"23 NA";"collagen, type IX, alpha 3 [Source:ZFIN;Acc:ZDB-GENE-030131-9799]"
"ENSDARG00000056950";30;"ENSDARG00000056950";"epyc";8,55581411433079;3,02042355990988;4,00189651166174;-6,25193934250895;0,9054123327986;8,5308961248533;"1.19300347822815e-07      .";"1 x 38";"4 NA";"epiphycan [Source:ZFIN;Acc:ZDB-GENE-041008-9]"
"ENSDARG00000098475";31;"ENSDARG00000098475";"arr3b";6,0128595104997;2,55384684330088;3,99208587064563;-3,61383311535388;0,714517820860413;4,08519275487342;"0.000431472971220481      .";"1 x 36";"14 NA";"arrestin 3b, retinal (X-arrestin) [Source:ZFIN;Acc:ZDB-GENE-030616-74]"
"ENSDARG00000000503";32;"ENSDARG00000000503";"stx1b";8,96351825567873;2,44730883729292;3,89853293252672;-5,96246427713776;0,955837843134094;13,0092617456711;"3.16587867033036e-10      .";"1 x 40";"19 NA";"syntaxin 1B [Source:ZFIN;Acc:ZDB-GENE-000330-4]"
"ENSDARG00000025728";33;"ENSDARG00000025728";"grin1b";7,82088269143686;2,54301143089409;3,8803662015563;-5,44560068450063;0,957417647070514;13,2649263245572;"2.37740049868762e-10      .";"1 x 40";"5 NA";"glutamate receptor, ionotropic, N-methyl D-aspartate 1b [Source:ZFIN;Acc:ZDB-GENE-051202-2]"
"ENSDARG00000098880";34;"ENSDARG00000098880";"pclob";8,76453745096721;2,24442930050054;3,87953393084186;-6,29930148579496;0,960543883528314;13,814391186374;"1.30459643088443e-10      .";"1 x 40";"18 NA";"piccolo presynaptic cytomatrix protein b [Source:ZFIN;Acc:ZDB-GENE-030131-8100]"
"ENSDARG00000035891";35;"ENSDARG00000035891";"acana";8,1342906115029;2,70380375631461;3,81612963126208;-5,55249246942052;0,840085784902168;6,1947110952685;"6.42624245905665e-06      .";"1 x 37";"7 NA";"aggrecan a [Source:ZFIN;Acc:ZDB-GENE-050208-221]"
"ENSDARG00000038056";36;"ENSDARG00000038056";"fgfbp2b";7,5610771256616;2,6665033141336;3,79166186466779;-5,14718382065122;0,90905310033552;8,72662452054395;"8.81824072651582e-08      .";"1 x 38";"1 NA";"fibroblast growth factor binding protein 2b [Source:ZFIN;Acc:ZDB-GENE-070410-95]"
"ENSDARG00000056248";37;"ENSDARG00000056248";"si:dkey-183i3.5";7,42748374811242;2,61764631495168;3,77057896313003;-5,03350672258472;0,686645270467246;3,77800406563491;"0.000823724416428084      .";"1 x 37";"21 NA";"si:dkey-183i3.5 [Source:ZFIN;Acc:ZDB-GENE-030131-8568]"
"ENSDARG00000059775";38;"ENSDARG00000059775";"slc32a1";6,55452711239591;2,26538701040665;3,75389219082892;-3,96629867899303;0,867673100994533;6,98138559738073;"1.54767921722865e-06      .";"2 x 40";"6 NA";"solute carrier family 32 (GABA vesicular transporter), member 1 [Source:ZFIN;Acc:ZDB-GENE-061201-1]"
"ENSDARG00000039647";39;"ENSDARG00000039647";"slc6a1b";7,9132874259951;2,27130597820297;3,70567312461265;-5,40389455431991;0,974949386176806;17,532945809371;"3.60445007174803e-12      .";"1 x 40";"11 NA";"solute carrier family 6 (neurotransmitter transporter), member 1b [Source:ZFIN;Acc:ZDB-GENE-041114-57]"
"ENSDARG00000015537";40;"ENSDARG00000015537";"gad2";6,95581880961084;2,0967342403564;3,68896863125101;-4,33177938034503;0,925805839862839;9,79690272865345;"1.82584314334377e-08      .";"1 x 40";"24 NA";"glutamate decarboxylase 2 [Source:ZFIN;Acc:ZDB-GENE-030909-9]"
"ENSDARG00000001993";41;"ENSDARG00000001993";"myhb";7,67992293388851;2,66863122686119;3,6878174779775;-5,36210642156216;0,640844079506994;3,33915974061307;"0.00208065934560375      .";"1 x 36";"6 NA";"myosin, heavy chain b [Source:ZFIN;Acc:ZDB-GENE-081124-1]"
"ENSDARG00000076833";42;"ENSDARG00000076833";"atp1b1b";8,48876642973722;2,26218377210944;3,67869488649644;-6,03638251417179;0,692329591053825;3,83784602767172;"0.00072603213232636      .";"1 x 38";"1 NA";"ATPase, Na+/K+ transporting, beta 1b polypeptide [Source:ZFIN;Acc:ZDB-GENE-001127-4]"
"ENSDARG00000043474";43;"ENSDARG00000043474";"atp2b3a";7,23176000842536;2,27759577860939;3,66333033514459;-4,72862295303629;0,970327356504451;16,0520666381399;"1.37663214161421e-11      .";"1 x 40";"8 NA";"ATPase, Ca++ transporting, plasma membrane 3a [Source:ZFIN;Acc:ZDB-GENE-040718-174]"
"ENSDARG00000103543";44;"ENSDARG00000103543";"gngt2b";4,60900931439897;1,90203143327304;3,6304053324065;-1,95356127025617;0,591284795415048;2,93273180561722;"0.00487733954283098      .";"1 x 34";"12 NA";"guanine nucleotide binding protein (G protein), gamma transducing activity polypeptide 2b [Source:ZFIN;Acc:ZDB-GENE-091020-4]"
"ENSDARG00000014496";45;"ENSDARG00000014496";"trpv6";6,63641125689354;1,85630093227124;3,62731467316493;-3,67613624533957;0,740296539522851;4,40468863764516;"0.000221454574641955      .";"1 x 37";"16 NA";"transient receptor potential cation channel, subfamily V, member 6 [Source:ZFIN;Acc:ZDB-GENE-040624-12]"
"ENSDARG00000105201";46;"ENSDARG00000105201";"";6,26358654463441;2,03102061173947;3,60884370278376;-3,45112796700799;0,910947055666446;8,83292736028454;"7.49759236917669e-08      .";"1 x 40";"2 NA";"adenylate cyclase activating polypeptide 1a (pituitary) receptor type I [Source:ZFIN;Acc:ZDB-GENE-050315-1]"
"ENSDARG00000043806";47;"ENSDARG00000043806";"";7,5496132826157;2,47281433816931;3,58719646461033;-4,99268575293944;0,861537818614262;6,78785913543266;"2.17957110415501e-06      .";"1 x 37";"10 NA";"periostin, osteoblast specific factor a [Source:ZFIN;Acc:ZDB-GENE-091113-23]"
"ENSDARG00000036186";48;"ENSDARG00000036186";"mbpa";5,43041642150739;2,24135095969357;3,57899939672961;-2,80637699224159;0,610190536040664;3,08077963318746;"0.00358120719759847      .";"1 x 35";"19 NA";"myelin basic protein a [Source:ZFIN;Acc:ZDB-GENE-030128-2]"
"ENSDARG00000058556";49;"ENSDARG00000058556";"";4,84658368555342;1,96682730597569;3,5737844732951;-2,39957560597157;0,785128772253412;5,07080578071503;"5.67422268427098e-05      .";"1 x 36";"25 NA";"mucin 5.2 [Source:ZFIN;Acc:ZDB-GENE-121108-1]"
"ENSDARG00000090268";50;"ENSDARG00000090268";"krtt1c19e";10,3186710792636;2,40855304503208;3,56398312635009;-5,56469275767405;0,705360373031888;3,98031448609219;"0.000537821420514173      .";"1 x 37";"19 NA";"keratin type 1 c19e [Source:ZFIN;Acc:ZDB-GENE-050506-95]"
"ENSDARG00000030614";51;"ENSDARG00000030614";"syt1a";8,21572249075005;1,84124282276186;3,56212099667023;-3,7742736655694;0,941650697669042;11,1904213297958;"2.81058709639126e-09      .";"3 x 40";"4 NA";"synaptotagmin Ia [Source:ZFIN;Acc:ZDB-GENE-040718-165]"
"ENSDARG00000045799";52;"ENSDARG00000045799";"acanb";7,15495926066635;2,62645134870975;3,51028401597873;-4,72906753898271;0,882332900015959;7,49923085601782;"6.34758630990717e-07      .";"1 x 37";"25 NA";"aggrecan b [Source:ZFIN;Acc:ZDB-GENE-100422-16]"
"ENSDARG00000073883";53;"ENSDARG00000073883";"clstn3";7,75973672475256;2,04295840468751;3,5091604416216;-5,18898464076531;0,972063332538624;16,5655867994198;"8.54560866514475e-12      .";"1 x 40";"16 NA";"calsyntenin 3 [Source:ZFIN;Acc:ZDB-GENE-100921-73]"
"ENSDARG00000001760";54;"ENSDARG00000001760";"";7,61167917305189;2,43142225403724;3,49981692647723;-5,20757845202916;0,84346914046296;6,28074654712428;"5.47704822562167e-06      .";"1 x 37";"16 NA";"tenascin XBa [Source:ZFIN;Acc:ZDB-GENE-070103-5]"
"ENSDARG00000038574";55;"ENSDARG00000038574";"scg2b";7,11294204551106;1,85593551109931;3,48193622802738;-4,12280804111081;0,829276631354033;5,93571772462258;"1.04603399094794e-05      .";"2 x 38";"2 NA";"secretogranin II (chromogranin C), b [Source:ZFIN;Acc:ZDB-GENE-061103-160]"
"ENSDARG00000069093";56;"ENSDARG00000069093";"col2a1a";13,7493862286626;2,48946594025582;3,4697056986299;-4,95193984780326;0,942423488752097;11,2722719959734;"2.53246834613918e-09      .";"1 x 38";"8 NA";"collagen, type II, alpha 1a [Source:ZFIN;Acc:ZDB-GENE-980526-192]"
"ENSDARG00000078187";57;"ENSDARG00000078187";"slc12a5b";5,82209716365881;1,95716637834281;3,4630700903875;-3,28970601315527;0,712947591742501;4,06691375284979;"0.00044834510244951      .";"3 x 37";"8 NA";"solute carrier family 12 (potassium/chloride transporter), member 5b [Source:ZFIN;Acc:ZDB-GENE-080707-1]"
"ENSDARG00000012405";58;"ENSDARG00000012405";"col1a1a";13,7646919093421;1,87108310030453;3,45440001795037;-3,15019557361165;0,898550719285172;8,18968126159374;"2.04314573259978e-07      .";"1 x 38";"3 NA";"collagen, type I, alpha 1a [Source:ZFIN;Acc:ZDB-GENE-030131-9102]"
"ENSDARG00000078052";59;"ENSDARG00000078052";"";7,25802399251923;2,21267744001457;3,44223470480309;-4,64254603012354;0,774004307755534;4,8896295090082;"8.18041251050561e-05      .";"1 x 37";"8 NA";"elastin microfibril interfacer 3a [Source:ZFIN;Acc:ZDB-GENE-080612-2]"
"ENSDARG00000104436";60;"ENSDARG00000104436";"zgc:153426";8,34899265760499;2,11464533567356;3,4320379664025;-5,81268573069251;0,891891794458676;7,88850460818577;"3.32488947929477e-07      .";"1 x 40";"3 NA";"zgc:153426 [Source:ZFIN;Acc:ZDB-GENE-060929-220]"
"ENSDARG00000006923";61;"ENSDARG00000006923";"cacna1ab";6,40760139782119;2,13715046411949;3,42456585974353;-3,90085659001261;0,774705559654876;4,90070173896485;"7.99872196914908e-05      .";"3 x 40";"11 NA";"calcium channel, voltage-dependent, P/Q type, alpha 1A subunit, b [Source:ZFIN;Acc:ZDB-GENE-090514-3]"
"ENSDARG00000026165";62;"ENSDARG00000026165";"col11a1a";12,1362191433829;2,07780101801672;3,40847383392262;-3,75216460333683;0,919435361885354;9,35238158530564;"3.45758139896901e-08      .";"1 x 38";"24 NA";"collagen, type XI, alpha 1a [Source:ZFIN;Acc:ZDB-GENE-070209-167]"
"ENSDARG00000069415";63;"ENSDARG00000069415";"col17a1a";7,75523046479722;1,96792560363926;3,39466301463555;-5,13327328194761;0,722326267593854;4,1779985810569;"0.000355224838845536      .";"1 x 36";"1 NA";"collagen, type XVII, alpha 1a [Source:ZFIN;Acc:ZDB-GENE-090313-107]"
"ENSDARG00000023445";64;"ENSDARG00000023445";"atp2b3b";7,33654796760559;1,88885574061508;3,38876169082844;-4,67510462147556;0,933317419096002;10,3975634792687;"7.96261145907806e-09      .";"1 x 40";"23 NA";"ATPase, Ca++ transporting, plasma membrane 3b [Source:ZFIN;Acc:ZDB-GENE-080409-2]"
"ENSDARG00000019902";65;"ENSDARG00000019902";"rcvrn2";6,88281900976919;2,3012823239756;3,3776998683412;-4,25598623050071;0,858842997149495;6,70658141473608;"2.52046056736788e-06      .";"1 x 37";"16 NA";"recoverin 2 [Source:ZFIN;Acc:ZDB-GENE-030131-7590]"
"ENSDARG00000029114";66;"ENSDARG00000029114";"si:dkey-40m6.8";8,84214013528286;2,39178381305526;3,36979150534806;-6,3986502681744;0,931465941254285;10,240713531625;"9.8545113180748e-09      .";"1 x 40";"16 NA";"si:dkey-40m6.8 [Source:ZFIN;Acc:ZDB-GENE-100922-162]"
"ENSDARG00000077920";67;"ENSDARG00000077920";"";6,68085105023199;1,91430686728142;3,36202273906667;-3,99884497127253;0,885309659436794;7,61553514293664;"5.22162042049246e-07      .";"3 x 40";"19 NA";"si:ch211-233f16.1 [Source:ZFIN;Acc:ZDB-GENE-120214-1]"
"ENSDARG00000101199";68;"ENSDARG00000101199";"rbp4";8,90734697621315;2,73680563892067;3,36034975885597;-6,43458136436215;0,756658861400748;4,62922863187212;"0.000139251472594193      .";"1 x 37";"12 NA";"retinol binding protein 4, plasma [Source:ZFIN;Acc:ZDB-GENE-000210-19]"
"ENSDARG00000062024";69;"ENSDARG00000062024";"kif1ab";8,69896618764085;2,19433785172277;3,35896077740707;-6,1882282654811;0,956561951035052;13,1247529184662;"2.78003842169028e-10      .";"1 x 40";"2 NA";"kinesin family member 1Ab [Source:ZFIN;Acc:ZDB-GENE-070912-480]"
"ENSDARG00000055154";70;"ENSDARG00000055154";"slc8a4a";6,12924255018784;1,90483472056038;3,35243452904849;-3,55849046620059;0,783330222470233;5,0406880412549;"6.02842325821973e-05      .";"4 x 40";"21 NA";"solute carrier family 8 (sodium/calcium exchanger), member 4a [Source:ZFIN;Acc:ZDB-GENE-060110-2]"
"ENSDARG00000068989";71;"ENSDARG00000068989";"gabra1";6,19525824982025;2,0967557814408;3,35239914405206;-3,57383377723236;0,836030726124649;6,09482192624244;"7.74630495647965e-06      .";"2 x 40";"21 NA";"gamma-aminobutyric acid (GABA) A receptor, alpha 1 [Source:ZFIN;Acc:ZDB-GENE-061013-194]"
"ENSDARG00000073699";72;"ENSDARG00000073699";"col9a1a";9,57435876670432;2,01625291458631;3,34624565851257;-3,34213148084142;0,864658859141741;6,88478172430141;"1.83496036876285e-06      .";"1 x 36";"11 NA";"collagen, type IX, alpha 1a [Source:ZFIN;Acc:ZDB-GENE-080721-25]"
"ENSDARG00000013669";73;"ENSDARG00000013669";"napba";5,801992279762;1,88419076013563;3,34034485709067;-3,18108159725182;0,759395801662176;4,66868751759846;"0.000128410573007498      .";"4 x 39";"17 NA";"N-ethylmaleimide-sensitive factor attachment protein, beta a [Source:ZFIN;Acc:ZDB-GENE-050522-230]"
"ENSDARG00000092730";74;"ENSDARG00000092730";"si:dkey-22i16.3";5,1943058502207;2,1486206999653;3,33149435265334;-2,54505843970958;0,714295760994375;4,0826001432328;"0.000433826346860178      .";"1 x 35";"1 NA";"si:dkey-22i16.3 [Source:ZFIN;Acc:ZDB-GENE-071005-4]"
"ENSDARG00000009018";75;"ENSDARG00000009018";"rhbg";7,29924531577514;2,14704247265133;3,31783810904287;-4,5348868992767;0,807779480878377;5,48125755335548;"2.51327448377303e-05      .";"1 x 37";"16 NA";"Rh family, B glycoprotein (gene/pseudogene) [Source:ZFIN;Acc:ZDB-GENE-030131-9542]"
"ENSDARG00000098936";76;"ENSDARG00000098936";"kif5aa";8,74442121770489;2,17408714148804;3,31744561641461;-6,24820752056187;0,945241043610541;11,5847927521385;"1.71048464281398e-09      .";"1 x 40";"9 NA";"kinesin family member 5A, a [Source:ZFIN;Acc:ZDB-GENE-070912-141]"
"ENSDARG00000032737";77;"ENSDARG00000032737";"gria3a";6,07140548722198;1,82050266604597;3,31221640639069;-3,06173686451498;0,881893481195712;7,48241290463882;"6.5303344554124e-07      .";"2 x 39";"5 NA";"glutamate receptor, ionotropic, AMPA 3a [Source:ZFIN;Acc:ZDB-GENE-020125-5]"
"ENSDARG00000063433";78;"ENSDARG00000063433";"atp2b2";7,29831470819829;1,60558936985759;3,30619033199951;-2,67489326115124;0,773474072202442;4,88128731071811;"8.32009891602592e-05      .";"4 x 36";"11 NA";"ATPase, Ca++ transporting, plasma membrane 2 [Source:ZFIN;Acc:ZDB-GENE-061016-1]"
"ENSDARG00000063157";79;"ENSDARG00000063157";"mapk8ip2";7,6349676490166;2,14907941590052;3,29459651008198;-4,9945255158671;0,948975071143879;12,0370606644163;"9.8377128665561e-10      .";"1 x 40";"18 NA";"mitogen-activated protein kinase 8 interacting protein 2 [Source:ZFIN;Acc:ZDB-GENE-070705-326]"
"ENSDARG00000075815";80;"ENSDARG00000075815";"si:ch211-59d13.2";6,73951347165822;1,58556109529158;3,28607632058416;-2,96567257606977;0,784527280016837;5,06069656746545;"5.7906614380987e-05      .";"4 x 37";"6 NA";"solute carrier family 12 (potassium/chloride transporter), member 5a [Source:ZFIN;Acc:ZDB-GENE-120927-3]"
"ENSDARG00000026820";81;"ENSDARG00000026820";"gc3";5,65666206512957;1,61730896906779;3,26031269276855;-2,37092893806922;0,693077364541753;3,84581904273542;"0.000713928070570802      .";"1 x 34";"5 NA";"guanylyl cyclase 3 [Source:ZFIN;Acc:ZDB-GENE-011128-9]"
"ENSDARG00000060439";82;"ENSDARG00000060439";"clcn2c";4,82551916739361;1,5914013748626;3,25932262809971;-1,88459378220383;0,721909110139082;4,17295807045185;"0.000358991493761396      .";"1 x 34";"15 NA";"chloride channel 2c [Source:ZFIN;Acc:ZDB-GENE-050506-73]"
"ENSDARG00000024492";83;"ENSDARG00000024492";"col9a2";10,3385436410053;2,13794018045179;3,25498986293065;-4,12479717124063;0,924408882295151;9,69482649957862;"2.11020492191238e-08      .";"1 x 37";"19 NA";"procollagen, type IX, alpha 2 [Source:ZFIN;Acc:ZDB-GENE-030131-9786]"
"ENSDARG00000099096";84;"ENSDARG00000099096";"gabrb4";5,73427155612773;1,70812338986341;3,25231388371728;-2,64378046824914;0,888468406806135;7,74369369160341;"4.21937812022932e-07      .";"4 x 40";"21 NA";"gamma-aminobutyric acid (GABA) A receptor, beta 4 [Source:ZFIN;Acc:ZDB-GENE-070424-211]"
"ENSDARG00000061436";85;"ENSDARG00000061436";"col6a2";10,7298869269978;1,47615572679268;3,24785144534295;-2,13406097101149;0,805678294562352;5,44052499052796;"2.72227200733832e-05      .";"1 x 34";"11 NA";"collagen, type VI, alpha 2 [Source:ZFIN;Acc:ZDB-GENE-070501-7]"
"ENSDARG00000051875";86;"ENSDARG00000051875";"islr2";8,59783507690985;2,19057851890519;3,23771530888193;-6,09833293379392;0,954378325477849;12,7847025845508;"4.08745259861121e-10      .";"1 x 40";"25 NA";"immunoglobulin superfamily containing leucine-rich repeat 2 [Source:ZFIN;Acc:ZDB-GENE-050320-95]"
"ENSDARG00000098057";87;"ENSDARG00000098057";"";8,72629901219924;2,35169822404092;3,23549327912607;-6,26072583239312;0,948425587478926;11,9675209554218;"1.06991882020679e-09      .";"1 x 40";"15 NA";"Down syndrome cell adhesion molecule like 1 [Source:ZFIN;Acc:ZDB-GENE-110601-1]"
"ENSDARG00000059163";88;"ENSDARG00000059163";"irbp";5,59493257232008;1,58275316969646;3,23416608670315;-2,34219397479343;0,795594155346455;5,25292051148901;"3.94350079759853e-05      .";"1 x 35";"12 NA";"interphotoreceptor retinoid-binding protein [Source:ZFIN;Acc:ZDB-GENE-990415-132]"
