"";"Rank";"ID";"Symbol";"mean expression";"SD";"max delta e";"min delta e";"correlation";"->t.score";"->p.value";"Metagene";"Chromosome";"Description"
"ENSDARG00000056200";58;"ENSDARG00000056200";"abcb9";5,57899278107086;1,62839575069319;3,92628431471661;-2,85140204044641;0,777176817217966;4,94008387135441;"7.38537309104004e-05      .";"40 x 39";"5 NA";"ATP-binding cassette, sub-family B (MDR/TAP), member 9 [Source:ZFIN;Acc:ZDB-GENE-050517-12]"
"ENSDARG00000074829";59;"ENSDARG00000074829";"rasip1";6,19119225648433;1,7869901790954;3,8832899767927;-2,44515543382005;0,816734338470194;5,66180026878148;"1.76843721098052e-05      .";"40 x 39";"16 NA";"Ras interacting protein 1 [Source:ZFIN;Acc:ZDB-GENE-120403-3]"
"ENSDARG00000019930";60;"ENSDARG00000019930";"tal1";7,56788146128811;1,8438026282622;3,85706020310674;-2,22792944147221;0,94420492173889;11,4671973450734;"1.98067207080044e-09      .";"40 x 40";"22 NA";"T-cell acute lymphocytic leukemia 1 [Source:ZFIN;Acc:ZDB-GENE-980526-501]"
"ENSDARG00000006754";61;"ENSDARG00000006754";"mllt3";7,58353882162337;1,92417314926593;3,8372833701509;-4,5043062549384;0,825024805427831;5,83988599900144;"1.25555139327549e-05      .";"40 x 40";"7 NA";"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 3 [Source:ZFIN;Acc:ZDB-GENE-050417-356]"
"ENSDARG00000010423";62;"ENSDARG00000010423";"npsnl";7,34925835467644;1,8171682393983;3,82687938163686;-2,52815634845051;0,702542035111504;3,94884950830499;"0.000574631594440378      .";"39 x 40";"7 NA";"nephrosin [Source:ZFIN;Acc:ZDB-GENE-040420-2]"
"ENSDARG00000101790";63;"ENSDARG00000101790";"";8,25354231538801;1,61941440031496;3,82364976027215;-2,26234888285874;0,925659988532974;9,78611619306985;"1.85388771001271e-08      .";"40 x 40";"21 NA";"si:ch73-299h12.3 [Source:ZFIN;Acc:ZDB-GENE-081031-93]"
"ENSDARG00000070794";64;"ENSDARG00000070794";"greb1";7,68714539921817;1,79623935578203;3,79980817968088;-4,2582491993342;0,797396137128622;5,28552773517309;"3.69633444863293e-05      .";"39 x 40";"17 NA";"growth regulation by estrogen in breast cancer 1 [Source:ZFIN;Acc:ZDB-GENE-070112-332]"
"ENSDARG00000033706";65;"ENSDARG00000033706";"adora2aa";4,90050920429457;1,60788010137568;3,75952800963864;-2,12715174448216;0,842603636563085;6,25849646854973;"5.70762022378268e-06      .";"40 x 39";"8 NA";"adenosine A2a receptor a [Source:ZFIN;Acc:ZDB-GENE-080723-28]"
"ENSDARG00000053868";66;"ENSDARG00000053868";"etv2";5,14506674674735;1,68332199078419;3,75449969701094;-2,39101051677985;0,805400569514279;5,43518528419531;"2.75097152018233e-05      .";"40 x 39";"16 NA";"ets variant 2 [Source:ZFIN;Acc:ZDB-GENE-050622-14]"
"ENSDARG00000089124";67;"ENSDARG00000089124";"LOC100334599";12,1695691197427;2,26298662670951;3,71123690347729;-3,51480924495493;0,887958794952214;7,72267330519355;"4.36883723642367e-07      .";"40 x 40";"3 NA";"hemoglobin, alpha embryonic 1.3 [Source:ZFIN;Acc:ZDB-GENE-061207-39]"
"ENSDARG00000057789";68;"ENSDARG00000057789";"lyz";4,99142190409478;1,6637257188214;3,6808775493961;-2,23596178463385;0,860661901627203;6,76120179165578;"2.28573655225439e-06      .";"40 x 40";"24 NA";"lysozyme [Source:ZFIN;Acc:ZDB-GENE-020515-2]"
"ENSDARG00000090689";69;"ENSDARG00000090689";"hbbe1.2";12,4870522604741;2,0916463695537;3,66876591413254;-3,53000506448034;0,831039070699665;5,97639760706008;"9.68390370181815e-06      .";"40 x 40";"3 NA";"hemoglobin beta embryonic-1.2 [Source:ZFIN;Acc:ZDB-GENE-090501-3]"
"ENSDARG00000102728";70;"ENSDARG00000102728";"";5,61773911550135;1,97109969030873;3,66742813854496;-3,07419771949554;0,766845479173106;4,77910582953214;"0.000102437689359691      .";"40 x 40";"21 NA";""
"ENSDARG00000100657";71;"ENSDARG00000100657";"egfl7";6,67029544873217;1,94181753715908;3,63265675098276;-4,41821901362534;0,850000827142663;6,45429700440148;"3.97988675016059e-06      .";"40 x 40";"21 NA";"EGF-like-domain, multiple 7 [Source:ZFIN;Acc:ZDB-GENE-040429-2]"
"ENSDARG00000055100";72;"ENSDARG00000055100";"cxcl12b";7,65561067542322;2,31276255606396;3,63103852585054;-5,7447481680486;0,803158834983338;5,39245434637358;"2.99219886706892e-05      .";"40 x 40";"22 NA";"chemokine (C-X-C motif) ligand 12b (stromal cell-derived factor 1) [Source:ZFIN;Acc:ZDB-GENE-030721-1]"
"ENSDARG00000016999";73;"ENSDARG00000016999";"lin28a";4,76324396097224;1,73056575579274;3,5904411665025;-2,06291801644376;0,8733732491448;7,17273833862334;"1.10874292169605e-06      .";"40 x 40";"19 NA";"lin-28 homolog A (C. elegans) [Source:ZFIN;Acc:ZDB-GENE-040426-747]"
"ENSDARG00000089963";74;"ENSDARG00000089963";"";13,3952452308728;2,07474623124761;3,58969396974954;-3,04487395211415;0,839427696149837;6,17826604393505;"6.62635052428584e-06      .";"40 x 40";"3 NA";"hemoglobin beta embryonic-1.1 [Source:ZFIN;Acc:ZDB-GENE-030616-7]"
"ENSDARG00000044550";75;"ENSDARG00000044550";"hif1al2";6,76643732204975;2,13085252635678;3,57794852550703;-4,54579278865006;0,790829956142637;5,16851979744749;"4.66556650844385e-05      .";"40 x 40";"21 NA";"hypoxia-inducible factor 1, alpha subunit, like 2 [Source:ZFIN;Acc:ZDB-GENE-050211-2]"
"ENSDARG00000062199";76;"ENSDARG00000062199";"si:dkey-217l24.1";7,83460487613356;1,78356881171874;3,54153082268011;-3,74393996584343;0,900232525063082;8,27021551651866;"1.79717026704829e-07      .";"40 x 40";"25 NA";"si:dkey-217l24.1 [Source:ZFIN;Acc:ZDB-GENE-131121-4]"
"ENSDARG00000074526";77;"ENSDARG00000074526";"zbtb16b";7,11457657064575;1,74319930190511;3,4761781305863;-2,56750311888631;0,856815948539464;6,64684851049924;"2.80614628223042e-06      .";"40 x 40";"15 NA";"zinc finger and BTB domain containing 16b [Source:ZFIN;Acc:ZDB-GENE-100923-1]"
"ENSDARG00000027491";78;"ENSDARG00000027491";"uros";6,53483982337713;1,95544865369946;3,46273489666795;-4,16624452341486;0,840822130315322;6,21322194663148;"6.20849145005486e-06      .";"40 x 40";"12 NA";"uroporphyrinogen III synthase [Source:ZFIN;Acc:ZDB-GENE-040323-2]"
"ENSDARG00000096917";79;"ENSDARG00000096917";"";6,93656626660833;1,94872776727315;3,4525257788371;-3,75447122610407;0,767387987192525;4,78732562827422;"0.000100733874659253      .";"40 x 40";"22 NA";"si:ch211-227m13.1 [Source:ZFIN;Acc:ZDB-GENE-131121-45]"
"ENSDARG00000095019";80;"ENSDARG00000095019";"lmo2";6,20336638603827;1,59623276549645;3,41634965467445;-3,52073920577258;0,898348604186811;8,18013049327312;"2.07457637291242e-07      .";"40 x 40";"18 NA";"LIM domain only 2 (rhombotin-like 1) [Source:ZFIN;Acc:ZDB-GENE-980526-419]"
"ENSDARG00000014969";81;"ENSDARG00000014969";"ankhb";7,16474863060279;1,64419031083683;3,40753167663788;-2,69807368020379;0,879779451693213;7,40271457103998;"7.4743198452687e-07      .";"39 x 40";"2 NA";"ANKH inorganic pyrophosphate transport regulator b [Source:ZFIN;Acc:ZDB-GENE-030131-2458]"
"ENSDARG00000017321";82;"ENSDARG00000017321";"kdr";7,61152560258207;1,58335892858537;3,40110025130099;-3,00028160690326;0,815261200786873;5,63129326199978;"1.87609325715821e-05      .";"40 x 39";"20 NA";"kinase insert domain receptor (a type III receptor tyrosine kinase) [Source:ZFIN;Acc:ZDB-GENE-041001-112]"
"ENSDARG00000087390";83;"ENSDARG00000087390";"hbbe1.3";11,5447011102818;1,97885173869475;3,38098883832773;-3,08727845436077;0,802219459145746;5,37474131043009;"3.09850143311863e-05      .";"40 x 40";"3 NA";"hemoglobin, beta embryonic 1.3 [Source:ZFIN;Acc:ZDB-GENE-131120-128]"
"ENSDARG00000011166";84;"ENSDARG00000011166";"cahz";9,60755663796038;1,7964757939285;3,33651427748492;-2,5145330164583;0,876183730386352;7,27157747244887;"9.35084285891286e-07      .";"40 x 40";"2 NA";"carbonic anhydrase [Source:ZFIN;Acc:ZDB-GENE-980526-39]"
"ENSDARG00000071876";85;"ENSDARG00000071876";"rell2";5,63074109159164;1,73233583664506;3,29595829882567;-2,78158870762829;0,868999911813315;7,02488613521356;"1.43404587049645e-06      .";"40 x 40";"14 NA";"RELT-like 2 [Source:ZFIN;Acc:ZDB-GENE-060421-6581]"
"ENSDARG00000099918";86;"ENSDARG00000099918";"arl4aa";6,64982300079532;1,62752003890705;3,28954972434197;-4,03680930441725;0,848695059917551;6,41877971216608;"4.24722237624131e-06      .";"40 x 40";"15 NA";"ADP-ribosylation factor-like 4aa [Source:ZFIN;Acc:ZDB-GENE-040426-1878]"
"ENSDARG00000012395";87;"ENSDARG00000012395";"mmp13a";5,91954884144036;1,81433734809167;3,26007124014951;-3,25621190461932;0,630412208777222;3,24845675014741;"0.0025186718691016      .";"38 x 40";"10 NA";"matrix metallopeptidase 13a [Source:ZFIN;Acc:ZDB-GENE-031202-2]"
"ENSDARG00000062483";88;"ENSDARG00000062483";"";4,67198978055027;1,64740395710359;3,25446468935909;-1,7264007225255;0,88350668014382;7,54459159417083;"5.88087519792779e-07      .";"40 x 40";"18 NA";"lymphatic vessel endothelial hyaluronic receptor 1b [Source:ZFIN;Acc:ZDB-GENE-030131-9516]"
"ENSDARG00000104374";89;"ENSDARG00000104374";"smchd1";9,35004956141195;1,41917855475418;3,22592357688563;-2,59545356780744;0,922454359205204;9,55648462189316;"2.57212058318856e-08      .";"40 x 40";"7 NA";"structural maintenance of chromosomes flexible hinge domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-050211-6]"
"ENSDARG00000034852";90;"ENSDARG00000034852";"nt5c2l1";7,80718409336502;2,04049869179312;3,19536498117838;-4,36876634263779;0,825226561125542;5,84436166500311;"1.24485722886591e-05      .";"40 x 40";"10 NA";"5'-nucleotidase, cytosolic II, like 1 [Source:ZFIN;Acc:ZDB-GENE-031006-8]"
"ENSDARG00000088975";91;"ENSDARG00000088975";"si:ch211-14k19.8";6,58554799425584;1,53413015982572;3,18526952147804;-3,26718959627532;0,815116582081467;5,62831605074597;"1.88695658065452e-05      .";"38 x 40";"1 NA";"si:ch211-14k19.8 [Source:ZFIN;Acc:ZDB-GENE-051214-4]"
