"";"24hpf_neg";"24hpf_pos";"48hpf_neg";"48hpf_pos";"72hpf_neg";"72hpf_pos";"72hpf_neg_gata5";"72hpf_pos_gata5";"72hpf_neg_tbx5";"72hpf_pos_tbx5";"72hpf_neg_hand2";"72hpf_pos_hand2"
"acetylcholine binding";1,35956564269089;0,108978885706921;0,496254226327873;0,0686840765035629;-0,501579269973903;-0,609822052609503;0,623367268533749;0,025731615602845;2,19812648723382;0,0276496998594936;1,60723776657371;-0,0743237801932657
"acetylgalactosaminyltransferase activity";0,508937779005359;0,0663067104806392;2,25359692592652;-0,00876634995582679;3,48987492983294;0,395483324572879;2,90557325028818;0,021128025633849;2,39849278588741;0,0162542668483783;2,07478142855696;-0,123313509847232
"acetylglucosaminyltransferase activity";0,211896582765412;0,716011912225933;-0,0250302621886597;0,009297810651598;-0,219233015627608;0,411762982545953;0,405191848193246;0,019183838565753;-0,811396388758126;0,0387820867492437;-0,448297216372448;0,219414504304221
"acid phosphatase activity";-1,66751003802984;0,139528885350719;-1,94334779170359;0,0910541423021415;-0,94403506366279;0,443398702090104;-0,676020627301621;0,0213165947511789;-1,56900869207727;0,0561203139781392;-1,7754858761294;0,30497907986863
"acrosin binding";0,434369583281248;0,0677097833294962;-0,0982352153271144;0,00377542763398406;-0,454973425850215;-0,0553126013837731;-0,00395914255619839;0,0190922234846104;-0,264409735746418;0,0233585497076693;-0,20403445974746;0,0557023022992836
"actin binding";-6,63369228738067;0,375965350593096;-4,4690456908026;1,20780911182335;-0,302923036251819;1,72867314845064;-0,396221240204048;0,0937638793591868;0,467849701764275;0,162301444745945;-1,21760133429794;3,42525760105372
"actin cytoskeleton";-2,42791242528494;0,00883001491567766;-3,12645096306481;3,82638738472547;-1,07651585638508;0,624437968036088;-3,40486181203189;0,0456068633554187;-3,61278814103011;0,129559827948087;-2,80073737743207;1,39417764381255
"actin cytoskeleton organization";-3,25976161905525;0,414672703141941;-0,143307707773051;2,36959615666223;0,764238469970537;0,563206190027332;1,1471062668067;0,0535791356293426;1,58961350917012;0,0229156204789074;1,32547480678481;0,369808329881359
"actin cytoskeleton reorganization";-0,618780492652024;-0,336982750707158;-0,753560388263285;0,215036824425039;-0,573057984850031;0,151695988947663;-0,116563742968355;0,0197051049657525;-0,338110960835244;0,0594300982653033;-0,403706367317701;0,261764704220092
"actin filament";-2,2998024783926;0,177040770892562;-2,82484041075776;0,261400311926754;-0,143780372466107;0,543942750548361;-0,35689834217202;0,0250264664058921;-1,02596993891906;0,0990883219594909;-0,218024722894568;0,165379849380261
"actin filament binding";-3,24771995820089;0,131087837968069;-4,17409988555837;2,35032610911352;0,37423475838325;1,17097406110563;-0,636474977294779;0,0585918419080505;-2,64324868509883;0,166300286640183;-1,26040323823586;0,328029296102086
"actin filament bundle assembly";-0,294132062530656;0,0354385783036575;0,909623265472224;0,13184457102189;1,7746158348802;0,334832502977462;1,29310405494134;0,0233172670330852;0,484647669918455;0,0410035791652779;0,609080916460354;-0,0803109945286239
"actin filament organization";-2,98207585470719;0,234507470744539;-2,62272234204723;0,389048315393498;-0,778320467246296;1,33492438010611;-1,00623411323734;0,0523553535335998;-1,16081739003726;0,130788107532013;-1,01074460994986;4,64383698565682
"actin filament polymerization";-2,09335541130303;-0,0757209393956146;-2,67428519731387;0,176401688181668;-1,92002612017584;0,375638838245494;-2,24947463524001;0,0208901362531453;-3,69702181906171;0,0544820886535033;-2,06352453679252;1,56917375172368
"actin monomer binding";-0,391023122551422;0,0463152071928098;-0,539018950548069;0,0745796307327344;0,860665931204391;-0,345967444988354;1,07568642385157;0,0319180954301387;-0,254150442153958;0,0173430888518213;-0,882312221348923;0,239956968813402
"actin nucleation";-1,90683690767423;-0,136211933526794;-0,16199279393382;0,0475679000255142;0,0691162655101489;0,486918077140127;0,204583187740532;0,0240237735272872;0,928702484798529;0,080697868022957;0,389454092450107;0,176569601249678
"actin polymerization or depolymerization";-0,613295568427625;-0,107958070520876;0,197432939640991;-0,0381745421537529;0,246635497868425;-1,04313748076553;0,512971575238546;0,0205440742037043;0,24432859212124;0,0508696422499214;-0,102802092867475;0,200724382919377
"activation of GTPase activity";-2,96583777071563;-0,456972916322386;-1,38461476994415;0,376900517578221;-2,34340447129633;3,37578356597336;-2,04861933350467;0,0423814119792846;0,278503553285716;0,138266307813033;-2,51277331148962;0,787745745730941
"activation of MAPK activity";-1,20706905915258;0,0758138168610983;-1,28195212515006;0,156126316753474;-1,27024875130336;0,366086570572261;-0,819731073149806;0,0193030469740978;-0,182622174751254;0,0223977507987162;-0,472803399581871;0,934083822709493
"activation of MAPKK activity";-0,149098149698372;-0,0172599075556868;0,858907885027081;0,223134557142412;0,0709462830779469;0,37033944102266;0,29527338987421;0,0306753030181081;0,520052432373498;0,0630799016194586;1,00378072436627;0,21185917484811
"activation of MAPKKK activity";-0,893375125262878;0,178464348626047;-0,950193250658215;0,186964999744663;-0,494115529980811;-1,76117907043274;1,66623657178965;0,0273785581764167;0,688572200368969;0,43921094899035;-0,143577293546853;0,0939088717249129
"activation of protein kinase activity";0,798392915527397;0,247318562101266;0,0552830796401311;0,202599671701164;0,233464519191257;0,310332107401213;-1,70416189767071;0,0379378863130204;-0,685543329899628;0,0731414084319077;0,342648191496069;0,215602592857705
"actomyosin structure organization";0,368477747496059;0,415241227019324;0,663412178833467;0,341253987606676;1,19091949489537;1,01405344753325;1,545826347392;0,0237126549989994;2,06385745720949;0,0143865280588103;2,54402002296065;0,0304163328561005
"acyl-CoA dehydrogenase activity";-3,1533022553245;-0,0130532153892523;-2,3603300055414;0,228411343583566;-0,550595059810644;0,560822165581013;-2,39935077950408;0,0249473964642354;-2,3508210441735;0,0938937159846124;-2,88735244255016;1,04662589420898
"acyl-CoA hydrolase activity";0,454530915600367;0,0607775058585448;-0,705075455829667;-0,000183478794639711;-1,08741998472388;0,432856544721454;-1,86634725775551;0,0228931951776958;-2,16073943692625;0,0404676371996726;-1,64351522897471;0,359300523871843
"acyl-CoA metabolic process";0,0236070740227063;0,092065126509574;-1,07727452380054;0,0027269315496307;-0,992676587234913;0,4047296108801;-1,83956722101955;0,0221498509605565;-2,29087853198912;0,0345422836839666;-1,67115489132139;0,367240471700094
"adaptive immune response";-2,90997369563669;0,232004173704755;-0,279930503032327;0,106179814843934;-1,58824972114295;0,0716889632745347;-0,300898708376451;0,0328519867004943;-0,30476793693883;0,0525222310678912;-0,573572129650318;-0,48866578949568
"adenohypophysis development";5,21214894598801;0,122137377679419;2,57273053768;0,103689472467368;4,84149212572431;0,359053534855711;3,29600688140993;0,0192300445100564;1,12895109557393;0,0126565131037871;2,3227188327841;-0,127507632078823
"adenosine deaminase activity";-0,44239995066924;0,0447878908150559;0,809568900428986;0,102597260481849;0,267205357099808;0,53480616926689;1,46371339622115;0,0194120926942637;1,55288218166107;0,0296556849646395;0,402364039631884;-0,00255698823443928
"adenosine receptor signaling pathway";0,667826862894213;0,159338490297853;-0,440883963985319;0,17795416901655;-0,658359295918705;0,393091951798197;-0,165039708768305;0,0208635326378141;-0,282833856430091;0,0226824866682169;0,107026143108971;0,103487819371258
"adenylate cyclase-activating adrenergic receptor signaling pathway";-1,37680097087033;0,123391964887819;-0,673538079045743;0,140507910775123;-0,863089412014431;-0,162917451965012;-0,107902679098256;0,0216519854791181;-0,47347621194529;0,0553128237588345;-0,156386549427204;0,17323705943309
"adenylate cyclase-inhibiting serotonin receptor signaling pathway";-0,444046113296894;0,0169445277020367;0,142991222242508;0,170248966921088;0,0502086699947097;0,481426388626883;0,27577163810803;0,0188192010626766;0,796088012351957;0,0190196859389802;0,442134634306415;-1,15730378986228
"adenylate cyclase-modulating G-protein coupled receptor signaling pathway";-2,73505981940828;-0,401811205873753;-1,19333301723461;-0,0473740852793198;1,06908683665923;0,468503780549987;1,65872773967268;0,0385631127749856;2,4938848140614;0,0653819990685076;1,84340517142776;-0,661999199014023
"adenylate cyclase activity";-1,24640856049119;-0,103589858739004;-1,19165529856433;0,176613937350498;1,69356966255171;1,64357312141942;0,192784559637994;0,0192073006693115;1,72870447277181;0,0333865059798753;0,585973652239803;-0,565247280204528
"adherens junction";2,52238509248723;-0,0209396449992217;1,67623521904042;0,172461329833944;1,8066686464108;0,423566181212795;1,1034265632497;0,0220783109996056;1,08818368810291;0,0327142229319358;0,913578305048241;0,11578593681439
"ADP transport";-1,18441101553141;0,103547991840717;-0,68599226630379;0,174011935015483;-1,34042967886097;0,311922949914345;-2,07222889904961;-0,000192382917459375;-1,04093865449904;0,784854858683323;-0,879297373729783;0,105110812736039
"adrenal gland development";2,03457627436977;0,157776440877148;0,297752928435356;0,0665325034192421;0,17501838745785;0,411356033421631;0,879188218608053;0,0205104750841786;-0,768343785233854;0,0318602786964172;-0,267342274746809;-0,034311923031947
"adrenergic receptor activity";-1,52801397365943;0,108964928674179;-1,33655063651487;-0,670302751195836;-0,72270175797516;-0,260533350405317;-0,262035780224098;0,0233230418030269;0,0824894980150985;0,0655815576793024;0,505035944585698;0,17665213885771
"aerobic respiration";0,104041506329846;0,161369704533799;-1,60600219602376;0,165425790550196;-0,587467207143809;0,173156239022253;-0,569682551268279;0,0240525487060837;-1,8343827570008;0,428599195376104;-1,5978912062585;0,116455561088302
"alpha-(1->3)-fucosyltransferase activity";-1,17884990523855;-0,0465688087356033;0,612260925156562;0,0250939204959249;-0,82374711975501;0,142643900149317;-0,115959716561648;0,0237327798743041;0,0634413801559491;0,0355590630290082;-0,535280627551816;0,182756709276255
"amino acid transmembrane transport";0,311844381607504;2,75195842068294;1,21108671379195;0,104914571423417;1,38463028273308;-1,63785712355786;1,58505938159936;0,0372480242422789;2,44843863160733;0,268518831842182;-0,539899347520839;-2,55029024948564
"amino acid transmembrane transporter activity";0,189443913314067;2,84214660264127;0,943040382554025;0,0844379482750943;1,43532264892838;-0,995214078924625;1,96618761443236;0,0357002132742974;2,19530124569277;0,309220343199167;-0,326949381083937;-2,66300289113806
"amino acid transport";-0,771764073817526;3,13853383773623;-0,16612090526117;0,0686973244848208;0,418478241385202;0,574892649798637;0,584883592763785;0,0215965918053346;0,0688928682142652;0,461039968320573;-0,975329334334936;-4,43234184920811
"aminoacyl-tRNA editing activity";1,97166667196753;0,207841378150771;-0,204172292884899;0,125798978302143;-1,42491196041631;-0,112352832945972;-2,07547554727206;0,0203088396430599;-1,09929000713198;0,0307780740950721;0,23000582829506;-0,467201873454068
"aminoacyl-tRNA ligase activity";1,8236392701188;0,434552687714836;-0,529276951113957;0,231539766382235;-0,435224621058172;0,648593077088213;-2,28881044026372;0,0387270535251116;-1,99175914742871;0,0786773245138873;-0,403328881401617;-0,0615353745482883
"aminopeptidase activity";-2,08616853747699;0,128267934678775;-2,16200914387866;0,127806671925992;-1,21826342354208;1,9945580172061;-2,14838975943688;0,0322329661051492;-1,62012395057586;0,0910875178833451;-1,44209792092559;0,703934510772564
"ammonium transmembrane transport";-2,94386109570586;0,083721652502298;0,429363649486257;-0,613585819642448;0,224605449070843;0,255820984216503;0,869869388313431;0,0253886144763275;0,412634508296214;0,0582018419481511;-0,50718257882019;-0,0157477799628797
"ammonium transmembrane transporter activity";-2,85464336464886;0,0373144339869346;0,447381040134436;0,0928444385409286;0,0926409779125275;0,344867993561267;0,929144119907854;0,0194519505343813;-0,347273019804213;0,0476464003535918;-0,978772019276263;0,128799162894124
"AMPA glutamate receptor complex";-0,872625523482025;-0,27474535434281;4,52982908618177;0,101826170135741;0,623230382174833;-1,12672246641235;4,32141304553226;0,025199396922315;8,85825258481619;0,0356842089495578;7,575640348419;-0,233635773716605
"amyloid-beta binding";-1,90263809970094;-1,14328046749866;0,454815036163212;0,176642496397752;-0,210960698147541;0,491877992921151;0,959798016803073;0,0199019036172279;1,76249660678868;0,131229343906184;1,32159311295302;0,193250939006373
"anaphase-promoting complex";2,56677090030299;1,01741942139823;0,431739969720839;0,0987280001052663;-0,853866174405622;0,374026686684217;-0,363885323374012;0,0197292672011616;-0,655994473969809;0,0308962788763085;-0,855147141568367;-0,0440045274442334
"anatomical structure morphogenesis";1,13129281801983;0,0556446585049836;3,64197771876106;0,194841410585709;4,95395024026719;-1,6247081324557;4,62842314932986;0,0436883337296085;3,80935642620436;0,195256507092393;3,07402058002675;-0,0811813648229618
"anchored component of membrane";-1,07035256201731;-0,129048944014161;1,49042774719545;-0,237205070697345;1,72440209157077;0,217898820191181;1,17346800043954;0,0270461766461885;2,06420982301676;0,0488590523251324;1,65517775723296;-0,868435977247594
"angiogenesis";2,07460862765203;0,88130757310944;-0,142616126156185;0,45250049612771;2,13170188677203;0,583017535274083;1,99898326566774;0,0669090322899579;-0,397181351963666;0,241753080468959;0,806347611730503;0,263912187907378
"animal organ morphogenesis";2,34006595901426;0,0773644213510585;1,30201702474368;0,152068814875801;2,70854466349568;-1,1641643880296;3,11353161076832;0,0243250351296002;0,690030192586672;0,035743513735575;1,39510802714923;-0,0437030281487525
"anion transmembrane transport";-3,13283924096266;-0,545782406045297;0,371853184320404;0,117319715542836;0,445312280593763;-1,08917682736135;0,398204643254534;0,0307506003828763;1,22505737046433;0,0696671910758066;0,469214450748099;0,020207396840452
"anion transmembrane transporter activity";-2,41505743726911;0,0529582826425469;1,49375066592146;0,0804719935407381;1,95067164242961;-0,0758135460974631;2,68119717957811;0,0255075306039309;2,9910118101259;0,0368181969829741;1,51396767697284;0,0940207109489029
"anion transport";-2,44591867181626;0,0815805165442336;0,727904181996891;0,0937120129472173;1,67084183144047;-0,0924971508261811;2,06487373729877;0,0287447308603396;2,11766256472472;0,0461122483233372;0,972006496352047;0,0245317763765224
"anion:anion antiporter activity";-1,71666343148171;0,0658642120335735;-1,86235608750835;-0,231411171379629;-1,76607581804003;-1,55763052352934;-1,62878555599385;0,0241538848215921;-3,34867437572873;0,0629520109366273;-3,89287752422379;0,0997770777471542
"anterior/posterior axis specification";-0,0477749261995955;0,0481220521255943;1,0005721265864;0,122524880141696;1,35719072544978;0,129070704462892;1,84550950502442;0,0209295228107255;0,999262788929469;0,0350531835837683;0,792672989769933;0,101304890343363
"anterior/posterior pattern specification";5,92438933054932;0,132047653000967;5,27953967357228;0,22199900963265;2,82726559480588;-0,294330422440883;3,02863626530547;0,0354383934979911;3,54661902746775;0,0678892506404787;3,33258120100535;-1,06643272993631
"antigen processing and presentation";-3,19610593483964;0,0491360866910003;-3,20957100994411;0,0580710488309854;-3,74205921788847;0,293250524119148;-2,13014390296572;0,0220862115620981;-2,70786905062921;0,0432084799391304;-2,08607296922152;1,09885478960848
"antioxidant activity";-1,87322146469208;1,36248982683957;-2,5880042576186;1,69263436620782;-2,73866237813931;0,477045802800591;-2,2190695114031;0,0228481984015635;-3,8329566856783;0,03367235481648;-3,11170172034216;0,840513185113368
"antiporter activity";-2,10535020616053;0,153652514005427;-1,50831166035024;0,107823497725932;-0,773170794114594;-2,0078793863221;-1,620681778583;0,0320255785674116;-0,934018459037987;0,0865246377820385;-2,19085437854777;0,227104502282751
"apical plasma membrane";-1,68669908930327;0,0739868821889104;0,676097599265153;-0,163950758370278;1,27941076312486;0,149252588186986;-0,215514975672935;0,0376445729129582;-0,511643020390573;0,126285400265391;-1,2444458364702;-0,0066710063784144
"apoptotic process";-0,564741872354317;0,424641296613958;-1,63058218062898;0,575413879740619;-0,410024437107637;0,840285116219974;-0,452434517608241;0,0646292851032081;-2,15098456202883;0,179100041485865;-0,487563414144215;1,51408224362647
"apoptotic signaling pathway";-1,96203641128806;0,508481979195613;-1,71175760644643;0,501680934291355;-0,785423782500524;0,190239286716703;1,0152298103728;0,0361710620297084;-2,05947543550815;0,114554119635456;-1,75180597256171;0,380515410962475
"ARF guanyl-nucleotide exchange factor activity";-3,26157243099817;0,0778837099640002;0,729516986997006;0,241332259981874;-0,307678681498558;1,17773795408203;2,14591323481067;0,0313800377600894;3,35172703258908;-0,0437186846044791;1,46737467558978;0,206072790013491
"aromatic amino acid family metabolic process";-3,95906638999243;-0,198531031578523;-3,79534878932213;0,157719065906749;1,30281961322662;0,277331821667433;-0,150952714952547;0,021551924613766;-0,818711587884187;0,029823792320108;-2,52969133308023;0,297446092572125
"Arp2/3 complex-mediated actin nucleation";-1,69979004914874;0,120394818847937;-2,79976930980271;0,946913788344054;-0,881560629572542;0,461201835808633;-3,41750505333246;0,0275285105674063;-3,65646888442894;0,139479648729518;-0,615731825609951;0,413391720144701
"Arp2/3 protein complex";-1,38485431064975;0,110450632460638;-2,79683767292831;0,965594262001008;-0,500733244048257;0,430964859690761;-3,48628976568287;0,0260803751444474;-3,60844799570694;0,137452896103099;-0,719845209337778;0,406093749187248
"artery development";0,245349421034789;0,7743942087233;-0,953638922714683;4,50595115613192;-2,37346160335964;-0,286231796965557;-0,99162180866565;0,0201269072269245;-3,03780723123936;0,0462668045718373;-3,03273535400997;0,159532302916161
"artery morphogenesis";1,70037562642317;0,220744942938126;0,781266226302478;0,137006077297568;1,20694047319321;0,324619091824144;0,341956840870613;0,0194072334185373;0,593008856089916;0,0391825712338738;0,335342338474972;0,322970290888816
"aspartic-type endopeptidase activity";-1,79653475133543;0,0742770735234462;-1,57292650691336;0,12832169995585;-2,30727939005417;0,0077943327833304;-2,8434151323847;0,0233549003896567;-0,508187844747791;0,0627426260040432;-2,18419381437046;-0,0237048580139512
"ATP-activated inward rectifier potassium channel activity";0,850855404327508;-0,371349171715802;2,03294944618291;-0,204940362402602;2,80605011314951;-2,62692287646829;1,26655738716916;0,0222910619783809;-0,25032787214716;0,100464223625264;-1,14918788839622;-0,294246717010513
"ATP-dependent chromatin remodeling";1,45893605703074;0,144541128369201;3,07106241246007;0,158558919780086;0,91207040472151;0,422941090283119;0,165536187345766;0,0212990667479054;2,29314269174359;0,0342131352354479;2,9601571160037;0,0154809536877787
"ATP-dependent DNA helicase activity";4,14887472002535;0,330944694670351;-1,10607471452406;0,0992629809686206;0,411152766063087;0,440158005155704;-0,860577016878386;0,0229013042053952;-1,87663659259662;0,00727607837717628;-1,7053775345717;-0,0356054016280334
"ATP-dependent microtubule motor activity, minus-end-directed";1,78413007226925;0,0518270862796517;2,59523150277445;0,14100019739866;-0,284884779157118;0,874381744609664;1,56122803533696;0,0219855874931741;0,917614969277692;0,0506794196268515;2,42621380619017;0,212141377935299
"ATP-dependent microtubule motor activity, plus-end-directed";1,02950477087347;0,102291854869513;1,06309054633651;0,0492934560342587;-0,66317294085759;0,487065589053619;-0,377622794279636;0,0308759707836671;1,05375219304497;0,0311511770863965;1,58382351897159;1,60664349151605
"ATP-dependent RNA helicase activity";3,89286406793202;0,479681876837153;1,13067116540914;0,273364846472184;0,0182350548670046;0,611586622622027;-1,72267513605598;0,0415037466057445;-1,28349161762488;0,0441549217172296;-0,323230652741934;0,113317343528998
"ATP binding";1,65284580248079;1,28116032212774;0,876677311337273;0,522438028838092;0,971298081736346;3,32094403936648;0,197921546542073;0,257461805874971;2,11611457671728;0,506015363170145;0,917541602701914;0,593075886985808
"ATP hydrolysis coupled cation transmembrane transport";-3,15336863866315;0,0168526436395183;-0,0731459439721488;0,369008009936436;1,02880023395745;2,05071374020728;0,925263754524478;0,0316241033969852;2,50809199767755;0,0814359045756174;1,66799550228583;2,22136356870593
"ATP hydrolysis coupled proton transport";-3,94216740384274;0,0556682699147374;-2,11649670393367;0,611721561004335;-3,57350619685744;0,493803548018469;-3,16914774961484;0,0362938637672155;0,811030041257551;0,136656138854822;-1,4534702320372;0,740233246898003
"ATP metabolic process";-1,63823625059428;0,0674650189503377;-2,30283943484683;0,0544246744528259;-2,28684655436328;0,417039918955357;-1,94565793284283;0,020262913059278;-0,137955886863984;0,0605828955958083;0,817911129620225;0,217638186058855
"ATP synthesis coupled proton transport";-3,14732116490697;-0,000760881246024463;-2,59871800060025;0,194225332540733;-0,405457154478896;2,19783756016586;-2,40667563328079;0,0313449276661447;-1,82456998724098;0,134971810140264;-1,37144209070977;0,957188051598446
"ATP transport";-1,18441101553141;0,103547991840717;-0,68599226630379;0,174011935015483;-1,34042967886097;0,311922949914345;-2,07222889904961;-0,000192382917459375;-1,04093865449904;0,784854858683323;-0,879297373729783;0,105110812736039
"ATPase activity";1,12919394674157;0,47989992804798;2,08619623682934;0,676792460806398;0,91249239574167;-3,26641802207175;-0,479060358665126;0,0433703259524499;0,808335035024003;-0,691053555299426;-0,0337582271256278;0,881649624330529
"ATPase activity, coupled to transmembrane movement of substances";-2,87610381214379;0,214308181322651;-0,821913120082505;0,314111263348673;0,21719854556352;0,549945601748172;-0,620930736477406;0,0425652135232604;-1,12049336720729;0,123322846676775;-2,10245197311114;0,605818152357603
"atrioventricular canal development";0,345430964285213;0,290331048724322;-0,898163680182452;0,544410324508511;0,658006631994133;0,4529181365396;0,613215521106482;0,0149916625122496;-0,490600123943922;0,0399553013870822;-0,441567555062808;0,118666739057094
"autophagosome";-3,39254334033648;0,00935424299971201;-1,20147695553638;0,206141734882775;-1,54249090974079;0,508981052020974;-0,434897715860709;0,0232276368957684;0,099091460173894;0,061180385107226;-1,19991865705822;0,474769494271445
"autophagosome assembly";-2,77084968496862;0,113089640105904;-1,99861230890722;0,316341940793891;-2,77084490442531;0,420860169709117;-1,7469691631012;0,0350241070320262;-2,29705773348733;0,0996103585144334;-3,72968251901607;0,393414225150196
"autophagy";-4,33364992250897;0,201992696895977;-3,37892948568637;0,524725248579338;-3,83278849227991;0,529917365082807;-2,68098157856927;0,0456047397462721;-2,57401641223377;0,121973702725331;-4,0347962051042;0,868092865744669
"axon";0,755461925926389;0,0806717362366682;3,77530486598839;0,141618830809086;0,495541537540344;0,0231943461934379;2,38701605695543;0,0267178029648619;3,36884572547889;0,041217400831895;3,51625247186917;0,0377381155732325
"axon development";-1,8066992398548;0,0895330320651658;-0,0875433863021887;-0,183857195070324;-1,98560295036086;-0,301575356924878;-0,561171762902854;0,0229965060035695;0,780566847421623;0,0561171827067492;0,302671600064862;0,14973269305386
"axon extension";-1,83802369323711;0,0577225906673696;2,79977475171078;0,262800070991379;1,46762630397592;0,720694896522068;2,43480252311518;0,0317643240083499;3,04769201736052;0,0705289860037475;2,32695291922358;0,727341294000282
"axon guidance";4,85532237910815;-1,00503821386083;9,31560048394181;-0,743765135451833;8,12847802759116;0,543303564972092;8,76186835400924;0,0527235409824333;10,2809946316812;-0,275699219827201;9,50582466723255;-0,426440695429455
"axon regeneration";-0,346309466249601;0,0504964638604377;2,76652994921642;0,204020959411317;0,887023268927894;0,534724648032601;1,17884850570793;0,0203732903303961;2,32050920339593;0,104359592637895;2,4641586788016;0,132902971189688
"axonal fasciculation";1,59701326660553;0,052318664120744;2,65015120445142;0,143242652157643;2,41475422395294;0,307444494114465;2,26176466335012;0,0192700241927157;3,10974114164072;0,0327709622177594;2,59542880014327;-0,081546461368823
"axoneme";1,20691675908307;0,152708336305634;1,84433199963259;-0,20328629826162;1,43717182909126;-0,341131097902456;1,41681404571305;0,027446054861117;0,849780083751991;0,0465913105791847;0,742798596256128;0,0334836224202
"axonogenesis";-1,18806843035743;-0,0157676843762351;3,72476730290549;0,338129734013722;1,86453160064919;0,497084710109467;3,86137597473799;0,0509059352806819;6,19525393480615;0,117062520150565;4,98628545525814;-0,0402548591936887
"B cell receptor signaling pathway";-2,30478579608482;0,166294015141735;-0,98456366421499;-0,26690551428103;-0,536231902240915;-0,87637346502741;0,815927015281918;0,00932771113133843;0,553913382778741;0,0437011378808998;0,337718332178316;-1,71100851598693
"base-excision repair";3,68692019717084;0,254185566289542;1,34221305365376;0,140456025345481;1,66095429809696;0,370772994627229;0,299659212638755;0,0267107310874904;-0,635048418053676;0,00397153977104183;0,456208777734011;-0,29878483985773
"basement membrane";3,75418573750635;0,157805699848997;2,00671566414945;0,147072644896355;8,62445751816785;-0,117869681682382;4,0726550353514;0,0227178235586361;1,22115426250235;0,0281577111699657;1,58266316867254;-0,0831376621518524
"basolateral plasma membrane";-1,38284590912071;0,00408806094916356;0,752648235026548;-0,00746688140214911;0,643143799862029;0,660371025540705;1,54208635303456;0,0296289487988017;0,624349911954112;0,0752313046634728;-0,103399607680022;0,314666751781965
"beta-catenin binding";1,56689468776174;0,252939320452027;3,05012454309125;0,353133159584889;1,79814946153342;0,550653412318308;3,55868858996928;0,0309990493465251;3,17952356074706;0,0338510239511038;2,02175010570482;-0,0854491889946943
"bicarbonate transmembrane transporter activity";-1,27702223388916;0,0751547960729062;-1,34335343129803;0,148331195777933;-1,33179665686904;-1,85360520729628;-0,933739705909177;0,0208197771484801;-2,72339541161551;0,0480430544301896;-3,25791862251784;-0,0169034951524663
