"Rank";"Upregulated";"GSZ";"p.value";"fdr";".";"Downregulated";"GSZ.";"p.value.";"fdr."
22;"excitatory postsynaptic potential";10,04447429;"      .";"      .";"";"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides";-5,26186185;"      .";"      ."
23;"regulation of ion transmembrane transport";9,518165;"      .";"      .";"";"lipid metabolic process";-5,21097298;"      .";"      ."
24;"voltage-gated ion channel activity";9,518165;"      .";"      .";"";"cardiac muscle tissue development";-5,16777988;"      .";"      ."
25;"axon guidance";9,50582467;"      .";"      .";"";"cytosol";-5,12748111;"      .";"      ."
26;"multicellular organism development";9,33744938;"      .";"      .";"";"lysosomal membrane";-5,06524678;"      .";"      ."
27;"postsynaptic membrane";9,03458679;"      .";"      .";"";"triglyceride catabolic process";-4,99828095;"      .";"      ."
28;"ion transmembrane transport";8,95162842;"      .";"      .";"";"molecular_function";-4,96556664;"      .";"      ."
29;"voltage-gated calcium channel activity";8,70768957;"      .";"      .";"";"cysteine-type peptidase activity";-4,95532774;"      .";"      ."
30;"cell-cell signaling";8,46358321;"      .";"      .";"";"electron carrier activity";-4,91920491;"      .";"      ."
31;"voltage-gated calcium channel complex";8,35835393;"      .";"      .";"";"high-density lipoprotein particle";-4,89182854;"      .";"      ."
32;"neuron projection";8,31166809;"      .";"      .";"";"cysteine-type endopeptidase activity";-4,88873949;"      .";"      ."
33;"neuron development";8,24054434;"      .";"      .";"";"vesicle organization";-4,82761753;"      .";"      ."
34;"potassium ion transport";8,10473936;"      .";"      .";"";"cellular response to xenobiotic stimulus";-4,72942912;"      .";"      ."
35;"membrane depolarization during action potential";7,92861342;"      .";"      .";"";"proteolysis involved in cellular protein catabolic process";-4,66021794;"      .";"      ."
36;"potassium channel activity";7,77142357;"      .";"      .";"";"biological_process";-4,57721947;"      .";"      ."
37;"presynaptic active zone";7,75385845;"      .";"      .";"";"chylomicron";-4,56501634;"      .";"      ."
38;"calcium ion-regulated exocytosis of neurotransmitter";7,74691838;"      .";"      .";"";"peroxisome";-4,51880676;"      .";"      ."
39;"neurotransmitter secretion";7,72363554;"      .";"      .";"";"cholesterol binding";-4,50144853;"      .";"      ."
40;"receptor activity";7,68352635;"      .";"      .";"";"cholesterol homeostasis";-4,49803552;"      .";"      ."
41;"synaptic vesicle endocytosis";7,67237939;"      .";"      .";"";"substrate-specific transmembrane transporter activity";-4,48736653;"      .";"      ."
42;"AMPA glutamate receptor complex";7,57564035;"      .";"      .";"";"nucleotide biosynthetic process";-4,48100639;"      .";"      ."
43;"tubulin binding";7,53090406;"      .";"      .";"";"endosome";-4,42436034;"      .";"      ."
44;"cell junction";7,52699103;"      .";"      .";"";"NAD binding";-4,39666542;"      .";"      ."
45;"modulation of synaptic transmission";7,52490235;"      .";"      .";"";"response to toxic substance";-4,32608121;"      .";"      ."
46;"calcium ion transmembrane transport";7,46488945;"      .";"      .";"";"oxidoreductase activity, acting on the CH-CH group of donors";-4,3212405;"      .";"      ."
47;"presynapse";7,41959841;"      .";"      .";"";"endopeptidase inhibitor activity";-4,31511762;"      .";"      ."
48;"potassium ion transmembrane transport";7,33841547;"      .";"      .";"";"extrinsic component of membrane";-4,23111516;"      .";"      ."
49;"voltage-gated potassium channel activity";7,3017247;"      .";"      .";"";"peptidase activity";-4,19272566;"      .";"      ."
50;"voltage-gated potassium channel complex";7,22953187;"      .";"      .";"";"hydrolase activity, acting on glycosyl bonds";-4,18682063;"      .";"      ."
51;"microtubule binding";7,20926472;"      .";"      .";"";"GTP binding";-4,17980265;"      .";"      ."
52;"chemical synaptic transmission";7,02732802;"      .";"      .";"";"hydrolase activity, hydrolyzing O-glycosyl compounds";-4,14001752;"      .";"      ."
53;"microtubule";6,97311517;"      .";"      .";"";"negative regulation of endopeptidase activity";-4,09455211;"      .";"      ."
54;"negative regulation of angiogenesis";6,90368203;"      .";"      .";"";"endoplasmic reticulum";-4,08299368;"      .";"      ."
55;"neuron projection development";6,83754286;"      .";"      .";"";"transporter activity";-4,04882635;"      .";"      ."
56;"calmodulin binding";6,59056404;"      .";"      .";"";"autophagy";-4,03479621;"      .";"      ."
57;"regulation of synaptic transmission, glutamatergic";6,45843861;"      .";"      .";"";"melanocyte differentiation";-4,03085349;"      .";"      ."
58;"hemoglobin complex";6,42833457;"      .";"      .";"";"endomembrane system";-4,01451227;"      .";"      ."
59;"calcium channel activity";6,36555674;"      .";"      .";"";"trans-Golgi network";-4,01326404;"      .";"      ."
60;"high voltage-gated calcium channel activity";6,3202661;"      .";"      .";"";"4 iron, 4 sulfur cluster binding";-3,99665551;"      .";"      ."
61;"brain development";6,31008586;"      .";"      .";"";"mitochondrial inner membrane";-3,98664713;"      .";"      ."
62;"voltage-gated sodium channel activity";6,25072954;"      .";"      .";"";"fatty acid metabolic process";-3,95696978;"      .";"      ."
63;"calcium ion transport";6,24076607;"      .";"      .";"";"lipid binding";-3,93590547;"      .";"      ."
64;"clathrin binding";6,19283694;"      .";"      .";"";"cholesterol biosynthetic process";-3,90775762;"      .";"      ."
65;"glutamate receptor activity";6,10271014;"      .";"      .";"";"monooxygenase activity";-3,90120277;"      .";"      ."
66;"extracellular ligand-gated ion channel activity";5,99144052;"      .";"      .";"";"anion:anion antiporter activity";-3,89287752;"      .";"      ."
67;"GABA-A receptor activity";5,95140162;"      .";"      .";"";"cell redox homeostasis";-3,87858121;"      .";"      ."
68;"syntaxin binding";5,91649145;"      .";"      .";"";"striated muscle contraction";-3,85904029;"      .";"      ."
69;"DNA-templated transcription, initiation";5,8714084;"      .";"      .";"";"cholesterol transporter activity";-3,8445331;"      .";"      ."
70;"integral component of plasma membrane";5,78643135;"      .";"      .";"";"proteolysis";-3,82601807;"      .";"      ."
71;"nucleosomal DNA binding";5,77061493;"      .";"      .";"";"cholesterol efflux";-3,82473888;"      .";"      ."
72;"oxygen binding";5,74468885;"      .";"      .";"";"transaminase activity";-3,7882449;"      .";"      ."
73;"oxygen transport";5,74468885;"      .";"      .";"";"RNA phosphodiester bond hydrolysis, endonucleolytic";-3,74381014;"      .";"      ."
74;"oxygen transporter activity";5,74468885;"      .";"      .";"";"autophagosome assembly";-3,72968252;"      .";"      ."
75;"ephrin receptor signaling pathway";5,74062783;"      .";"      .";"";"late endosome membrane";-3,71051072;"      .";"      ."
76;"neuronal action potential";5,73986177;"      .";"      .";"";"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor";-3,70901506;"      .";"      ."
77;"regulation of calcium ion-dependent exocytosis";5,69212529;"      .";"      .";"";"GPI anchor biosynthetic process";-3,67932817;"      .";"      ."
78;"regulation of microtubule polymerization or depolymerization";5,68977282;"      .";"      .";"";"heart development";-3,67364936;"      .";"      ."
79;"voltage-gated sodium channel complex";5,67450087;"      .";"      .";"";"protein disulfide oxidoreductase activity";-3,64214483;"      .";"      ."
80;"sodium channel activity";5,53069001;"      .";"      .";"";"blood microparticle";-3,61677735;"      .";"      ."
81;"extracellular matrix";5,52066594;"      .";"      .";"";"cysteine-type endopeptidase inhibitor activity";-3,55973518;"      .";"      ."
82;"ephrin receptor activity";5,45457652;"      .";"      .";"";"transmembrane transporter activity";-3,53556624;"      .";"      ."
83;"GABA-A receptor complex";5,45243203;"      .";"      .";"";"biosynthetic process";-3,53078208;"      .";"      ."
84;"heparin binding";5,42407618;"      .";"      .";"";"cellular amino acid metabolic process";-3,45849716;"      .";"      ."
85;"transcription factor activity, sequence-specific DNA binding";5,36984267;"      .";"      .";"";"cellular oxidant detoxification";-3,45080167;"      .";"      ."
86;"transcription, DNA-templated";5,34187785;"      .";"      .";"";"endocytosis";-3,38576111;"      .";"      ."
87;"protein homooligomerization";5,31736507;"      .";"      .";"";"protein transport";-3,37185388;"      .";"      ."
88;"regulation of postsynaptic membrane potential";5,29128876;"      .";"      .";"";"immune response";-3,35507941;"      .";"      ."
89;"synapse assembly";5,28809221;"      .";"      .";"";"cytoplasm";-3,3249639;"      .";"      ."
90;"microtubule cytoskeleton organization";5,2271857;"      .";"      .";"";"ligase activity";-3,27908233;"      .";"      ."
91;"neuronal cell body";5,14477654;"      .";"      .";"";"mitophagy";-3,27765241;"      .";"      ."
92;"synaptic vesicle";5,12466561;"      .";"      .";"";"sodium-independent organic anion transmembrane transporter activity";-3,26557768;"      .";"      ."
93;"chromatin silencing";5,0554007;"      .";"      .";"";"sodium-independent organic anion transport";-3,26557768;"      .";"      ."
94;"protein kinase inhibitor activity";5,03183995;"      .";"      .";"";"bicarbonate transmembrane transporter activity";-3,25791862;"      .";"      ."
95;"membrane";5,0125403;"      .";"      .";"";"oxalate transmembrane transporter activity";-3,24657553;"      .";"      ."
96;"axonogenesis";4,98628546;"      .";"      .";"";"oxalate transport";-3,24657553;"      .";"      ."
97;"regulation of cytoskeleton organization";4,90986044;"      .";"      .";"";"vesicle";-3,23617431;"      .";"      ."
98;"synapse organization";4,89625019;"      .";"      .";"";"cellular response to oxidative stress";-3,2339106;"      .";"      ."
99;"integral component of membrane";4,89473839;"      .";"      .";"";"FAD binding";-3,22738229;"      .";"      ."
100;"microtubule motor activity";4,85848526;"      .";"      .";"";"melanosome";-3,21884961;"      .";"      ."
101;"protein binding";4,74606159;"      .";"      .";"";"intracellular protein transport";-3,20737612;"      .";"      ."
102;"cerebellum development";4,72584956;"      .";"      .";"";"lyase activity";-3,20340212;"      .";"      ."
103;"regulation of exocytosis";4,70902315;"      .";"      .";"";"protein catabolic process";-3,19731422;"      .";"      ."
104;"membrane disruption in other organism";4,68196267;"      .";"      .";"";"calcium-dependent cysteine-type endopeptidase activity";-3,17828503;"      .";"      ."
105;"presynaptic membrane";4,60181637;"      .";"      .";"";"heart morphogenesis";-3,17585793;"      .";"      ."
106;"negative regulation of JAK-STAT cascade";4,53734857;"      .";"      .";"";"transferase activity, transferring acyl groups";-3,16996769;"      .";"      ."
107;"central nervous system development";4,51300027;"      .";"      .";"";"transferase activity, transferring acyl groups other than amino-acyl groups";-3,15877645;"      .";"      ."
108;"synaptic vesicle membrane";4,5081228;"      .";"      .";"";"cell";-3,1299627;"      .";"      ."
109;"sodium ion transmembrane transport";4,48352225;"      .";"      .";"";"phosphatidylinositol binding";-3,11761263;"      .";"      ."
110;"camera-type eye development";4,41185996;"      .";"      .";"";"antioxidant activity";-3,11170172;"      .";"      ."
111;"negative regulation of protein kinase activity";4,39542708;"      .";"      .";"";"hemoglobin biosynthetic process";-3,09251295;"      .";"      ."
112;"protein tyrosine kinase activity";4,381524;"      .";"      .";"";"early endosome";-3,05773057;"      .";"      ."
113;"Wnt signaling pathway";4,36718909;"      .";"      .";"";"artery development";-3,03273535;"      .";"      ."
114;"retinal ganglion cell axon guidance";4,35452751;"      .";"      .";"";"vesicle-mediated transport";-3,02806187;"      .";"      ."
115;"fin regeneration";4,29155297;"      .";"      .";"";"iron ion binding";-3,02294892;"      .";"      ."
116;"peptidyl-tyrosine phosphorylation";4,28364456;"      .";"      .";"";"secondary active sulfate transmembrane transporter activity";-3,01394951;"      .";"      ."
117;"signal transduction";4,28187695;"      .";"      .";"";"sulfate transmembrane transport";-3,00759531;"      .";"      ."
118;"sodium ion transport";4,25352774;"      .";"      .";"";"sulfate transmembrane transporter activity";-3,00759531;"      .";"      ."
119;"spectrin binding";4,24749832;"      .";"      .";"";"lipid biosynthetic process";-2,99911057;"      .";"      ."
120;"transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding";4,22688882;"      .";"      .";"";"developmental pigmentation";-2,95390859;"      .";"      ."
121;"embryonic retina morphogenesis in camera-type eye";4,22093848;"      .";"      .";"";"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen";-2,93764343;"      .";"      ."
122;"motor neuron axon guidance";4,21634793;"      .";"      .";"";"sulfate transport";-2,92687833;"      .";"      ."
123;"kinesin complex";4,21084033;"      .";"      .";"";"phosphotransferase activity, alcohol group as acceptor";-2,90685392;"      .";"      ."
124;"regulation of cytosolic calcium ion concentration";4,20333224;"      .";"      .";"";"endosome membrane";-2,89851801;"      .";"      ."
125;"clathrin coat assembly";4,19738313;"      .";"      .";"";"acyl-CoA dehydrogenase activity";-2,88735244;"      .";"      ."
126;"microtubule-based movement";4,12459421;"      .";"      .";"";"carboxypeptidase activity";-2,87999622;"      .";"      ."
127;"postsynaptic density";4,11204012;"      .";"      .";"";"myosin complex";-2,86513127;"      .";"      ."
128;"neurotransmitter transport";4,05189469;"      .";"      .";"";"integral component of endoplasmic reticulum membrane";-2,84434098;"      .";"      ."
129;"cell differentiation";4,02481393;"      .";"      .";"";"melanosome organization";-2,81578842;"      .";"      ."
130;"defense response to Gram-positive bacterium";4,00993772;"      .";"      .";"";"NAD biosynthetic process";-2,80969851;"      .";"      ."
131;"camera-type eye morphogenesis";3,98812749;"      .";"      .";"";"actin cytoskeleton";-2,80073738;"      .";"      ."
132;"structural constituent of cytoskeleton";3,9793305;"      .";"      .";"";"cholesterol metabolic process";-2,79981996;"      .";"      ."
133;"PDZ domain binding";3,95728714;"      .";"      .";"";"organic anion transport";-2,7826464;"      .";"      ."
134;"protein complex assembly";3,95643553;"      .";"      .";"";"protein polyubiquitination";-2,7785863;"      .";"      ."
135;"transmembrane receptor protein tyrosine kinase activity";3,94203818;"      .";"      .";"";"fatty acid beta-oxidation";-2,7753584;"      .";"      ."
136;"symporter activity";3,84257426;"      .";"      .";"";"ribosome biogenesis";-2,7738296;"      .";"      ."
137;"nuclear chromatin";3,83402731;"      .";"      .";"";"cardiac muscle cell proliferation";-2,77313357;"      .";"      ."
138;"vesicle fusion";3,83100766;"      .";"      .";"";"pyridoxal phosphate binding";-2,71863182;"      .";"      ."
139;"cell morphogenesis";3,82476609;"      .";"      .";"";"cellular iron ion homeostasis";-2,67528693;"      .";"      ."
140;"clathrin-coated vesicle";3,81702981;"      .";"      .";"";"regulation of muscle contraction";-2,66837204;"      .";"      ."
141;"collagen trimer";3,78914449;"      .";"      .";"";"ribosome binding";-2,65404846;"      .";"      ."
142;"canonical Wnt signaling pathway";3,78686282;"      .";"      .";"";"hydrogen ion transmembrane transport";-2,6409599;"      .";"      ."
143;"channel regulator activity";3,77638603;"      .";"      .";"";"troponin complex";-2,63696224;"      .";"      ."
144;"regulation of AMPA receptor activity";3,77638603;"      .";"      .";"";"tricarboxylic acid cycle";-2,61752746;"      .";"      ."
145;"fin morphogenesis";3,77529347;"      .";"      .";"";"myeloid cell differentiation";-2,61064559;"      .";"      ."
146;"spinal cord motor neuron differentiation";3,74774904;"      .";"      .";"";"heme biosynthetic process";-2,60577821;"      .";"      ."
147;"skeletal system development";3,73784632;"      .";"      .";"";"nucleolus";-2,60012766;"      .";"      ."
148;"positive regulation of neuron differentiation";3,72331938;"      .";"      .";"";"water transmembrane transporter activity";-2,56987568;"      .";"      ."
149;"cytoskeleton-dependent intracellular transport";3,71981467;"      .";"      .";"";"vacuolar transport";-2,56451352;"      .";"      ."
150;"forebrain development";3,70649092;"      .";"      .";"";"steroid hydroxylase activity";-2,54437898;"      .";"      ."
151;"hypothalamus development";3,70217567;"      .";"      .";"";"chloride channel activity";-2,5411135;"      .";"      ."
152;"negative regulation of BMP signaling pathway";3,68805969;"      .";"      .";"";"endonuclease activity";-2,53590499;"      .";"      ."
153;"negative regulation of mitotic cell cycle";3,67275478;"      .";"      .";"";"aromatic amino acid family metabolic process";-2,52969133;"      .";"      ."
154;"protein kinase activity";3,63601094;"      .";"      .";"";"activation of GTPase activity";-2,51277331;"      .";"      ."
155;"microtubule associated complex";3,60278717;"      .";"      .";"";"fatty acid biosynthetic process";-2,51078691;"      .";"      ."
156;"cartilage development";3,58784266;"      .";"      .";"";"regulation of apoptotic process";-2,48875532;"      .";"      ."
157;"RNA polymerase II transcription factor activity, sequence-specific DNA binding";3,56080854;"      .";"      .";"";"nuclease activity";-2,4856008;"      .";"      ."
158;"hindbrain development";3,55720543;"      .";"      .";"";"nucleic acid phosphodiester bond hydrolysis";-2,47642296;"      .";"      ."
159;"extracellular region";3,51917755;"      .";"      .";"";"tRNA processing";-2,45779495;"      .";"      ."
160;"axon";3,51625247;"      .";"      .";"";"serine-type endopeptidase activity";-2,44794248;"      .";"      ."
161;"intermediate filament";3,48211854;"      .";"      .";"";"methylation";-2,44001264;"      .";"      ."
162;"intracellular signal transduction";3,47825149;"      .";"      .";"";"water transport";-2,41537805;"      .";"      ."
163;"response to biotic stimulus";3,47296306;"      .";"      .";"";"serine-type peptidase activity";-2,41436973;"      .";"      ."
164;"calmodulin-dependent protein kinase activity";3,46872861;"      .";"      .";"";"positive regulation of NF-kappaB transcription factor activity";-2,41416196;"      .";"      ."
165;"embryonic cranial skeleton morphogenesis";3,467461;"      .";"      .";"";"organic anion transmembrane transporter activity";-2,41142031;"      .";"      ."
166;"collagen binding";3,44854186;"      .";"      .";"";"rRNA processing";-2,39262968;"      .";"      ."
167;"transcription from RNA polymerase II promoter";3,44456749;"      .";"      .";"";"small GTPase mediated signal transduction";-2,39152724;"      .";"      ."
168;"transport";3,42855291;"      .";"      .";"";"small-subunit processome";-2,387298;"      .";"      ."
169;"structural molecule activity";3,40836648;"      .";"      .";"";"steroid metabolic process";-2,37744462;"      .";"      ."
170;"protein phosphatase regulator activity";3,37729864;"      .";"      .";"";"magnesium ion binding";-2,37541319;"      .";"      ."
171;"regulation of transcription from RNA polymerase II promoter";3,36389058;"      .";"      .";"";"urea transmembrane transport";-2,35378921;"      .";"      ."
172;"protein dephosphorylation";3,33514709;"      .";"      .";"";"urea transmembrane transporter activity";-2,35378921;"      .";"      ."
173;"anterior/posterior pattern specification";3,3325812;"      .";"      .";"";"blood coagulation";-2,33747179;"      .";"      ."
174;"regulation of neurogenesis";3,33226949;"      .";"      .";"";"transferase activity, transferring hexosyl groups";-2,33621539;"      .";"      ."
175;"neuron projection morphogenesis";3,32976847;"      .";"      .";"";"cellular response to nitrogen starvation";-2,32941748;"      .";"      ."
176;"intrinsic apoptotic signaling pathway by p53 class mediator";3,32519509;"      .";"      .";"";"mitochondrial large ribosomal subunit";-2,30210723;"      .";"      ."
177;"transmembrane receptor protein tyrosine kinase signaling pathway";3,3191202;"      .";"      .";"";"positive regulation of apoptotic process";-2,29976248;"      .";"      ."
178;"kinase activity";3,31686213;"      .";"      .";"";"DNA duplex unwinding";-2,27089593;"      .";"      ."
179;"hyaluronic acid binding";3,31486386;"      .";"      .";"";"ER to Golgi vesicle-mediated transport";-2,26857562;"      .";"      ."
180;"fin development";3,29216044;"      .";"      .";"";"dioxygenase activity";-2,26661637;"      .";"      ."
181;"protein phosphorylation";3,28663415;"      .";"      .";"";"regulation of vesicle fusion";-2,26027544;"      .";"      ."
182;"metalloendopeptidase activity";3,28419862;"      .";"      .";"";"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen";-2,2585265;"      .";"      ."
183;"Wnt-protein binding";3,27205462;"      .";"      .";"";"nucleophagy";-2,23833246;"      .";"      ."
184;"otic placode formation";3,25155181;"      .";"      .";"";"glucuronosyltransferase activity";-2,22849329;"      .";"      ."
185;"cell fate specification";3,18158548;"      .";"      .";"";"epiboly involved in gastrulation with mouth forming second";-2,20989617;"      .";"      ."
186;"sprouting angiogenesis";3,15276828;"      .";"      .";"";"sphingolipid metabolic process";-2,19880476;"      .";"      ."
187;"swimming behavior";3,14791475;"      .";"      .";"";"heme binding";-2,19865356;"      .";"      ."
188;"closure of optic fissure";3,1472312;"      .";"      .";"";"metal ion transport";-2,19115023;"      .";"      ."
189;"larval locomotory behavior";3,13877877;"      .";"      .";"";"antiporter activity";-2,19085438;"      .";"      ."
190;"calcium-transporting ATPase activity";3,13333029;"      .";"      .";"";"aspartic-type endopeptidase activity";-2,18419381;"      .";"      ."
191;"signaling";3,12917399;"      .";"      .";"";"iron-sulfur cluster assembly";-2,1827261;"      .";"      ."
192;"microtubule-based process";3,12475356;"      .";"      .";"";"Z disc";-2,17588436;"      .";"      ."
193;"Wnt-activated receptor activity";3,08537633;"      .";"      .";"";"lipid catabolic process";-2,17509368;"      .";"      ."
194;"dopaminergic neuron differentiation";3,08124889;"      .";"      .";"";"metal ion binding";-2,17417494;"      .";"      ."
195;"transmission of nerve impulse";3,07842994;"      .";"      .";"";"GTPase activity";-2,16343002;"      .";"      ."
196;"regulation of neuron differentiation";3,0748725;"      .";"      .";"";"transferase activity, transferring glycosyl groups";-2,16062486;"      .";"      ."
197;"anatomical structure morphogenesis";3,07402058;"      .";"      .";"";"response to yeast";-2,15728798;"      .";"      ."
198;"non-canonical Wnt signaling pathway";3,06718294;"      .";"      .";"";"skeletal muscle contraction";-2,15499321;"      .";"      ."
199;"negative regulation of cell differentiation";3,05482611;"      .";"      .";"";"M band";-2,13800718;"      .";"      ."
200;"lipid phosphatase activity";3,03765011;"      .";"      .";"";"kinetochore";-2,13364043;"      .";"      ."
201;"neuropilin binding";3,03202866;"      .";"      .";"";"cellular response to estrogen stimulus";-2,13327635;"      .";"      ."
202;"sulfotransferase activity";3,01611924;"      .";"      .";"";"response to activity";-2,12360666;"      .";"      ."
203;"determination of dorsal identity";2,98784773;"      .";"      .";"";"hemopoiesis";-2,12117015;"      .";"      ."
204;"neuromuscular synaptic transmission";2,97707534;"      .";"      .";"";"glucose transmembrane transport";-2,10641121;"      .";"      ."
205;"ATP-dependent chromatin remodeling";2,96015712;"      .";"      .";"";"ATPase activity, coupled to transmembrane movement of substances";-2,10245197;"      .";"      ."
206;"secretory granule";2,94934383;"      .";"      .";"";"antigen processing and presentation";-2,08607297;"      .";"      ."
207;"phosphorylation";2,94333471;"      .";"      .";"";"transferase activity";-2,08445226;"      .";"      ."
208;"pectoral fin development";2,94280779;"      .";"      .";"";"steroid biosynthetic process";-2,07945525;"      .";"      ."
209;"collagen fibril organization";2,91964194;"      .";"      .";"";"NADP binding";-2,07610821;"      .";"      ."
210;"regulation of molecular function";2,91461387;"      .";"      .";"";"cardiac muscle cell differentiation";-2,07413822;"      .";"      ."
211;"protein domain specific binding";2,89757529;"      .";"      .";"";"proteasome complex";-2,07212698;"      .";"      ."
212;"embryonic pectoral fin morphogenesis";2,86759332;"      .";"      .";"";"ubiquitin protein ligase activity";-2,06770017;"      .";"      ."
213;"carboxylic ester hydrolase activity";2,85888145;"      .";"      .";"";"actin filament polymerization";-2,06352454;"      .";"      ."
214;"cilium";2,85044391;"      .";"      .";"";"extrinsic component of cytoplasmic side of plasma membrane";-2,04532896;"      .";"      ."
215;"midbrain development";2,84806944;"      .";"      .";"";"ER membrane protein complex";-2,04500284;"      .";"      ."
216;"peptidyl-threonine phosphorylation";2,83502067;"      .";"      .";"";"positive regulation of catalytic activity";-2,03443884;"      .";"      ."
217;"BMP signaling pathway";2,83283726;"      .";"      .";"";"regulation of heart rate";-2,02500145;"      .";"      ."
218;"phosphoprotein phosphatase activity";2,82861165;"      .";"      .";"";"RNA-dependent DNA biosynthetic process";-2,01862966;"      .";"      ."
219;"extracellular space";2,80165572;"      .";"      .";"";"cytokine receptor activity";-1,99609773;"      .";"      ."
220;"neuron differentiation";2,78416129;"      .";"      .";"";"pre-autophagosomal structure";-1,99345721;"      .";"      ."
221;"dorsal/ventral pattern formation";2,78286542;"      .";"      .";"";"response to copper ion";-1,98734145;"      .";"      ."
222;"embryonic camera-type eye development";2,76424268;"      .";"      .";"";"RNA-directed DNA polymerase activity";-1,98369171;"      .";"      ."
223;"cell surface receptor signaling pathway";2,75617374;"      .";"      .";"";"hydrogen ion transmembrane transporter activity";-1,98132875;"      .";"      ."
224;"protein tyrosine phosphatase activity";2,75453389;"      .";"      .";"";"manganese ion binding";-1,9691729;"      .";"      ."
225;"central nervous system projection neuron axonogenesis";2,75440015;"      .";"      .";"";"negative regulation of TOR signaling";-1,94365234;"      .";"      ."
226;"regulation of canonical Wnt signaling pathway";2,75078389;"      .";"      .";"";"glomerular filtration";-1,91436754;"      .";"      ."
227;"lymphangiogenesis";2,74282266;"      .";"      .";"";"lipid transporter activity";-1,91067672;"      .";"      ."
228;"peptidyl-tyrosine dephosphorylation";2,73244728;"      .";"      .";"";"receptor-mediated endocytosis";-1,90208582;"      .";"      ."
229;"phospholipid dephosphorylation";2,72925794;"      .";"      .";"";"NLS-bearing protein import into nucleus";-1,89571813;"      .";"      ."
230;"regulation of gene expression";2,70028101;"      .";"      .";"";"gluconeogenesis";-1,89478657;"      .";"      ."
231;"postsynapse";2,69916072;"      .";"      .";"";"cardiac muscle contraction";-1,89170623;"      .";"      ."
232;"transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding";2,69352965;"      .";"      .";"";"DNA repair";-1,88609212;"      .";"      ."
233;"cytoskeleton organization";2,6887678;"      .";"      .";"";"embryonic heart tube development";-1,87355456;"      .";"      ."
234;"positive regulation of transcription from RNA polymerase II promoter";2,68778895;"      .";"      .";"";"ubiquitin-dependent protein catabolic process";-1,8598196;"      .";"      ."
235;"neuropeptide hormone activity";2,68575823;"      .";"      .";"";"striated muscle myosin thick filament assembly";-1,85027202;"      .";"      ."
236;"regeneration";2,66955661;"      .";"      .";"";"peptidyl-tyrosine autophosphorylation";-1,83428706;"      .";"      ."
237;"3',5'-cyclic-nucleotide phosphodiesterase activity";2,66386926;"      .";"      .";"";"mitochondrial transport";-1,82991318;"      .";"      ."
