"Rank";"Upregulated";"GSZ";"p.value";"fdr";".";"Downregulated";"GSZ.";"p.value.";"fdr."
35;"cell-cell signaling";6,27323489;"      .";"      .";"";"gluconeogenesis";-5,50565914;"      .";"      ."
36;"ephrin receptor activity";6,22754905;"      .";"      .";"";"electron carrier activity";-5,47493975;"      .";"      ."
37;"nucleosomal DNA binding";6,2032489;"      .";"      .";"";"lipid metabolic process";-5,46149668;"      .";"      ."
38;"extracellular-glutamate-gated ion channel activity";6,13694987;"      .";"      .";"";"immune response";-5,45022829;"      .";"      ."
39;"ionotropic glutamate receptor activity";6,13694987;"      .";"      .";"";"protein-chromophore linkage";-5,44563325;"      .";"      ."
40;"ionotropic glutamate receptor signaling pathway";6,13694987;"      .";"      .";"";"hydrolase activity";-5,42152362;"      .";"      ."
41;"RNA polymerase II transcription factor activity, sequence-specific DNA binding";6,09143705;"      .";"      .";"";"triglyceride catabolic process";-5,37606239;"      .";"      ."
42;"microtubule cytoskeleton organization";6,00025945;"      .";"      .";"";"skeletal muscle contraction";-5,24670337;"      .";"      ."
43;"tubulin binding";5,81707629;"      .";"      .";"";"response to cadmium ion";-5,16406902;"      .";"      ."
44;"microtubule-based movement";5,79930421;"      .";"      .";"";"cytosolic large ribosomal subunit";-5,13065371;"      .";"      ."
45;"RNA binding";5,74631621;"      .";"      .";"";"glutathione transferase activity";-5,04242193;"      .";"      ."
46;"protein dimerization activity";5,69634436;"      .";"      .";"";"negative regulation of insulin receptor signaling pathway";-5,0326465;"      .";"      ."
47;"hindbrain development";5,69069553;"      .";"      .";"";"lipid binding";-4,97372119;"      .";"      ."
48;"transcription from RNA polymerase II promoter";5,57047808;"      .";"      .";"";"respiratory chain";-4,96085605;"      .";"      ."
49;"midbrain development";5,56404319;"      .";"      .";"";"2 iron, 2 sulfur cluster binding";-4,90613596;"      .";"      ."
50;"proteinaceous extracellular matrix";5,55065231;"      .";"      .";"";"GTPase activity";-4,88056343;"      .";"      ."
51;"kinesin complex";5,4871053;"      .";"      .";"";"high-density lipoprotein particle";-4,87929711;"      .";"      ."
52;"neurotransmitter secretion";5,48452175;"      .";"      .";"";"extracellular region";-4,85564276;"      .";"      ."
53;"spectrin binding";5,42475529;"      .";"      .";"";"Z disc";-4,7700352;"      .";"      ."
54;"protein heterodimerization activity";5,34376099;"      .";"      .";"";"cholesterol biosynthetic process";-4,75366744;"      .";"      ."
55;"anterior/posterior pattern specification";5,27953967;"      .";"      .";"";"cholesterol homeostasis";-4,72840184;"      .";"      ."
56;"neuron projection";5,1815947;"      .";"      .";"";"transmembrane transporter activity";-4,70693997;"      .";"      ."
57;"potassium ion transport";5,13349265;"      .";"      .";"";"blood microparticle";-4,66020401;"      .";"      ."
58;"calcium ion-regulated exocytosis of neurotransmitter";5,09207028;"      .";"      .";"";"regulation of muscle contraction";-4,54300744;"      .";"      ."
59;"positive regulation of transcription from RNA polymerase II promoter";5,07133399;"      .";"      .";"";"transaminase activity";-4,51129268;"      .";"      ."
60;"chromatin binding";5,03815074;"      .";"      .";"";"actin binding";-4,46904569;"      .";"      ."
61;"neuron differentiation";4,98849696;"      .";"      .";"";"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen";-4,4261744;"      .";"      ."
62;"presynapse";4,96250563;"      .";"      .";"";"cellular response to xenobiotic stimulus";-4,36668662;"      .";"      ."
63;"regulation of ion transmembrane transport";4,84547576;"      .";"      .";"";"transporter activity";-4,34592223;"      .";"      ."
64;"voltage-gated ion channel activity";4,84547576;"      .";"      .";"";"tricarboxylic acid cycle";-4,31864865;"      .";"      ."
65;"transcription regulatory region DNA binding";4,79658695;"      .";"      .";"";"cholesterol binding";-4,31517396;"      .";"      ."
66;"voltage-gated calcium channel activity";4,78979932;"      .";"      .";"";"cysteine-type endopeptidase inhibitor activity";-4,29201048;"      .";"      ."
67;"voltage-gated calcium channel complex";4,72205079;"      .";"      .";"";"mitochondrial inner membrane";-4,27524584;"      .";"      ."
68;"modulation of synaptic transmission";4,72155962;"      .";"      .";"";"defense response to bacterium";-4,27136259;"      .";"      ."
69;"regulation of neurogenesis";4,69439874;"      .";"      .";"";"trans-Golgi network";-4,26418822;"      .";"      ."
70;"otic placode formation";4,64278931;"      .";"      .";"";"proteolysis involved in cellular protein catabolic process";-4,25521293;"      .";"      ."
71;"hypothalamus development";4,63369859;"      .";"      .";"";"response to toxic substance";-4,25207575;"      .";"      ."
72;"Wnt signaling pathway";4,61223244;"      .";"      .";"";"pyridoxal phosphate binding";-4,2282594;"      .";"      ."
73;"ventral spinal cord interneuron differentiation";4,60593688;"      .";"      .";"";"steroid hydroxylase activity";-4,22771908;"      .";"      ."
74;"ion transport";4,58425818;"      .";"      .";"";"iron ion transport";-4,22737941;"      .";"      ."
75;"clathrin binding";4,55637378;"      .";"      .";"";"inflammatory response";-4,20873709;"      .";"      ."
76;"AMPA glutamate receptor complex";4,52982909;"      .";"      .";"";"striated muscle contraction";-4,20685809;"      .";"      ."
77;"regulation of gene expression";4,50213037;"      .";"      .";"";"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor";-4,1869443;"      .";"      ."
78;"postsynaptic membrane";4,48896749;"      .";"      .";"";"actin filament binding";-4,17409989;"      .";"      ."
79;"centrosome";4,46698255;"      .";"      .";"";"small molecule binding";-4,15386765;"      .";"      ."
80;"spinal cord motor neuron differentiation";4,46496759;"      .";"      .";"";"cholesterol transporter activity";-4,05507627;"      .";"      ."
81;"protein binding";4,44746111;"      .";"      .";"";"developmental pigmentation";-4,03764736;"      .";"      ."
82;"positive regulation of neuron differentiation";4,41679613;"      .";"      .";"";"cytosol";-4,00734084;"      .";"      ."
83;"Notch signaling pathway";4,38905364;"      .";"      .";"";"cellular oxidant detoxification";-3,99919976;"      .";"      ."
84;"regulation of microtubule polymerization or depolymerization";4,38546064;"      .";"      .";"";"lipid catabolic process";-3,97740395;"      .";"      ."
85;"synapse assembly";4,38122121;"      .";"      .";"";"cholesterol efflux";-3,97117185;"      .";"      ."
86;"larval locomotory behavior";4,36874265;"      .";"      .";"";"cholesterol metabolic process";-3,96664492;"      .";"      ."
87;"structural constituent of cytoskeleton";4,35402843;"      .";"      .";"";"4 iron, 4 sulfur cluster binding";-3,9621343;"      .";"      ."
88;"ion channel activity";4,34674519;"      .";"      .";"";"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides";-3,95908385;"      .";"      ."
89;"excitatory postsynaptic potential";4,32598704;"      .";"      .";"";"phosphatidylinositol binding";-3,95412678;"      .";"      ."
90;"receptor activity";4,28992448;"      .";"      .";"";"structural constituent of muscle";-3,94622714;"      .";"      ."
91;"synaptic vesicle endocytosis";4,28371826;"      .";"      .";"";"myofibril assembly";-3,94069877;"      .";"      ."
92;"fin development";4,18464315;"      .";"      .";"";"cell";-3,93191519;"      .";"      ."
93;"embryonic retina morphogenesis in camera-type eye";4,18183834;"      .";"      .";"";"molecular_function";-3,92729625;"      .";"      ."
94;"membrane depolarization during action potential";4,17905634;"      .";"      .";"";"phototransduction";-3,90045402;"      .";"      ."
95;"motor neuron axon guidance";4,17314277;"      .";"      .";"";"cytoplasm";-3,90026787;"      .";"      ."
96;"forebrain development";4,1184774;"      .";"      .";"";"proteolysis";-3,88075299;"      .";"      ."
97;"positive regulation of sequence-specific DNA binding transcription factor activity";4,11404738;"      .";"      .";"";"proton transport";-3,86741294;"      .";"      ."
98;"central nervous system development";4,06959135;"      .";"      .";"";"cysteine-type endopeptidase activity";-3,86546879;"      .";"      ."
99;"chemical synaptic transmission";4,0558569;"      .";"      .";"";"cellular iron ion homeostasis";-3,84004584;"      .";"      ."
100;"positive regulation of neurogenesis";4,04829609;"      .";"      .";"";"dioxygenase activity";-3,82843108;"      .";"      ."
101;"sodium ion transport";4,00168978;"      .";"      .";"";"aromatic amino acid family metabolic process";-3,79534879;"      .";"      ."
102;"pectoral fin development";3,97579526;"      .";"      .";"";"myosin complex";-3,79491455;"      .";"      ."
103;"retinal ganglion cell axon guidance";3,97575071;"      .";"      .";"";"response to oxidative stress";-3,77374912;"      .";"      ."
104;"mRNA splicing, via spliceosome";3,81765174;"      .";"      .";"";"late endosome membrane";-3,76706896;"      .";"      ."
105;"closure of optic fissure";3,78824061;"      .";"      .";"";"lysosomal membrane";-3,74749204;"      .";"      ."
106;"eye development";3,7876578;"      .";"      .";"";"endomembrane system";-3,70984389;"      .";"      ."
107;"transcriptional repressor complex";3,7784;"      .";"      .";"";"neutrophil chemotaxis";-3,6911031;"      .";"      ."
108;"axon";3,77530487;"      .";"      .";"";"cytokine receptor activity";-3,67538038;"      .";"      ."
109;"axonogenesis";3,7247673;"      .";"      .";"";"vesicle-mediated transport";-3,67409864;"      .";"      ."
110;"primitive erythrocyte differentiation";3,71376965;"      .";"      .";"";"NADH dehydrogenase (ubiquinone) activity";-3,66709829;"      .";"      ."
111;"high voltage-gated calcium channel activity";3,7088718;"      .";"      .";"";"extrinsic component of membrane";-3,60532517;"      .";"      ."
112;"histone-lysine N-methyltransferase activity";3,68638852;"      .";"      .";"";"endosome";-3,57966024;"      .";"      ."
113;"dopaminergic neuron differentiation";3,66157472;"      .";"      .";"";"cellular amino acid metabolic process";-3,56189478;"      .";"      ."
114;"transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding";3,65619534;"      .";"      .";"";"glycolytic process";-3,55913759;"      .";"      ."
115;"neural crest cell migration";3,65532188;"      .";"      .";"";"response to heat";-3,54209961;"      .";"      ."
116;"anatomical structure morphogenesis";3,64197772;"      .";"      .";"";"NAD binding";-3,53769009;"      .";"      ."
117;"embryonic pectoral fin morphogenesis";3,63964295;"      .";"      .";"";"regulation of apoptotic process";-3,51417155;"      .";"      ."
118;"hematopoietic progenitor cell differentiation";3,63570979;"      .";"      .";"";"melanocyte differentiation";-3,48837333;"      .";"      ."
119;"calcium ion transmembrane transport";3,62233711;"      .";"      .";"";"L-alpha-amino acid transmembrane transport";-3,43974628;"      .";"      ."
120;"regulation of exocytosis";3,5873658;"      .";"      .";"";"mitochondrial respiratory chain complex I";-3,4182921;"      .";"      ."
121;"zinc ion binding";3,56127281;"      .";"      .";"";"vesicle organization";-3,40780285;"      .";"      ."
122;"clathrin-coated vesicle";3,55657214;"      .";"      .";"";"fructose 6-phosphate metabolic process";-3,3880391;"      .";"      ."
123;"neurogenesis";3,55298405;"      .";"      .";"";"photoreceptor outer segment";-3,37948264;"      .";"      ."
124;"cytoskeleton-dependent intracellular transport";3,54072795;"      .";"      .";"";"autophagy";-3,37892949;"      .";"      ."
125;"RNA polymerase II regulatory region sequence-specific DNA binding";3,51885251;"      .";"      .";"";"endosome membrane";-3,3686043;"      .";"      ."
126;"retina layer formation";3,51362781;"      .";"      .";"";"hydrolase activity, acting on glycosyl bonds";-3,34577534;"      .";"      ."
127;"canonical Wnt signaling pathway";3,51028722;"      .";"      .";"";"endoplasmic reticulum membrane";-3,33498752;"      .";"      ."
128;"cytoskeleton";3,50636482;"      .";"      .";"";"muscle contraction";-3,32374811;"      .";"      ."
129;"cell junction";3,49354379;"      .";"      .";"";"NADP binding";-3,30681758;"      .";"      ."
130;"transcription corepressor activity";3,4907971;"      .";"      .";"";"iron ion binding";-3,29523083;"      .";"      ."
131;"embryonic camera-type eye development";3,48140673;"      .";"      .";"";"response to activity";-3,28716108;"      .";"      ."
132;"histone acetylation";3,46092289;"      .";"      .";"";"cytoplasmic translation";-3,2774939;"      .";"      ."
133;"cilium";3,44835521;"      .";"      .";"";"cytosolic small ribosomal subunit";-3,24980059;"      .";"      ."
134;"regulation of cytoskeleton organization";3,4444685;"      .";"      .";"";"cytokine-mediated signaling pathway";-3,22676122;"      .";"      ."
135;"negative regulation of angiogenesis";3,42176545;"      .";"      .";"";"M band";-3,21188069;"      .";"      ."
136;"negative regulation of canonical Wnt signaling pathway";3,42104143;"      .";"      .";"";"antigen processing and presentation";-3,20957101;"      .";"      ."
137;"peripheral nervous system development";3,37085035;"      .";"      .";"";"biosynthetic process";-3,20425923;"      .";"      ."
138;"histone acetyltransferase activity";3,3464467;"      .";"      .";"";"early endosome";-3,20381898;"      .";"      ."
139;"synaptic vesicle";3,33831124;"      .";"      .";"";"intracellular";-3,20234266;"      .";"      ."
140;"histone lysine methylation";3,31678495;"      .";"      .";"";"fructose metabolic process";-3,16194953;"      .";"      ."
141;"neuron migration";3,31676461;"      .";"      .";"";"carboxypeptidase activity";-3,15321737;"      .";"      ."
142;"midbrain-hindbrain boundary development";3,28963427;"      .";"      .";"";"peroxisome";-3,14044556;"      .";"      ."
143;"voltage-gated potassium channel complex";3,25138058;"      .";"      .";"";"intracellular ribonucleoprotein complex";-3,12783927;"      .";"      ."
144;"synapse organization";3,23944777;"      .";"      .";"";"actin cytoskeleton";-3,12645096;"      .";"      ."
145;"regulation of calcium ion-dependent exocytosis";3,23412321;"      .";"      .";"";"caveola";-3,1106983;"      .";"      ."
146;"potassium ion transmembrane transport";3,22534534;"      .";"      .";"";"integrin-mediated signaling pathway";-3,06977539;"      .";"      ."
147;"microtubule associated complex";3,20372213;"      .";"      .";"";"hydrolase activity, hydrolyzing O-glycosyl compounds";-3,05527222;"      .";"      ."
148;"calmodulin binding";3,20186948;"      .";"      .";"";"response to lipopolysaccharide";-3,03092372;"      .";"      ."
149;"histone acetyltransferase complex";3,19618354;"      .";"      .";"";"melanosome transport";-3,02631742;"      .";"      ."
150;"embryonic cranial skeleton morphogenesis";3,18964688;"      .";"      .";"";"ferric iron binding";-3,01955431;"      .";"      ."
151;"protein phosphatase type 2A complex";3,18961983;"      .";"      .";"";"striated muscle myosin thick filament assembly";-3,01136589;"      .";"      ."
152;"histone binding";3,17119687;"      .";"      .";"";"response to cytokine";-2,98878896;"      .";"      ."
153;"erythrocyte differentiation";3,16059291;"      .";"      .";"";"ribosome biogenesis";-2,98136756;"      .";"      ."
154;"ephrin receptor binding";3,15710757;"      .";"      .";"";"vesicle";-2,97870097;"      .";"      ."
155;"optic nerve development";3,12514152;"      .";"      .";"";"ligase activity";-2,96239828;"      .";"      ."
156;"inner ear morphogenesis";3,08774517;"      .";"      .";"";"G-protein coupled photoreceptor activity";-2,9591645;"      .";"      ."
157;"fin regeneration";3,07679533;"      .";"      .";"";"inositol-1,4,5-trisphosphate 3-kinase activity";-2,95891531;"      .";"      ."
158;"ATP-dependent chromatin remodeling";3,07106241;"      .";"      .";"";"protein transport";-2,95849906;"      .";"      ."
159;"skeletal system development";3,0688174;"      .";"      .";"";"response to methylmercury";-2,93538396;"      .";"      ."
160;"beta-catenin binding";3,05012454;"      .";"      .";"";"vacuolar transport";-2,91878042;"      .";"      ."
161;"protein kinase activity";3,03764469;"      .";"      .";"";"detection of visible light";-2,91003969;"      .";"      ."
162;"potassium channel activity";3,02481848;"      .";"      .";"";"intracellular protein transport";-2,89195045;"      .";"      ."
163;"generation of neurons";3,02309808;"      .";"      .";"";"chemotaxis";-2,86608254;"      .";"      ."
164;"protein tyrosine kinase activity";3,0067143;"      .";"      .";"";"peptidase activity";-2,8505061;"      .";"      ."
165;"covalent chromatin modification";2,999542;"      .";"      .";"";"positive regulation of catalytic activity";-2,84999572;"      .";"      ."
166;"kidney development";2,94167537;"      .";"      .";"";"platelet activation";-2,84841965;"      .";"      ."
167;"cell projection";2,93034345;"      .";"      .";"";"nucleotide biosynthetic process";-2,84791913;"      .";"      ."
168;"transcription cofactor activity";2,92004411;"      .";"      .";"";"protein disulfide oxidoreductase activity";-2,84251778;"      .";"      ."
169;"lens development in camera-type eye";2,91965154;"      .";"      .";"";"sodium-independent organic anion transmembrane transporter activity";-2,8270476;"      .";"      ."
170;"mRNA processing";2,91256098;"      .";"      .";"";"sodium-independent organic anion transport";-2,8270476;"      .";"      ."
171;"symporter activity";2,90906401;"      .";"      .";"";"hydrogen ion transmembrane transporter activity";-2,82639083;"      .";"      ."
172;"transcription factor complex";2,90697963;"      .";"      .";"";"actin filament";-2,82484041;"      .";"      ."
173;"RNA polymerase II core promoter proximal region sequence-specific DNA binding";2,9044852;"      .";"      .";"";"Arp2/3 complex-mediated actin nucleation";-2,79976931;"      .";"      ."
174;"neuronal action potential";2,90153509;"      .";"      .";"";"Arp2/3 protein complex";-2,79683767;"      .";"      ."
175;"establishment or maintenance of epithelial cell apical/basal polarity";2,9002638;"      .";"      .";"";"lyase activity";-2,79465536;"      .";"      ."
176;"endocrine pancreas development";2,89370466;"      .";"      .";"";"cellular response to oxidative stress";-2,77827443;"      .";"      ."
177;"negative regulation of transcription from RNA polymerase II promoter";2,87348236;"      .";"      .";"";"endoplasmic reticulum";-2,74148514;"      .";"      ."
178;"integral component of plasma membrane";2,87196151;"      .";"      .";"";"response to stimulus";-2,73663313;"      .";"      ."
179;"syntaxin binding";2,86886582;"      .";"      .";"";"chemokine-mediated signaling pathway";-2,73026325;"      .";"      ."
180;"protein phosphorylation";2,82637488;"      .";"      .";"";"regulation of actin filament polymerization";-2,72456986;"      .";"      ."
181;"positive regulation of transcription, DNA-templated";2,82023141;"      .";"      .";"";"transmembrane transport";-2,71469304;"      .";"      ."
182;"floor plate formation";2,80599921;"      .";"      .";"";"biological_process";-2,71071756;"      .";"      ."
183;"axon extension";2,79977475;"      .";"      .";"";"sarcolemma";-2,6953146;"      .";"      ."
184;"regulation of RNA splicing";2,78768354;"      .";"      .";"";"tumor necrosis factor receptor binding";-2,67710795;"      .";"      ."
185;"microtubule-based process";2,78392544;"      .";"      .";"";"actin filament polymerization";-2,6742852;"      .";"      ."
186;"voltage-gated potassium channel activity";2,77529997;"      .";"      .";"";"heart morphogenesis";-2,67356919;"      .";"      ."
187;"axon regeneration";2,76652995;"      .";"      .";"";"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen";-2,64556775;"      .";"      ."
188;"clathrin coat assembly";2,76456329;"      .";"      .";"";"actin filament organization";-2,62272234;"      .";"      ."
189;"regulation of cytosolic calcium ion concentration";2,75755687;"      .";"      .";"";"nitrogen compound metabolic process";-2,60883997;"      .";"      ."
190;"SCF ubiquitin ligase complex";2,75688879;"      .";"      .";"";"ATP synthesis coupled proton transport";-2,598718;"      .";"      ."
191;"DNA-templated transcription, initiation";2,74991032;"      .";"      .";"";"chordate embryonic development";-2,59478871;"      .";"      ."
192;"ion transmembrane transport";2,74728015;"      .";"      .";"";"antioxidant activity";-2,58800426;"      .";"      ."
193;"embryonic pattern specification";2,72449897;"      .";"      .";"";"integrin binding";-2,5745186;"      .";"      ."
194;"voltage-gated sodium channel complex";2,71812138;"      .";"      .";"";"response to virus";-2,55238355;"      .";"      ."
195;"neurotransmitter transport";2,71446826;"      .";"      .";"";"glycogen biosynthetic process";-2,53100618;"      .";"      ."
196;"calcium channel activity";2,70989981;"      .";"      .";"";"FAD binding";-2,50319656;"      .";"      ."
197;"neuropilin binding";2,70654792;"      .";"      .";"";"oxidoreductase activity, acting on the CH-CH group of donors";-2,50210532;"      .";"      ."
198;"smoothened signaling pathway";2,70354828;"      .";"      .";"";"cardiac muscle cell proliferation";-2,47172113;"      .";"      ."
199;"cartilage development";2,69316446;"      .";"      .";"";"protein binding, bridging";-2,46363532;"      .";"      ."
200;"channel regulator activity";2,68598776;"      .";"      .";"";"lipid biosynthetic process";-2,45801312;"      .";"      ."
201;"regulation of AMPA receptor activity";2,68598776;"      .";"      .";"";"hydrogen ion transmembrane transport";-2,45603853;"      .";"      ."
202;"protein tyrosine phosphatase activity";2,67280464;"      .";"      .";"";"mitochondrial outer membrane";-2,45171473;"      .";"      ."
203;"hyaluronic acid binding";2,67120122;"      .";"      .";"";"copper ion binding";-2,44627415;"      .";"      ."
204;"peptidyl-tyrosine dephosphorylation";2,66031272;"      .";"      .";"";"protein kinase C activity";-2,43579432;"      .";"      ."
205;"extracellular matrix";2,6583929;"      .";"      .";"";"glucose transmembrane transport";-2,43472896;"      .";"      ."
206;"sialylation";2,65184223;"      .";"      .";"";"mitochondrial electron transport, ubiquinol to cytochrome c";-2,43190252;"      .";"      ."
207;"sialyltransferase activity";2,65184223;"      .";"      .";"";"enzyme activator activity";-2,42746651;"      .";"      ."
208;"axonal fasciculation";2,6501512;"      .";"      .";"";"signal transducer activity";-2,42062467;"      .";"      ."
209;"transmembrane signaling receptor activity";2,61927571;"      .";"      .";"";"G-protein coupled receptor binding";-2,36945978;"      .";"      ."
210;"central nervous system projection neuron axonogenesis";2,61865453;"      .";"      .";"";"blood coagulation";-2,36937193;"      .";"      ."
211;"embryonic viscerocranium morphogenesis";2,61602791;"      .";"      .";"";"glutathione peroxidase activity";-2,36668706;"      .";"      ."
212;"muscle fiber development";2,6090687;"      .";"      .";"";"acyl-CoA dehydrogenase activity";-2,36033001;"      .";"      ."
213;"gastrulation";2,6046953;"      .";"      .";"";"membrane raft";-2,34128317;"      .";"      ."
214;"ATP-dependent microtubule motor activity, minus-end-directed";2,5952315;"      .";"      .";"";"response to copper ion";-2,33432402;"      .";"      ."
215;"adenohypophysis development";2,57273054;"      .";"      .";"";"mitochondrial matrix";-2,33020516;"      .";"      ."
216;"membrane disruption in other organism";2,56168377;"      .";"      .";"";"macrophage differentiation";-2,32223661;"      .";"      ."
217;"postsynaptic density";2,55240198;"      .";"      .";"";"metal ion transport";-2,31598891;"      .";"      ."
218;"regulation of cell morphogenesis";2,55213633;"      .";"      .";"";"sugar:proton symporter activity";-2,30994076;"      .";"      ."
219;"defense response to Gram-positive bacterium";2,55103082;"      .";"      .";"";"ATP metabolic process";-2,30283943;"      .";"      ."
220;"transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding";2,53536208;"      .";"      .";"";"response to xenobiotic stimulus";-2,29434834;"      .";"      ."
221;"cytoskeleton organization";2,53310765;"      .";"      .";"";"non-membrane spanning protein tyrosine kinase activity";-2,2876134;"      .";"      ."
222;"phospholipid binding";2,52990041;"      .";"      .";"";"vacuole";-2,28603138;"      .";"      ."
223;"regulation of Notch signaling pathway";2,52953902;"      .";"      .";"";"membrane attack complex";-2,2347806;"      .";"      ."
224;"miRNA mediated inhibition of translation";2,52738402;"      .";"      .";"";"lamellipodium";-2,23345368;"      .";"      ."
225;"p53 binding";2,52310198;"      .";"      .";"";"chemokine activity";-2,21488979;"      .";"      ."
226;"retinoic acid receptor signaling pathway";2,51900244;"      .";"      .";"";"regulation of cell growth";-2,20704691;"      .";"      ."
227;"lymphangiogenesis";2,50610522;"      .";"      .";"";"lipid transporter activity";-2,20514705;"      .";"      ."
228;"cell morphogenesis";2,49790045;"      .";"      .";"";"extrinsic apoptotic signaling pathway in absence of ligand";-2,20468055;"      .";"      ."
229;"cilium assembly";2,49716354;"      .";"      .";"";"protein catabolic process";-2,20337635;"      .";"      ."
230;"cell fate commitment";2,4922224;"      .";"      .";"";"late endosome";-2,20231796;"      .";"      ."
231;"phosphoprotein phosphatase activity";2,48995419;"      .";"      .";"";"mitophagy";-2,20064096;"      .";"      ."
232;"fin morphogenesis";2,47851398;"      .";"      .";"";"cytochrome-c oxidase activity";-2,18489497;"      .";"      ."
233;"voltage-gated sodium channel activity";2,47281177;"      .";"      .";"";"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)";-2,18071347;"      .";"      ."
234;"regulation of synaptic transmission, glutamatergic";2,46736891;"      .";"      .";"";"phosphotransferase activity, alcohol group as acceptor";-2,17986044;"      .";"      ."
235;"PDZ domain binding";2,45409606;"      .";"      .";"";"hematopoietic stem cell differentiation";-2,17255562;"      .";"      ."
236;"peptidyl-tyrosine phosphorylation";2,45068783;"      .";"      .";"";"blood circulation";-2,16554141;"      .";"      ."
237;"retina development in camera-type eye";2,43919157;"      .";"      .";"";"aminopeptidase activity";-2,16200914;"      .";"      ."
238;"MAP kinase activity";2,43589423;"      .";"      .";"";"glucuronosyltransferase activity";-2,16167062;"      .";"      ."
239;"determination of left/right symmetry";2,43089772;"      .";"      .";"";"G-protein coupled receptor signaling pathway";-2,15738234;"      .";"      ."
