"Rank";"Upregulated";"GSZ";"p.value";"fdr";".";"Downregulated";"GSZ.";"p.value.";"fdr."
22;"P-body";1,41984745;"      .";"      .";"";"negative regulation of protein kinase activity";-1,83755811;"      .";"      ."
23;"nucleolus";1,36788587;"      .";"      .";"";"RNA polymerase II transcription factor activity, ligand-activated sequence-specific DNA binding";-1,77152164;"      .";"      ."
24;"antioxidant activity";1,36248983;"      .";"      .";"";"cellular_component";-1,76247156;"      .";"      ."
25;"regulation of translation";1,3620732;"      .";"      .";"";"negative regulation of transcription, DNA-templated";-1,58150457;"      .";"      ."
26;"RNA binding";1,35864027;"      .";"      .";"";"cytokine-mediated signaling pathway";-1,5370578;"      .";"      ."
27;"histone acetyltransferase complex";1,32855612;"      .";"      .";"";"embryonic neurocranium morphogenesis";-1,51021911;"      .";"      ."
28;"transferase activity";1,30570813;"      .";"      .";"";"collagen fibril organization";-1,45727066;"      .";"      ."
29;"metalloendopeptidase activity";1,29518014;"      .";"      .";"";"modulation of synaptic transmission";-1,43977799;"      .";"      ."
30;"ATP binding";1,28116032;"      .";"      .";"";"GTPase activator activity";-1,40980055;"      .";"      ."
31;"NLS-bearing protein import into nucleus";1,23039585;"      .";"      .";"";"vesicle docking involved in exocytosis";-1,34705183;"      .";"      ."
32;"positive regulation of pathway-restricted SMAD protein phosphorylation";1,22320571;"      .";"      .";"";"larval locomotory behavior";-1,27831425;"      .";"      ."
33;"transforming growth factor beta receptor binding";1,22320571;"      .";"      .";"";"regulation of cell growth";-1,23517497;"      .";"      ."
34;"response to endoplasmic reticulum stress";1,22298596;"      .";"      .";"";"plasma membrane";-1,21273193;"      .";"      ."
35;"SMAD protein signal transduction";1,21342014;"      .";"      .";"";"fin regeneration";-1,20378039;"      .";"      ."
36;"metal ion binding";1,20313202;"      .";"      .";"";"organic anion transmembrane transporter activity";-1,18729442;"      .";"      ."
37;"protein disulfide isomerase activity";1,17152581;"      .";"      .";"";"ephrin receptor activity";-1,18131403;"      .";"      ."
38;"histone acetyltransferase activity";1,16029843;"      .";"      .";"";"transcriptional repressor complex";-1,17913044;"      .";"      ."
39;"hemopoiesis";1,14642209;"      .";"      .";"";"amyloid-beta binding";-1,14328047;"      .";"      ."
40;"peptidyl-proline hydroxylation";1,14532283;"      .";"      .";"";"steroid hormone mediated signaling pathway";-1,13190525;"      .";"      ."
41;"nuclear localization sequence binding";1,13801123;"      .";"      .";"";"steroid hormone receptor activity";-1,1230392;"      .";"      ."
42;"heart morphogenesis";1,13632989;"      .";"      .";"";"organic anion transport";-1,1069409;"      .";"      ."
43;"histone acetylation";1,13533082;"      .";"      .";"";"phospholipase A2 activity";-1,03243011;"      .";"      ."
44;"catalytic activity";1,12997513;"      .";"      .";"";"GABA-A receptor activity";-1,02911186;"      .";"      ."
45;"nucleotide binding";1,12473756;"      .";"      .";"";"GABA-A receptor complex";-1,02639121;"      .";"      ."
46;"cell division";1,11441053;"      .";"      .";"";"synapse";-1,02125612;"      .";"      ."
47;"GPI anchor biosynthetic process";1,08061303;"      .";"      .";"";"neuropilin binding";-1,02003148;"      .";"      ."
48;"intracellular ribonucleoprotein complex";1,08053938;"      .";"      .";"";"visual perception";-1,01395104;"      .";"      ."
49;"cell cycle";1,07799594;"      .";"      .";"";"regulation of anion transmembrane transport";-1,0117588;"      .";"      ."
50;"phosphatidylinositol phosphate kinase activity";1,07757988;"      .";"      .";"";"axon guidance";-1,00503821;"      .";"      ."
51;"nuclear membrane";1,07624873;"      .";"      .";"";"neurotransmitter secretion";-0,96015152;"      .";"      ."
52;"NAD+ kinase activity";1,0739824;"      .";"      .";"";"identical protein binding";-0,91218879;"      .";"      ."
53;"hydrolase activity";1,06957106;"      .";"      .";"";"regulation of muscle contraction";-0,90639975;"      .";"      ."
54;"transcription cofactor activity";1,06259372;"      .";"      .";"";"phospholipase C-activating dopamine receptor signaling pathway";-0,90274547;"      .";"      ."
55;"regulation of MAPK cascade";1,05086176;"      .";"      .";"";"protein dimerization activity";-0,88068536;"      .";"      ."
56;"protein transporter activity";1,04776553;"      .";"      .";"";"transition metal ion binding";-0,82704651;"      .";"      ."
57;"anaphase-promoting complex";1,01741942;"      .";"      .";"";"guanylate cyclase complex, soluble";-0,81258993;"      .";"      ."
58;"phosphatidylinositol metabolic process";1,00855006;"      .";"      .";"";"circadian regulation of gene expression";-0,79358954;"      .";"      ."
59;"DNA binding";0,95582989;"      .";"      .";"";"cGMP biosynthetic process";-0,77171647;"      .";"      ."
60;"regulation of apoptotic process";0,94243611;"      .";"      .";"";"guanylate cyclase activity";-0,77171647;"      .";"      ."
61;"transcription regulatory region DNA binding";0,9313827;"      .";"      .";"";"transmembrane transporter activity";-0,76758722;"      .";"      ."
62;"BMP signaling pathway";0,92090874;"      .";"      .";"";"ion transport";-0,76104115;"      .";"      ."
63;"heart looping";0,91631755;"      .";"      .";"";"signal transduction";-0,75459656;"      .";"      ."
64;"transferase activity, transferring acyl groups";0,91305826;"      .";"      .";"";"cytoplasm";-0,74339171;"      .";"      ."
65;"cellular oxidant detoxification";0,89988806;"      .";"      .";"";"ephrin receptor signaling pathway";-0,74181233;"      .";"      ."
66;"endoplasmic reticulum";0,89501446;"      .";"      .";"";"presynaptic active zone";-0,74145704;"      .";"      ."
67;"chromosome segregation";0,88223373;"      .";"      .";"";"cyclic nucleotide biosynthetic process";-0,73609983;"      .";"      ."
68;"angiogenesis";0,88130757;"      .";"      .";"";"phosphorus-oxygen lyase activity";-0,73609983;"      .";"      ."
69;"intracellular";0,87653532;"      .";"      .";"";"troponin complex";-0,67567473;"      .";"      ."
70;"protein folding";0,87296375;"      .";"      .";"";"negative regulation of endopeptidase activity";-0,67377993;"      .";"      ."
71;"heart development";0,87158469;"      .";"      .";"";"peptidyl-tyrosine phosphorylation";-0,66213351;"      .";"      ."
72;"zinc ion binding";0,8527689;"      .";"      .";"";"ion channel activity";-0,65537393;"      .";"      ."
73;"nucleosome";0,84472109;"      .";"      .";"";"negative chemotaxis";-0,65262024;"      .";"      ."
74;"oxidation-reduction process";0,84156715;"      .";"      .";"";"positive regulation of GTPase activity";-0,65049491;"      .";"      ."
75;"heme biosynthetic process";0,83541722;"      .";"      .";"";"phospholipid metabolic process";-0,64263766;"      .";"      ."
76;"DNA-dependent ATPase activity";0,82409935;"      .";"      .";"";"regulation of signal transduction";-0,63102831;"      .";"      ."
77;"mitochondrial inner membrane";0,80956101;"      .";"      .";"";"regulation of cytosolic calcium ion concentration";-0,62736609;"      .";"      ."
78;"cellular response to DNA damage stimulus";0,8090146;"      .";"      .";"";"chemotaxis";-0,62177134;"      .";"      ."
79;"isomerase activity";0,80413519;"      .";"      .";"";"neuron projection";-0,61596507;"      .";"      ."
80;"condensed chromosome kinetochore";0,80368407;"      .";"      .";"";"G-protein coupled receptor signaling pathway";-0,60258209;"      .";"      ."
81;"embryonic viscerocranium morphogenesis";0,80140922;"      .";"      .";"";"steroid hydroxylase activity";-0,60084529;"      .";"      ."
82;"cell";0,79875079;"      .";"      .";"";"protein tyrosine kinase activity";-0,5956666;"      .";"      ."
83;"transcription coactivator activity";0,79247883;"      .";"      .";"";"microtubule cytoskeleton organization";-0,59104926;"      .";"      ."
84;"Ran GTPase binding";0,79224855;"      .";"      .";"";"heterotrimeric G-protein complex";-0,58888988;"      .";"      ."
85;"artery development";0,77439421;"      .";"      .";"";"fructose 6-phosphate metabolic process";-0,58747538;"      .";"      ."
86;"positive regulation of cysteine-type endopeptidase activity involved in apoptotic process";0,76925672;"      .";"      .";"";"semicircular canal morphogenesis";-0,57593696;"      .";"      ."
87;"bicellular tight junction assembly";0,76659781;"      .";"      .";"";"membrane";-0,57290751;"      .";"      ."
88;"embryonic hemopoiesis";0,75932451;"      .";"      .";"";"serine-type endopeptidase inhibitor activity";-0,56834138;"      .";"      ."
89;"nucleic acid phosphodiester bond hydrolysis";0,75399948;"      .";"      .";"";"ion transmembrane transport";-0,55858752;"      .";"      ."
90;"growth factor activity";0,75371342;"      .";"      .";"";"chemokine receptor activity";-0,55657104;"      .";"      ."
91;"kinetochore";0,7534767;"      .";"      .";"";"anion transmembrane transport";-0,54578241;"      .";"      ."
92;"erythrocyte differentiation";0,7457423;"      .";"      .";"";"microtubule cytoskeleton";-0,53859221;"      .";"      ."
93;"phosphatidylinositol phosphorylation";0,73087346;"      .";"      .";"";"polysaccharide binding";-0,52703574;"      .";"      ."
94;"cell development";0,73014944;"      .";"      .";"";"regulation of vesicle fusion";-0,51183627;"      .";"      ."
95;"chromosome, centromeric region";0,72421025;"      .";"      .";"";"transporter activity";-0,50787535;"      .";"      ."
96;"phosphorylation";0,72227795;"      .";"      .";"";"cell-matrix adhesion";-0,50778926;"      .";"      ."
97;"tRNA processing";0,72128556;"      .";"      .";"";"lyase activity";-0,50653484;"      .";"      ."
98;"cardiac muscle cell differentiation";0,72104815;"      .";"      .";"";"ER to Golgi vesicle-mediated transport";-0,50162112;"      .";"      ."
99;"acetylglucosaminyltransferase activity";0,71601191;"      .";"      .";"";"cartilage development";-0,49830446;"      .";"      ."
100;"translation";0,70674459;"      .";"      .";"";"hypothalamus development";-0,48178877;"      .";"      ."
101;"peptidase activity";0,69856346;"      .";"      .";"";"integral component of membrane";-0,48007128;"      .";"      ."
102;"ubiquitin protein ligase activity";0,6964463;"      .";"      .";"";"extracellular ligand-gated ion channel activity";-0,47873915;"      .";"      ."
103;"kinase activity";0,6953934;"      .";"      .";"";"extracellular-glutamate-gated ion channel activity";-0,47707044;"      .";"      ."
104;"mismatch repair";0,68956419;"      .";"      .";"";"ionotropic glutamate receptor activity";-0,47707044;"      .";"      ."
105;"blood vessel development";0,68755618;"      .";"      .";"";"ionotropic glutamate receptor signaling pathway";-0,47707044;"      .";"      ."
106;"cardiac muscle cell proliferation";0,68684886;"      .";"      .";"";"regulation of autophagy";-0,47390419;"      .";"      ."
107;"myeloid cell differentiation";0,67566415;"      .";"      .";"";"calcium ion binding";-0,47224716;"      .";"      ."
108;"RNA export from nucleus";0,6715974;"      .";"      .";"";"transmembrane receptor protein tyrosine kinase signaling pathway";-0,46223254;"      .";"      ."
109;"neurotransmitter:sodium symporter activity";0,66636107;"      .";"      .";"";"chemokine-mediated signaling pathway";-0,4578859;"      .";"      ."
110;"embryonic heart tube development";0,6635324;"      .";"      .";"";"activation of GTPase activity";-0,45697292;"      .";"      ."
111;"double-strand break repair";0,66162044;"      .";"      .";"";"synaptic vesicle endocytosis";-0,45400791;"      .";"      ."
112;"oxidoreductase activity";0,64841574;"      .";"      .";"";"G-protein coupled receptor activity";-0,45116353;"      .";"      ."
113;"positive regulation of apoptotic process";0,64790941;"      .";"      .";"";"dendrite";-0,44593411;"      .";"      ."
114;"ribosomal large subunit biogenesis";0,64706536;"      .";"      .";"";"endopeptidase inhibitor activity";-0,43675146;"      .";"      ."
115;"single-stranded DNA binding";0,64439423;"      .";"      .";"";"microtubule associated complex";-0,43434488;"      .";"      ."
116;"protein import into nucleus";0,64090878;"      .";"      .";"";"extracellular ATP-gated cation channel activity";-0,42105819;"      .";"      ."
117;"ubiquitin-dependent protein catabolic process";0,63611239;"      .";"      .";"";"purinergic nucleotide receptor activity";-0,42105819;"      .";"      ."
118;"damaged DNA binding";0,63606039;"      .";"      .";"";"purinergic nucleotide receptor signaling pathway";-0,42105819;"      .";"      ."
119;"methylation";0,62193728;"      .";"      .";"";"response to ATP";-0,42105819;"      .";"      ."
120;"RNA-dependent DNA biosynthetic process";0,61699261;"      .";"      .";"";"transcription, DNA-templated";-0,41958633;"      .";"      ."
121;"RNA-directed DNA polymerase activity";0,616584;"      .";"      .";"";"glycogen biosynthetic process";-0,41891239;"      .";"      ."
122;"centrosome";0,61311228;"      .";"      .";"";"carbohydrate binding";-0,41240074;"      .";"      ."
123;"endoplasmic reticulum membrane";0,61302612;"      .";"      .";"";"lipid catabolic process";-0,40810224;"      .";"      ."
124;"rRNA processing";0,61066885;"      .";"      .";"";"small molecule binding";-0,40392584;"      .";"      ."
125;"positive regulation of transcription from RNA polymerase II promoter";0,60985001;"      .";"      .";"";"positive regulation of NF-kappaB transcription factor activity";-0,40256332;"      .";"      ."
126;"lymphangiogenesis";0,60674853;"      .";"      .";"";"adenylate cyclase-modulating G-protein coupled receptor signaling pathway";-0,40181121;"      .";"      ."
127;"blood vessel morphogenesis";0,59942987;"      .";"      .";"";"microtubule binding";-0,40132184;"      .";"      ."
128;"nuclear envelope organization";0,59753807;"      .";"      .";"";"dopamine neurotransmitter receptor activity";-0,39347902;"      .";"      ."
129;"FMN binding";0,59727538;"      .";"      .";"";"signal transducer activity";-0,39013778;"      .";"      ."
130;"thiolester hydrolase activity";0,59546185;"      .";"      .";"";"sequence-specific DNA binding";-0,38434578;"      .";"      ."
131;"tumor necrosis factor-activated receptor activity";0,59009507;"      .";"      .";"";"G-protein beta/gamma-subunit complex binding";-0,38214729;"      .";"      ."
132;"tumor necrosis factor-mediated signaling pathway";0,57033812;"      .";"      .";"";"guanyl nucleotide binding";-0,38214729;"      .";"      ."
133;"proteasome-mediated ubiquitin-dependent protein catabolic process";0,56818861;"      .";"      .";"";"synaptic vesicle";-0,37362237;"      .";"      ."
134;"vasculogenesis";0,56025718;"      .";"      .";"";"G-protein coupled receptor binding";-0,37232287;"      .";"      ."
135;"nucleosome assembly";0,56004199;"      .";"      .";"";"ATP-activated inward rectifier potassium channel activity";-0,37134917;"      .";"      ."
136;"inflammatory response";0,54498279;"      .";"      .";"";"excitatory postsynaptic potential";-0,36896175;"      .";"      ."
137;"transferase activity, transferring glycosyl groups";0,54197123;"      .";"      .";"";"potassium ion transport";-0,3668601;"      .";"      ."
138;"cellular component organization";0,53651937;"      .";"      .";"";"serine-type peptidase activity";-0,36679996;"      .";"      ."
139;"symporter activity";0,53528848;"      .";"      .";"";"photoreceptor outer segment";-0,35754367;"      .";"      ."
140;"covalent chromatin modification";0,53495561;"      .";"      .";"";"mitochondrial outer membrane";-0,35588739;"      .";"      ."
141;"spindle organization";0,53420581;"      .";"      .";"";"cytoskeleton-dependent intracellular transport";-0,35117555;"      .";"      ."
142;"intracellular transport";0,52220476;"      .";"      .";"";"tubulin binding";-0,35093729;"      .";"      ."
143;"protein transport";0,51517864;"      .";"      .";"";"somitogenesis";-0,34775662;"      .";"      ."
144;"metabolic process";0,51470862;"      .";"      .";"";"response to bacterium";-0,34715346;"      .";"      ."
145;"4 iron, 4 sulfur cluster binding";0,51454165;"      .";"      .";"";"sensory perception of smell";-0,33946383;"      .";"      ."
146;"iron-sulfur cluster binding";0,51451208;"      .";"      .";"";"extracellular region";-0,33912402;"      .";"      ."
147;"vasculature development";0,51279809;"      .";"      .";"";"actin cytoskeleton reorganization";-0,33698275;"      .";"      ."
148;"Wnt signaling pathway";0,51106239;"      .";"      .";"";"receptor-mediated endocytosis";-0,3145163;"      .";"      ."
149;"mitotic cell cycle";0,50882106;"      .";"      .";"";"synapse assembly";-0,31332552;"      .";"      ."
150;"apoptotic signaling pathway";0,50848198;"      .";"      .";"";"G-protein coupled photoreceptor activity";-0,31259814;"      .";"      ."
151;"regulation of cell cycle";0,50653819;"      .";"      .";"";"glycolytic process";-0,30820711;"      .";"      ."
152;"nucleoplasm";0,50268502;"      .";"      .";"";"neuropeptide hormone activity";-0,3058401;"      .";"      ."
153;"chordate embryonic development";0,50247196;"      .";"      .";"";"response to stimulus";-0,30561865;"      .";"      ."
154;"mitotic spindle assembly";0,50205308;"      .";"      .";"";"microtubule";-0,29887118;"      .";"      ."
155;"membrane disruption in other organism";0,50175857;"      .";"      .";"";"dopamine receptor signaling pathway";-0,29405181;"      .";"      ."
156;"helicase activity";0,49998013;"      .";"      .";"";"detection of chemical stimulus involved in sensory perception of smell";-0,29358164;"      .";"      ."
157;"tRNA methylation";0,49989561;"      .";"      .";"";"olfactory receptor activity";-0,29358164;"      .";"      ."
158;"response to lipopolysaccharide";0,4928229;"      .";"      .";"";"hormone activity";-0,28881893;"      .";"      ."
159;"DNA replication initiation";0,49257166;"      .";"      .";"";"lipoprotein metabolic process";-0,28605252;"      .";"      ."
160;"blood coagulation";0,49087044;"      .";"      .";"";"neutral amino acid transmembrane transporter activity";-0,28533945;"      .";"      ."
161;"nuclear chromatin";0,49065182;"      .";"      .";"";"neutral amino acid transport";-0,28533945;"      .";"      ."
162;"cytokine activity";0,4877946;"      .";"      .";"";"detection of visible light";-0,28520961;"      .";"      ."
163;"small-subunit processome";0,48577359;"      .";"      .";"";"negative regulation of angiogenesis";-0,28096856;"      .";"      ."
164;"phospholipase activity";0,48090432;"      .";"      .";"";"potassium ion binding";-0,27570493;"      .";"      ."
165;"ATPase activity";0,47989993;"      .";"      .";"";"transcription from RNA polymerase II promoter";-0,27490911;"      .";"      ."
166;"ATP-dependent RNA helicase activity";0,47968188;"      .";"      .";"";"AMPA glutamate receptor complex";-0,27474535;"      .";"      ."
167;"chromatin silencing";0,47861673;"      .";"      .";"";"detection of chemical stimulus involved in sensory perception";-0,26641823;"      .";"      ."
168;"defense response to Gram-positive bacterium";0,47826944;"      .";"      .";"";"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen";-0,26443309;"      .";"      ."
169;"ribosome";0,47627332;"      .";"      .";"";"endomembrane system";-0,25785672;"      .";"      ."
170;"Rho GTPase binding";0,47608992;"      .";"      .";"";"connexin complex";-0,25330798;"      .";"      ."
171;"structural constituent of ribosome";0,4736336;"      .";"      .";"";"lipid glycosylation";-0,25044747;"      .";"      ."
172;"spindle";0,47315761;"      .";"      .";"";"phototransduction";-0,24772188;"      .";"      ."
173;"protein sumoylation";0,47313831;"      .";"      .";"";"sodium ion transport";-0,24604091;"      .";"      ."
174;"mRNA splicing, via spliceosome";0,47073615;"      .";"      .";"";"response to light stimulus";-0,24599975;"      .";"      ."
175;"response to ionizing radiation";0,4650224;"      .";"      .";"";"sodium channel regulator activity";-0,24427725;"      .";"      ."
176;"Ras protein signal transduction";0,46352067;"      .";"      .";"";"cytoskeletal protein binding";-0,24131784;"      .";"      ."
177;"G1/S transition of mitotic cell cycle";0,4632768;"      .";"      .";"";"optokinetic behavior";-0,2406713;"      .";"      ."
178;"nucleotide-excision repair";0,460655;"      .";"      .";"";"epidermal growth factor receptor signaling pathway";-0,24059557;"      .";"      ."
179;"small GTPase mediated signal transduction";0,45931419;"      .";"      .";"";"Rab GTPase binding";-0,23694199;"      .";"      ."
180;"integrin binding";0,45767271;"      .";"      .";"";"positive regulation of cell migration";-0,23651433;"      .";"      ."
181;"methyltransferase activity";0,45154262;"      .";"      .";"";"heparan sulfate proteoglycan binding";-0,23470249;"      .";"      ."
182;"preribosome, large subunit precursor";0,45110194;"      .";"      .";"";"feeding behavior";-0,2340713;"      .";"      ."
183;"gastrulation";0,44980709;"      .";"      .";"";"negative regulation of cell death";-0,23163053;"      .";"      ."
184;"protein serine/threonine kinase activity";0,44805639;"      .";"      .";"";"chylomicron";-0,22664444;"      .";"      ."
185;"chromatin binding";0,44596578;"      .";"      .";"";"calcium ion homeostasis";-0,2258242;"      .";"      ."
186;"NAD+ binding";0,44582381;"      .";"      .";"";"cytokine receptor activity";-0,22325439;"      .";"      ."
187;"sprouting angiogenesis";0,44560033;"      .";"      .";"";"voltage-gated chloride channel activity";-0,22116781;"      .";"      ."
188;"regulation of microtubule polymerization or depolymerization";0,44552484;"      .";"      .";"";"convergent extension involved in gastrulation";-0,21589553;"      .";"      ."
189;"spindle assembly";0,44345452;"      .";"      .";"";"gap junction";-0,21402489;"      .";"      ."
190;"nuclear-transcribed mRNA catabolic process";0,43604967;"      .";"      .";"";"neuropeptide signaling pathway";-0,21330355;"      .";"      ."
191;"aminoacyl-tRNA ligase activity";0,43455269;"      .";"      .";"";"chemical synaptic transmission";-0,21265705;"      .";"      ."
192;"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)";0,43145265;"      .";"      .";"";"muscle cell development";-0,21231531;"      .";"      ."
193;"spliceosomal complex";0,4309386;"      .";"      .";"";"postsynapse";-0,20973032;"      .";"      ."
194;"intracellular protein transport";0,42923801;"      .";"      .";"";"CCR chemokine receptor binding";-0,20576767;"      .";"      ."
195;"positive regulation of transcription, DNA-templated";0,42799664;"      .";"      .";"";"cellular response to interferon-gamma";-0,20576767;"      .";"      ."
196;"regulation of cell shape";0,42719737;"      .";"      .";"";"lymphocyte chemotaxis";-0,20576767;"      .";"      ."
197;"swim bladder development";0,42586729;"      .";"      .";"";"monocyte chemotaxis";-0,20576767;"      .";"      ."
198;"neural crest cell migration";0,42468037;"      .";"      .";"";"neuron projection morphogenesis";-0,19885483;"      .";"      ."
199;"apoptotic process";0,4246413;"      .";"      .";"";"aromatic amino acid family metabolic process";-0,19853103;"      .";"      ."
200;"microtubule organizing center";0,42289754;"      .";"      .";"";"substrate-specific transmembrane transporter activity";-0,19797749;"      .";"      ."
201;"histone-lysine N-methyltransferase activity";0,42169861;"      .";"      .";"";"postsynaptic membrane";-0,19767351;"      .";"      ."
202;"mitotic sister chromatid segregation";0,41974524;"      .";"      .";"";"cellular response to tumor necrosis factor";-0,19759268;"      .";"      ."
203;"mitochondrial electron transport, NADH to ubiquinone";0,41896934;"      .";"      .";"";"photoreceptor activity";-0,1964746;"      .";"      ."
204;"intracellular membrane-bounded organelle";0,41814396;"      .";"      .";"";"cellular response to interleukin-1";-0,19170994;"      .";"      ."
205;"exocyst localization";0,41691036;"      .";"      .";"";"collagen binding";-0,18855508;"      .";"      ."
206;"actomyosin structure organization";0,41524123;"      .";"      .";"";"pigmentation";-0,18732729;"      .";"      ."
207;"actin cytoskeleton organization";0,4146727;"      .";"      .";"";"integral component of plasma membrane";-0,18706089;"      .";"      ."
208;"multicellular organism development";0,41385349;"      .";"      .";"";"potassium ion import";-0,18144332;"      .";"      ."
209;"tRNA aminoacylation for protein translation";0,41302504;"      .";"      .";"";"protein binding";-0,17810606;"      .";"      ."
210;"RNA secondary structure unwinding";0,40562959;"      .";"      .";"";"chemokine activity";-0,17581843;"      .";"      ."
211;"exocyst";0,40262042;"      .";"      .";"";"homophilic cell adhesion via plasma membrane adhesion molecules";-0,17562011;"      .";"      ."
212;"thrombin-activated receptor activity";0,4008261;"      .";"      .";"";"heparin binding";-0,17133904;"      .";"      ."
213;"thrombin-activated receptor signaling pathway";0,4008261;"      .";"      .";"";"inward rectifier potassium channel activity";-0,16908416;"      .";"      ."
214;"convergent extension";0,4000664;"      .";"      .";"";"triglyceride catabolic process";-0,16858768;"      .";"      ."
215;"L-ascorbic acid binding";0,39671339;"      .";"      .";"";"protein-chromophore linkage";-0,16835731;"      .";"      ."
216;"unfolded protein binding";0,39649967;"      .";"      .";"";"cholesterol efflux";-0,16528727;"      .";"      ."
217;"histone binding";0,39604116;"      .";"      .";"";"metallopeptidase activity";-0,16395511;"      .";"      ."
218;"endocytosis";0,39346167;"      .";"      .";"";"vesicle-mediated transport";-0,16383464;"      .";"      ."
219;"ossification";0,39173501;"      .";"      .";"";"negative regulation of neurogenesis";-0,16263703;"      .";"      ."
220;"extracellular matrix organization";0,39170851;"      .";"      .";"";"high-density lipoprotein particle";-0,16180882;"      .";"      ."
221;"oxidoreductase activity, acting on the CH-CH group of donors";0,38981631;"      .";"      .";"";"receptor tyrosine kinase binding";-0,15749597;"      .";"      ."
222;"translational initiation";0,38940375;"      .";"      .";"";"positive regulation of neurogenesis";-0,15715662;"      .";"      ."
223;"RNA splicing";0,38699613;"      .";"      .";"";"fructose metabolic process";-0,15632248;"      .";"      ."
224;"ligase activity";0,38547616;"      .";"      .";"";"sodium-independent organic anion transmembrane transporter activity";-0,15469254;"      .";"      ."
225;"nucleotidyltransferase activity";0,38460301;"      .";"      .";"";"sodium-independent organic anion transport";-0,15469254;"      .";"      ."
226;"RNA processing";0,38392799;"      .";"      .";"";"cell-cell signaling";-0,14959981;"      .";"      ."
227;"cilium assembly";0,38222639;"      .";"      .";"";"monooxygenase activity";-0,14704502;"      .";"      ."
228;"transcription factor complex";0,37992102;"      .";"      .";"";"phosphatase activity";-0,14665963;"      .";"      ."
229;"double-stranded DNA binding";0,37957525;"      .";"      .";"";"cholesterol homeostasis";-0,14652484;"      .";"      ."
230;"vascular endothelial growth factor receptor signaling pathway";0,37893773;"      .";"      .";"";"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen";-0,14528932;"      .";"      ."
231;"primitive hemopoiesis";0,37793559;"      .";"      .";"";"neuron projection development";-0,1446688;"      .";"      ."
232;"actin binding";0,37596535;"      .";"      .";"";"lipid transport";-0,14395995;"      .";"      ."
233;"neurotransmitter transport";0,3759422;"      .";"      .";"";"cyclin-dependent protein serine/threonine kinase activity";-0,14255802;"      .";"      ."
234;"histone lysine methylation";0,37562675;"      .";"      .";"";"extracellular matrix structural constituent";-0,14224695;"      .";"      ."
235;"endodeoxyribonuclease activity";0,37546721;"      .";"      .";"";"regulation of ion transmembrane transport";-0,1420957;"      .";"      ."
236;"exocrine pancreas development";0,37506728;"      .";"      .";"";"voltage-gated ion channel activity";-0,1420957;"      .";"      ."
237;"maturation of SSU-rRNA";0,37462482;"      .";"      .";"";"transport";-0,14063181;"      .";"      ."
