"Rank";"Upregulated";"GSZ";"p.value";"fdr";".";"Downregulated";"GSZ.";"p.value.";"fdr."
95;"negative regulation of angiogenesis";5,73782449;"      .";"      .";"";"heart morphogenesis";-3,54284694;"      .";"      ."
96;"regulation of microtubule polymerization or depolymerization";5,5571216;"      .";"      .";"";"endosome membrane";-3,49510998;"      .";"      ."
97;"neuronal cell body";5,39660303;"      .";"      .";"";"response to toxic substance";-3,45559099;"      .";"      ."
98;"phototransduction";5,35032724;"      .";"      .";"";"innate immune response";-3,45283322;"      .";"      ."
99;"protein kinase inhibitor activity";5,30164065;"      .";"      .";"";"tricarboxylic acid cycle";-3,42230988;"      .";"      ."
100;"transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding";5,27828329;"      .";"      .";"";"small-subunit processome";-3,41618927;"      .";"      ."
101;"cell differentiation";5,27221168;"      .";"      .";"";"hydrolase activity, hydrolyzing O-glycosyl compounds";-3,40985158;"      .";"      ."
102;"kinesin complex";5,2306901;"      .";"      .";"";"steroid hydroxylase activity";-3,35497162;"      .";"      ."
103;"transcription from RNA polymerase II promoter";5,22818061;"      .";"      .";"";"inflammatory response";-3,35053536;"      .";"      ."
104;"protein binding";5,16892805;"      .";"      .";"";"anion:anion antiporter activity";-3,34867438;"      .";"      ."
105;"regulation of cytosolic calcium ion concentration";5,13819826;"      .";"      .";"";"lipid catabolic process";-3,34415535;"      .";"      ."
106;"regulation of cytoskeleton organization";5,11885284;"      .";"      .";"";"lysosomal membrane";-3,34266983;"      .";"      ."
107;"clathrin-coated vesicle";5,09439317;"      .";"      .";"";"heme binding";-3,33742757;"      .";"      ."
108;"regulation of exocytosis";5,06520689;"      .";"      .";"";"pyridoxal phosphate binding";-3,31657806;"      .";"      ."
109;"calcium-transporting ATPase activity";5,03889199;"      .";"      .";"";"DNA replication";-3,31601857;"      .";"      ."
110;"embryonic retina morphogenesis in camera-type eye";5,0301361;"      .";"      .";"";"melanosome organization";-3,3089934;"      .";"      ."
111;"swimming behavior";4,98854856;"      .";"      .";"";"peroxisome";-3,30419058;"      .";"      ."
112;"postsynaptic density";4,98476322;"      .";"      .";"";"oxidoreductase activity, acting on the CH-CH group of donors";-3,28987128;"      .";"      ."
113;"cytoskeleton-dependent intracellular transport";4,97079461;"      .";"      .";"";"transmembrane transporter activity";-3,25864798;"      .";"      ."
114;"calmodulin-dependent protein kinase activity";4,95797277;"      .";"      .";"";"response to oxidative stress";-3,25376347;"      .";"      ."
115;"hemoglobin complex";4,91518928;"      .";"      .";"";"phosphotransferase activity, alcohol group as acceptor";-3,23031106;"      .";"      ."
116;"regulation of neurogenesis";4,87730704;"      .";"      .";"";"endoplasmic reticulum";-3,22584981;"      .";"      ."
117;"PDZ domain binding";4,80761955;"      .";"      .";"";"ribosomal large subunit biogenesis";-3,22022328;"      .";"      ."
118;"positive regulation of transcription from RNA polymerase II promoter";4,8025799;"      .";"      .";"";"mitochondrial matrix";-3,19012015;"      .";"      ."
119;"larval locomotory behavior";4,80100009;"      .";"      .";"";"DNA-directed 5'-3' RNA polymerase activity";-3,15786886;"      .";"      ."
120;"oxygen binding";4,76884002;"      .";"      .";"";"cell";-3,13752272;"      .";"      ."
121;"oxygen transport";4,76884002;"      .";"      .";"";"troponin complex";-3,1360385;"      .";"      ."
122;"oxygen transporter activity";4,76884002;"      .";"      .";"";"cardiac muscle cell proliferation";-3,13495667;"      .";"      ."
123;"negative regulation of protein kinase activity";4,720969;"      .";"      .";"";"fatty acid metabolic process";-3,12932122;"      .";"      ."
124;"microtubule motor activity";4,71400328;"      .";"      .";"";"regulation of muscle contraction";-3,12610644;"      .";"      ."
125;"clathrin coat assembly";4,71028415;"      .";"      .";"";"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides";-3,11762949;"      .";"      ."
126;"protein kinase activity";4,62067573;"      .";"      .";"";"protein disulfide oxidoreductase activity";-3,11680227;"      .";"      ."
127;"skeletal system development";4,61810512;"      .";"      .";"";"extrinsic component of membrane";-3,06408803;"      .";"      ."
128;"channel regulator activity";4,59121869;"      .";"      .";"";"rRNA binding";-3,06233683;"      .";"      ."
129;"regulation of AMPA receptor activity";4,59121869;"      .";"      .";"";"mitochondrial respiratory chain complex I";-3,0423569;"      .";"      ."
130;"photoreceptor outer segment";4,56367211;"      .";"      .";"";"artery development";-3,03780723;"      .";"      ."
131;"regulation of transcription from RNA polymerase II promoter";4,49539504;"      .";"      .";"";"mitochondrial large ribosomal subunit";-3,03605983;"      .";"      ."
132;"neurotransmitter:sodium symporter activity";4,46133615;"      .";"      .";"";"preribosome, large subunit precursor";-3,02824118;"      .";"      ."
133;"dopaminergic neuron differentiation";4,45848467;"      .";"      .";"";"endosome";-3,0057443;"      .";"      ."
134;"negative regulation of JAK-STAT cascade";4,45281541;"      .";"      .";"";"ferric iron binding";-2,97091785;"      .";"      ."
135;"midbrain development";4,41232617;"      .";"      .";"";"calcium-dependent cysteine-type endopeptidase activity";-2,96836784;"      .";"      ."
136;"3',5'-cyclic-nucleotide phosphodiesterase activity";4,38975759;"      .";"      .";"";"early endosome";-2,96760591;"      .";"      ."
137;"hypothalamus development";4,35747558;"      .";"      .";"";"phosphatidylinositol binding";-2,96265632;"      .";"      ."
138;"G-protein coupled receptor signaling pathway";4,34301011;"      .";"      .";"";"dioxygenase activity";-2,95463683;"      .";"      ."
139;"protein phosphorylation";4,33606903;"      .";"      .";"";"ribosomal large subunit assembly";-2,94917384;"      .";"      ."
140;"cellular calcium ion homeostasis";4,32235485;"      .";"      .";"";"melanocyte differentiation";-2,94885471;"      .";"      ."
141;"hindbrain development";4,30204702;"      .";"      .";"";"neutrophil chemotaxis";-2,91011912;"      .";"      ."
142;"RNA polymerase II transcription factor activity, sequence-specific DNA binding";4,28705975;"      .";"      .";"";"FAD binding";-2,90845293;"      .";"      ."
143;"retinal ganglion cell axon guidance";4,28411868;"      .";"      .";"";"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)";-2,89360061;"      .";"      ."
144;"signaling";4,26197701;"      .";"      .";"";"proteasome core complex";-2,88903221;"      .";"      ."
145;"transmembrane transport";4,24275465;"      .";"      .";"";"protein catabolic process";-2,87691414;"      .";"      ."
146;"microtubule associated complex";4,23390849;"      .";"      .";"";"carboxypeptidase activity";-2,86315573;"      .";"      ."
147;"RNA polymerase II core promoter proximal region sequence-specific DNA binding";4,19490775;"      .";"      .";"";"fatty acid beta-oxidation";-2,85805987;"      .";"      ."
148;"peptidyl-tyrosine phosphorylation";4,19410637;"      .";"      .";"";"epiboly involved in gastrulation with mouth forming second";-2,85742816;"      .";"      ."
149;"protein tyrosine kinase activity";4,18906022;"      .";"      .";"";"nucleic acid phosphodiester bond hydrolysis";-2,85550868;"      .";"      ."
150;"signal transducer activity";4,1866793;"      .";"      .";"";"transaminase activity";-2,8413451;"      .";"      ."
151;"photoreceptor activity";4,18586778;"      .";"      .";"";"endopeptidase activity";-2,81931022;"      .";"      ."
152;"neuron projection morphogenesis";4,15749453;"      .";"      .";"";"threonine-type endopeptidase activity";-2,80430308;"      .";"      ."
153;"G-protein coupled receptor activity";4,15722785;"      .";"      .";"";"response to activity";-2,79552511;"      .";"      ."
154;"heparin binding";4,15061303;"      .";"      .";"";"NADH dehydrogenase (ubiquinone) activity";-2,77758427;"      .";"      ."
155;"positive regulation of neuron differentiation";4,14042095;"      .";"      .";"";"eukaryotic translation initiation factor 3 complex";-2,77711105;"      .";"      ."
156;"cell morphogenesis";4,11482236;"      .";"      .";"";"lipid transporter activity";-2,77710533;"      .";"      ."
157;"protein dimerization activity";4,11425666;"      .";"      .";"";"melanosome transport";-2,77321166;"      .";"      ."
158;"peptidyl-threonine phosphorylation";4,1067134;"      .";"      .";"";"cellular response to estrogen stimulus";-2,76886238;"      .";"      ."
159;"negative regulation of canonical Wnt signaling pathway";4,09377775;"      .";"      .";"";"striated muscle contraction";-2,73014079;"      .";"      ."
160;"cell surface receptor signaling pathway";4,05577184;"      .";"      .";"";"bicarbonate transmembrane transporter activity";-2,72339541;"      .";"      ."
161;"positive regulation of GTPase activity";4,03327036;"      .";"      .";"";"NADP binding";-2,7208728;"      .";"      ."
162;"microtubule-based movement";4,01233572;"      .";"      .";"";"mitochondrial transport";-2,71892176;"      .";"      ."
163;"kinase activity";3,95049618;"      .";"      .";"";"maturation of LSU-rRNA";-2,7086784;"      .";"      ."
164;"transmembrane receptor protein tyrosine kinase activity";3,9424914;"      .";"      .";"";"antigen processing and presentation";-2,70786905;"      .";"      ."
165;"transmission of nerve impulse";3,8782127;"      .";"      .";"";"sulfate transport";-2,70350396;"      .";"      ."
166;"G-protein coupled photoreceptor activity";3,87318303;"      .";"      .";"";"cardiac muscle contraction";-2,68052723;"      .";"      ."
167;"structural constituent of cytoskeleton";3,8509945;"      .";"      .";"";"platelet activation";-2,66496293;"      .";"      ."
168;"negative regulation of mitotic cell cycle";3,84090853;"      .";"      .";"";"actin filament binding";-2,64324869;"      .";"      ."
169;"anatomical structure morphogenesis";3,80935643;"      .";"      .";"";"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen";-2,6407552;"      .";"      ."
170;"regulation of molecular function";3,79091141;"      .";"      .";"";"glomerular filtration";-2,62692206;"      .";"      ."
171;"regulation of neuron differentiation";3,77429418;"      .";"      .";"";"ribosomal small subunit assembly";-2,62348421;"      .";"      ."
172;"cell adhesion molecule binding";3,758571;"      .";"      .";"";"respiratory chain";-2,6068029;"      .";"      ."
173;"protein-chromophore linkage";3,7553826;"      .";"      .";"";"RNA phosphodiester bond hydrolysis, endonucleolytic";-2,59462596;"      .";"      ."
174;"canonical Wnt signaling pathway";3,75529916;"      .";"      .";"";"endonuclease activity";-2,59090462;"      .";"      ."
175;"regulation of ARF protein signal transduction";3,75247184;"      .";"      .";"";"defense response to bacterium";-2,58505793;"      .";"      ."
176;"Wnt signaling pathway";3,73118852;"      .";"      .";"";"oxalate transmembrane transporter activity";-2,58098907;"      .";"      ."
177;"fin regeneration";3,71253783;"      .";"      .";"";"oxalate transport";-2,58098907;"      .";"      ."
178;"motor neuron axon guidance";3,69621577;"      .";"      .";"";"secondary active sulfate transmembrane transporter activity";-2,57947063;"      .";"      ."
179;"hyaluronic acid binding";3,67402762;"      .";"      .";"";"autophagy";-2,57401641;"      .";"      ."
180;"protein complex assembly";3,66379858;"      .";"      .";"";"non-membrane spanning protein tyrosine kinase activity";-2,56218736;"      .";"      ."
181;"guanyl-nucleotide exchange factor activity";3,65086418;"      .";"      .";"";"endomembrane system";-2,55404979;"      .";"      ."
182;"peptidyl-tyrosine dephosphorylation";3,63992735;"      .";"      .";"";"vesicle-mediated transport";-2,54991244;"      .";"      ."
183;"protein tyrosine phosphatase activity";3,63465081;"      .";"      .";"";"transferase activity, transferring acyl groups other than amino-acyl groups";-2,54348304;"      .";"      ."
184;"neuropilin binding";3,58975306;"      .";"      .";"";"immune system process";-2,538782;"      .";"      ."
185;"phospholipid binding";3,58449502;"      .";"      .";"";"isomerase activity";-2,52842161;"      .";"      ."
186;"phosphorylation";3,58328241;"      .";"      .";"";"cellular response to oxidative stress";-2,51247616;"      .";"      ."
187;"peptidyl-serine phosphorylation";3,56705758;"      .";"      .";"";"ribosome binding";-2,50413329;"      .";"      ."
188;"guanylate cyclase complex, soluble";3,56525803;"      .";"      .";"";"S-adenosylmethionine-dependent methyltransferase activity";-2,48861476;"      .";"      ."
189;"protein phosphatase type 2A complex";3,55089621;"      .";"      .";"";"tRNA binding";-2,48603482;"      .";"      ."
190;"anterior/posterior pattern specification";3,54661903;"      .";"      .";"";"skeletal muscle contraction";-2,47997949;"      .";"      ."
191;"protein domain specific binding";3,54138411;"      .";"      .";"";"ER to Golgi vesicle-mediated transport";-2,47922801;"      .";"      ."
192;"heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules";3,49267239;"      .";"      .";"";"vacuolar transport";-2,46822468;"      .";"      ."
193;"forebrain development";3,47852679;"      .";"      .";"";"mitochondrial small ribosomal subunit";-2,46163683;"      .";"      ."
194;"dopamine receptor signaling pathway";3,47654507;"      .";"      .";"";"sulfate transmembrane transport";-2,46107561;"      .";"      ."
195;"extracellular matrix";3,46846526;"      .";"      .";"";"sulfate transmembrane transporter activity";-2,46107561;"      .";"      ."
196;"locomotory behavior";3,43427136;"      .";"      .";"";"trans-Golgi network";-2,45440141;"      .";"      ."
197;"potassium ion binding";3,4025704;"      .";"      .";"";"DNA replication initiation";-2,44502501;"      .";"      ."
198;"axon";3,36884573;"      .";"      .";"";"cysteine-type endopeptidase activity involved in execution phase of apoptosis";-2,43753376;"      .";"      ."
199;"cGMP biosynthetic process";3,35277945;"      .";"      .";"";"damaged DNA binding";-2,42241833;"      .";"      ."
200;"guanylate cyclase activity";3,35277945;"      .";"      .";"";"erythrocyte development";-2,41212779;"      .";"      ."
201;"ARF guanyl-nucleotide exchange factor activity";3,35172703;"      .";"      .";"";"developmental pigmentation";-2,39402224;"      .";"      ."
202;"embryonic cranial skeleton morphogenesis";3,30310219;"      .";"      .";"";"glucose transmembrane transport";-2,38611659;"      .";"      ."
203;"cartilage development";3,2970591;"      .";"      .";"";"snoRNA binding";-2,37595121;"      .";"      ."
204;"protein dephosphorylation";3,23873446;"      .";"      .";"";"hemopoiesis";-2,3653511;"      .";"      ."
205;"transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding";3,20845431;"      .";"      .";"";"defense response to virus";-2,36481449;"      .";"      ."
206;"neuromuscular synaptic transmission";3,2020649;"      .";"      .";"";"acyl-CoA dehydrogenase activity";-2,35082104;"      .";"      ."
207;"cyclic nucleotide biosynthetic process";3,1846253;"      .";"      .";"";"positive regulation of apoptotic process";-2,33475252;"      .";"      ."
208;"phosphorus-oxygen lyase activity";3,1846253;"      .";"      .";"";"heart development";-2,33466141;"      .";"      ."
209;"beta-catenin binding";3,17952356;"      .";"      .";"";"mitochondrial outer membrane";-2,32737473;"      .";"      ."
210;"regulation of gene expression";3,17520359;"      .";"      .";"";"NAD+ ADP-ribosyltransferase activity";-2,32396246;"      .";"      ."
211;"p53 binding";3,15937123;"      .";"      .";"";"protein import into nucleus";-2,32129883;"      .";"      ."
212;"response to biotic stimulus";3,1361541;"      .";"      .";"";"integrin-mediated signaling pathway";-2,30953743;"      .";"      ."
213;"postsynapse";3,13013317;"      .";"      .";"";"nitrogen compound metabolic process";-2,3054115;"      .";"      ."
214;"phosphoprotein phosphatase activity";3,11250996;"      .";"      .";"";"intracellular protein transport";-2,30480666;"      .";"      ."
215;"axonal fasciculation";3,10974114;"      .";"      .";"";"DNA duplex unwinding";-2,2988787;"      .";"      ."
216;"detection of visible light";3,09776392;"      .";"      .";"";"autophagosome assembly";-2,29705773;"      .";"      ."
217;"transcription regulatory region DNA binding";3,0837022;"      .";"      .";"";"acyl-CoA metabolic process";-2,29087853;"      .";"      ."
218;"negative regulation of transcription from RNA polymerase II promoter";3,0794767;"      .";"      .";"";"formation of translation preinitiation complex";-2,28933691;"      .";"      ."
219;"peripheral nervous system neuron axonogenesis";3,0769666;"      .";"      .";"";"cholesterol metabolic process";-2,27318828;"      .";"      ."
220;"muscle fiber development";3,05977726;"      .";"      .";"";"chordate embryonic development";-2,26806024;"      .";"      ."
221;"intrinsic apoptotic signaling pathway by p53 class mediator";3,05145109;"      .";"      .";"";"GTPase activity";-2,26770836;"      .";"      ."
222;"axon extension";3,04769202;"      .";"      .";"";"eukaryotic 48S preinitiation complex";-2,26106502;"      .";"      ."
223;"transmembrane receptor protein tyrosine kinase signaling pathway";3,04028359;"      .";"      .";"";"DNA-dependent DNA replication";-2,26005614;"      .";"      ."
224;"anion transmembrane transporter activity";2,99101181;"      .";"      .";"";"chemokine-mediated signaling pathway";-2,25555907;"      .";"      ."
225;"motor activity";2,97327639;"      .";"      .";"";"mitochondrial electron transport, ubiquinol to cytochrome c";-2,25085117;"      .";"      ."
226;"carboxylic ester hydrolase activity";2,96043005;"      .";"      .";"";"iron ion homeostasis";-2,23888564;"      .";"      ."
227;"brain morphogenesis";2,94591086;"      .";"      .";"";"iron-sulfur cluster assembly";-2,2348689;"      .";"      ."
228;"fin morphogenesis";2,93998193;"      .";"      .";"";"extrinsic component of cytoplasmic side of plasma membrane";-2,23184299;"      .";"      ."
229;"response to drug";2,92722469;"      .";"      .";"";"nucleobase-containing compound metabolic process";-2,22988447;"      .";"      ."
230;"lipid phosphatase activity";2,92007545;"      .";"      .";"";"RNA polymerase III activity";-2,22254274;"      .";"      ."
231;"intrinsic component of the cytoplasmic side of the plasma membrane";2,90570662;"      .";"      .";"";"mitochondrial translation";-2,20210862;"      .";"      ."
232;"protein phosphatase regulator activity";2,90491734;"      .";"      .";"";"endocytosis";-2,19660959;"      .";"      ."
233;"retina layer formation";2,90349931;"      .";"      .";"";"inositol-1,4,5-trisphosphate 3-kinase activity";-2,19518533;"      .";"      ."
