"Rank";"Upregulated";"GSZ";"p.value";"fdr";".";"Downregulated";"GSZ.";"p.value.";"fdr."
103;"fin morphogenesis";0,21794777;"      .";"      .";"";"phospholipase activity";-0,00354874;"      .";"      ."
104;"Golgi apparatus";0,21418132;"      .";"      .";"";"SH3/SH2 adaptor activity";-0,00223892;"      .";"      ."
105;"lipid binding";0,21359082;"      .";"      .";"";"receptor tyrosine kinase binding";-0,00194594;"      .";"      ."
106;"lipoprotein metabolic process";0,21266996;"      .";"      .";"";"thiol-dependent ubiquitin-specific protease activity";-0,00180073;"      .";"      ."
107;"cholesterol binding";0,21189175;"      .";"      .";"";"lipid glycosylation";-0,00175488;"      .";"      ."
108;"branching involved in blood vessel morphogenesis";0,21157535;"      .";"      .";"";"telomere maintenance";-0,00143488;"      .";"      ."
109;"positive regulation of neurogenesis";0,20987131;"      .";"      .";"";"phagocytosis";-0,00129994;"      .";"      ."
110;"hydrolase activity";0,20790579;"      .";"      .";"";"hemoglobin complex";-0,00095742;"      .";"      ."
111;"mitochondrial intermembrane space";0,20681321;"      .";"      .";"";"stabilization of membrane potential";-0,00078436;"      .";"      ."
112;"intrinsic apoptotic signaling pathway in response to DNA damage";0,20653863;"      .";"      .";"";"negative regulation of cell differentiation";-3,372e-05;"      .";"      ."
113;"sequence-specific DNA binding";0,20373826;"      .";"      .";"";"";0;"1      .";"1      ."
114;"fin regeneration";0,20370203;"      .";"      .";"";"";0;"1      .";"1      ."
115;"negative regulation of transcription from RNA polymerase II promoter";0,20319574;"      .";"      .";"";"";0;"1      .";"1      ."
116;"regulation of transcription from RNA polymerase II promoter";0,20209624;"      .";"      .";"";"";0;"1      .";"1      ."
117;"identical protein binding";0,20176131;"      .";"      .";"";"";0;"1      .";"1      ."
118;"cholesterol transporter activity";0,20167415;"      .";"      .";"";"";0;"1      .";"1      ."
119;"translation";0,20124372;"      .";"      .";"";"";0;"1      .";"1      ."
120;"transferase activity, transferring acyl groups";0,20082482;"      .";"      .";"";"";0;"1      .";"1      ."
121;"intracellular receptor signaling pathway";0,20075371;"      .";"      .";"";"";0;"1      .";"1      ."
122;"inositol-1,4,5-trisphosphate 3-kinase activity";0,2005746;"      .";"      .";"";"";0;"1      .";"1      ."
123;"negative regulation of endopeptidase activity";0,200459;"      .";"      .";"";"";0;"1      .";"1      ."
124;"innate immune response";0,19956745;"      .";"      .";"";"";0;"1      .";"1      ."
125;"RNA polymerase II transcription factor activity, ligand-activated sequence-specific DNA binding";0,1992878;"      .";"      .";"";"";0;"1      .";"1      ."
126;"dephosphorylation";0,1989745;"      .";"      .";"";"";0;"1      .";"1      ."
127;"fin development";0,19894511;"      .";"      .";"";"";0;"1      .";"1      ."
128;"regulation of catalytic activity";0,19729825;"      .";"      .";"";"";0;"1      .";"1      ."
129;"neural crest cell migration";0,19649913;"      .";"      .";"";"";0;"1      .";"1      ."
130;"regulation of mitotic nuclear division";0,19551926;"      .";"      .";"";"";0;"1      .";"1      ."
131;"anatomical structure morphogenesis";0,19525651;"      .";"      .";"";"";0;"1      .";"1      ."
132;"protein ubiquitination";0,19413442;"      .";"      .";"";"";0;"1      .";"1      ."
133;"posterior lateral line development";0,19315993;"      .";"      .";"";"";0;"1      .";"1      ."
134;"phosphatidylinositol binding";0,1921271;"      .";"      .";"";"";0;"1      .";"1      ."
135;"response to lipopolysaccharide";0,19152379;"      .";"      .";"";"";0;"1      .";"1      ."
136;"pectoral fin development";0,19123453;"      .";"      .";"";"";0;"1      .";"1      ."
137;"positive regulation of gene expression";0,19106001;"      .";"      .";"";"";0;"1      .";"1      ."
138;"extracellular space";0,18968082;"      .";"      .";"";"";0;"1      .";"1      ."
139;"Rab GTPase binding";0,18882391;"      .";"      .";"";"";0;"1      .";"1      ."
140;"positive regulation of transcription, DNA-templated";0,18536713;"      .";"      .";"";"";0;"1      .";"1      ."
141;"protein homodimerization activity";0,18434228;"      .";"      .";"";"";0;"1      .";"1      ."
142;"vesicle-mediated transport";0,18388909;"      .";"      .";"";"";0;"1      .";"1      ."
143;"protein serine/threonine kinase activity";0,18382635;"      .";"      .";"";"";0;"1      .";"1      ."
144;"neurogenesis";0,18193424;"      .";"      .";"";"";0;"1      .";"1      ."
145;"mitochondrial outer membrane";0,18074866;"      .";"      .";"";"";0;"1      .";"1      ."
146;"chordate embryonic development";0,1806557;"      .";"      .";"";"";0;"1      .";"1      ."
147;"endosome";0,17981178;"      .";"      .";"";"";0;"1      .";"1      ."
148;"apoptotic process";0,17910004;"      .";"      .";"";"";0;"1      .";"1      ."
149;"neutrophil chemotaxis";0,17902848;"      .";"      .";"";"";0;"1      .";"1      ."
150;"cell junction";0,17828254;"      .";"      .";"";"";0;"1      .";"1      ."
151;"GDP-dissociation inhibitor activity";0,17811775;"      .";"      .";"";"";0;"1      .";"1      ."
152;"response to virus";0,1774833;"      .";"      .";"";"";0;"1      .";"1      ."
153;"DNA metabolic process";0,17512665;"      .";"      .";"";"";0;"1      .";"1      ."
154;"oxidoreductase activity, acting on the CH-CH group of donors";0,17375096;"      .";"      .";"";"";0;"1      .";"1      ."
155;"cysteine-type endopeptidase inhibitor activity";0,17233857;"      .";"      .";"";"";0;"1      .";"1      ."
156;"brain development";0,17157857;"      .";"      .";"";"";0;"1      .";"1      ."
157;"protein dephosphorylation";0,17154599;"      .";"      .";"";"";0;"1      .";"1      ."
158;"structural constituent of ribosome";0,17096022;"      .";"      .";"";"";0;"1      .";"1      ."
159;"structural molecule activity";0,17089413;"      .";"      .";"";"";0;"1      .";"1      ."
160;"metalloendopeptidase activity";0,17020814;"      .";"      .";"";"";0;"1      .";"1      ."
161;"neuron projection";0,16977128;"      .";"      .";"";"";0;"1      .";"1      ."
162;"chemokine receptor activity";0,16740607;"      .";"      .";"";"";0;"1      .";"1      ."
163;"peroxisome";0,16707288;"      .";"      .";"";"";0;"1      .";"1      ."
164;"chemokine-mediated signaling pathway";0,16680108;"      .";"      .";"";"";0;"1      .";"1      ."
165;"sodium ion transmembrane transport";0,16649752;"      .";"      .";"";"";0;"1      .";"1      ."
166;"metabolic process";0,16634974;"      .";"      .";"";"";0;"1      .";"1      ."
167;"actin filament binding";0,16630029;"      .";"      .";"";"";0;"1      .";"1      ."
168;"magnesium ion binding";0,16526732;"      .";"      .";"";"";0;"1      .";"1      ."
169;"cytoskeleton";0,16483067;"      .";"      .";"";"";0;"1      .";"1      ."
170;"gluconeogenesis";0,16452935;"      .";"      .";"";"";0;"1      .";"1      ."
171;"glycolytic process";0,1643267;"      .";"      .";"";"";0;"1      .";"1      ."
172;"chemotaxis";0,16432247;"      .";"      .";"";"";0;"1      .";"1      ."
173;"peroxisomal membrane";0,16290582;"      .";"      .";"";"";0;"1      .";"1      ."
174;"actin binding";0,16230144;"      .";"      .";"";"";0;"1      .";"1      ."
175;"receptor activity";0,16220059;"      .";"      .";"";"";0;"1      .";"1      ."
176;"phosphatase activity";0,16170323;"      .";"      .";"";"";0;"1      .";"1      ."
177;"calcium ion transport";0,16018875;"      .";"      .";"";"";0;"1      .";"1      ."
178;"somitogenesis";0,15877636;"      .";"      .";"";"";0;"1      .";"1      ."
179;"receptor binding";0,15664132;"      .";"      .";"";"";0;"1      .";"1      ."
180;"lysosome";0,1526519;"      .";"      .";"";"";0;"1      .";"1      ."
181;"ribosome";0,15085204;"      .";"      .";"";"";0;"1      .";"1      ."
182;"lysosomal membrane";0,15074995;"      .";"      .";"";"";0;"1      .";"1      ."
183;"regulation of vesicle fusion";0,15068209;"      .";"      .";"";"";0;"1      .";"1      ."
184;"protein tyrosine phosphatase activity";0,15041692;"      .";"      .";"";"";0;"1      .";"1      ."
185;"regulation of ion transmembrane transport";0,14957998;"      .";"      .";"";"";0;"1      .";"1      ."
186;"voltage-gated ion channel activity";0,14957998;"      .";"      .";"";"";0;"1      .";"1      ."
187;"hydrogen ion transmembrane transporter activity";0,14872342;"      .";"      .";"";"";0;"1      .";"1      ."
188;"peptidyl-tyrosine dephosphorylation";0,14872082;"      .";"      .";"";"";0;"1      .";"1      ."
189;"intracellular ribonucleoprotein complex";0,14856041;"      .";"      .";"";"";0;"1      .";"1      ."
190;"bicellular tight junction";0,14779814;"      .";"      .";"";"";0;"1      .";"1      ."
191;"peptidyl-serine phosphorylation";0,14768608;"      .";"      .";"";"";0;"1      .";"1      ."
192;"erythrocyte development";0,14654186;"      .";"      .";"";"";0;"1      .";"1      ."
193;"isomerase activity";0,14540627;"      .";"      .";"";"";0;"1      .";"1      ."
194;"metal ion transport";0,14539666;"      .";"      .";"";"";0;"1      .";"1      ."
195;"superoxide metabolic process";0,14523697;"      .";"      .";"";"";0;"1      .";"1      ."
196;"protein polyubiquitination";0,14498346;"      .";"      .";"";"";0;"1      .";"1      ."
197;"guanyl-nucleotide exchange factor activity";0,1438709;"      .";"      .";"";"";0;"1      .";"1      ."
198;"regulation of signal transduction";0,14360561;"      .";"      .";"";"";0;"1      .";"1      ."
199;"protein kinase binding";0,14200557;"      .";"      .";"";"";0;"1      .";"1      ."
200;"RNA polymerase II regulatory region sequence-specific DNA binding";0,14172974;"      .";"      .";"";"";0;"1      .";"1      ."
201;"response to yeast";0,14095802;"      .";"      .";"";"";0;"1      .";"1      ."
202;"potassium ion transport";0,14045786;"      .";"      .";"";"";0;"1      .";"1      ."
203;"synapse";0,1396493;"      .";"      .";"";"";0;"1      .";"1      ."
204;"Arp2/3 complex-mediated actin nucleation";0,13947965;"      .";"      .";"";"";0;"1      .";"1      ."
205;"epiboly";0,13905897;"      .";"      .";"";"";0;"1      .";"1      ."
206;"ubiquitin conjugating enzyme binding";0,13871796;"      .";"      .";"";"";0;"1      .";"1      ."
207;"activation of GTPase activity";0,13826631;"      .";"      .";"";"";0;"1      .";"1      ."
208;"motor activity";0,13773776;"      .";"      .";"";"";0;"1      .";"1      ."
209;"positive regulation of proteasomal ubiquitin-dependent protein catabolic process";0,13757239;"      .";"      .";"";"";0;"1      .";"1      ."
210;"Arp2/3 protein complex";0,1374529;"      .";"      .";"";"";0;"1      .";"1      ."
211;"cholesterol metabolic process";0,13706672;"      .";"      .";"";"";0;"1      .";"1      ."
212;"ATP hydrolysis coupled proton transport";0,13665614;"      .";"      .";"";"";0;"1      .";"1      ."
213;"regulation of cytosolic calcium ion concentration";0,13551262;"      .";"      .";"";"";0;"1      .";"1      ."
214;"phosphoprotein phosphatase activity";0,13500019;"      .";"      .";"";"";0;"1      .";"1      ."
215;"ATP synthesis coupled proton transport";0,13497181;"      .";"      .";"";"";0;"1      .";"1      ."
216;"lyase activity";0,13415674;"      .";"      .";"";"";0;"1      .";"1      ."
217;"negative regulation of insulin receptor signaling pathway";0,13331023;"      .";"      .";"";"";0;"1      .";"1      ."
218;"regulation of cell proliferation";0,13325601;"      .";"      .";"";"";0;"1      .";"1      ."
219;"transmembrane transporter activity";0,13288709;"      .";"      .";"";"";0;"1      .";"1      ."
220;"NAD binding";0,13252508;"      .";"      .";"";"";0;"1      .";"1      ."
221;"skeletal muscle tissue development";0,13247224;"      .";"      .";"";"";0;"1      .";"1      ."
222;"methylation";0,13218339;"      .";"      .";"";"";0;"1      .";"1      ."
223;"biosynthetic process";0,13215741;"      .";"      .";"";"";0;"1      .";"1      ."
224;"regulation of Rho protein signal transduction";0,13196027;"      .";"      .";"";"";0;"1      .";"1      ."
225;"hormone-mediated signaling pathway";0,13186638;"      .";"      .";"";"";0;"1      .";"1      ."
226;"amyloid-beta binding";0,13122934;"      .";"      .";"";"";0;"1      .";"1      ."
227;"steroid metabolic process";0,13083725;"      .";"      .";"";"";0;"1      .";"1      ."
228;"actin filament organization";0,13078811;"      .";"      .";"";"";0;"1      .";"1      ."
229;"pyridoxal phosphate binding";0,13005122;"      .";"      .";"";"";0;"1      .";"1      ."
230;"actin cytoskeleton";0,12955983;"      .";"      .";"";"";0;"1      .";"1      ."
231;"plasma membrane";0,12930653;"      .";"      .";"";"";0;"1      .";"1      ."
232;"proteolysis";0,12911731;"      .";"      .";"";"";0;"1      .";"1      ."
233;"chloride transmembrane transport";0,12906472;"      .";"      .";"";"";0;"1      .";"1      ."
234;"metal ion transmembrane transporter activity";0,12905226;"      .";"      .";"";"";0;"1      .";"1      ."
235;"erythrocyte differentiation";0,12798434;"      .";"      .";"";"";0;"1      .";"1      ."
236;"ligase activity";0,12797259;"      .";"      .";"";"";0;"1      .";"1      ."
237;"nucleolus";0,12763827;"      .";"      .";"";"";0;"1      .";"1      ."
238;"developmental pigmentation";0,12733261;"      .";"      .";"";"";0;"1      .";"1      ."
239;"peptidase activity";0,1263545;"      .";"      .";"";"";0;"1      .";"1      ."
240;"apical plasma membrane";0,1262854;"      .";"      .";"";"";0;"1      .";"1      ."
241;"BLOC-1 complex";0,1256502;"      .";"      .";"";"";0;"1      .";"1      ."
242;"centrosome";0,12481303;"      .";"      .";"";"";0;"1      .";"1      ."
243;"Rho guanyl-nucleotide exchange factor activity";0,12468961;"      .";"      .";"";"";0;"1      .";"1      ."
244;"chromatin binding";0,12407284;"      .";"      .";"";"";0;"1      .";"1      ."
245;"very long-chain fatty acid biosynthetic process";0,12404187;"      .";"      .";"";"";0;"1      .";"1      ."
246;"steroid hydroxylase activity";0,12367116;"      .";"      .";"";"";0;"1      .";"1      ."
247;"regulation of cell cycle";0,12354329;"      .";"      .";"";"";0;"1      .";"1      ."
248;"ATPase activity, coupled to transmembrane movement of substances";0,12332285;"      .";"      .";"";"";0;"1      .";"1      ."
249;"autophagy";0,1219737;"      .";"      .";"";"";0;"1      .";"1      ."
250;"DNA repair";0,1217151;"      .";"      .";"";"";0;"1      .";"1      ."
251;"heart looping";0,12161278;"      .";"      .";"";"";0;"1      .";"1      ."
252;"chloride transport";0,12148324;"      .";"      .";"";"";0;"1      .";"1      ."
253;"myosin complex";0,1212428;"      .";"      .";"";"";0;"1      .";"1      ."
254;"liver development";0,12085513;"      .";"      .";"";"";0;"1      .";"1      ."
255;"protein folding";0,12037588;"      .";"      .";"";"";0;"1      .";"1      ."
256;"positive regulation of catalytic activity";0,12021524;"      .";"      .";"";"";0;"1      .";"1      ."
257;"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor";0,11952714;"      .";"      .";"";"";0;"1      .";"1      ."
258;"calcium ion transmembrane transport";0,11829317;"      .";"      .";"";"";0;"1      .";"1      ."
259;"calmodulin-dependent protein kinase activity";0,1177149;"      .";"      .";"";"";0;"1      .";"1      ."
260;"determination of left/right symmetry";0,1172552;"      .";"      .";"";"";0;"1      .";"1      ."
261;"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)";0,11711103;"      .";"      .";"";"";0;"1      .";"1      ."
262;"axonogenesis";0,11706252;"      .";"      .";"";"";0;"1      .";"1      ."
263;"modulation of synaptic transmission";0,11574159;"      .";"      .";"";"";0;"1      .";"1      ."
264;"sprouting angiogenesis";0,11523647;"      .";"      .";"";"";0;"1      .";"1      ."
265;"transferase activity, transferring glycosyl groups";0,11456603;"      .";"      .";"";"";0;"1      .";"1      ."
266;"apoptotic signaling pathway";0,11455412;"      .";"      .";"";"";0;"1      .";"1      ."
267;"glycogen biosynthetic process";0,11434902;"      .";"      .";"";"";0;"1      .";"1      ."
268;"serine-type endopeptidase inhibitor activity";0,11434508;"      .";"      .";"";"";0;"1      .";"1      ."
269;"melanosome transport";0,11432756;"      .";"      .";"";"";0;"1      .";"1      ."
270;"methyltransferase activity";0,11417859;"      .";"      .";"";"";0;"1      .";"1      ."
271;"protein tyrosine/serine/threonine phosphatase activity";0,11386573;"      .";"      .";"";"";0;"1      .";"1      ."
272;"Golgi membrane";0,11349055;"      .";"      .";"";"";0;"1      .";"1      ."
273;"regulation of gene expression";0,11315291;"      .";"      .";"";"";0;"1      .";"1      ."
