"Rank";"Upregulated";"GSZ";"p.value";"fdr";".";"Downregulated";"GSZ.";"p.value.";"fdr."
69;"regulation of blood pressure";1,29353099;"      .";"      .";"";"bicellular tight junction";-1,2380582;"      .";"      ."
70;"GTPase activator activity";1,27550196;"      .";"      .";"";"response to virus";-1,23125927;"      .";"      ."
71;"GTP binding";1,26704832;"      .";"      .";"";"RNA processing";-1,22043163;"      .";"      ."
72;"protein transport";1,21253243;"      .";"      .";"";"endocytic recycling";-1,20264908;"      .";"      ."
73;"vacuolar transport";1,19483071;"      .";"      .";"";"hydrolase activity, acting on ester bonds";-1,16649269;"      .";"      ."
74;"ER to Golgi vesicle-mediated transport";1,1674246;"      .";"      .";"";"structural molecule activity";-1,16042989;"      .";"      ."
75;"kinesin complex";1,15593769;"      .";"      .";"";"adenylate cyclase-inhibiting serotonin receptor signaling pathway";-1,15730379;"      .";"      ."
76;"caveola";1,15089002;"      .";"      .";"";"serotonin binding";-1,15730379;"      .";"      ."
77;"microtubule-based movement";1,14183112;"      .";"      .";"";"synapse";-1,13919564;"      .";"      ."
78;"proteolysis involved in cellular protein catabolic process";1,12422168;"      .";"      .";"";"signaling";-1,12468744;"      .";"      ."
79;"antigen processing and presentation";1,09885479;"      .";"      .";"";"heparan sulfate proteoglycan binding";-1,12058423;"      .";"      ."
80;"negative regulation of nucleic acid-templated transcription";1,09694644;"      .";"      .";"";"neuropeptide binding";-1,11672782;"      .";"      ."
81;"phospholipid transport";1,08754695;"      .";"      .";"";"mitotic sister chromatid cohesion";-1,10685246;"      .";"      ."
82;"guanyl-nucleotide exchange factor activity";1,05438463;"      .";"      .";"";"integral component of plasma membrane";-1,09239233;"      .";"      ."
83;"acyl-CoA dehydrogenase activity";1,04662589;"      .";"      .";"";"oxygen binding";-1,08507527;"      .";"      ."
84;"RNA polymerase II transcription factor activity, ligand-activated sequence-specific DNA binding";1,02535336;"      .";"      .";"";"oxygen transport";-1,08507527;"      .";"      ."
85;"substrate-specific transmembrane transporter activity";1,00953884;"      .";"      .";"";"oxygen transporter activity";-1,08507527;"      .";"      ."
86;"SH3 domain binding";1,00779466;"      .";"      .";"";"nucleosomal DNA binding";-1,08058546;"      .";"      ."
87;"hydrogen ion transmembrane transporter activity";1,00390689;"      .";"      .";"";"galanin receptor activity";-1,07408592;"      .";"      ."
88;"immune system process";0,98905802;"      .";"      .";"";"cullin-RING ubiquitin ligase complex";-1,07054682;"      .";"      ."
89;"FAD binding";0,95873464;"      .";"      .";"";"sensory perception of smell";-1,06863674;"      .";"      ."
90;"ATP synthesis coupled proton transport";0,95718805;"      .";"      .";"";"anterior/posterior pattern specification";-1,06643273;"      .";"      ."
91;"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor";0,9548359;"      .";"      .";"";"mitotic spindle assembly checkpoint";-1,06142109;"      .";"      ."
92;"pigmentation";0,95102415;"      .";"      .";"";"blood coagulation";-1,04782519;"      .";"      ."
93;"superoxide metabolic process";0,94677855;"      .";"      .";"";"liver development";-1,02692379;"      .";"      ."
94;"intracellular receptor signaling pathway";0,94218745;"      .";"      .";"";"Ras protein signal transduction";-1,01438327;"      .";"      ."
95;"steroid hormone receptor activity";0,9394176;"      .";"      .";"";"fucosylation";-1,01178359;"      .";"      ."
96;"steroid hormone mediated signaling pathway";0,93929452;"      .";"      .";"";"fucosyltransferase activity";-1,01178359;"      .";"      ."
97;"proton transport";0,93576855;"      .";"      .";"";"postsynaptic membrane";-1,01133015;"      .";"      ."
98;"activation of MAPK activity";0,93408382;"      .";"      .";"";"brain development";-1,00412427;"      .";"      ."
99;"vesicle organization";0,93329112;"      .";"      .";"";"oxidoreductase activity, acting on the CH-NH2 group of donors, oxygen as acceptor";-1,00214571;"      .";"      ."
100;"phosphatidylinositol binding";0,92759019;"      .";"      .";"";"tachykinin receptor signaling pathway";-0,99744249;"      .";"      ."
101;"structural constituent of ribosome";0,92078624;"      .";"      .";"";"somitogenesis";-0,9851718;"      .";"      ."
102;"small GTPase mediated signal transduction";0,89873874;"      .";"      .";"";"enteric nervous system development";-0,95710819;"      .";"      ."
103;"ribosome";0,89600222;"      .";"      .";"";"neurotransmitter receptor activity";-0,95672525;"      .";"      ."
104;"mitochondrial inner membrane";0,89341959;"      .";"      .";"";"chemical synaptic transmission";-0,95420662;"      .";"      ."
105;"early endosome";0,89031517;"      .";"      .";"";"protein complex assembly";-0,93827338;"      .";"      ."
106;"ATPase activity";0,88164962;"      .";"      .";"";"regulation of membrane potential";-0,93201425;"      .";"      ."
107;"mitochondrial intermembrane space";0,87926044;"      .";"      .";"";"protein serine/threonine kinase activity";-0,92712087;"      .";"      ."
108;"autophagy";0,86809287;"      .";"      .";"";"receptor binding";-0,91741294;"      .";"      ."
109;"intracellular signal transduction";0,86399043;"      .";"      .";"";"nuclease activity";-0,91722177;"      .";"      ."
110;"transmembrane transporter activity";0,86298224;"      .";"      .";"";"G-protein coupled serotonin receptor activity";-0,90550262;"      .";"      ."
111;"cytokine receptor activity";0,85089592;"      .";"      .";"";"protein dimerization activity";-0,9048731;"      .";"      ."
112;"antioxidant activity";0,84051319;"      .";"      .";"";"DNA-templated transcription, initiation";-0,90278878;"      .";"      ."
113;"regulation of vesicle fusion";0,83385927;"      .";"      .";"";"histone lysine methylation";-0,89654798;"      .";"      ."
114;"MAPK cascade";0,82001085;"      .";"      .";"";"voltage-gated potassium channel activity";-0,887955;"      .";"      ."
115;"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides";0,81991848;"      .";"      .";"";"histone-lysine N-methyltransferase activity";-0,86849639;"      .";"      ."
116;"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)";0,81897217;"      .";"      .";"";"anchored component of membrane";-0,86843598;"      .";"      ."
117;"fatty acid metabolic process";0,81737058;"      .";"      .";"";"potassium ion transmembrane transport";-0,86614506;"      .";"      ."
118;"membrane";0,81109747;"      .";"      .";"";"mRNA processing";-0,86380003;"      .";"      ."
119;"cellular oxidant detoxification";0,79726983;"      .";"      .";"";"BMP signaling pathway";-0,85942867;"      .";"      ."
120;"Golgi membrane";0,78938885;"      .";"      .";"";"Cul4-RING E3 ubiquitin ligase complex";-0,84989554;"      .";"      ."
121;"skeletal muscle fiber development";0,78825134;"      .";"      .";"";"extracellular region";-0,84609129;"      .";"      ."
122;"activation of GTPase activity";0,78774575;"      .";"      .";"";"regulation of transcription, DNA-templated";-0,84289857;"      .";"      ."
123;"electron carrier activity";0,78495693;"      .";"      .";"";"viral nucleocapsid";-0,82516503;"      .";"      ."
124;"melanosome";0,78364678;"      .";"      .";"";"cellular response to DNA damage stimulus";-0,81152609;"      .";"      ."
125;"extrinsic component of membrane";0,78036145;"      .";"      .";"";"RNA methyltransferase activity";-0,80518692;"      .";"      ."
126;"transcription corepressor activity";0,77793244;"      .";"      .";"";"Golgi cisterna membrane";-0,79726355;"      .";"      ."
127;"cytosolic large ribosomal subunit";0,77667586;"      .";"      .";"";"hyaluronic acid binding";-0,78356499;"      .";"      ."
128;"lipid transport";0,77552933;"      .";"      .";"";"extracellular space";-0,75946072;"      .";"      ."
129;"positive regulation of protein ubiquitination";0,77304139;"      .";"      .";"";"smooth muscle contraction";-0,75491681;"      .";"      ."
130;"membrane raft";0,77195111;"      .";"      .";"";"DNA repair";-0,75474382;"      .";"      ."
131;"proton-transporting ATPase activity, rotational mechanism";0,77175628;"      .";"      .";"";"protein kinase activity";-0,75342953;"      .";"      ."
132;"lipid metabolic process";0,76104365;"      .";"      .";"";"pharyngeal system development";-0,75154583;"      .";"      ."
133;"endosome";0,75964584;"      .";"      .";"";"covalent chromatin modification";-0,74200431;"      .";"      ."
134;"endosomal transport";0,74330341;"      .";"      .";"";"neuron development";-0,74139154;"      .";"      ."
135;"ATP hydrolysis coupled proton transport";0,74023325;"      .";"      .";"";"U5 snRNP";-0,73832663;"      .";"      ."
136;"cytokine-mediated signaling pathway";0,74013833;"      .";"      .";"";"RNA binding";-0,7355687;"      .";"      ."
137;"vacuolar acidification";0,73632104;"      .";"      .";"";"spindle organization";-0,72983225;"      .";"      ."
138;"glycolytic process";0,73078397;"      .";"      .";"";"symporter activity";-0,7232052;"      .";"      ."
139;"axon extension";0,72734129;"      .";"      .";"";"negative regulation of transcription, DNA-templated";-0,71788048;"      .";"      ."
140;"oxidoreductase activity, acting on the CH-CH group of donors";0,72298927;"      .";"      .";"";"regulation of small GTPase mediated signal transduction";-0,71754417;"      .";"      ."
141;"receptor-mediated endocytosis";0,71961998;"      .";"      .";"";"chemokine activity";-0,70144156;"      .";"      ."
142;"mitochondrial matrix";0,7098698;"      .";"      .";"";"RNA methylation";-0,69382004;"      .";"      ."
143;"protein N-linked glycosylation";0,70667637;"      .";"      .";"";"cytokine activity";-0,69083147;"      .";"      ."
144;"lysosomal membrane";0,70421405;"      .";"      .";"";"hydrolase activity";-0,68980197;"      .";"      ."
145;"aminopeptidase activity";0,70393451;"      .";"      .";"";"double-strand break repair";-0,6813149;"      .";"      ."
146;"positive regulation of I-kappaB kinase/NF-kappaB signaling";0,70283418;"      .";"      .";"";"skeletal system development";-0,68106469;"      .";"      ."
147;"dephosphorylation";0,70154276;"      .";"      .";"";"convergent extension involved in gastrulation";-0,67918404;"      .";"      ."
148;"2 iron, 2 sulfur cluster binding";0,70124825;"      .";"      .";"";"chaperonin-containing T-complex";-0,67774896;"      .";"      ."
149;"positive regulation of apoptotic process";0,69796566;"      .";"      .";"";"extracellular matrix structural constituent";-0,67268189;"      .";"      ."
150;"vacuolar proton-transporting V-type ATPase, V0 domain";0,69625373;"      .";"      .";"";"protein phosphorylation";-0,67191509;"      .";"      ."
151;"intracellular protein transport";0,69402419;"      .";"      .";"";"determination of heart left/right asymmetry";-0,67128184;"      .";"      ."
152;"melanosome transport";0,68745193;"      .";"      .";"";"epithelial cilium movement involved in determination of left/right asymmetry";-0,666277;"      .";"      ."
153;"epidermal growth factor receptor signaling pathway";0,68656847;"      .";"      .";"";"sulfotransferase activity";-0,66569299;"      .";"      ."
154;"ubiquitin binding";0,6825226;"      .";"      .";"";"DNA replication";-0,66518481;"      .";"      ."
155;"ceramide biosynthetic process";0,68176206;"      .";"      .";"";"adenylate cyclase-modulating G-protein coupled receptor signaling pathway";-0,6619992;"      .";"      ."
156;"scavenger receptor activity";0,68031242;"      .";"      .";"";"nucleic acid phosphodiester bond hydrolysis";-0,63652762;"      .";"      ."
157;"ubiquitin protein ligase activity";0,67992305;"      .";"      .";"";"vasoconstriction";-0,62015407;"      .";"      ."
158;"mitochondrial membrane";0,677114;"      .";"      .";"";"carboxylic acid metabolic process";-0,61030103;"      .";"      ."
159;"tricarboxylic acid cycle";0,67223126;"      .";"      .";"";"hindbrain development";-0,60961459;"      .";"      ."
160;"respiratory chain";0,64622412;"      .";"      .";"";"histone acetylation";-0,60931223;"      .";"      ."
161;"proton-transporting V-type ATPase, V0 domain";0,64316605;"      .";"      .";"";"Kupffer's vesicle development";-0,60543731;"      .";"      ."
162;"cellular protein modification process";0,64243938;"      .";"      .";"";"exonuclease activity";-0,603906;"      .";"      ."
163;"ubiquitin conjugating enzyme binding";0,64204473;"      .";"      .";"";"stabilization of membrane potential";-0,60389762;"      .";"      ."
164;"cardiac muscle cell differentiation";0,63886442;"      .";"      .";"";"potassium channel activity";-0,6037883;"      .";"      ."
165;"carbohydrate metabolic process";0,63780477;"      .";"      .";"";"neurotransmitter:sodium symporter activity";-0,60178267;"      .";"      ."
166;"positive regulation of neurogenesis";0,6273892;"      .";"      .";"";"cell surface receptor signaling pathway";-0,60014594;"      .";"      ."
167;"ubiquitin-protein transferase activity";0,62710885;"      .";"      .";"";"proteasome-mediated ubiquitin-dependent protein catabolic process";-0,59437934;"      .";"      ."
168;"convergent extension";0,62323463;"      .";"      .";"";"'de novo' protein folding";-0,59426533;"      .";"      ."
169;"cellular iron ion homeostasis";0,61761119;"      .";"      .";"";"erythrocyte differentiation";-0,5929063;"      .";"      ."
170;"chordate embryonic development";0,61548064;"      .";"      .";"";"methyltransferase activity";-0,5920316;"      .";"      ."
171;"gluconeogenesis";0,61497228;"      .";"      .";"";"potassium ion leak channel activity";-0,58584247;"      .";"      ."
172;"protein sumoylation";0,61106068;"      .";"      .";"";"transcriptional repressor complex";-0,58085363;"      .";"      ."
173;"ATPase activity, coupled to transmembrane movement of substances";0,60581815;"      .";"      .";"";"phospholipase C-activating dopamine receptor signaling pathway";-0,57895663;"      .";"      ."
174;"phosphatase activity";0,60535432;"      .";"      .";"";"cell growth";-0,57555163;"      .";"      ."
175;"perinuclear region of cytoplasm";0,59925309;"      .";"      .";"";"transcription, DNA-templated";-0,57527322;"      .";"      ."
176;"ATP binding";0,59307589;"      .";"      .";"";"release of sequestered calcium ion into cytosol";-0,57243189;"      .";"      ."
177;"blood vessel morphogenesis";0,58998024;"      .";"      .";"";"germ cell migration";-0,56681221;"      .";"      ."
178;"late endosome membrane";0,58990863;"      .";"      .";"";"adenylate cyclase activity";-0,56524728;"      .";"      ."
179;"BLOC-1 complex";0,58503168;"      .";"      .";"";"histone acetyltransferase complex";-0,55909324;"      .";"      ."
180;"translation";0,5829288;"      .";"      .";"";"synapse organization";-0,55489179;"      .";"      ."
181;"response to methylmercury";0,57702112;"      .";"      .";"";"homophilic cell adhesion via plasma membrane adhesion molecules";-0,55289828;"      .";"      ."
182;"glucuronosyltransferase activity";0,57266377;"      .";"      .";"";"cell surface";-0,55053198;"      .";"      ."
183;"response to activity";0,57094781;"      .";"      .";"";"optic nerve development";-0,54977313;"      .";"      ."
184;"phospholipid biosynthetic process";0,56632718;"      .";"      .";"";"embryonic viscerocranium morphogenesis";-0,53902905;"      .";"      ."
185;"response to oxidative stress";0,56507342;"      .";"      .";"";"protein binding involved in protein folding";-0,53871414;"      .";"      ."
186;"cytochrome-c oxidase activity";0,56485178;"      .";"      .";"";"nuclear chromatin";-0,53786972;"      .";"      ."
187;"rRNA processing";0,55787054;"      .";"      .";"";"inward rectifier potassium channel activity";-0,53274183;"      .";"      ."
188;"cell-cell junction";0,54470016;"      .";"      .";"";"positive regulation of cysteine-type endopeptidase activity involved in apoptotic process";-0,52894051;"      .";"      ."
189;"integrin-mediated signaling pathway";0,54315794;"      .";"      .";"";"potassium ion import";-0,52302444;"      .";"      ."
190;"vacuole";0,54239729;"      .";"      .";"";"vesicle-mediated transport";-0,51769617;"      .";"      ."
191;"response to cadmium ion";0,54062524;"      .";"      .";"";"methylation";-0,51144929;"      .";"      ."
192;"biosynthetic process";0,52990775;"      .";"      .";"";"ion transmembrane transport";-0,5093167;"      .";"      ."
193;"integrin complex";0,52835394;"      .";"      .";"";"mitotic cytokinesis";-0,50230308;"      .";"      ."
194;"CTP biosynthetic process";0,52100867;"      .";"      .";"";"hormone activity";-0,50228898;"      .";"      ."
195;"immune response";0,52002056;"      .";"      .";"";"regulation of MAPK cascade";-0,50176311;"      .";"      ."
196;"non-membrane spanning protein tyrosine kinase activity";0,51161667;"      .";"      .";"";"collagen trimer";-0,49131033;"      .";"      ."
197;"translation initiation factor activity";0,50925817;"      .";"      .";"";"microtubule cytoskeleton organization";-0,49039847;"      .";"      ."
198;"late endosome";0,50880569;"      .";"      .";"";"phosphatidylinositol-4,5-bisphosphate binding";-0,49026195;"      .";"      ."
199;"oligodendrocyte development";0,50675169;"      .";"      .";"";"adaptive immune response";-0,48866579;"      .";"      ."
200;"positive regulation of transcription from RNA polymerase II promoter";0,50659602;"      .";"      .";"";"positive regulation of canonical Wnt signaling pathway";-0,48134034;"      .";"      ."
201;"MAP kinase kinase kinase activity";0,50648396;"      .";"      .";"";"chemokine-mediated signaling pathway";-0,47278341;"      .";"      ."
202;"translational initiation";0,50635945;"      .";"      .";"";"signal transduction";-0,47227385;"      .";"      ."
203;"cysteine-type endopeptidase activity involved in execution phase of apoptosis";0,50434371;"      .";"      .";"";"response to peptide";-0,47200175;"      .";"      ."
204;"UTP biosynthetic process";0,5018036;"      .";"      .";"";"cytokinesis";-0,46745595;"      .";"      ."
205;"transferase activity, transferring acyl groups";0,50177996;"      .";"      .";"";"aminoacyl-tRNA editing activity";-0,46720187;"      .";"      ."
206;"integral component of mitochondrial inner membrane";0,49939843;"      .";"      .";"";"neural tube formation";-0,46504418;"      .";"      ."
207;"lipid catabolic process";0,49830584;"      .";"      .";"";"potassium ion transport";-0,46459864;"      .";"      ."
208;"nucleoside diphosphate kinase activity";0,49233488;"      .";"      .";"";"midbrain-hindbrain boundary development";-0,46329642;"      .";"      ."
209;"nucleoside diphosphate phosphorylation";0,49233488;"      .";"      .";"";"transcription factor complex";-0,45460976;"      .";"      ."
210;"melanocyte differentiation";0,49166532;"      .";"      .";"";"determination of dorsal identity";-0,4545496;"      .";"      ."
211;"mitochondrial outer membrane";0,49132151;"      .";"      .";"";"positive regulation of guanylate cyclase activity";-0,45450644;"      .";"      ."
212;"cell migration";0,49017701;"      .";"      .";"";"glycolipid biosynthetic process";-0,44767639;"      .";"      ."
213;"heart morphogenesis";0,48600893;"      .";"      .";"";"transmission of nerve impulse";-0,44365861;"      .";"      ."
214;"cardiac muscle cell proliferation";0,48560183;"      .";"      .";"";"sequence-specific DNA binding";-0,43602937;"      .";"      ."
215;"execution phase of apoptosis";0,48375201;"      .";"      .";"";"peripheral nervous system development";-0,43520789;"      .";"      ."
216;"hydrogen ion transmembrane transport";0,48322135;"      .";"      .";"";"protein homooligomerization";-0,43496953;"      .";"      ."
217;"MyD88-dependent toll-like receptor signaling pathway";0,4830134;"      .";"      .";"";"mesoderm development";-0,43004035;"      .";"      ."
218;"magnesium ion binding";0,48238787;"      .";"      .";"";"chromatin organization";-0,42900927;"      .";"      ."
219;"transmembrane receptor protein tyrosine kinase signaling pathway";0,48228796;"      .";"      .";"";"neuron projection development";-0,42671862;"      .";"      ."
220;"endocytosis";0,47825438;"      .";"      .";"";"neurotransmitter transport";-0,42658013;"      .";"      ."
221;"endosome membrane";0,47793279;"      .";"      .";"";"axon guidance";-0,4264407;"      .";"      ."
222;"ribosome binding";0,47775826;"      .";"      .";"";"calcium ion binding";-0,42620773;"      .";"      ."
223;"autophagosome";0,47476949;"      .";"      .";"";"regulation of canonical Wnt signaling pathway";-0,42047248;"      .";"      ."
224;"secretory granule";0,47400759;"      .";"      .";"";"chemotaxis";-0,4135481;"      .";"      ."
225;"regulation of cell cycle";0,47249612;"      .";"      .";"";"retina layer formation";-0,41314396;"      .";"      ."
226;"eukaryotic 48S preinitiation complex";0,47229977;"      .";"      .";"";"nucleoplasm";-0,40674071;"      .";"      ."
227;"phosphoprotein phosphatase activity";0,47215019;"      .";"      .";"";"positive regulation of pathway-restricted SMAD protein phosphorylation";-0,39853777;"      .";"      ."
228;"translational elongation";0,47213375;"      .";"      .";"";"transforming growth factor beta receptor binding";-0,39853777;"      .";"      ."
229;"transporter activity";0,47156942;"      .";"      .";"";"plasma membrane organization";-0,39829656;"      .";"      ."
230;"positive regulation of catalytic activity";0,47064922;"      .";"      .";"";"catalytic step 2 spliceosome";-0,3953218;"      .";"      ."
231;"ribosome biogenesis";0,46878658;"      .";"      .";"";"chaperone-mediated protein folding";-0,39068773;"      .";"      ."
232;"NAD binding";0,46801251;"      .";"      .";"";"SMAD protein signal transduction";-0,39020728;"      .";"      ."
233;"protein ADP-ribosylation";0,45945569;"      .";"      .";"";"regulation of transcription from RNA polymerase II promoter";-0,38943292;"      .";"      ."
234;"triglyceride catabolic process";0,45437416;"      .";"      .";"";"U2 snRNP";-0,38914204;"      .";"      ."
235;"cartilage morphogenesis";0,45379452;"      .";"      .";"";"protein domain specific binding";-0,38580539;"      .";"      ."
236;"peptidyl-tyrosine autophosphorylation";0,44714989;"      .";"      .";"";"central nervous system development";-0,377986;"      .";"      ."
237;"transferase activity, transferring glycosyl groups";0,44706461;"      .";"      .";"";"regulation of inflammatory response";-0,37768694;"      .";"      ."
